SA2_CODE_2021,C16_AP_45_49_NCB_2,C16_AP_45_49_NCB_3,C16_AP_45_49_NCB_4,C16_AP_45_49_NCB_5,C16_AP_45_49_NCB_6mor,C16_AP_45_49_NCB_NS,C16_AP_45_49_Tot,C16_AP_50_54_NCB_0,C16_AP_50_54_NCB_1,C16_AP_50_54_NCB_2,C16_AP_50_54_NCB_3,C16_AP_50_54_NCB_4,C16_AP_50_54_NCB_5,C16_AP_50_54_NCB_6mor,C16_AP_50_54_NCB_NS,C16_AP_50_54_Tot,C16_AP_55_59_NCB_0,C16_AP_55_59_NCB_1,C16_AP_55_59_NCB_2,C16_AP_55_59_NCB_3,C16_AP_55_59_NCB_4,C16_AP_55_59_NCB_5,C16_AP_55_59_NCB_6mor,C16_AP_55_59_NCB_NS,C16_AP_55_59_Tot,C16_AP_60_64_NCB_0,C16_AP_60_64_NCB_1,C16_AP_60_64_NCB_2,C16_AP_60_64_NCB_3,C16_AP_60_64_NCB_4,C16_AP_60_64_NCB_5,C16_AP_60_64_NCB_6mor,C16_AP_60_64_NCB_NS,C16_AP_60_64_Tot,C16_AP_65_69_NCB_0,C16_AP_65_69_NCB_1,C16_AP_65_69_NCB_2,C16_AP_65_69_NCB_3,C16_AP_65_69_NCB_4,C16_AP_65_69_NCB_5,C16_AP_65_69_NCB_6mor,C16_AP_65_69_NCB_NS,C16_AP_65_69_Tot,C16_AP_70_74_NCB_0,C16_AP_70_74_NCB_1,C16_AP_70_74_NCB_2,C16_AP_70_74_NCB_3,C16_AP_70_74_NCB_4,C16_AP_70_74_NCB_5,C16_AP_70_74_NCB_6mor,C16_AP_70_74_NCB_NS,C16_AP_70_74_Tot,C16_AP_75_79_NCB_0,C16_AP_75_79_NCB_1,C16_AP_75_79_NCB_2,C16_AP_75_79_NCB_3,C16_AP_75_79_NCB_4,C16_AP_75_79_NCB_5,C16_AP_75_79_NCB_6mor,C16_AP_75_79_NCB_NS,C16_AP_75_79_Tot,C16_AP_80_84_NCB_0,C16_AP_80_84_NCB_1,C16_AP_80_84_NCB_2,C16_AP_80_84_NCB_3,C16_AP_80_84_NCB_4,C16_AP_80_84_NCB_5,C16_AP_80_84_NCB_6mor,C16_AP_80_84_NCB_NS,C16_AP_80_84_Tot,C16_AP_85over_N_c_b_0,C16_AP_85over_N_c_b_1,C16_AP_85over_N_c_b_2,C16_AP_85over_N_c_b_3,C16_AP_85over_N_c_b_4,C16_AP_85over_N_c_b_5,C16_AP_85over_N_c_b_6mor,C16_AP_85over_N_c_b_NS,C16_AP_85over_Tot,C16_AP_Tot_NCB_0,C16_AP_Tot_NCB_1,C16_AP_Tot_NCB_2,C16_AP_Tot_NCB_3,C16_AP_Tot_NCB_4,C16_AP_Tot_NCB_5,C16_AP_Tot_N_c_b_6mor,C16_AP_Tot_NCB_NS,C16_AP_Tot_Tot,C21_AP_15_19_NCB_0,C21_AP_15_19_NCB_1,C21_AP_15_19_NCB_2,C21_AP_15_19_NCB_3,C21_AP_15_19_NCB_4,C21_AP_15_19_NCB_5,C21_AP_15_19_NCB_6mor,C21_AP_15_19_NCB_NS,C21_AP_15_19_Tot,C21_AP_20_24_NCB_0,C21_AP_20_24_NCB_1,C21_AP_20_24_NCB_2,C21_AP_20_24_NCB_3,C21_AP_20_24_NCB_4,C21_AP_20_24_NCB_5,C21_AP_20_24_NCB_6mor,C21_AP_20_24_NCB_NS,C21_AP_20_24_Tot,C21_AP_25_29_NCB_0,C21_AP_25_29_NCB_1,C21_AP_25_29_NCB_2,C21_AP_25_29_NCB_3,C21_AP_25_29_NCB_4,C21_AP_25_29_NCB_5,C21_AP_25_29_NCB_6mor,C21_AP_25_29_NCB_NS,C21_AP_25_29_Tot,C21_AP_30_34_NCB_0,C21_AP_30_34_NCB_1,C21_AP_30_34_NCB_2,C21_AP_30_34_NCB_3,C21_AP_30_34_NCB_4,C21_AP_30_34_NCB_5,C21_AP_30_34_NCB_6mor,C21_AP_30_34_NCB_NS,C21_AP_30_34_Tot,C21_AP_35_39_NCB_0,C21_AP_35_39_NCB_1,C21_AP_35_39_NCB_2,C21_AP_35_39_NCB_3,C21_AP_35_39_NCB_4,C21_AP_35_39_NCB_5,C21_AP_35_39_NCB_6mor,C21_AP_35_39_NCB_NS,C21_AP_35_39_Tot,C21_AP_40_44_NCB_0,C21_AP_40_44_NCB_1,C21_AP_40_44_NCB_2,C21_AP_40_44_NCB_3,C21_AP_40_44_NCB_4,C21_AP_40_44_NCB_5,C21_AP_40_44_NCB_6mor,C21_AP_40_44_NCB_NS,C21_AP_40_44_Tot,C21_AP_45_49_NCB_0,C21_AP_45_49_NCB_1,C21_AP_45_49_NCB_2,C21_AP_45_49_NCB_3,C21_AP_45_49_NCB_4,C21_AP_45_49_NCB_5,C21_AP_45_49_NCB_6mor,C21_AP_45_49_NCB_NS,C21_AP_45_49_Tot,C21_AP_50_54_NCB_0,C21_AP_50_54_NCB_1,C21_AP_50_54_NCB_2,C21_AP_50_54_NCB_3,C21_AP_50_54_NCB_4,C21_AP_50_54_NCB_5,C21_AP_50_54_NCB_6mor,C21_AP_50_54_NCB_NS,C21_AP_50_54_Tot,C21_AP_55_59_NCB_0,C21_AP_55_59_NCB_1,C21_AP_55_59_NCB_2,C21_AP_55_59_NCB_3,C21_AP_55_59_NCB_4,C21_AP_55_59_NCB_5,C21_AP_55_59_NCB_6mor,C21_AP_55_59_NCB_NS,C21_AP_55_59_Tot,C21_AP_60_64_NCB_0,C21_AP_60_64_NCB_1,C21_AP_60_64_NCB_2,C21_AP_60_64_NCB_3,C21_AP_60_64_NCB_4,C21_AP_60_64_NCB_5,C21_AP_60_64_NCB_6mor,C21_AP_60_64_NCB_NS,C21_AP_60_64_Tot,C21_AP_65_69_NCB_0,C21_AP_65_69_NCB_1,C21_AP_65_69_NCB_2,C21_AP_65_69_NCB_3,C21_AP_65_69_NCB_4,C21_AP_65_69_NCB_5,C21_AP_65_69_NCB_6mor,C21_AP_65_69_NCB_NS,C21_AP_65_69_Tot,C21_AP_70_74_NCB_0,C21_AP_70_74_NCB_1,C21_AP_70_74_NCB_2,C21_AP_70_74_NCB_3,C21_AP_70_74_NCB_4,C21_AP_70_74_NCB_5,C21_AP_70_74_NCB_6mor,C21_AP_70_74_NCB_NS,C21_AP_70_74_Tot,C21_AP_75_79_NCB_0,C21_AP_75_79_NCB_1,C21_AP_75_79_NCB_2,C21_AP_75_79_NCB_3
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,13,0,0,0,0,0,0,0,13,28,0,0,0,0,0,0,0,32,41,10,3,0,0,0,0,0,57,22,17,9,0,0,0,0,5,60,23,8,20,5,0,0,0,0,54,8,7,13,7,0,0,0,0,25,0,5,6,5,3,0,0,0,11,0,0,5,4,0,0,0,0,12,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,4,0,0,0,0,0,8,0,0,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,9,6,0,0,0,0,21,4,9,8,0,9,0,0,6,27,4,0,8,9,0,0,0,6,24,8,7,5,10,0,0,0,4,37,0,0,12,12,4,0,0,4,33,0,3,9,0,0,6,0,7,24,0,0,3,3,3,0,0,4,13,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,9,73,35,58,42,20,6,4,53,302,15,0,0,0,0,0,0,3,17,14,0,0,0,0,0,0,8,24,14,0,0,0,0,0,0,12,27,13,9,4,0,0,0,0,14,34,6,3,4,3,0,3,0,4,22,3,3,9,5,0,0,0,6,36,3,5,9,3,0,0,0,10,26,8,6,6,3,0,0,0,0,25,5,5,6,4,5,0,0,5,25,4,5,7,4,0,0,0,17,40,7,0,11,8,3,0,0,13,47,0,4,8,6,3,0,0,7,24,0,0,5,0
801031114,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,7,5,4,0,0,0,37,0,0,0,0,0,0,0,3,10,6,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031115,0,0,0,0,0,5,9,4,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,13,7,9,14,8,0,0,8,73,12,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,5,16,3,3,0,0,0,0,0,5,16,5,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,9,0,4,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
801041034,99,58,10,3,0,13,247,26,27,78,32,14,4,0,5,192,13,25,55,21,9,3,0,10,129,7,3,42,26,13,0,0,5,103,8,9,28,14,8,3,0,4,77,4,0,23,14,7,0,0,0,51,3,4,12,15,4,6,0,0,43,0,0,5,0,6,3,0,0,21,0,0,3,0,0,0,0,0,8,618,318,674,298,112,28,13,107,2160,228,0,0,0,0,0,0,16,243,165,11,0,0,0,0,0,19,196,125,26,16,0,0,0,0,7,181,60,54,47,19,0,0,8,9,196,34,45,100,27,9,0,0,8,227,39,46,121,46,13,3,0,8,272,35,44,140,50,21,5,7,8,303,34,35,95,48,13,4,3,6,228,30,31,68,29,14,0,0,8,178,6,26,55,21,5,0,0,0,119,12,7,39,31,9,0,4,0,91,7,8,35,19,7,4,0,0,75,0,4,25,8
801041035,63,39,12,3,0,7,179,10,17,30,22,12,3,0,3,101,4,11,23,11,5,0,0,3,68,0,13,28,9,8,0,0,7,70,0,4,11,11,4,0,0,0,36,0,4,12,3,3,0,0,3,27,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,716,395,687,279,97,24,16,141,2359,213,0,0,0,0,0,0,20,229,185,13,4,0,0,0,0,17,223,150,44,30,9,0,0,0,10,251,109,80,94,27,4,5,0,23,347,58,99,149,75,30,8,0,22,446,44,60,159,60,26,5,4,10,368,29,42,118,45,24,0,5,4,270,13,23,61,38,11,0,3,4,163,14,20,34,26,4,3,0,0,102,5,10,28,11,8,0,5,6,73,0,11,29,15,9,0,0,6,75,3,8,23,13,3,0,0,0,51,0,0,17,13
801041036,55,28,0,0,0,6,142,16,19,41,24,13,0,0,10,109,11,10,41,27,6,4,0,11,106,3,9,24,17,3,0,0,5,66,4,8,21,8,7,0,0,0,49,0,0,8,5,0,0,0,0,18,0,0,0,4,0,0,0,4,10,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,822,423,577,209,48,12,10,145,2257,153,0,0,0,0,0,0,9,158,158,10,6,0,0,0,0,7,184,184,43,31,10,5,0,0,10,274,143,109,99,20,9,0,0,9,380,75,93,196,47,5,0,0,16,432,46,62,120,41,3,4,4,6,287,28,42,95,41,11,0,0,8,230,13,33,54,25,3,4,0,3,135,20,25,40,27,9,0,0,5,118,7,14,40,29,10,0,6,8,111,5,6,27,14,6,4,0,0,66,5,9,23,14,3,0,0,0,47,0,0,5,11
801041037,57,12,3,0,0,0,113,11,10,30,17,0,0,0,5,75,9,12,24,17,6,0,0,3,69,6,14,24,15,4,0,0,0,67,5,4,12,4,0,0,0,0,34,0,0,13,3,5,0,0,0,29,0,0,7,3,3,0,0,0,14,0,0,3,3,0,0,0,0,11,0,0,0,3,0,0,0,3,4,652,343,443,148,31,10,0,90,1708,94,0,0,0,0,0,0,12,103,112,6,3,0,0,0,0,9,123,134,27,12,3,0,0,0,11,186,123,74,52,10,6,0,0,9,266,67,65,143,33,8,0,0,11,331,31,44,112,25,4,0,0,0,220,27,32,63,17,0,0,0,3,151,23,21,40,11,4,0,0,0,110,15,15,35,15,0,0,0,0,84,7,13,24,5,7,0,0,3,54,7,10,30,19,7,0,0,0,72,7,8,22,6,10,0,0,3,47,0,3,22,15
801041038,87,27,7,0,0,9,178,13,16,39,19,7,0,0,0,97,7,11,23,25,7,4,0,0,69,3,8,24,15,3,0,0,0,56,4,4,16,5,4,0,0,0,32,0,0,7,4,0,0,0,0,21,0,0,4,4,3,0,0,0,11,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,420,253,527,193,45,11,8,91,1554,152,0,0,0,0,0,0,14,169,96,0,0,0,0,0,0,7,109,71,17,7,0,0,0,0,9,102,47,34,46,11,6,0,0,8,146,38,62,100,26,5,3,0,6,245,30,42,124,54,0,3,0,6,253,21,33,104,37,8,4,4,3,208,20,26,72,19,3,0,0,6,146,12,20,40,18,11,0,0,4,90,8,8,24,12,6,0,0,0,64,3,9,25,15,0,0,0,8,60,0,8,11,10,3,0,0,3,38,0,5,5,10
801041039,60,22,5,3,0,10,150,22,26,44,16,3,0,0,4,122,9,22,29,22,4,0,0,4,89,0,12,27,16,3,0,3,3,69,0,4,21,12,3,3,0,0,46,0,5,11,8,3,3,3,0,22,0,0,0,6,0,0,0,0,12,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,1154,390,569,178,45,20,6,138,2500,173,0,0,0,0,0,0,12,183,266,5,0,0,0,0,0,27,306,414,49,13,3,0,0,0,45,523,254,110,74,9,0,0,0,19,460,132,87,141,42,9,0,0,13,426,39,55,142,33,5,3,3,8,295,41,45,103,36,12,0,0,10,252,21,33,65,22,6,0,0,6,157,22,25,44,18,9,0,0,3,123,10,20,32,21,8,0,0,0,86,3,15,27,13,3,0,0,3,72,0,6,17,18,3,4,0,0,45,0,3,12,9
801041040,72,35,6,6,0,15,202,22,34,47,25,11,0,0,6,155,15,30,32,26,9,0,0,10,127,7,23,31,25,5,0,4,6,102,4,6,21,21,13,0,0,3,75,0,8,15,9,3,0,4,3,45,0,0,4,5,0,3,0,5,28,0,0,3,4,0,0,3,0,9,0,5,0,3,0,0,0,0,13,1039,373,524,242,78,20,17,191,2484,218,0,0,0,0,0,0,9,233,360,13,5,0,0,0,0,36,416,523,66,22,4,0,0,0,34,642,288,120,66,18,3,0,0,27,521,119,92,112,33,0,0,0,20,374,74,50,116,51,4,3,3,9,317,50,40,99,34,13,10,5,9,258,33,38,75,46,9,0,0,7,216,27,36,61,28,13,7,0,4,170,17,38,41,33,6,0,0,3,142,6,29,47,24,8,0,0,4,121,10,17,25,22,14,0,0,0,83,0,10,12,11
801041043,3,0,0,0,0,0,9,0,0,4,5,0,0,0,0,16,0,0,3,0,0,0,0,0,3,5,0,4,6,4,0,0,0,18,0,0,0,0,0,0,0,0,8,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,8,28,29,7,3,5,10,115,9,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,3,0,0,0,0,8,0,3,3,10,0,0,0,0,22,0,0,5,5,0,0,0,0,9,0,6,8,3,0,0,0,0,13,0,0,6,3,0,0,0,0,12,0,0,4,7,3,0,0,0,16,0,0,3,4,0,0,0,0,9,0,0,0,6
801041044,91,36,17,0,0,4,223,24,33,62,22,15,0,0,8,161,12,15,34,22,3,0,4,7,105,3,12,23,16,7,0,0,0,65,0,7,15,16,3,3,0,0,44,0,0,10,15,0,0,0,0,25,0,4,5,7,5,3,0,0,27,0,0,3,0,0,0,0,0,6,0,0,4,0,0,0,0,0,7,1162,471,726,273,85,16,11,134,2880,223,0,0,0,0,0,0,17,237,293,9,9,0,0,0,0,22,328,337,36,18,3,4,0,0,21,421,206,99,75,23,3,0,0,15,421,102,105,150,41,15,0,0,19,434,59,66,148,68,11,0,0,9,373,34,46,142,68,14,4,0,13,312,31,52,73,31,8,0,0,4,198,17,22,64,16,9,3,3,0,146,13,20,37,23,7,0,0,0,101,5,20,25,16,8,0,0,0,76,0,8,17,13,6,4,5,0,52,0,3,8,8
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,136,54,24,5,3,19,373,52,43,119,59,19,3,0,13,310,47,37,66,46,17,3,4,19,239,17,25,62,33,14,12,0,7,176,7,15,58,54,17,0,0,7,170,10,14,37,29,8,5,4,6,117,3,4,20,23,7,0,7,4,77,0,5,12,12,9,5,3,0,46,0,0,4,3,0,0,0,0,20,1460,668,1050,513,168,55,30,255,4204,255,0,0,0,0,0,0,27,282,281,15,3,0,0,0,0,12,311,292,76,49,8,3,0,0,34,459,190,119,142,33,7,3,0,13,515,117,105,195,77,19,0,4,13,534,81,72,165,66,25,6,3,12,428,72,56,134,53,22,10,6,18,368,71,54,125,58,25,3,4,9,343,41,40,102,56,22,3,3,6,288,36,37,75,52,10,7,0,4,223,19,25,71,44,15,11,9,7,200,14,20,82,62,13,0,5,10,218,8,16,47,32
801041047,146,90,23,0,0,20,349,47,36,159,71,17,6,0,20,350,27,38,102,59,18,0,0,9,255,11,15,80,49,22,0,0,6,188,11,21,77,42,11,3,0,12,185,6,8,42,27,6,4,0,0,92,4,9,23,17,10,4,3,3,79,0,5,13,15,5,7,4,5,49,0,3,4,8,0,0,0,0,18,788,298,885,475,148,31,18,174,2820,220,0,0,0,0,0,0,13,233,207,3,4,0,0,0,0,5,217,100,13,4,3,0,0,0,0,124,56,34,41,12,6,0,0,3,150,29,39,74,30,6,4,0,4,190,27,22,104,35,7,0,7,0,208,30,34,117,57,13,3,0,5,258,34,31,154,80,22,0,0,6,330,38,40,130,58,15,0,0,6,282,30,30,92,56,16,0,0,5,224,9,15,87,52,18,0,3,7,192,19,13,72,46,17,4,0,9,174,3,10,44,30
801041048,74,51,21,0,4,10,215,28,36,80,46,12,0,0,11,213,20,29,54,37,14,4,0,3,166,23,19,51,31,12,4,6,9,143,9,18,53,23,6,4,3,7,128,7,6,30,15,6,5,0,5,78,5,5,10,17,3,0,6,3,43,3,5,5,4,4,0,5,4,31,0,4,9,3,4,0,3,4,19,766,328,601,313,99,28,27,136,2295,136,0,0,0,0,0,0,7,141,147,7,0,0,0,0,0,9,161,149,29,16,3,4,0,0,12,209,86,60,58,20,0,6,0,8,229,52,41,76,23,5,3,0,11,215,44,33,66,45,16,3,0,9,204,31,33,89,30,4,0,0,5,195,29,40,61,48,15,4,0,7,201,24,38,65,33,11,5,0,4,181,15,24,55,36,11,4,0,5,153,26,16,47,31,10,4,3,4,142,10,22,47,23,7,6,0,5,110,0,10,29,18
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,9,3,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,10,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,45,66,24,11,3,6,15,256,19,0,0,0,0,0,0,3,20,14,0,0,0,0,0,0,0,22,23,3,3,0,0,0,0,3,30,13,15,12,4,0,0,0,0,44,4,21,18,10,6,0,0,3,50,4,4,15,10,0,0,0,0,40,0,4,6,6,3,0,0,0,26,5,0,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,3,0,4,0,0,0,0,0,8,0,0,3,0,0,0,0,0,5,0,0,0,0
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
