SA2_CODE_2021,C16_2500_2999_R650more,C16_2500_2999_R_NS,C16_2500_2999_R_Tot,C16_3000_3999_R1_74,C16_3000_3999_R75_99,C16_3000_3999_R100_149,C16_3000_3999_R150_199,C16_3000_3999_R200_224,C16_3000_3999_R225_274,C16_3000_3999_R275_349,C16_3000_3999_R350_449,C16_3000_3999_R450_549,C16_3000_3999_R550_649,C16_3000_3999_R650more,C16_3000_3999_R_NS,C16_3000_3999_R_Tot,C16_4000more_R1_74,C16_4000more_R75_99,C16_4000more_R100_149,C16_4000more_R150_199,C16_4000more_R200_224,C16_4000more_R225_274,C16_4000more_R275_349,C16_4000more_R350_449,C16_4000more_R450_549,C16_4000more_R550_649,C16_4000more_R650more,C16_4000more_R_NS,C16_4000more_R_Tot,C16_PI_S_R1_74,C16_PI_S_R75_99,C16_PI_S_R100_149,C16_PI_S_R150_199,C16_PI_S_R200_224,C16_PI_S_R225_274,C16_PI_S_R275_349,C16_PI_S_R350_449,C16_PI_S_R450_549,C16_PI_S_R550_649,C16_PI_S_R650more,C16_PI_S_R_NS,C16_PI_S_R_Tot,C16_AI_NS_R1_74,C16_AI_NS_R75_99,C16_AI_NS_R100_149,C16_AI_NS_R150_199,C16_AI_NS_R200_224,C16_AI_NS_R225_274,C16_AI_NS_R275_349,C16_AI_NS_R350_449,C16_AI_NS_R450_549,C16_AI_NS_R550_649,C16_AI_NS_R650more,C16_AI_NS_R_NS,C16_AI_NS_R_Tot,C16_Tot_R1_74,C16_Tot_R75_99,C16_Tot_R100_149,C16_Tot_R150_199,C16_Tot_R200_224,C16_Tot_R225_274,C16_Tot_R275_349,C16_Tot_R350_449,C16_Tot_R450_549,C16_Tot_R550_649,C16_Tot_R650more,C16_Tot_R_NS,C16_Tot_R_Tot,C21_Neg_Ni_inc_R1_74,C21_Neg_Ni_inc_R75_99,C21_Neg_Ni_inc_R100_149,C21_Neg_Ni_inc_R150_199,C21_Neg_Ni_inc_R200_224,C21_Neg_Ni_inc_R225_274,C21_Neg_Ni_inc_R275_349,C21_Neg_Ni_inc_R350_449,C21_Neg_Ni_inc_R450_549,C21_Neg_Ni_inc_R550_649,C21_Neg_Ni_inc_R650more,C21_Neg_Ni_inc_R_NS,C21_Neg_Ni_inc_R_Tot,C21_1_149_R1_74,C21_1_149_R75_99,C21_1_149_R100_149,C21_1_149_R150_149,C21_1_149_R200_224,C21_1_149_R225_274,C21_1_149_R275_349,C21_1_149_R350_449,C21_1_149_R450_549,C21_1_149_R550_649,C21_1_149_R650more,C21_1_149_R_NS,C21_1_149_R_Tot,C21_150_299_R1_74,C21_150_299_R75_99,C21_150_299_R100_149,C21_150_299_R150_199,C21_150_299_R150_224,C21_150_299_R225_274,C21_150_299_R275_349,C21_150_299_R350_449,C21_150_299_R450_549,C21_150_299_R550_649,C21_150_299_R650more,C21_150_299_R_NS,C21_150_299_R_Tot,C21_300_399_R1_74,C21_300_399_R75_99,C21_300_399_R100_149,C21_300_399_R150_199,C21_300_399_R200_224,C21_300_399_R225_274,C21_300_399_R275_349,C21_300_399_R350_449,C21_300_399_R450_549,C21_300_399_R550_649,C21_300_399_R650more,C21_300_399_R_NS,C21_300_399_R_Tot,C21_400_499_R1_74,C21_400_499_R75_99,C21_400_499_R100_149,C21_400_499_R150_199,C21_400_499_R200_224,C21_400_499_R225_274,C21_400_499_R275_349,C21_400_499_R350_449,C21_400_499_R450_549,C21_400_499_R550_649,C21_400_499_R650more,C21_400_499_R_NS,C21_400_499_R_Tot,C21_500_649_R1_74,C21_500_649_R75_99,C21_500_649_R100_149,C21_500_649_R150_199,C21_500_649_R200_224,C21_500_649_R225_274,C21_500_649_R275_349,C21_500_649_R350_449,C21_500_649_R450_549,C21_500_649_R550_649,C21_500_649_R650more,C21_500_649_R_NS,C21_500_649_R_Tot,C21_650_799_R1_74,C21_650_799_R75_99,C21_650_799_R100_149,C21_650_799_R150_199,C21_650_799_R200_224,C21_650_799_R225_274,C21_650_799_R275_349,C21_650_799_R350_449,C21_650_799_R450_549,C21_650_799_R550_649,C21_650_799_R650more,C21_650_799_R_NS,C21_650_799_R_Tot,C21_800_999_R1_74,C21_800_999_R75_99,C21_800_999_R100_149,C21_800_999_R150_199,C21_800_999_R200_224,C21_800_999_R225_274,C21_800_999_R275_349,C21_800_999_R350_449,C21_800_999_R450_549,C21_800_999_R550_649,C21_800_999_R650more,C21_800_999_R_NS,C21_800_999_R_Tot,C21_1000_1249_R1_74,C21_1000_1249_R75_99,C21_1000_1249_R100_149,C21_1000_1249_R150_199,C21_1000_1249_R200_224,C21_1000_1249_R225_274,C21_1000_1249_R275_349,C21_1000_1249_R350_449,C21_1000_1249_R450_549,C21_1000_1249_R550_649,C21_1000_1249_R650more,C21_1000_1249_R_NS,C21_1000_1249_R_Tot,C21_1250_1499_R1_74,C21_1250_1499_R75_99,C21_1250_1499_R100_149,C21_1250_1499_R150_199,C21_1250_1499_R200_224,C21_1250_1499_R225_274,C21_1250_1499_R275_349,C21_1250_1499_R350_449,C21_1250_1499_R450_549,C21_1250_1499_R550_649,C21_1250_1499_R650more,C21_1250_1499_R_NS,C21_1250_1499_R_Tot,C21_1500_1999_R1_74,C21_1500_1999_R75_99
801081091,0,0,9,0,0,0,0,0,0,0,0,6,3,3,0,12,0,0,0,0,0,0,0,0,6,3,7,0,11,0,0,0,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,3,7,5,3,13,26,14,20,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,18,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,6,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0
801081092,0,0,15,0,0,0,0,0,0,0,5,4,3,0,0,21,0,0,0,0,0,0,0,6,7,3,0,0,17,0,0,0,0,0,3,0,4,8,5,0,0,20,0,0,4,0,0,0,0,0,0,0,0,0,0,4,14,28,9,10,11,27,59,49,17,6,5,237,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,5,0,3,0,0,0,0,14,0,0,3,0,4,0,0,0,0,0,0,0,10,0,0,0,3,4,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,4,0,0,0,14,0,0,0,0,3,0,3,3,0,0,0,0,11,0,0
801081093,3,0,17,0,0,0,0,0,0,0,5,10,0,0,0,20,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,18,18,9,19,24,53,41,14,8,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,13,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,4,6,0,4,0,0,0,13,6,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,6,0,0,0,0,3,0,0,0,16,0,0,0,0,0,7,4,0,0,0,0,0,10,0,0,0,0,0,5,4,3,4,0,0,0,22,0,0
801081094,0,0,15,0,0,0,0,0,0,0,8,3,0,0,0,16,0,0,0,0,0,0,0,9,3,0,0,0,11,0,0,0,0,0,0,0,5,8,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,6,5,12,28,61,62,11,6,5,209,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,12,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,5,0,0,0,0,0,13,0,0,0,0,0,0,6,0,3,0,0,0,8,0,0,0,0,0,0,3,0,4,0,0,0,11,0,0
801081095,0,0,11,0,0,0,0,0,0,0,5,4,4,0,0,18,0,0,0,0,0,0,0,7,4,0,4,0,10,0,0,0,0,0,6,0,6,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,6,16,57,21,11,19,24,83,55,10,5,10,327,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,8,5,4,4,0,0,6,0,0,0,0,23,0,0,25,0,0,0,0,0,0,0,0,0,30,0,0,8,8,0,0,0,0,0,0,0,0,19,0,0,0,14,5,6,5,0,0,0,0,3,30,0,0,0,3,0,8,0,0,0,0,0,0,13,0,0,0,3,3,7,3,3,4,0,0,0,23,0,0,0,0,0,0,0,6,9,3,0,0,16,0,0
801081096,0,0,24,0,0,0,0,0,3,0,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,11,7,26,8,37,32,8,3,6,168,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,3,10,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,6,4,0,0,0,17,0,0,0,0,0,0,0,0,0,5,6,0,11,0,0
801081097,0,0,19,0,0,0,0,0,0,0,5,8,0,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,3,0,3,4,5,0,0,15,0,9,0,0,0,0,0,0,0,0,0,4,15,6,26,45,27,9,15,30,82,36,10,3,14,305,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,15,0,0,0,0,0,0,0,0,4,22,0,5,25,5,0,0,0,0,3,0,0,0,45,0,0,5,5,0,0,0,0,0,0,0,0,7,0,4,0,4,0,0,0,0,5,0,0,0,23,0,0,0,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,0,8,4,0,0,0,19,0,0
801081098,0,0,19,0,0,0,0,0,3,0,3,9,3,0,0,25,0,0,0,0,0,0,5,7,6,3,3,0,23,0,0,0,0,0,0,4,4,5,0,5,0,21,0,0,0,0,0,0,3,0,0,0,0,0,9,10,8,18,12,9,21,47,97,52,17,14,6,307,0,0,0,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,4,4,0,0,0,0,0,15,0,0,8,3,4,0,0,0,0,0,0,0,18,0,0,3,3,3,0,7,9,0,0,0,0,18,0,0,3,0,3,0,3,6,0,0,0,0,13,0,0,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,5,6,0,0,0,0,18,0,0,0,0,0,0,6,12,3,0,0,0,20,0,0
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,35,0,0,0,0,0,0,3,8,14,4,0,0,35,0,0,0,0,0,0,0,6,0,0,3,0,21,0,0,0,0,3,0,4,3,9,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,16,17,17,13,83,86,60,19,16,11,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,6,0,0,12,3,0,5,0,0,0,0,0,0,16,0,0,0,4,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,4,4,0,6,3,0,0,0,14,0,0,0,0,0,3,0,9,0,0,0,0,20,0,0,0,0,0,0,3,0,6,0,0,0,16,0,0
801091100,3,3,40,0,0,0,0,0,4,4,10,14,6,9,0,47,0,0,0,0,0,0,0,0,12,16,17,0,53,0,0,0,0,0,4,0,9,11,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,4,5,9,14,28,17,18,41,61,92,103,47,40,12,477,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,12,3,0,13,4,0,0,0,0,3,0,0,0,26,0,0,4,0,0,0,6,0,0,0,0,0,16,0,0,3,7,0,0,0,3,0,0,0,0,15,0,0,3,3,0,4,3,5,0,0,0,0,15,0,0,5,0,0,6,5,9,3,8,0,0,27,0,0,0,0,0,4,13,9,3,4,0,3,35,0,0
801091101,3,0,14,0,0,0,0,0,0,0,0,9,4,6,0,18,0,0,0,0,0,0,0,0,5,4,4,0,15,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,10,5,5,8,34,48,45,17,17,15,223,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0,0,0,0,12,0,0,5,3,0,0,0,6,0,0,0,0,8,0,0,0,5,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,6,3,0,0,0,13,0,0
801091102,4,0,28,0,0,0,0,0,0,0,6,32,9,14,0,54,0,0,0,0,0,0,0,0,15,13,13,0,43,0,0,0,0,0,0,4,0,9,0,11,0,21,0,0,0,0,0,0,0,0,0,0,0,3,7,3,18,6,9,7,17,30,39,152,31,40,15,375,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,0,0,11,0,4,0,0,0,0,0,0,0,21,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3,0,3,16,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,5,0,4,3,0,0,19,0,0
801091103,0,0,13,0,0,0,0,0,0,7,3,12,5,3,0,28,0,0,0,0,0,0,0,0,4,4,9,0,21,0,0,0,0,0,0,0,4,7,0,3,0,18,0,0,4,0,0,0,0,0,0,0,0,0,4,4,16,30,14,9,29,32,40,41,20,19,14,260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,0,0,0,5,20,0,0,8,0,0,0,0,0,0,0,0,5,11,0,0,0,6,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,4,5,0,0,0,0,0,19,0,0,0,0,0,0,5,6,5,0,0,0,17,0,0
801091104,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,20,0,0,0,0,0,0,0,0,0,3,11,0,15,0,0,0,0,0,0,0,0,0,3,0,5,8,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,12,6,3,3,3,38,48,18,26,9,172,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091105,0,0,34,0,0,0,0,0,0,8,14,17,6,0,0,48,0,0,0,0,0,0,5,7,6,3,7,0,27,0,0,0,0,3,0,5,14,8,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,10,20,23,39,31,31,56,131,118,73,25,15,23,586,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,4,5,0,0,4,0,0,0,0,0,17,0,0,16,3,0,6,0,0,4,0,0,0,27,0,0,6,0,6,0,5,0,0,0,0,0,19,0,0,0,0,0,3,9,0,0,0,0,3,23,0,0,3,0,0,3,3,7,3,0,0,0,28,0,0,0,0,0,8,20,15,0,0,0,0,42,0,0,0,0,0,5,16,16,3,0,3,0,49,0,0
801091106,0,0,24,0,0,0,0,0,0,4,3,13,5,6,0,32,0,0,0,0,0,0,0,3,7,5,4,0,27,0,0,0,0,6,4,7,9,7,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,8,11,20,26,21,26,49,123,98,93,27,13,19,510,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,0,6,6,0,0,0,0,0,0,0,0,3,14,0,0,17,0,5,0,0,0,0,0,0,0,19,0,0,10,3,0,0,6,8,0,0,0,0,25,0,0,0,5,3,0,4,0,0,0,0,0,13,0,0,4,0,6,3,4,0,0,0,0,0,14,0,0,0,0,0,6,6,12,0,0,5,0,37,0,0,0,3,3,0,9,11,6,0,0,0,33,0,0
801091107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
801091108,0,0,15,0,0,0,0,0,0,0,4,11,0,4,0,22,0,0,0,0,0,0,0,4,5,4,0,0,15,0,0,0,0,0,0,4,3,4,6,0,0,19,0,0,4,0,0,0,0,0,0,0,0,0,4,8,30,32,7,5,8,33,67,54,17,8,9,272,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,5,0,8,13,0,0,3,0,0,0,0,0,0,23,0,3,3,6,0,0,0,0,0,0,0,0,13,0,0,3,0,0,5,0,0,4,0,0,0,14,0,0,0,3,0,0,4,3,0,0,0,0,11,0,0,0,0,0,0,4,3,5,0,6,0,19,0,0,0,3,0,0,5,6,5,0,0,0,21,0,0
801091109,0,0,74,0,0,0,0,0,0,11,34,27,0,3,4,79,0,0,0,0,0,0,3,6,10,0,0,0,20,0,0,0,0,0,0,6,23,4,6,0,0,36,0,0,0,3,0,0,4,5,0,0,0,6,20,7,21,20,22,13,8,226,393,96,13,11,30,853,0,0,0,0,0,0,0,0,4,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,8,0,0,0,0,6,0,0,0,0,20,7,0,9,4,0,0,0,4,0,0,3,0,23,0,0,3,3,0,4,0,6,0,0,0,0,26,0,0,0,0,0,5,0,16,9,6,0,0,31,0,0,0,0,0,3,9,21,8,0,0,0,41,0,0,0,0,0,4,4,30,11,0,0,3,59,0,0,0,0,3,4,11,63,32,12,0,0,128,0,0
801091110,0,0,12,0,0,0,0,0,0,0,4,5,3,0,0,22,0,0,0,0,0,0,0,3,4,3,0,0,9,0,0,0,5,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,4,14,6,20,6,6,14,73,36,7,6,4,194,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,9,0,0,0,0,12,0,0,4,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,10,3,0,0,10,0,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,3,0,0,0,0,0,0,0,0,8,4,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,16,14,11,9,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,0,0,0,0,0,0,0,0,0,0,9,7,7,5,0,0,0,0,0,0,0,0,0,17,0,3,6,3,0,0,0,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,0,0,0,14,0,0,5,6,0,0,0,0,4,0,0,3,15,0,0,0,3,3,3,0,5,7,0,0,3,22,0,0,0,0,3,5,0,9,3,0,3,3,25,0,3,4,4,0,0,0,9,13,0,0,0,39,0,0
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,27,0,0,0,0,0,0,0,0,4,5,4,0,23,0,0,0,0,0,0,0,0,4,3,4,0,18,0,0,0,0,0,0,0,3,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,59,72,50,19,14,3,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,3,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,8,6,0,0,0,17,0,0,0,0,0,0,0,9,5,0,0,0,30,0,0,0,0,0,5,3,20,9,3,4,0,38,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
