SA2_CODE_2021,C16_C_Lat_Da_Saint_0_14,C16_C_Lat_Da_Saint_15_24,C16_C_Lat_Da_Saint_25_34,C16_C_Lat_Da_Saint_35_44,C16_C_Lat_Da_Saint_45_54,C16_C_Lat_Da_Saint_55_64,C16_C_Lat_Da_Saint_65_74,C16_C_Lat_Da_Saint_75_84,C16_C_Lat_Da_Saint_85ov,C16_C_Lat_Da_Saint_Tot,C16_C_Luthe_0_14,C16_C_Luthe_15_24,C16_C_Luthe_25_34,C16_C_Luthe_35_44,C16_C_Luthe_45_54,C16_C_Luthe_55_64,C16_C_Luthe_65_74,C16_C_Luthe_75_84,C16_C_Luthe_85ov,C16_C_Luthe_Tot,C16_C_Ori_Orth_0_14,C16_C_Ori_Orth_15_24,C16_C_Ori_Orth_25_34,C16_C_Ori_Orth_35_44,C16_C_Ori_Orth_45_54,C16_C_Ori_Orth_55_64,C16_C_Ori_Orth_65_74,C16_C_Ori_Orth_75_84,C16_C_Ori_Orth_85ov,C16_C_Ori_Orth_Tot,C16_C_Oth_Prot_0_14,C16_C_Oth_Prot_15_24,C16_C_Oth_Prot_25_34,C16_C_Oth_Prot_35_44,C16_C_Oth_Prot_45_54,C16_C_Oth_Prot_55_64,C16_C_Oth_Prot_65_74,C16_C_Oth_Prot_75_84,C16_C_Oth_Prot_85ov,C16_C_Oth_Prot_Tot,C16_C_Pentec_0_14,C16_C_Pentec_15_24,C16_C_Pentec_25_34,C16_C_Pentec_35_44,C16_C_Pentec_45_54,C16_C_Pentec_55_64,C16_C_Pentec_65_74,C16_C_Pentec_75_84,C16_C_Pentec_85ov,C16_C_Pentec_Tot,C16_C_Pres_Ref_0_14,C16_C_Pres_Ref_15_24,C16_C_Pres_Ref_25_34,C16_C_Pres_Ref_35_44,C16_C_Pres_Ref_45_54,C16_C_Pres_Ref_55_64,C16_C_Pres_Ref_65_74,C16_C_Pres_Ref_75_84,C16_C_Pres_Ref_85ov,C16_C_Pres_Ref_Tot,C16_C_Sal_Army_0_14,C16_C_Sal_Army_15_24,C16_C_Sal_Army_25_34,C16_C_Sal_Army_35_44,C16_C_Sal_Army_45_54,C16_C_Sal_Army_55_64,C16_C_Sal_Army_65_74,C16_C_Sal_Army_75_84,C16_C_Sal_Army_85ov,C16_C_Sal_Army_Tot,C16_C_Sev_day_Adv_0_14,C16_C_Sev_day_Adv_15_24,C16_C_Sev_day_Adv_25_34,C16_C_Sev_day_Adv_35_44,C16_C_Sev_day_Adv_45_54,C16_C_Sev_day_Adv_55_64,C16_C_Sev_day_Adv_65_74,C16_C_Sev_day_Adv_75_84,C16_C_Sev_day_Adv_85ov,C16_C_Sev_day_Adv_Tot,C16_C_Unit_Chur_0_14,C16_C_Unit_Chur_15_24,C16_C_Unit_Chur_25_34,C16_C_Unit_Chur_35_44,C16_C_Unit_Chur_45_54,C16_C_Unit_Chur_55_64,C16_C_Unit_Chur_65_74,C16_C_Unit_Chur_75_84,C16_C_Unit_Chur_85ov,C16_C_Unit_Chur_Tot,C16_Chr_Ch_nfd_0_14,C16_Chr_Ch_nfd_15_24,C16_Chr_Ch_nfd_25_34,C16_Chr_Ch_nfd_35_44,C16_Chr_Ch_nfd_45_54,C16_Chr_Ch_nfd_55_64,C16_Chr_Ch_nfd_65_74,C16_Chr_Ch_nfd_75_84,C16_Chr_Ch_nfd_85ov,C16_Chr_Ch_nfd_Tot,C16_Chr_Oth_Ch_0_14,C16_Chr_Oth_Ch_15_24,C16_Chr_Oth_Ch_25_34,C16_Chr_Oth_Ch_35_44,C16_Chr_Oth_Ch_45_54,C16_Chr_Oth_Ch_55_64,C16_Chr_Oth_Ch_65_74,C16_Chr_Oth_Ch_75_84,C16_Chr_Oth_Ch_85ov,C16_Chr_Oth_Ch_Tot,C16_Chr_Tot_0_14,C16_Chr_Tot_15_24,C16_Chr_Tot_25_34,C16_Chr_Tot_35_44,C16_Chr_Tot_45_54,C16_Chr_Tot_55_64,C16_Chr_Tot_65_74,C16_Chr_Tot_75_84,C16_Chr_Tot_85ov,C16_Chr_Tot_Tot,C16_Hinduism_0_14,C16_Hinduism_15_24,C16_Hinduism_25_34,C16_Hinduism_35_44,C16_Hinduism_45_54,C16_Hinduism_55_64,C16_Hinduism_65_74,C16_Hinduism_75_84,C16_Hinduism_85ov,C16_Hinduism_Tot,C16_Islam_0_14,C16_Islam_15_24,C16_Islam_25_34,C16_Islam_35_44,C16_Islam_45_54,C16_Islam_55_64,C16_Islam_65_74,C16_Islam_75_84,C16_Islam_85ov,C16_Islam_Tot,C16_Judaism_0_14,C16_Judaism_15_24,C16_Judaism_25_34,C16_Judaism_35_44,C16_Judaism_45_54,C16_Judaism_55_64,C16_Judaism_65_74,C16_Judaism_75_84,C16_Judaism_85ov,C16_Judaism_Tot,C16_OR_AusAborTrad_0_14,C16_OR_AusAborTrad15_24,C16_OR_AusAborTrad25_34,C16_OR_AusAborTrad35_44,C16_OR_AusAborTrad45_54,C16_OR_AusAborTrad55_64,C16_OR_AusAborTrad65_74,C16_OR_AusAborTrad75_84,C16_OR_AusAborTrad85ov,C16_OR_AusAborTrade_Tot,C16_OR_Sikh_0_14,C16_OR_Sikh_15_24,C16_OR_Sikh_25_34,C16_OR_Sikh_35_44,C16_OR_Sikh_45_54,C16_OR_Sikh_55_64,C16_OR_Sikh_65_74,C16_OR_Sikh_75_84,C16_OR_Sikh_85ov,C16_OR_Sikh_Tot,C16_OR_Ot_Re_Gr_0_14,C16_OR_Ot_Re_Gr_15_24,C16_OR_Ot_Re_Gr_25_34,C16_OR_Ot_Re_Gr_35_44,C16_OR_Ot_Re_Gr_45_54,C16_OR_Ot_Re_Gr_55_64,C16_OR_Ot_Re_Gr_65_74,C16_OR_Ot_Re_Gr_75_84,C16_OR_Ot_Re_Gr_85ov,C16_OR_Ot_Re_Gr_Tot,C16_OthRel_Tot_0_14,C16_OthRel_Tot_15_24,C16_OthRel_Tot_25_34,C16_OthRel_Tot_35_44,C16_OthRel_Tot_45_54,C16_OthRel_Tot_55_64,C16_OthRel_Tot_65_74,C16_OthRel_Tot_75_84,C16_OthRel_Tot_85ov,C16_OthRel_Tot_Tot,C16_SBOSB_N_RA_0_14,C16_SBOSB_N_RA_15_24,C16_SBOSB_N_RA_25_34,C16_SBOSB_N_RA_35_44,C16_SBOSB_N_RA_45_54,C16_SBOSB_N_RA_55_64,C16_SBOSB_N_RA_65_74,C16_SBOSB_N_RA_75_84,C16_SBOSB_N_RA_85ov,C16_SBOSB_N_RA_Tot
801061067,0,0,3,0,0,0,0,0,0,8,3,5,0,5,4,5,0,0,0,25,0,0,3,0,0,0,0,0,0,3,0,9,3,4,9,0,0,0,0,22,5,5,0,6,4,4,0,0,0,29,8,6,17,11,17,21,9,13,6,104,4,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,5,29,8,13,26,23,12,14,13,7,148,13,12,13,16,18,10,9,0,0,86,0,0,0,0,0,0,0,0,0,3,380,203,280,317,372,360,201,183,135,2430,26,13,10,31,13,11,3,4,4,124,34,20,17,26,19,11,3,0,0,128,3,0,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,5,7,0,0,0,0,0,15,0,3,3,0,8,4,4,0,0,25,8,3,13,6,8,8,4,0,0,45,496,300,352,396,373,248,120,32,21,2341
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,0,3,0,0,0,0,5,0,0,0,3,7,4,0,6,0,25,0,0,0,0,0,0,0,0,0,0,4,5,0,0,9,3,0,0,0,17,7,0,0,0,0,0,0,0,0,7,9,0,5,5,10,9,8,11,12,68,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,17,6,3,11,12,14,7,5,0,73,3,13,4,0,11,3,4,0,5,44,0,0,0,0,0,0,0,0,0,0,272,205,104,157,268,224,149,93,86,1550,13,9,6,18,14,0,0,0,0,64,11,9,7,6,13,8,6,0,0,60,5,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,9,5,4,0,4,0,5,3,0,0,16,254,182,113,134,170,123,80,23,14,1090
801061070,0,4,0,0,0,0,0,0,0,4,8,0,0,0,0,3,0,3,0,19,0,0,4,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,0,12,5,0,0,5,0,0,0,0,0,12,3,0,0,3,8,5,19,4,7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,6,4,10,15,25,5,7,101,10,0,3,6,3,7,5,4,0,35,0,0,0,0,3,0,0,0,0,5,202,125,71,141,225,220,255,114,72,1430,10,0,0,6,9,0,4,0,0,40,10,6,3,10,5,0,0,0,0,34,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,12,146,130,114,103,147,174,153,50,16,1032
801061129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,3,0,0,0,8,3,0,0,0,3,0,0,0,0,9,0,0,3,4,8,6,5,3,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,6,9,12,0,0,37,0,0,8,3,0,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0,45,30,108,83,95,97,80,19,13,562,4,0,6,6,0,0,0,0,0,16,0,0,0,6,0,0,0,0,0,9,4,0,10,0,0,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,0,12,42,61,223,112,64,67,62,4,0,644
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,3,0,0,21
801061131,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,20,0,0,4,0,0,0,3,0,0,16,0,0,16,8,3,12,14,3,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,17,17,10,24,9,6,0,87,10,3,24,8,4,9,0,0,0,63,0,0,0,0,0,0,0,0,0,6,121,137,504,233,226,213,146,62,39,1686,13,9,17,19,0,5,0,0,0,58,10,7,18,9,5,0,0,0,0,52,3,0,4,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,9,3,7,6,0,0,0,21,0,3,10,4,7,6,0,3,0,33,140,202,854,297,173,163,86,45,12,1972
801071071,0,0,0,0,0,0,0,0,0,11,0,0,5,0,4,6,3,0,0,18,0,0,5,0,0,0,0,0,0,7,0,0,0,0,6,7,0,0,0,15,21,9,6,5,13,5,4,0,0,56,5,11,7,4,17,19,4,6,0,81,5,0,0,0,4,4,0,0,0,22,0,0,0,4,0,0,0,0,0,7,27,14,24,18,18,13,10,4,0,125,20,6,13,11,14,13,5,0,0,85,0,0,0,0,0,4,0,0,0,6,554,375,323,410,451,279,137,72,17,2627,13,0,11,17,0,0,3,0,0,44,26,11,18,11,9,9,7,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,0,0,0,17,0,5,4,0,0,0,5,0,0,19,8,7,5,10,0,0,5,0,0,35,458,268,328,285,206,98,33,10,5,1702
801071072,5,5,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,7,0,6,7,3,8,0,0,0,25,3,5,13,4,4,5,0,0,0,27,6,0,9,3,17,18,12,3,0,76,0,0,0,4,6,0,0,3,0,15,0,0,3,0,3,0,0,0,0,11,15,4,8,11,25,23,8,9,3,102,16,5,14,3,16,11,3,0,0,72,0,0,0,0,0,0,0,0,0,0,317,255,206,245,344,305,168,75,12,1927,25,11,45,30,6,7,0,0,0,123,30,15,26,14,15,14,9,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,21,0,3,3,3,7,0,3,0,0,25,3,5,11,3,7,0,3,0,0,45,276,199,214,183,184,112,51,12,0,1229
801071073,4,0,3,0,0,0,0,0,0,22,0,9,0,6,14,6,3,5,0,49,5,0,0,4,0,0,0,0,0,3,6,3,3,5,8,3,3,0,0,26,9,15,6,7,6,8,0,0,0,47,9,17,3,17,28,32,12,15,3,133,4,8,0,5,6,3,4,0,3,31,0,0,0,0,0,0,0,0,0,0,13,11,14,13,18,28,8,4,3,106,34,16,19,17,18,28,11,0,4,143,0,0,0,0,0,0,0,0,0,0,566,466,345,375,547,468,193,109,56,3124,13,4,6,11,4,14,5,0,0,57,23,8,11,10,11,3,4,0,0,68,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,3,3,9,0,0,0,3,0,0,26,0,5,7,4,4,0,6,0,0,20,5,5,17,7,4,3,6,0,0,51,437,304,329,258,259,206,65,19,9,1886
801071074,13,7,0,4,4,3,0,0,0,31,5,4,0,0,11,9,4,0,0,37,0,0,0,0,0,0,0,0,0,7,5,3,3,10,4,0,0,0,0,24,9,10,5,8,14,10,6,0,0,61,20,9,5,18,24,36,17,4,0,131,3,0,3,0,0,5,0,0,0,12,3,0,0,0,0,3,0,0,0,5,16,7,10,17,17,31,9,7,0,109,20,15,19,15,12,17,9,6,0,109,0,0,0,0,0,4,0,0,0,3,511,353,356,331,435,498,211,82,21,2792,12,7,13,12,4,3,0,0,0,51,30,12,14,15,7,8,6,5,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,18,0,3,0,0,7,3,0,0,0,18,366,278,294,226,203,189,75,17,5,1644
801071075,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,3,3,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,9,21,23,4,11,19,6,5,0,0,83,7,16,4,4,27,25,15,0,0,108,0,4,0,5,3,0,9,3,0,20,0,4,0,0,0,0,3,0,0,11,22,11,9,13,35,23,5,4,0,116,15,11,10,10,17,16,3,5,0,86,0,0,0,0,0,0,0,0,0,0,501,426,275,338,609,339,166,99,32,2780,5,4,0,4,10,4,3,0,0,28,21,7,14,16,13,15,5,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,19,0,3,5,3,0,0,4,0,0,19,9,3,20,3,0,5,4,0,0,39,384,317,232,218,252,124,39,22,9,1587
801071076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,11,14,3,0,11,6,8,3,4,0,50,4,3,0,7,11,9,8,3,0,43,0,0,0,0,0,6,0,0,0,5,0,0,0,3,0,0,0,0,0,7,0,9,0,12,16,26,20,0,0,96,16,9,3,8,5,14,10,0,0,68,3,0,0,0,0,4,0,0,0,8,297,209,99,206,246,355,198,65,13,1696,3,0,3,6,0,3,0,0,0,19,8,4,3,4,3,7,5,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4,174,134,99,126,154,159,88,15,0,949
801071077,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,7,4,0,5,0,0,0,0,0,0,12,11,0,3,4,0,0,0,0,0,24,3,3,12,6,15,14,11,5,0,65,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,12,7,3,4,8,8,11,15,0,0,59,19,16,7,17,8,5,4,0,0,72,0,0,0,0,0,0,0,0,0,0,314,183,200,210,227,237,111,35,17,1544,3,0,5,6,0,0,3,0,0,24,18,9,8,0,5,3,3,0,0,45,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,9,199,130,157,124,97,101,33,11,0,855
801071078,5,4,0,5,4,8,0,0,0,20,0,3,6,5,9,10,6,3,0,39,8,0,6,3,0,0,0,0,0,19,10,8,5,10,8,9,7,3,0,57,34,18,13,20,10,11,9,0,0,114,17,10,9,12,32,19,26,22,6,148,3,5,0,0,10,5,3,8,0,31,0,0,3,0,0,4,0,0,0,10,9,19,19,22,28,45,19,17,0,178,36,20,18,29,26,22,19,3,0,177,0,0,0,0,0,0,0,3,0,3,698,601,429,500,788,548,330,184,45,4120,26,9,25,24,14,11,4,0,0,125,54,12,29,18,20,14,12,3,0,157,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,3,14,9,3,0,0,0,0,37,0,0,0,0,3,3,0,0,0,12,11,6,16,5,13,3,0,3,0,54,533,450,405,312,342,191,86,38,7,2369
801071079,0,0,0,0,4,0,0,0,0,6,0,0,0,0,7,6,8,3,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,11,4,3,4,6,5,3,0,0,0,31,8,3,3,7,14,14,12,3,5,70,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,5,4,3,7,11,16,18,0,3,69,11,0,10,0,13,10,3,0,0,44,6,0,0,5,0,0,0,0,0,6,295,195,170,170,249,306,206,64,17,1675,5,0,10,5,0,4,0,0,0,16,14,9,9,8,0,3,0,0,0,54,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,9,252,136,179,139,126,130,54,16,4,1033
801071080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,9,7,0,0,0,0,0,22,0,0,4,4,4,4,15,4,0,44,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,8,11,6,9,35,5,0,5,6,3,10,0,4,0,33,0,0,0,0,0,0,0,0,0,0,79,72,107,92,105,111,113,62,22,772,58,4,133,49,7,6,0,0,0,258,15,5,14,11,4,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,4,0,6,3,0,0,0,0,0,21,51,96,136,78,61,66,44,13,6,557
801071081,3,0,0,0,0,0,0,0,0,5,4,7,0,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,4,3,5,9,6,7,0,0,0,29,20,12,11,7,13,10,3,0,0,74,12,11,6,11,15,22,12,13,0,98,4,0,0,3,0,0,0,3,0,13,7,0,4,6,0,0,0,0,0,16,9,6,12,12,23,14,13,6,0,97,19,17,17,8,9,17,10,4,0,100,0,0,0,0,0,0,0,0,0,7,430,281,307,295,341,327,204,134,26,2331,13,4,7,12,6,0,0,0,0,39,34,14,10,10,7,6,3,0,0,91,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,6,0,21,9,0,0,0,0,0,40,3,0,9,9,8,0,0,0,0,26,16,0,26,11,6,0,0,0,0,66,365,182,265,206,168,100,52,16,5,1364
801071082,4,7,3,0,3,0,3,0,0,17,13,3,3,16,12,17,17,13,0,108,6,0,3,5,0,0,0,0,0,20,24,3,9,17,7,22,20,0,0,106,48,18,26,19,36,22,10,0,0,176,29,14,15,39,39,73,72,17,4,300,0,3,0,0,6,3,7,4,0,19,5,5,4,7,5,5,0,0,0,21,59,29,35,45,66,71,64,24,9,396,56,47,36,36,40,52,34,16,0,321,0,3,0,4,6,0,3,0,0,15,1294,776,684,938,1050,1217,1067,351,88,7466,35,9,22,29,12,16,11,0,0,133,53,15,24,31,19,9,3,5,0,163,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,12,10,12,9,5,4,0,0,0,45,11,0,9,15,6,7,14,0,0,70,20,15,21,23,16,10,14,0,0,116,1286,738,769,848,697,593,448,133,16,5522
801071083,0,0,0,0,0,3,0,0,0,4,9,0,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,5,13,0,0,5,4,0,0,0,0,23,0,4,3,3,5,15,10,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,5,11,23,5,5,0,65,5,11,3,3,8,4,0,0,0,31,0,0,0,0,0,0,0,0,0,0,142,117,73,85,142,172,80,19,11,836,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,0,0,0,0,10,98,52,68,61,64,61,22,0,0,437
801071084,0,0,0,0,0,0,0,0,0,5,3,4,0,3,4,9,9,4,5,41,5,3,3,4,5,0,0,0,0,16,8,3,0,4,9,5,4,0,0,36,4,13,14,0,6,20,4,0,0,69,17,3,8,14,12,22,23,16,15,126,10,4,3,3,0,5,3,0,0,23,0,0,4,0,0,3,0,0,0,9,24,7,7,23,22,30,24,20,20,164,30,18,17,20,21,21,13,5,0,137,0,0,0,0,0,0,0,0,0,9,436,321,283,310,379,517,339,219,125,2927,20,12,17,15,16,19,6,0,0,109,58,18,23,24,11,9,4,3,0,145,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,9,12,0,9,0,0,0,0,33,0,0,0,0,0,0,3,0,0,14,5,8,9,4,8,5,4,0,0,47,297,238,244,219,211,202,67,45,22,1532
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,8,5,0,4,8,0,7,7,0,0,33,12,3,0,0,8,6,0,3,0,46,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,13,6,5,0,4,9,3,0,0,0,27,18,11,6,11,4,3,4,0,0,56,0,0,0,0,0,0,0,0,0,0,173,124,86,104,161,161,88,39,3,936,7,0,3,3,3,5,6,0,0,19,8,0,5,3,0,3,0,0,0,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,10,107,98,90,65,62,82,24,8,0,535
801071087,9,3,0,4,0,4,3,0,0,15,0,3,3,0,3,0,0,0,0,10,6,0,0,5,0,0,0,0,0,8,8,0,0,4,0,4,0,0,0,22,21,8,8,10,8,0,0,0,0,51,0,3,0,3,10,13,9,0,5,49,0,0,3,0,0,7,0,0,0,13,0,0,4,0,0,3,0,0,0,11,7,8,9,9,15,8,6,4,0,61,18,11,17,5,6,8,7,0,0,64,0,0,0,0,0,0,0,0,0,0,279,171,218,203,225,249,139,59,20,1554,3,0,0,3,0,0,0,0,0,16,24,12,6,15,8,0,6,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,4,0,3,3,0,0,0,18,275,165,210,167,110,107,39,11,0,1097
801071088,4,0,0,0,0,0,0,0,0,15,6,6,0,4,4,9,4,3,0,29,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,5,0,0,0,25,21,6,15,3,9,8,0,0,0,63,3,9,3,12,26,16,12,5,0,88,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,3,3,9,5,11,15,7,6,0,4,55,33,17,17,24,15,11,3,0,0,126,0,0,0,0,0,0,0,0,0,0,399,289,263,249,356,280,116,44,8,2010,9,6,5,5,3,6,0,0,0,41,12,12,9,9,7,4,3,0,0,56,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,8,0,0,0,0,0,12,0,0,5,4,0,0,0,0,0,14,3,0,8,9,0,0,0,0,0,28,313,233,237,174,185,128,27,7,0,1316
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,8
