SA2_CODE_2021,C11_Neg_Ni_inc_CF_1C,C11_Neg_Ni_inc_CF_2C,C11_Neg_Ni_inc_CF_3C,C11_Neg_Ni_inc_Cou_fa_4mor_c,C11_Neg_Ni_inc_Tot,C11_1_149_CF_1C,C11_1_149_CF_2C,C11_1_149_CF_3C,C11_1_149_CF_4mC,C11_1_149_Tot,C11_150_299_CF_1C,C11_150_299_CF_2C,C11_150_299_CF_3C,C11_150_299_CF_4mC,C11_150_299_Tot,C11_300_399_CF_1C,C11_300_399_CF_2C,C11_300_399_CF_3C,C11_300_399_CF_4mC,C11_300_399_Tot,C11_400_499_CF_1C,C11_400_499_CF_2C,C11_400_499_CF_3C,C11_400_499_CF_4mC,C11_400_499_Tot,C11_500_649_CF_1C,C11_500_649_CF_2C,C11_500_649_CF_3C,C11_500_649_CF_4mC,C11_500_649_Tot,C11_650_799_CF_1C,C11_650_799_CF_2C,C11_650_799_CF_3C,C11_650_799_CF_4mC,C11_650_799_Tot,C11_800_999_CF_1C,C11_800_999_CF_2C,C11_800_999_CF_3C,C11_800_999_CF_4mC,C11_800_999_Tot,C11_1000_1499_CF_1C,C11_1000_1499_CF_2C,C11_1000_1499_CF_3C,C11_1000_1499_CF_4mC,C11_1000_1499_Tot,C11_1500_1999_CF_1C,C11_1500_1999_CF_2C,C11_1500_1999_CF_3C,C11_1500_1999_CF_4mC,C11_1500_1999_Tot,C11_2000_2499_CF_1C,C11_2000_2499_CF_2C,C11_2000_2499_CF_3C,C11_2000_2499_CF_4mC,C11_2000_2499_Tot,C11_2500_2999_CF_1C,C11_2500_2999_CF_2C,C11_2500_2999_CF_3C,C11_2500_2999_CF_4mC,C11_2500_2999_Tot,C11_3000_3999_CF_1C,C11_3000_3999_CF_2C,C11_3000_3999_CF_3C,C11_3000_3999_CF_4mC,C11_3000_3999_Tot,C11_4000more_CF_1C,C11_4000more_CF_2C,C11_4000more_CF_3C,C11_4000more_Cou_fa_4mo_ch,C11_4000more_Tot,C11_Par_inc_st_CF_1C,C11_Par_inc_st_CF_2C,C11_Par_inc_st_CF_3C,C11_Par_inc_st_CF_4mC,C11_Par_inc_st_Tot,C11_All_inc_ns_CF_1Ch,C11_All_inc_ns_CF_2C,C11_All_inc_ns_CF_3C,C11_All_inc_ns_CF_4mC,C11_All_inc_ns_Tot,C11_Tot_CF_1C,C11_Tot_CF_2C,C11_Tot_CF_3C,C11_Tot_CF_4mC,C11_Tot_Tot,C16_Neg_Ni_inc_CF_1C,C16_Neg_Ni_inc_CF_2C,C16_Neg_Ni_inc_CF_3C,C16_Neg_Ni_inc_Cou_fa_4mor_c,C16_Neg_Ni_inc_Tot,C16_1_149_CF_1C,C16_1_149_CF_2C,C16_1_149_CF_3C,C16_1_149_CF_4mC,C16_1_149_Tot,C16_150_299_CF_1C,C16_150_299_CF_2C,C16_150_299_CF_3C,C16_150_299_CF_4mC,C16_150_299_Tot,C16_300_399_CF_1C,C16_300_399_CF_2C,C16_300_399_CF_3C,C16_300_399_CF_4mC,C16_300_399_Tot,C16_400_499_CF_1C,C16_400_499_CF_2C,C16_400_499_CF_3C,C16_400_499_CF_4mC,C16_400_499_Tot,C16_500_649_CF_1C,C16_500_649_CF_2C,C16_500_649_CF_3C,C16_500_649_CF_4mC,C16_500_649_Tot,C16_650_799_CF_1C,C16_650_799_CF_2C,C16_650_799_CF_3C,C16_650_799_CF_4mC,C16_650_799_Tot,C16_800_999_CF_1C,C16_800_999_CF_2C,C16_800_999_CF_3C,C16_800_999_CF_4mC,C16_800_999_Tot,C16_1000_1499_CF_1C,C16_1000_1499_CF_2C,C16_1000_1499_CF_3C,C16_1000_1499_CF_4mC,C16_1000_1499_Tot,C16_1500_1999_CF_1C,C16_1500_1999_CF_2C,C16_1500_1999_CF_3C,C16_1500_1999_CF_4mC,C16_1500_1999_Tot,C16_2000_2499_CF_1C,C16_2000_2499_CF_2C,C16_2000_2499_CF_3C,C16_2000_2499_CF_4mC,C16_2000_2499_Tot,C16_2500_2999_CF_1C,C16_2500_2999_CF_2C,C16_2500_2999_CF_3C,C16_2500_2999_CF_4mC,C16_2500_2999_Tot,C16_3000_3999_CF_1C,C16_3000_3999_CF_2C,C16_3000_3999_CF_3C,C16_3000_3999_CF_4mC,C16_3000_3999_Tot,C16_4000more_CF_1C,C16_4000more_CF_2C,C16_4000more_CF_3C,C16_4000more_Cou_fa_4mo_ch,C16_4000more_Tot,C16_Par_inc_st_CF_1C,C16_Par_inc_st_CF_2C,C16_Par_inc_st_CF_3C,C16_Par_inc_st_CF_4mC,C16_Par_inc_st_Tot,C16_All_inc_ns_CF_1Ch,C16_All_inc_ns_CF_2C,C16_All_inc_ns_CF_3C,C16_All_inc_ns_CF_4mC,C16_All_inc_ns_Tot,C16_Tot_CF_1C,C16_Tot_CF_2C,C16_Tot_CF_3C,C16_Tot_CF_4mC,C16_Tot_Tot,C21_Neg_Ni_inc_CF_1C,C21_Neg_Ni_inc_CF_2C,C21_Neg_Ni_inc_CF_3C,C21_Neg_Ni_inc_Cou_fa_4mor_c,C21_Neg_Ni_inc_Tot,C21_1_149_CF_1C,C21_1_149_CF_2C,C21_1_149_CF_3C,C21_1_149_CF_4mC,C21_1_149_Tot,C21_150_299_CF_1C,C21_150_299_CF_2C,C21_150_299_CF_3C,C21_150_299_CF_4mC,C21_150_299_Tot,C21_300_399_CF_1C,C21_300_399_CF_2C,C21_300_399_CF_3C,C21_300_399_CF_4mC,C21_300_399_Tot,C21_400_499_CF_1C,C21_400_499_CF_2C,C21_400_499_CF_3C,C21_400_499_CF_4mC,C21_400_499_Tot,C21_500_649_CF_1C,C21_500_649_CF_2C,C21_500_649_CF_3C,C21_500_649_CF_4mC,C21_500_649_Tot
801071082,0,3,0,0,4,0,5,0,0,0,0,4,0,0,6,3,0,0,0,9,3,0,0,0,3,8,0,0,0,15,16,3,0,5,21,16,9,3,8,38,58,54,20,13,144,88,84,44,15,239,102,133,29,13,269,115,125,41,11,299,154,180,51,15,399,92,125,44,13,281,85,96,49,19,253,8,3,3,0,16,748,837,290,113,1987,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,3,0,6,5,6,0,0,20,14,14,9,3,43,67,33,19,12,127,58,60,28,7,155,88,118,44,11,264,77,109,26,10,219,160,191,62,15,423,104,183,57,13,362,89,82,33,22,219,4,6,5,0,10,666,802,291,96,1859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,3,0,0,0,7
801071083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,5,4,3,17,6,11,3,0,18,3,12,5,0,22,10,18,7,0,34,27,30,10,0,62,15,19,8,3,47,12,13,9,4,31,0,3,0,0,3,76,106,50,11,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,5,5,0,14,7,12,6,0,19,14,13,0,3,30,21,29,9,4,61,27,31,5,6,61,7,15,3,0,27,0,0,0,0,0,91,100,31,10,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,0,3,3,6,0,0,6,4,7,0,0,13,15,23,4,3,47,27,32,7,0,76,43,54,12,5,105,33,48,21,3,98,56,79,20,7,159,47,49,15,4,110,30,34,15,9,85,3,0,0,0,4,258,337,98,33,726,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,9,7,4,0,0,9,11,16,0,9,31,16,14,8,0,43,42,51,11,0,110,30,34,14,3,85,55,67,27,0,151,50,64,18,5,135,36,35,14,3,82,0,0,0,0,4,260,294,89,31,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,0,4,0,0,0,3,6,0,0,0,0,5,0,5,4,0,6,6,3,3,0,14,10,15,3,0,25,9,15,4,0,30,12,16,5,0,38,14,25,11,3,45,12,15,11,7,43,9,14,11,0,30,3,0,0,0,7,85,108,48,8,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,7,6,0,4,14,7,6,0,0,13,13,10,0,0,22,8,15,3,3,27,24,16,10,0,45,20,20,9,4,51,12,11,0,4,32,0,0,0,0,0,84,89,31,15,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
801071087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,0,0,0,0,5,0,0,0,7,3,3,0,0,9,3,3,6,0,14,17,19,13,4,49,30,29,13,3,76,30,30,10,3,72,13,31,4,4,52,39,19,13,0,67,13,13,6,0,28,8,17,8,7,32,0,0,0,0,4,159,171,60,22,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,13,15,5,5,38,18,16,6,4,47,33,31,10,4,71,32,22,4,0,65,30,28,10,8,77,15,19,3,3,43,16,11,7,3,40,0,0,0,0,3,155,149,51,27,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,3,0,0,8,4,8,0,0,13,18,17,6,0,49,23,44,20,3,88,33,43,12,6,89,17,60,16,7,102,40,63,15,6,122,18,27,11,0,61,23,22,14,9,66,0,0,3,0,3,176,284,109,37,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,0,0,0,0,6,12,17,10,0,47,22,29,9,3,69,35,37,11,0,85,21,27,0,3,55,53,58,17,0,125,32,50,25,4,103,16,28,16,3,69,0,0,0,0,0,201,243,96,26,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,5,9,0,0,5,11,3,5,6,3,20,23,26,14,0,73,39,54,19,13,129,51,61,17,7,136,49,62,24,11,149,77,93,38,8,215,51,60,19,4,134,37,65,23,8,135,0,7,0,0,6,360,429,166,63,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,9,0,4,0,12,0,6,0,3,14,28,25,10,0,65,37,31,18,5,98,53,57,24,4,133,44,56,25,11,137,68,93,26,6,194,75,78,27,10,196,27,44,14,9,103,0,4,0,0,7,347,401,156,53,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,4
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,8,0,0,0,10,7,16,0,0,24,22,12,3,0,40,15,26,10,0,45,36,61,23,4,124,37,51,17,0,107,13,28,9,3,58,0,3,0,0,5,137,193,74,13,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,11,5,4,0,23,11,7,4,3,29,12,11,7,0,26,26,43,17,3,84,46,90,35,4,176,16,16,0,7,45,0,0,0,0,0,135,179,68,19,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,3,0,0,0,3,12,7,3,4,26,18,23,10,0,47,15,31,4,0,48,14,29,8,7,58,37,69,13,3,122,32,36,6,0,81,16,25,13,0,57,0,0,0,0,0,144,230,68,24,460,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,10,5,0,0,18,12,10,3,3,29,14,18,9,0,37,14,17,8,4,47,32,54,11,0,100,22,59,18,4,107,23,30,12,3,67,4,5,0,0,6,135,193,73,23,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
801081093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,0,0,0,5,4,0,0,0,4,16,8,4,0,30,12,19,12,6,49,12,20,6,0,33,26,20,9,0,53,36,38,10,5,86,20,29,11,4,59,14,28,4,4,49,0,0,0,0,0,139,165,47,22,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,9,10,0,0,15,11,11,6,0,22,17,24,0,0,44,21,24,13,4,56,34,44,8,0,90,30,44,24,8,98,12,13,0,4,31,0,0,0,0,0,126,172,57,11,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
801081094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,7,10,7,5,0,21,10,12,3,3,31,24,16,6,0,43,18,26,7,0,50,32,44,12,4,92,8,12,6,0,36,18,21,6,0,45,0,0,0,0,0,121,142,47,10,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,6,12,5,3,3,19,9,8,9,0,23,9,8,3,5,28,17,19,4,3,34,30,42,8,4,86,14,52,9,0,81,14,13,9,0,34,0,0,0,0,4,101,148,50,15,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,4,0,0,9,4,3,0,0,8,7,8,9,0,27,17,14,8,5,42,20,35,12,3,61,20,25,15,4,61,29,38,6,0,78,14,17,4,7,38,10,16,0,0,29,0,5,0,0,0,139,165,52,19,371,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,4,0,0,0,7,3,0,0,0,3,12,6,5,0,24,17,17,7,4,38,25,21,11,7,57,19,23,11,0,47,13,40,11,0,67,25,39,11,0,80,8,9,6,4,25,4,0,0,0,4,133,156,62,15,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
801081096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,3,0,0,0,8,12,7,5,0,21,9,12,0,0,24,10,8,4,0,28,10,16,4,3,35,25,19,3,6,58,12,20,11,0,49,12,21,3,0,35,0,0,0,0,0,102,121,35,14,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,11,9,12,5,0,23,12,12,0,0,28,16,17,3,0,35,12,21,11,0,46,18,39,8,6,62,15,7,3,5,29,0,0,0,0,0,77,112,32,12,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
801081097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,4,3,0,0,5,8,10,0,0,20,9,10,0,3,19,24,17,9,0,43,16,25,8,0,50,18,38,8,4,67,10,20,4,6,44,15,15,3,3,30,0,0,0,0,0,108,137,37,17,294,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,7,5,0,0,13,14,9,3,0,28,14,20,0,0,31,17,20,6,0,39,20,43,7,0,70,35,39,17,0,97,5,18,5,9,27,0,0,0,0,0,116,156,45,10,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,6,0,0,7,6,8,3,5,20,19,19,0,0,40,20,21,6,3,50,22,22,11,0,60,31,32,14,3,85,22,25,9,0,59,20,18,0,4,42,0,0,0,0,5,148,150,61,14,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,5,4,0,19,12,14,0,3,29,14,24,7,4,52,20,18,5,0,38,27,47,11,0,86,42,80,13,4,137,17,11,6,0,39,0,0,0,0,9,144,206,55,19,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,5,0,0,0,0,4,13,13,3,7,31,10,20,5,0,35,6,9,3,4,21,14,21,0,6,43,23,31,9,0,67,14,22,6,0,43,7,13,3,0,25,0,0,0,0,3,100,129,39,17,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,13,4,0,0,20,11,13,5,0,28,16,8,0,3,28,12,15,8,0,36,24,19,11,0,51,23,41,16,3,79,7,9,4,0,24,0,5,0,0,4,120,112,38,12,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,0,0,4,9,5,0,0,10,16,17,0,0,32,10,17,4,0,33,27,15,5,0,51,28,37,16,0,81,39,95,28,0,163,48,78,30,3,167,32,35,15,4,89,3,3,0,0,3,211,311,98,18,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,9,13,4,4,0,23,17,16,0,3,32,28,30,6,6,67,18,27,9,4,62,39,75,24,0,137,82,134,62,10,279,30,41,11,5,78,0,0,0,0,0,228,333,114,17,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,3,0,0,0,6,11,8,5,0,19,15,10,3,8,37,25,14,7,0,49,29,28,9,6,69,33,58,18,0,108,37,60,18,0,116,17,24,11,5,55,0,0,0,0,4,176,204,78,22,469,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,5,0,0,0,5,9,10,0,0,16,17,13,0,0,30,20,15,5,3,46,19,18,6,0,40,38,51,12,4,98,50,79,26,3,159,25,20,8,3,61,0,0,0,0,0,173,203,61,23,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,0,0,8,13,13,4,0,27,11,12,3,3,33,25,28,11,6,59,32,38,12,3,91,37,55,11,0,103,17,18,9,9,59,0,0,0,0,0,140,168,63,22,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,11,0,0,12,10,19,7,0,31,12,22,9,0,46,13,6,7,0,32,28,39,6,6,76,52,89,38,4,176,24,28,8,6,68,0,0,0,0,5,146,216,80,21,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,9,12,6,0,0,14,10,6,6,0,22,9,11,3,0,25,5,24,14,4,55,26,46,19,0,89,34,50,11,0,94,12,17,10,4,43,0,0,0,0,0,110,167,69,6,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,9,6,3,0,3,13,17,10,3,0,33,9,13,5,3,23,17,30,11,0,59,52,81,36,0,172,17,12,6,3,42,0,5,4,0,5,123,160,68,12,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,8,10,6,3,0,24,9,10,5,0,22,14,23,7,0,41,19,22,11,8,60,23,49,4,6,80,21,14,14,0,48,0,0,0,0,0,101,135,44,14,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,9,10,11,0,0,16,11,14,3,0,38,17,16,0,0,34,18,24,9,0,53,42,47,14,4,110,15,19,3,0,45,0,0,0,0,3,128,136,42,5,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091105,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,5,3,0,0,0,5,5,0,0,0,3,9,9,0,0,17,12,11,0,0,25,17,12,3,0,32,16,9,5,3,32,5,10,0,0,25,12,27,12,4,53,15,14,7,0,34,4,15,3,4,28,0,0,0,0,0,100,111,35,15,259,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,7,4,0,0,9,0,0,0,0,9,19,10,0,0,29,12,9,3,0,30,11,14,0,3,30,0,18,5,0,23,10,24,7,3,49,20,37,13,3,77,13,10,0,0,30,0,0,0,0,0,102,130,44,9,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,4,0,0,0,8,5,3,4,0,5,8,3,4,0,22,18,8,3,0,34,10,11,6,0,31,11,17,5,5,41,21,31,3,3,62,18,36,13,5,61,15,11,3,0,30,0,0,0,0,0,112,125,43,13,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,0,3,0,0,0,0,4,4,0,0,0,7,21,7,0,0,28,19,4,3,0,35,18,20,8,0,43,25,18,10,0,52,24,22,5,0,56,41,52,15,0,106,14,10,9,6,39,0,0,0,0,0,160,144,54,19,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
