SA2_CODE_2021,C21_1PF_Cu15DS_MR_4000over,C21_1PF_Cu15DS_MR_NS,C21_1PF_Cu15DS_Tot,C21_1PF_CU15_NDS_MR_0_299,C21_1PF_CU15_NDS_MR_300_449,C21_1PF_CU15_NDS_MR_450_599,C21_1PF_CU15_NDS_MR_600_799,C21_1PF_CU15_NDS_MR_800_999,C21_1PF_CU15_NDS_MR_1000_1399,C21_1PF_CU15_NDS_MR_1400_1799,C21_1PF_CU15_NDS_MR_1800_2399,C21_1PF_CU15_NDS_MR_2400_2999,C21_1PF_CU15_NDS_MR_3000_3999,C21_1PF_CU15_NDS_MR_4000over,C21_1PF_CU15_NDS_MR_NS,C21_1PF_CU15_NDS_Tot,C21_1PF_NCu15DS_MR_0_299,C21_1PF_NCu15DS_MR_300_449,C21_1PF_NCu15DS_MR_450_599,C21_1PF_NCu15DS_MR_600_799,C21_1PF_NCu15DS_MR_800_999,C21_1PF_NCu15DS_MR_1000_1399,C21_1PF_NCu15DS_MR_1400_1799,C21_1PF_NCu15DS_MR_1800_2399,C21_1PF_NCu15DS_MR_2400_2999,C21_1PF_NCu15DS_MR_3000_3999,C21_1PF_NCu15DS_MR_4000over,C21_1PF_NCu15DS_MR_NS,C21_1PF_NCu15DS_Tot,C21_1PF_NDCO_MR_0_299,C21_1PF_NDCO_MR_300_449,C21_1PF_NDCO_MR_450_599,C21_1PF_NDCO_MR_600_799,C21_1PF_NDCO_MR_800_999,C21_1PF_NDCO_MR_1000_1399,C21_1PF_NDCO_MR_1400_1799,C21_1PF_NDCO_MR_1800_2399,C21_1PF_NDCO_MR_2400_2999,C21_1PF_NDCO_MR_3000_3999,C21_1PF_NDCO_MR_4000over,C21_1PF_NDCO_MR_NS,C21_1PF_NDCO_Tot,C21_1PF_Tot_MR_0_299,C21_1PF_Tot_MR_300_449,C21_1PF_Tot_MR_450_599,C21_1PF_Tot_MR_600_799,C21_1PF_Tot_MR_800_999,C21_1PF_Tot_MR_1000_1399,C21_1PF_Tot_MR_1400_1799,C21_1PF_Tot_MR_1800_2399,C21_1PF_Tot_MR_2400_2999,C21_1PF_Tot_MR_3000_3999,C21_1PF_Tot_MR_4000over,C21_1PF_Tot_MR_NS,C21_1PF_Tot_Tot,C21_Tot_MR_0_299,C21_Tot_MR_300_449,C21_Tot_MR_450_599,C21_Tot_MR_600_799,C21_Tot_MR_800_999,C21_Tot_MR_1000_1399,C21_Tot_MR_1400_1799,C21_Tot_MR_1800_2399,C21_Tot_MR_2400_2999,C21_Tot_MR_3000_3999,C21_Tot_MR_4000over,C21_Tot_MR_NS,C21_Tot_Tot
801011022,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,15,0,6,0,0,3,3,13,12,4,0,0,0,46,22,14,4,8,13,39,55,126,84,48,34,8,460
801011023,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,3,4,0,0,3,0,0,0,15,0,0,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,3,3,7,7,9,0,0,0,27,9,0,6,3,10,17,40,70,44,26,16,5,240
801011024,0,0,4,0,0,0,0,0,0,4,12,0,0,0,3,24,0,0,0,0,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,13,5,0,0,0,0,7,14,17,5,4,0,3,51,9,3,0,8,10,53,60,113,56,35,20,17,374
801011025,0,0,5,0,0,0,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,5,5,3,0,0,0,0,13,0,0,0,0,3,3,10,15,5,0,0,0,35,10,4,6,4,6,37,52,105,68,46,19,16,369
801011026,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,4,0,9,4,0,0,0,20,20,0,3,0,5,14,38,50,43,75,50,14,327
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,8,4,3,0,0,0,18,0,0,0,3,0,0,25,51,55,21,3,5,165
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
801031113,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,7,0,0,0,0,0,0,6,6,0,7,0,5,32
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,15
801041034,0,0,10,0,0,0,0,0,8,3,7,0,6,0,0,25,0,0,0,0,0,3,5,4,0,0,0,3,20,0,0,0,0,6,4,5,6,0,4,0,6,34,0,0,0,3,5,12,17,18,9,12,4,4,86,43,13,9,11,25,59,127,229,154,132,64,32,896
801041035,3,0,15,0,0,0,0,0,5,7,18,6,6,0,4,51,0,0,0,0,0,3,3,8,5,4,0,3,25,7,0,0,0,0,0,3,6,5,4,0,3,26,4,0,0,0,0,14,21,33,15,8,9,7,115,31,4,10,13,15,62,149,267,235,163,78,68,1093
801041036,0,0,11,0,0,0,0,0,3,11,20,5,3,0,4,50,0,0,0,0,0,6,9,3,0,5,0,0,17,0,0,0,0,0,0,4,7,0,5,0,0,20,5,0,0,0,5,11,22,31,13,5,4,4,94,17,8,4,8,10,65,157,269,189,182,88,41,1039
801041037,0,0,4,0,0,0,0,3,0,5,3,7,5,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,4,0,0,0,9,0,0,0,0,0,5,8,6,9,11,3,0,52,21,0,4,6,11,49,56,138,119,163,92,35,691
801041038,0,0,8,0,0,0,0,0,0,6,11,8,3,0,3,38,0,0,0,0,0,0,0,5,0,6,3,0,13,0,0,0,0,0,0,0,3,4,0,0,0,13,3,0,0,0,0,0,12,18,15,13,7,4,65,32,11,8,5,15,41,71,177,131,165,96,29,766
801041039,0,0,7,0,0,0,0,0,10,7,6,7,4,3,5,38,0,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,3,0,5,0,5,4,0,0,3,20,6,0,0,5,0,15,13,16,12,3,8,9,85,29,10,9,22,16,90,128,209,122,125,58,38,861
801041040,0,0,8,0,0,0,3,0,3,9,7,3,0,0,0,35,0,0,0,0,0,5,3,5,0,0,0,0,16,3,0,0,0,4,13,10,3,0,0,5,0,39,7,0,0,5,4,12,24,25,10,0,3,5,92,26,6,10,19,19,95,126,207,99,80,47,32,762
801041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,8,11,0,30
801041044,0,0,10,0,0,0,0,0,0,9,11,3,4,0,3,39,0,0,0,0,0,7,6,0,0,0,0,0,17,0,0,0,0,0,5,3,9,4,0,0,3,28,0,0,3,0,4,12,18,27,14,6,0,5,96,15,7,6,18,21,98,138,222,136,137,74,57,943
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,0,0,8,0,0,0,0,0,14,18,34,3,3,3,5,85,0,0,0,0,0,7,8,9,0,5,0,0,31,0,0,0,0,0,11,14,22,3,6,0,3,69,4,0,7,0,6,34,45,69,12,14,5,3,203,36,13,20,21,35,142,286,563,212,115,75,51,1580
801041047,0,0,10,0,0,0,0,0,0,0,11,7,4,0,3,22,5,0,0,0,0,3,9,3,0,0,0,0,22,0,0,0,0,0,4,0,8,0,0,0,3,22,3,0,0,0,0,9,11,28,12,3,6,6,82,44,5,13,13,16,62,96,192,144,158,124,38,908
801041048,0,0,6,5,0,0,0,4,6,8,9,8,4,0,0,42,0,0,0,0,0,9,3,6,0,0,0,0,14,3,4,0,0,5,4,6,7,4,0,0,0,33,5,5,0,0,7,20,13,22,8,6,0,4,98,36,13,4,14,28,78,115,206,100,78,31,21,728
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,6,3,0,0,0,0,0,12,0,0,0,0,0,9,25,34,15,4,3,8,105
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041120,0,0,10,0,0,0,0,0,6,15,5,7,4,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5,4,6,0,0,0,0,14,0,0,0,4,0,11,16,20,14,6,0,5,78,10,0,0,6,8,61,179,254,194,179,60,45,1003
801041121,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,17,8,0,0,6,4,12,39,85,130,86,30,32,434
801041122,0,0,0,0,0,0,0,0,0,0,8,5,6,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,9,7,4,5,3,23,8,0,0,0,4,3,18,97,119,124,67,34,475
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,0,0,8,0,0,0,0,0,0,0,4,9,8,4,0,20,0,0,0,0,0,0,0,0,3,3,0,0,10,3,0,0,0,0,0,0,0,3,0,0,3,11,3,0,0,0,0,4,4,6,13,10,4,3,51,29,5,11,4,13,28,33,78,65,117,128,21,529
801051051,0,0,3,0,0,0,0,0,0,0,4,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,3,3,10,9,6,4,0,28,13,0,0,6,3,43,86,118,53,56,40,10,435
801051053,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,9,9,0,0,5,4,16,35,55,28,15,13,4,197
801051054,0,0,4,0,0,0,0,0,3,3,8,0,0,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,0,0,7,5,12,4,3,0,0,35,4,3,0,8,9,36,48,63,53,52,20,12,302
801051055,0,0,7,0,0,0,0,0,0,0,6,4,4,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,10,4,9,4,9,0,0,45,16,8,0,11,7,26,46,87,63,98,56,13,441
801051056,0,0,7,0,0,0,0,0,0,0,5,0,4,3,0,14,0,0,0,0,0,0,0,4,4,0,0,3,16,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,0,0,5,6,3,7,4,10,3,3,40,10,3,9,8,9,28,29,71,65,91,65,11,399
801051057,0,0,0,0,0,0,0,0,7,5,0,0,3,0,3,18,0,0,0,0,0,4,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,7,4,3,0,0,3,38,18,3,11,6,9,49,65,78,61,52,38,15,407
801051058,0,0,9,4,4,0,0,3,0,6,7,0,7,0,0,30,0,0,0,0,0,0,0,3,8,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,13,5,4,0,3,4,3,10,10,10,12,0,0,68,36,12,8,4,13,34,38,76,72,110,113,17,542
801051060,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,20,0,0,0,0,4,5,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,0,0,4,12,6,8,6,8,5,0,37,11,3,0,5,11,36,45,76,44,43,46,3,323
801051061,0,0,12,3,0,4,0,0,11,11,15,6,8,0,0,61,0,0,0,0,0,3,4,7,5,3,0,0,28,0,0,0,0,0,5,0,0,3,0,0,0,19,6,0,4,0,0,20,22,24,12,17,0,3,119,20,11,4,14,12,77,122,194,154,139,76,18,853
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,3,0,0,0,0,0,0,0,4,4,0,3,0,11,0,0,0,0,0,0,0,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,3,3,0,27,29,4,0,3,13,35,32,53,55,96,115,18,449
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,11,4,0,0,0,4,9,3,19,4,22,33,3,99
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,3,3,0,0,3,10,0,22,21,0,9,3,4,18,13,27,24,53,129,13,314
801061063,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,3,3,4,4,4,19,17,0,0,0,0,8,13,14,8,20,64,19,168
801061064,3,0,4,0,0,0,0,0,3,4,4,0,0,8,0,25,0,0,0,0,4,4,0,4,0,0,4,0,13,0,0,0,0,0,0,4,0,0,3,0,0,7,0,0,0,0,4,4,11,15,0,3,9,0,49,29,10,5,5,10,41,62,71,37,59,166,12,505
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,0,6,0,4,0,0,0,3,3,16,7,5,0,0,43,0,0,0,0,0,0,3,8,0,5,3,0,23,0,0,0,0,0,0,4,0,3,0,0,0,13,7,3,3,0,0,6,13,28,8,12,9,3,89,40,10,5,4,9,39,42,123,84,140,126,32,653
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,3,0,8,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,5,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,9,11,0,25,17,5,0,5,0,12,19,31,22,54,142,13,326
801061070,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,6,5,3,4,0,18,24,4,0,5,5,8,13,26,17,48,135,11,303
801061129,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,5,0,0,4,0,10,6,0,0,4,0,12,21,28,22,13,21,4,134
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,0,0,0,3,0,3,0,3,4,11,0,9,3,0,40,0,0,0,0,0,0,0,0,0,9,4,0,12,0,0,0,0,0,0,0,4,0,0,0,0,16,0,3,0,3,0,3,5,15,6,12,5,4,65,13,6,4,6,11,44,93,137,60,86,61,23,535
801071071,0,0,3,0,0,0,0,4,4,15,16,10,4,0,0,55,0,0,0,0,0,0,9,4,0,0,0,0,22,5,6,0,3,0,7,10,9,0,3,0,3,44,7,3,0,3,4,18,34,29,13,8,0,0,122,32,11,7,32,20,74,159,281,150,80,60,25,925
801071072,0,0,5,0,0,0,3,0,4,11,6,3,3,3,0,31,0,0,0,0,0,5,4,5,0,0,0,0,16,0,0,0,0,0,4,3,5,4,5,0,0,21,0,0,5,4,4,6,19,23,9,11,3,3,80,14,3,3,17,18,52,71,124,78,52,13,19,462
801071073,0,0,10,0,0,0,0,0,3,6,20,7,5,5,8,49,0,0,0,0,0,0,6,5,4,0,0,3,18,3,0,0,0,3,10,3,12,8,6,3,0,48,6,0,0,3,4,21,18,47,11,11,6,6,129,31,18,5,17,19,83,130,276,131,114,56,42,916
801071074,0,0,8,0,0,0,0,4,11,3,8,6,0,3,0,38,0,0,0,0,0,0,0,6,0,0,0,0,20,4,0,0,3,0,9,10,9,7,0,0,0,38,3,0,5,6,3,16,15,21,14,6,4,6,101,22,8,11,13,30,88,124,214,155,69,36,31,802
801071075,0,0,12,0,0,0,0,0,5,13,14,4,6,0,0,47,0,0,0,0,0,4,8,11,5,0,0,0,22,0,0,0,0,3,4,9,19,0,5,0,0,39,0,0,0,5,4,12,30,37,11,8,7,0,118,18,10,9,12,23,73,129,249,163,102,51,32,874
801071076,0,0,8,0,0,0,0,0,5,0,5,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,0,0,0,0,13,3,0,0,0,0,5,4,13,4,0,0,0,36,24,7,12,6,6,24,37,98,79,96,50,19,457
801071077,0,0,3,0,0,0,0,0,5,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,3,0,0,0,0,0,14,5,0,0,3,0,7,7,11,6,3,0,4,42,15,6,4,6,9,37,48,110,59,41,21,14,387
801071078,0,0,10,0,0,0,0,0,10,27,20,9,3,3,4,74,0,0,0,0,0,3,5,10,3,0,0,5,35,0,0,0,7,8,8,13,12,3,3,0,5,61,3,0,0,3,13,28,48,43,18,12,3,7,184,49,13,13,29,40,122,216,351,179,132,60,43,1235
801071079,0,0,3,0,0,0,0,0,0,0,6,3,3,7,0,27,0,0,0,0,0,0,4,0,0,3,0,0,11,6,0,0,0,0,8,5,7,0,3,0,0,24,3,0,0,0,9,6,9,12,9,7,7,4,62,16,11,3,16,13,37,40,142,106,57,27,14,492
801071080,0,0,9,0,0,0,0,0,5,8,12,3,0,0,0,31,0,0,0,0,0,0,6,7,0,0,0,0,16,0,0,0,0,0,4,6,6,5,0,0,0,26,0,3,0,0,0,13,21,26,13,0,0,4,78,14,7,4,8,15,61,85,117,45,27,18,13,397
