SA2_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
801071084,0,0,0,0,0,0,4,0,0,5,8,0,3,0,0,6,3,0,0,0,0,7,3,0,0,0,3,6,8,0,3,0,0,7,8,5,18,0,4,30,22,0,35,0,3,62,7,0,26,0,0,36,4,0,3,5,0,12,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,59,7,97,12,15,187
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,5,0,7,0,3,19,7,0,11,0,0,20,0,0,6,0,0,6,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,5,32,0,4,63
801071087,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,11,0,11,0,0,25,11,3,17,4,4,39,7,0,4,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,45,5,4,109
801071088,0,0,0,0,5,0,3,0,0,9,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,0,0,6,5,0,5,0,0,9,10,0,5,0,4,24,10,6,18,0,0,35,11,0,7,0,0,22,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,37,11,52,3,6,112
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,5,12,0,0,0,0,10,23,0,22,0,0,46,35,6,38,5,0,78,15,5,32,3,3,60,4,0,6,0,0,14,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,16,113,18,113,8,5,258
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,8,7,0,3,0,3,13,0,0,3,0,0,10,0,0,5,0,0,7,0,0,0,0,0,6,5,0,0,0,0,5,0,0,0,0,0,0,23,7,18,4,4,50
801081092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,0,11,0,0,20,12,0,15,0,0,25,9,0,12,0,4,23,5,0,3,0,4,16,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,31,5,52,5,12,104
801081093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,9,0,3,0,0,11,0,0,9,0,0,11,9,0,18,0,3,23,13,0,13,7,0,27,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,37,3,47,7,5,103
801081094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,7,9,0,0,0,0,16,18,0,14,4,0,35,3,0,8,3,3,20,0,0,3,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,40,3,38,11,3,97
801081095,0,0,0,0,4,0,0,0,0,4,13,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,5,0,0,0,0,0,4,6,6,9,0,0,18,16,3,13,0,0,33,11,0,13,0,0,29,3,0,3,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,66,8,45,4,4,132
801081096,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,5,0,8,0,0,19,0,0,0,0,0,0,3,0,0,0,0,5,8,0,3,3,3,21,11,0,9,0,0,18,0,0,6,0,5,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,35,5,6,89
801081097,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,3,14,0,9,0,0,26,16,0,19,0,0,31,13,4,10,0,0,28,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,49,0,0,112
801081098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,6,0,0,15,17,3,18,0,0,39,24,0,20,0,0,35,7,0,12,0,0,19,4,0,8,0,0,14,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,68,6,63,3,5,145
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,6,0,0,0,0,6,9,0,0,0,0,6,24,0,14,6,0,44,18,6,10,0,0,35,19,4,5,0,4,32,13,0,8,0,0,22,5,0,6,0,0,9,0,0,0,0,0,4,5,0,0,0,0,0,0,0,3,0,0,7,94,10,53,8,5,171
801091100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,3,0,0,18,37,0,24,0,0,63,22,3,10,4,0,42,14,0,25,4,0,44,9,0,20,4,0,34,6,4,7,0,0,15,0,0,0,0,0,3,0,6,13,0,0,15,3,0,3,0,0,6,123,13,100,11,4,254
801091101,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,11,5,13,0,0,21,11,3,20,0,0,29,12,0,4,0,0,15,3,0,11,0,0,10,0,0,0,0,0,8,0,0,0,0,0,4,5,0,3,0,0,10,4,0,0,0,0,5,49,13,50,7,3,122
801091102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,5,3,0,3,0,0,5,12,0,4,0,0,15,3,0,9,0,0,11,15,4,23,0,0,40,18,8,53,0,0,77,3,0,16,0,0,16,0,4,9,0,0,11,3,0,9,0,0,17,0,0,3,0,0,9,4,0,3,0,0,5,78,12,127,4,4,228
801091103,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,13,0,10,0,0,19,14,0,6,0,0,20,8,3,9,3,3,20,11,0,10,0,0,26,11,0,10,0,0,22,0,0,8,0,0,5,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,68,9,52,0,9,136
801091104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,4,15,0,14,0,0,25,3,3,8,0,0,14,3,4,4,0,0,16,3,0,0,0,0,5,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,8,29,4,7,82
801091105,0,0,0,0,3,0,0,0,0,3,4,0,3,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,43,0,22,0,0,62,35,0,28,0,0,67,31,0,25,6,0,59,15,0,20,0,0,32,0,0,7,0,0,9,6,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,160,8,105,5,0,274
801091106,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,6,23,0,10,0,0,34,34,0,36,4,0,73,20,3,19,0,0,47,17,0,14,3,0,34,7,4,11,0,0,22,10,0,0,0,0,11,5,0,3,0,0,9,0,0,0,0,0,4,4,0,5,0,0,8,129,14,102,11,4,260
801091107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,8,0,3,14,0,0,0,0,0,0,4,0,11,0,3,22
801091108,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,3,13,0,9,0,0,28,20,5,14,3,0,41,4,0,0,0,0,14,3,0,4,0,3,13,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,4,42,4,3,114
801091109,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,6,18,0,7,0,0,24,151,6,78,4,0,235,132,6,72,0,0,220,73,4,29,0,0,104,4,0,4,0,3,6,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,0,0,15,406,20,202,10,5,636
801091110,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,23,3,13,0,0,38,3,0,10,0,0,14,3,0,12,0,0,19,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,6,50,3,4,101
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,9,0,4,0,0,14,4,0,0,0,0,8,24,0,12,0,0,40,45,0,26,4,4,74,26,3,30,5,0,69,6,4,0,0,3,12,3,0,4,0,0,8,0,0,0,0,0,0,0,0,5,0,0,4,3,0,3,0,0,5,127,12,98,11,5,249
801101136,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,8,5,0,0,0,0,9,10,0,5,0,0,7,4,0,0,0,0,10,0,0,4,0,0,9,0,0,4,0,0,7,0,0,4,0,0,6,0,0,0,0,0,0,28,3,34,0,8,69
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,4,0,0,0,0,4,43,0,5,0,0,52,73,0,23,0,0,99,20,0,18,0,0,39,3,0,6,0,0,6,0,0,6,0,0,10,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,9,156,8,71,4,0,236
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,11,0,5,0,0,19
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
