SA2_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
801011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801011143,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,17,26,7,0,67,0,0,0,0,0,0,0,0,4,3,11,0,28,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,7,5,10,4,5,0,31,0,0,0,0,0,0,3,3,4,4,3,0,17,0,0,0,0,0,0,4,6,4,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031113,0,0,0,0,0,4,0,0,0,0,0,3,6,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,5,0,14,6,17,5,3,13,5,8,68,0,0,0,0,0,0,0,0,5,4,8,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0
801031114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801031115,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,14,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
801041034,5,0,6,0,0,23,0,0,0,0,0,4,15,12,14,8,6,0,56,0,0,0,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,7,9,9,3,7,10,0,52,0,0,0,0,4,6,9,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,8,5,19,35,42,9,3,5,0,0,128,0,0,0,0,0,0,0,0,0,0,0,15,10,7,6,8,9,25,54,91,54,57,81,75,18,475,0,0,0,0,0,0,0,20,34,104,217,9,386,0,0,0,0,0,0,8,3,0,15,12,0,38,0,0,0,0,0,0,19,27,39,91,90,0,264,0,0,0,0,0,0,9,6,8,18,11,0,53,0,0,0,0,0,14,31,18,12,27,26,0,130,0,0,0,5,0,0,3,0,4,0,5,0
801041035,3,0,0,0,0,21,0,0,0,0,0,0,17,16,8,12,12,0,63,0,0,0,0,0,0,0,0,5,6,9,0,21,0,0,0,0,0,7,11,6,6,0,3,0,37,0,0,0,0,4,7,4,4,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,5,0,0,4,15,0,6,4,8,13,6,8,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,15,19,15,0,6,8,12,32,68,67,39,76,73,24,423,0,0,0,0,0,0,10,39,50,139,214,6,461,0,0,0,0,0,5,14,12,9,13,3,0,52,0,0,0,0,0,0,30,39,54,87,70,8,302,0,0,0,0,0,0,7,6,11,16,20,5,62,0,0,0,0,0,17,55,35,12,13,29,8,175,0,0,0,0,3,5,9,9,0,3,4,0
801041036,0,0,4,0,0,19,0,0,0,0,0,0,18,17,19,14,22,0,87,0,0,0,0,0,0,3,3,4,0,0,0,17,0,0,0,0,0,4,16,11,0,13,7,0,43,0,0,0,0,0,3,10,4,0,0,3,0,23,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,9,12,16,10,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,33,28,9,0,0,4,14,26,83,70,64,108,82,29,493,0,0,0,0,0,0,6,18,55,105,218,20,420,0,0,0,0,0,8,6,6,8,4,8,0,37,0,0,0,0,0,0,18,27,50,86,67,6,255,0,0,0,0,0,0,3,8,9,20,35,6,93,0,0,0,3,0,8,36,38,10,25,28,0,153,0,0,0,3,3,4,10,5,0,0,0,0
801041037,5,3,0,0,0,10,0,0,0,0,0,0,5,14,12,18,12,0,54,0,0,0,0,0,0,0,3,0,3,4,0,20,6,0,0,0,0,3,7,9,0,9,12,4,49,0,0,0,5,0,9,0,8,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,24,27,11,8,5,4,0,87,0,0,0,0,0,0,0,0,0,0,0,10,10,13,0,0,9,5,36,60,61,49,80,104,19,427,0,0,0,0,0,0,5,14,19,70,199,8,317,0,0,0,0,0,0,9,8,0,6,3,0,27,0,0,0,0,0,0,28,16,19,48,58,3,181,0,0,0,0,0,0,0,0,3,15,26,0,48,0,0,0,0,0,5,23,20,3,13,27,5,101,0,0,0,0,0,3,11,5,0,5,5,0
801041038,0,0,0,0,0,7,0,0,0,0,0,0,10,3,8,8,10,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,9,4,4,3,3,0,32,0,0,0,0,4,5,8,3,0,4,0,0,21,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,10,15,10,3,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,14,12,6,0,0,0,18,20,45,33,28,62,86,16,309,0,0,0,0,0,0,5,14,17,76,248,10,365,0,0,0,0,0,0,5,4,3,3,8,0,21,0,0,0,0,0,5,11,15,18,59,112,0,214,0,0,0,0,0,0,0,0,5,8,14,0,35,0,0,0,0,0,5,14,22,0,18,27,3,84,0,0,0,0,0,4,4,0,3,3,0,0
801041039,5,3,4,0,0,51,0,0,0,0,0,12,65,34,22,21,7,0,169,0,0,0,0,0,0,0,8,0,6,5,0,17,0,0,0,0,0,11,23,16,8,7,4,0,73,0,0,3,14,3,7,3,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,15,3,3,9,13,12,20,10,3,0,0,0,77,0,0,0,0,0,0,3,0,0,0,0,23,26,15,6,5,21,18,63,161,149,91,99,75,29,723,0,0,0,0,0,3,16,27,44,95,194,13,385,0,0,0,0,6,7,16,11,3,8,4,0,45,0,0,0,0,0,3,35,32,35,58,82,3,252,0,0,0,0,0,0,0,5,9,12,16,0,41,0,0,0,0,0,15,44,30,13,16,16,3,147,0,0,0,3,3,15,7,7,3,3,0,0
801041040,7,4,5,0,0,86,0,0,0,0,0,10,60,56,24,15,15,0,177,0,0,0,0,0,0,5,11,5,4,9,0,32,0,0,0,0,3,19,22,23,8,16,10,0,102,0,0,0,11,5,12,17,0,3,0,0,0,46,0,0,0,0,0,0,4,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,20,5,4,14,24,20,35,15,7,8,4,0,147,0,0,0,0,0,0,3,0,0,0,0,31,39,22,7,4,29,39,77,215,201,111,123,100,39,958,0,0,0,0,0,0,9,22,34,72,163,13,306,0,0,0,0,0,13,12,6,9,0,9,0,51,0,0,0,0,0,4,26,29,29,52,68,6,217,0,0,0,0,0,3,10,0,4,17,22,5,55,0,0,0,0,6,24,51,35,13,26,42,3,192,0,0,4,4,0,13,9,4,0,3,7,3
801041043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,4,5,6,3,3,4,32,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,5,9,10,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041044,3,0,0,0,0,28,0,0,0,0,0,5,35,24,17,17,12,0,110,0,0,0,0,0,0,9,4,0,5,0,0,23,0,0,0,0,0,20,18,18,10,3,13,0,82,0,0,0,5,3,15,0,6,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,23,3,3,4,14,13,23,4,4,7,0,5,93,0,0,0,0,0,0,0,0,0,0,0,20,26,23,3,0,11,14,57,124,119,74,104,113,30,681,0,0,0,0,0,0,8,30,26,104,256,12,446,0,0,0,0,0,5,7,4,4,5,0,0,33,0,0,0,0,0,4,27,35,49,92,95,5,308,0,0,0,0,0,0,10,0,14,27,25,4,77,0,0,0,0,3,11,41,43,15,13,28,5,161,0,0,0,3,3,5,8,3,7,4,0,0
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041046,11,6,0,6,0,39,0,0,0,0,0,0,23,41,30,22,19,0,147,0,0,0,0,0,0,0,3,7,3,9,0,23,0,0,0,0,0,9,26,24,8,10,7,0,86,0,0,0,0,4,9,10,13,4,4,3,0,49,0,0,0,0,0,0,0,7,0,4,0,0,14,0,0,0,0,0,0,3,0,0,3,4,0,11,16,6,5,8,65,64,58,11,6,7,0,5,264,0,0,0,0,0,0,0,0,0,0,0,28,31,19,6,3,11,74,103,151,168,124,172,111,34,984,0,0,0,0,0,0,8,55,67,162,172,23,488,0,0,0,0,0,0,9,11,10,14,8,0,57,0,0,0,0,0,0,52,84,80,107,87,12,423,0,0,0,0,0,0,8,20,21,24,26,6,101,0,0,0,0,0,20,61,57,13,16,28,0,197,0,0,0,5,3,17,15,3,3,6,7,3
801041047,3,0,0,0,0,17,0,0,0,0,0,0,4,11,7,24,24,0,82,0,0,0,0,0,0,0,3,0,0,11,0,15,0,0,0,0,0,0,10,9,8,23,23,0,83,0,0,0,0,0,7,20,9,5,7,13,0,68,0,0,0,0,0,0,0,5,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,4,0,5,15,3,4,19,23,62,94,34,20,18,18,5,304,0,0,0,0,0,0,0,0,0,0,0,22,24,15,3,3,24,27,77,153,88,61,116,159,25,751,0,0,0,0,0,0,3,7,21,71,272,22,403,0,0,0,0,0,4,3,3,4,11,9,0,37,0,0,0,0,0,0,7,19,26,69,143,9,278,0,0,0,0,0,0,3,0,0,13,29,0,54,0,0,0,0,0,0,9,18,8,20,70,5,140,0,0,0,0,0,4,0,0,4,0,9,0
801041048,5,3,3,0,0,17,0,0,0,0,0,0,18,11,14,16,9,0,75,0,0,0,0,0,0,3,0,5,5,5,0,18,0,0,0,0,0,4,16,18,7,5,8,0,59,0,0,0,3,0,4,9,4,5,5,0,0,39,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,11,17,21,41,15,4,9,3,3,145,0,0,0,0,0,0,0,0,0,0,0,15,19,7,3,3,16,22,43,98,78,73,100,86,21,543,0,0,0,0,0,0,7,16,16,63,113,8,223,0,0,0,0,0,0,5,6,5,5,6,0,28,0,0,0,0,0,3,19,22,29,66,46,3,191,0,0,0,0,0,0,6,15,9,8,26,0,62,0,0,0,0,0,7,25,26,9,19,22,0,112,0,0,0,3,5,4,11,0,5,3,7,0
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,3,5,6,0,34,0,0,0,0,0,0,0,8,8,9,13,0,41,0,0,0,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,3,9,6,11,3,0,27,0,0,0,0,0,0,0,0,6,0,4,0,5,0,0,0,0,0,0,4,3,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
