SA2_CODE_2021,C16_M_Health_15_19,C16_M_Health_20_24,C16_M_Health_25_34,C16_M_Health_35_44,C16_M_Health_45_54,C16_M_Health_55_64,C16_M_Health_65_74,C16_M_Health_75_84,C16_M_Health_85over,C16_M_Health_Tot,C16_M_Educ_15_19,C16_M_Educ_20_24,C16_M_Educ_25_34,C16_M_Educ_35_44,C16_M_Educ_45_54,C16_M_Educ_55_64,C16_M_Educ_65_74,C16_M_Educ_75_84,C16_M_Educ_85over,C16_M_Educ_Tot,C16_M_MngtCom_15_19,C16_M_MngtCom_20_24,C16_M_MngtCom_25_34,C16_M_MngtCom_35_44,C16_M_MngtCom_45_54,C16_M_MngtCom_55_64,C16_M_MngtCom_65_74,C16_M_MngtCom_75_84,C16_M_MngtCom_85over,C16_M_MngtCom_Tot,C16_M_Soc_cult_15_19,C16_M_Soc_cult_20_24,C16_M_Soc_cult_25_34,C16_M_Soc_cult_35_44,C16_M_Soc_cult_45_54,C16_M_Soc_cult_55_64,C16_M_Soc_cult_65_74,C16_M_Soc_cult_75_84,C16_M_Soc_cult_85over,C16_M_Soc_cult_Tot,C16_M_Creative_art_15_19,C16_M_Creative_art_20_24,C16_M_Creative_art_25_34,C16_M_Creative_art_35_44,C16_M_Creative_art_45_54,C16_M_Creative_art_55_64,C16_M_Creative_art_65_74,C16_M_Creative_art_75_84,C16_M_Creative_art_85over,C16_M_Creative_art_Tot,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85over,C16_M_Foodhos_PS_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85overer,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85over,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85over,C16_M_FldStu_NS_Tot,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85over,C16_M_Tot_Tot,C21_M_NatPhy_sci_15_19,C21_M_NatPhy_sci_20_24,C21_M_NatPhy_sci_25_34,C21_M_NatPhy_sci_35_44,C21_M_NatPhy_sci_45_54,C21_M_NatPhy_sci_55_64,C21_M_NatPhy_sci_65_74,C21_M_NatPhy_sci_75_84,C21_M_NatPhy_sci_85over,C21_M_NatPhy_sci_Tot,C21_M_InfTec_15_19,C21_M_InfTec_20_24,C21_M_InfTec_25_34,C21_M_InfTec_35_44,C21_M_InfTec_45_54,C21_M_InfTec_55_64,C21_M_InfTec_65_74,C21_M_InfTec_75_84,C21_M_InfTec_85over,C21_M_InfTec_Tot,C21_M_EngRT_15_19,C21_M_EngRT_20_24,C21_M_EngRT_25_34,C21_M_EngRT_35_44,C21_M_EngRT_45_54,C21_M_EngRT_55_64,C21_M_EngRT_65_74,C21_M_EngRT_75_84,C21_M_EngRT_85over,C21_M_EngRT_Tot,C21_M_ArchBuild_15_19,C21_M_ArchBuild_20_24,C21_M_ArchBuild_25_34,C21_M_ArchBuild_35_44,C21_M_ArchBuild_45_54,C21_M_ArchBuild_55_64,C21_M_ArchBuild_65_74,C21_M_ArchBuild_75_84,C21_M_ArchBuild_85over,C21_M_ArchBuild_Tot,C21_M_AgEnv_RS_15_19,C21_M_AgEnv_RS_20_24,C21_M_AgEnv_RS_25_34,C21_M_AgEnv_RS_35_44,C21_M_AgEnv_RS_45_54,C21_M_AgEnv_RS_55_64,C21_M_AgEnv_RS_65_74,C21_M_AgEnv_RS_75_84,C21_M_AgEnv_RS_85over,C21_M_AgEnv_RS_Tot,C21_M_Health_15_19,C21_M_Health_20_24,C21_M_Health_25_34,C21_M_Health_35_44,C21_M_Health_45_54,C21_M_Health_55_64,C21_M_Health_65_74,C21_M_Health_75_84,C21_M_Health_85over,C21_M_Health_Tot,C21_M_Educ_15_19,C21_M_Educ_20_24,C21_M_Educ_25_34,C21_M_Educ_35_44,C21_M_Educ_45_54,C21_M_Educ_55_64,C21_M_Educ_65_74,C21_M_Educ_75_84,C21_M_Educ_85over,C21_M_Educ_Tot,C21_M_MngtCom_15_19,C21_M_MngtCom_20_24,C21_M_MngtCom_25_34,C21_M_MngtCom_35_44,C21_M_MngtCom_45_54,C21_M_MngtCom_55_64,C21_M_MngtCom_65_74,C21_M_MngtCom_75_84,C21_M_MngtCom_85over,C21_M_MngtCom_Tot,C21_M_Soc_cult_15_19,C21_M_Soc_cult_20_24,C21_M_Soc_cult_25_34,C21_M_Soc_cult_35_44,C21_M_Soc_cult_45_54,C21_M_Soc_cult_55_64,C21_M_Soc_cult_65_74,C21_M_Soc_cult_75_84,C21_M_Soc_cult_85over,C21_M_Soc_cult_Tot,C21_M_Creative_art_15_19,C21_M_Creative_art_20_24,C21_M_Creative_art_25_34,C21_M_Creative_art_35_44,C21_M_Creative_art_45_54,C21_M_Creative_art_55_64,C21_M_Creative_art_65_74,C21_M_Creative_art_75_84,C21_M_Creative_art_85over,C21_M_Creative_art_Tot
801051053,0,0,14,7,0,11,0,0,0,41,0,0,3,3,6,0,0,0,0,11,0,54,105,33,24,23,7,3,0,243,0,44,126,42,21,24,9,0,0,274,5,0,19,8,0,0,0,0,0,32,0,9,5,0,3,0,0,0,0,17,4,5,0,0,0,0,0,0,0,10,0,5,5,4,5,0,0,0,0,23,13,46,94,32,24,19,13,5,3,249,29,247,535,188,110,103,55,9,5,1282,0,25,64,27,10,3,11,7,0,130,0,31,90,38,29,16,6,0,0,212,0,16,65,21,19,11,13,4,0,153,0,0,14,11,7,0,3,0,0,40,0,0,5,0,0,0,3,0,0,13,0,3,21,11,4,9,4,0,0,57,0,0,10,5,8,8,3,0,0,32,4,54,133,55,40,34,10,10,0,345,3,57,168,58,31,21,22,11,0,373,5,10,25,9,3,4,0,0,0,53
801051054,0,0,6,6,0,0,0,0,0,17,0,4,3,3,0,3,3,5,3,16,0,16,37,14,15,4,6,0,0,95,0,11,54,29,23,13,12,4,3,147,0,4,8,5,7,0,0,0,0,25,0,3,9,7,3,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,10,9,7,23,7,10,6,5,7,0,65,11,73,206,123,92,59,39,24,13,639,0,9,24,14,5,13,7,5,0,88,0,12,52,19,10,13,8,4,0,118,0,8,47,15,13,15,0,3,5,107,0,9,22,3,3,5,5,0,3,49,0,0,6,5,0,0,3,0,0,20,0,0,25,8,4,0,0,0,0,36,0,6,4,5,0,5,0,8,0,25,0,19,55,43,19,21,7,0,0,162,0,40,99,65,41,23,13,0,5,275,0,10,18,7,8,0,0,0,0,53
801051055,0,0,9,3,9,6,4,0,0,23,0,0,5,7,8,10,4,0,0,33,4,12,35,37,30,8,9,7,5,144,0,14,58,57,39,23,16,0,0,216,4,4,12,16,12,9,0,0,0,68,0,0,18,4,3,4,0,4,0,33,0,0,0,0,0,0,0,0,0,4,0,0,7,10,4,0,0,0,0,21,9,17,19,18,19,7,5,12,3,110,22,92,265,229,202,103,67,45,21,1037,0,8,14,29,18,7,6,9,0,90,0,7,25,27,15,19,7,0,0,92,0,7,27,21,20,21,7,12,3,129,3,3,28,17,12,3,5,3,4,76,0,0,9,10,6,0,3,0,0,23,0,0,16,14,7,0,5,0,0,49,0,0,13,15,7,7,9,0,0,48,4,8,44,53,28,17,11,9,0,185,0,14,85,78,51,39,29,12,4,312,0,9,17,19,15,9,3,0,0,70
801051056,0,0,6,6,5,4,0,0,0,18,0,0,4,9,10,10,5,3,4,40,0,0,22,26,24,14,8,3,3,108,0,3,41,48,46,32,29,5,4,201,3,5,15,9,14,7,0,6,0,53,0,0,8,3,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,10,3,8,8,19,9,3,10,10,4,75,10,28,140,210,182,120,83,55,24,849,0,0,9,21,20,18,16,7,4,98,0,0,18,19,11,8,0,3,0,56,0,0,20,24,17,20,15,8,0,109,0,0,6,12,8,10,3,9,0,60,0,0,3,5,5,8,6,0,0,32,0,3,6,9,0,7,0,0,0,34,0,0,5,9,12,6,3,6,0,38,0,0,24,35,41,16,11,10,6,133,0,6,24,44,51,37,31,10,6,198,0,0,10,7,16,7,0,0,0,45
801051057,0,5,24,15,9,9,3,4,0,60,0,4,10,15,9,3,8,4,0,54,0,23,80,52,43,24,17,5,6,245,6,28,123,62,54,37,29,13,4,353,0,7,34,8,7,8,7,0,0,59,0,0,14,9,6,3,0,0,0,40,0,0,0,0,0,0,0,0,0,4,0,0,5,8,4,0,0,4,0,30,4,15,60,47,22,32,20,12,6,219,5,123,525,302,238,185,126,67,38,1609,0,10,45,32,22,22,8,3,0,140,3,13,73,25,28,16,6,3,0,154,0,11,54,43,27,27,27,16,11,212,0,5,23,8,7,11,18,4,0,82,0,3,12,13,3,10,4,3,3,44,0,9,26,13,15,11,3,5,0,75,0,3,25,16,10,8,5,3,0,73,0,21,101,64,37,23,22,9,3,281,0,26,136,86,66,48,47,11,3,426,3,7,25,25,8,5,6,0,0,86
801051058,0,5,12,10,4,12,5,4,0,50,0,0,13,9,8,11,6,0,5,54,0,15,51,48,48,32,10,4,0,207,0,25,107,66,77,73,41,13,3,409,0,10,17,16,20,10,7,0,0,83,0,3,10,6,5,3,4,0,0,29,0,0,0,0,0,0,0,0,0,3,0,4,4,8,4,0,5,0,0,25,10,15,37,25,22,13,20,3,8,158,12,128,403,287,307,263,152,49,31,1631,0,11,47,33,30,45,37,15,5,214,0,12,29,33,37,17,12,0,0,149,0,8,42,35,33,26,18,8,4,173,0,3,18,12,22,15,12,7,0,83,0,4,5,4,14,17,6,0,0,47,0,8,8,17,15,10,9,0,0,63,0,0,12,7,12,8,13,8,0,60,6,21,50,53,72,42,20,3,0,269,0,49,113,67,96,69,57,25,6,498,0,11,23,17,13,12,12,5,0,88
801051060,0,4,15,7,4,3,0,0,0,34,0,0,7,6,3,3,3,4,0,23,0,31,97,46,30,23,9,0,0,241,0,27,169,63,35,40,29,9,6,375,0,3,26,4,0,0,0,0,0,46,0,3,9,3,4,5,4,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,7,4,0,3,0,0,0,14,10,52,84,38,29,22,14,4,0,250,10,172,598,256,149,143,94,27,19,1467,0,16,68,34,4,10,12,4,6,152,0,18,59,37,20,18,8,0,0,164,0,8,56,28,17,13,6,7,3,141,0,3,22,9,7,3,0,3,0,44,0,0,12,8,4,5,6,0,0,27,0,8,29,16,9,8,4,0,0,76,0,0,3,11,5,4,6,5,0,31,0,31,99,65,25,28,28,5,5,279,0,57,194,74,47,33,29,15,3,453,0,3,30,9,3,8,0,0,0,57
801051061,0,4,17,17,13,6,6,6,0,50,0,3,12,18,16,8,3,3,0,68,0,12,78,67,31,26,6,0,0,226,0,6,102,79,75,46,27,8,0,342,0,11,32,24,15,11,3,0,0,94,0,7,14,15,7,0,0,0,0,43,0,0,0,4,0,0,0,0,0,4,0,0,11,5,3,0,5,0,0,25,8,13,47,34,30,15,8,10,8,167,11,105,492,445,290,198,89,60,15,1703,0,12,34,49,33,28,18,6,0,178,0,15,56,74,33,14,3,0,0,200,0,15,80,64,47,37,17,18,6,276,0,8,34,28,18,6,9,3,0,110,0,3,9,16,14,11,3,0,0,53,0,5,23,20,14,7,4,0,0,76,0,4,19,14,15,4,12,0,0,70,0,20,72,82,61,21,21,0,0,272,0,15,100,101,89,54,39,9,0,421,0,3,45,33,18,11,0,0,0,112
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,7,8,9,11,7,4,0,39,0,0,3,0,8,10,7,3,4,33,0,14,26,31,47,33,16,8,3,172,0,13,45,41,61,45,52,15,7,279,0,0,7,5,6,8,3,0,0,28,0,0,5,4,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,19,0,6,26,20,29,23,20,5,5,133,0,45,209,182,216,178,134,55,34,1066,0,7,36,15,10,20,18,16,3,125,3,16,39,36,23,22,9,0,0,150,0,6,45,24,25,25,21,9,7,160,0,4,18,12,13,8,8,0,8,67,0,0,3,5,0,3,0,3,0,19,0,0,16,12,7,4,9,8,5,64,0,4,8,12,6,8,8,5,0,45,0,15,56,46,72,59,25,6,0,275,0,37,92,50,77,59,55,31,5,421,0,8,13,12,7,3,9,0,0,45
801051125,0,3,10,0,0,0,0,0,0,16,0,5,7,0,3,0,0,0,0,7,7,65,25,14,6,0,0,0,0,111,10,50,31,7,4,0,0,0,0,107,3,4,3,4,3,0,0,0,0,15,7,11,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,7,9,4,4,0,0,0,0,25,5,30,22,9,8,3,0,0,0,78,40,235,153,44,33,8,0,0,0,507,0,13,0,0,0,0,0,0,0,15,0,7,0,0,0,0,0,0,0,11,7,20,13,4,0,0,0,0,0,43,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,8,5,5,0,0,0,0,0,17,0,0,0,5,4,0,0,0,0,11,6,18,22,6,6,0,0,0,0,69,11,31,22,10,3,4,0,0,0,83,0,4,0,5,0,0,0,0,0,13
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,3,4,0,7,5,3,0,0,23,0,0,0,6,0,0,4,0,0,14,0,10,19,12,19,11,8,0,0,81,0,6,35,26,24,21,25,5,3,137,0,0,8,4,5,0,3,0,0,26,0,0,9,4,6,6,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,8,3,6,21,20,18,19,12,4,0,106,3,47,143,86,101,100,73,24,12,578,0,4,17,5,0,12,5,9,0,52,0,0,22,7,6,10,5,0,0,57,0,9,20,10,11,0,11,3,0,59,0,0,8,0,0,4,0,5,0,16,0,0,0,4,0,0,0,0,0,6,0,4,4,3,0,8,0,0,0,20,0,0,0,3,0,0,0,0,0,6,0,4,23,16,14,16,12,3,0,84,0,10,40,19,21,34,23,13,0,154,0,4,3,3,0,0,4,0,0,17
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,3,5,16,17,19,4,3,3,79,0,0,0,3,6,3,0,0,0,22,0,4,11,39,52,26,18,4,6,163,0,0,16,23,43,33,39,17,8,191,0,4,7,9,4,0,0,0,0,30,0,0,4,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,4,12,0,0,3,8,10,8,16,4,0,49,9,17,88,149,191,148,128,61,41,835,0,0,3,9,9,9,12,9,8,65,0,3,9,13,18,14,7,0,0,62,0,7,18,22,20,21,14,11,12,106,0,0,8,7,8,11,11,4,0,51,0,0,0,0,5,0,0,9,0,21,0,0,4,18,22,17,15,8,10,88,0,0,3,5,3,6,4,0,0,17,0,4,20,29,47,29,19,8,3,181,0,14,25,42,37,42,51,26,10,239,0,3,12,4,3,3,0,0,0,31
801061063,0,0,4,12,19,12,11,0,0,55,0,0,3,0,0,0,7,0,0,11,0,0,10,15,25,19,15,5,0,97,0,7,26,14,19,30,21,4,3,124,0,0,4,0,5,0,0,0,0,14,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11,0,5,14,3,16,9,8,8,3,73,0,22,95,62,114,88,89,28,15,523,0,0,3,6,3,0,5,11,0,22,0,4,6,11,20,3,0,0,0,39,0,0,5,4,14,17,12,3,3,66,0,0,0,0,6,7,8,9,0,31,0,0,0,0,0,0,0,0,0,7,0,0,4,3,13,15,11,6,0,55,0,0,5,0,0,3,4,0,0,12,0,7,21,23,36,25,23,9,4,147,0,3,48,17,28,36,24,21,3,175,0,3,5,0,4,3,3,0,0,13
801061064,0,0,16,24,15,19,7,3,3,82,0,0,16,9,4,3,3,0,4,42,0,13,62,55,62,33,16,4,3,243,0,18,99,51,68,57,64,12,3,380,0,0,18,8,12,5,0,0,0,42,0,3,11,3,6,3,6,4,0,30,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,3,3,0,0,24,5,10,44,22,33,30,20,18,27,199,7,75,361,242,294,232,162,70,47,1500,0,13,28,12,17,14,14,10,8,123,0,9,33,35,35,16,0,0,0,129,0,7,41,28,41,31,18,15,7,181,0,4,15,16,15,14,9,7,5,82,0,0,3,0,3,3,3,3,0,26,0,0,28,15,19,16,15,3,6,101,0,0,16,10,5,3,12,0,0,50,0,9,99,55,79,54,27,6,0,329,4,24,135,89,86,79,69,36,8,537,0,3,20,23,10,10,3,3,0,74
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,0,11,14,12,8,3,0,3,49,0,3,0,3,11,19,9,4,0,49,0,9,47,49,52,36,10,3,0,213,0,9,81,76,69,70,37,18,6,363,0,0,12,16,17,19,8,0,0,64,0,0,12,11,0,5,3,0,0,37,0,0,0,0,0,0,0,0,0,4,0,0,4,7,3,4,3,5,0,26,14,12,45,26,46,39,33,39,32,283,10,62,302,331,360,300,151,87,64,1670,0,6,15,26,24,27,19,13,0,130,0,7,43,47,32,24,7,0,0,161,0,12,39,39,42,45,35,17,6,243,0,11,21,14,26,16,13,3,5,121,0,0,0,3,5,16,6,0,0,40,0,6,20,19,9,4,6,4,4,67,0,0,10,5,10,17,6,5,3,56,0,11,65,68,65,51,26,14,0,300,0,12,74,92,95,59,56,32,5,420,0,4,12,20,9,11,10,8,0,70
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,6,16,22,15,17,4,3,88,0,0,0,9,3,7,3,0,0,24,0,7,21,30,42,28,14,0,6,142,0,6,19,25,52,55,34,14,6,210,0,5,4,0,5,0,0,0,0,7,0,0,3,3,4,7,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,4,0,0,11,12,14,16,21,14,21,11,6,5,111,21,44,104,149,220,186,121,40,21,900,0,0,8,8,16,15,12,12,4,69,0,3,12,20,27,17,9,0,0,83,0,0,4,13,17,15,15,5,7,82,0,0,12,9,8,13,6,6,3,54,0,0,5,4,0,3,6,3,0,18,0,0,10,19,13,22,10,12,4,93,0,0,0,0,4,3,3,3,0,13,0,8,20,40,45,32,19,3,0,166,0,12,19,23,50,48,45,13,6,219,0,0,6,3,10,4,4,0,0,24
801061070,0,0,9,14,14,17,18,8,4,80,0,0,0,0,6,0,9,3,0,21,0,4,16,25,37,31,24,3,5,153,0,4,20,28,37,49,65,21,12,236,0,4,9,3,7,4,4,0,0,26,0,0,0,6,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,15,7,9,12,8,8,10,19,4,4,78,7,30,92,129,184,171,209,67,31,923,0,3,7,8,10,20,29,8,5,91,0,3,9,16,18,17,13,3,0,68,0,0,3,10,18,19,14,14,4,91,0,0,5,5,5,11,6,4,0,48,0,0,0,0,3,8,0,0,0,20,0,0,6,13,21,15,17,14,3,86,0,0,3,6,3,9,12,3,0,32,0,3,19,46,50,44,38,14,0,205,0,12,15,25,37,41,60,33,8,226,0,4,3,8,3,0,4,0,0,35
801061129,0,0,4,4,6,5,5,0,0,24,0,0,0,0,5,0,3,0,0,11,0,7,39,19,15,11,12,0,0,107,0,5,55,34,25,23,24,3,0,173,0,0,7,4,3,0,0,0,0,21,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,11,0,5,22,15,5,5,5,0,0,62,0,23,185,111,82,77,73,14,5,563,0,3,13,8,6,10,8,9,0,51,0,0,17,13,11,16,9,0,0,57,0,0,23,12,11,10,3,4,0,72,0,0,3,0,5,3,0,0,0,20,0,0,0,0,3,0,0,0,0,11,0,0,5,8,0,4,7,0,0,27,0,0,3,3,0,4,7,3,0,12,0,10,36,22,29,30,17,9,0,145,0,12,88,35,30,22,25,7,0,221,0,4,11,3,0,0,0,0,0,26
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,3,4,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,3,25,14,10,5,5,4,0,66,0,0,14,4,0,3,4,5,3,37,0,16,109,73,44,51,21,4,0,319,0,22,253,75,45,50,21,13,0,485,0,0,29,15,0,6,0,0,0,61,0,10,18,0,3,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,12,4,5,9,0,0,0,28,9,14,61,37,21,18,10,8,0,176,9,80,708,316,198,200,102,46,20,1673,0,5,57,33,20,18,10,11,0,163,0,14,60,50,33,17,3,0,0,178,0,11,84,50,40,39,23,8,0,250,0,4,27,13,6,7,3,13,0,76,0,0,9,3,6,3,0,0,0,25,0,0,55,21,10,7,14,0,0,115,0,0,15,12,12,9,9,3,0,55,0,21,117,118,88,67,41,7,3,451,0,38,262,137,61,69,59,22,6,652,0,7,38,21,19,8,3,0,0,95
801071071,0,0,3,8,7,4,4,0,0,31,0,0,4,7,3,3,7,0,0,26,0,3,31,46,37,15,7,0,0,142,0,6,26,19,17,28,12,4,0,122,0,3,7,14,12,5,0,0,0,39,0,0,12,11,10,12,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,0,0,18,17,7,28,16,19,13,3,0,0,99,22,65,239,255,225,154,68,21,9,1054,0,0,8,13,10,7,3,0,0,38,3,10,18,30,40,14,8,0,0,125,3,6,53,57,70,58,27,10,0,292,3,20,36,24,25,14,10,0,0,141,0,5,6,8,5,3,5,0,0,32,0,0,4,9,5,5,0,4,0,38,0,0,4,4,5,9,4,5,0,31,0,6,32,60,57,36,13,6,0,209,0,7,19,29,20,21,9,8,3,122,6,8,13,6,11,4,7,3,0,47
801071072,0,0,3,11,3,3,3,0,0,30,0,0,0,3,4,3,0,0,0,22,4,3,35,42,41,31,8,11,0,171,0,6,23,18,14,15,11,0,0,91,0,0,11,4,0,3,5,0,0,30,0,0,15,3,6,0,4,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,11,5,14,18,8,9,16,4,7,0,74,14,58,198,187,192,153,63,26,8,904,0,4,5,0,5,7,3,0,0,27,4,13,30,46,20,22,7,0,0,143,0,4,38,45,45,42,27,6,4,216,3,6,14,15,16,17,9,0,5,88,0,0,0,4,0,0,3,0,0,14,0,4,8,9,3,7,3,0,0,36,0,3,9,8,7,6,9,0,0,33,0,5,19,30,38,25,15,9,0,140,0,3,22,21,25,19,15,8,0,116,0,0,12,0,4,5,0,0,0,26
