SA2_CODE_2021,C16_M_Health_15_19,C16_M_Health_20_24,C16_M_Health_25_34,C16_M_Health_35_44,C16_M_Health_45_54,C16_M_Health_55_64,C16_M_Health_65_74,C16_M_Health_75_84,C16_M_Health_85over,C16_M_Health_Tot,C16_M_Educ_15_19,C16_M_Educ_20_24,C16_M_Educ_25_34,C16_M_Educ_35_44,C16_M_Educ_45_54,C16_M_Educ_55_64,C16_M_Educ_65_74,C16_M_Educ_75_84,C16_M_Educ_85over,C16_M_Educ_Tot,C16_M_MngtCom_15_19,C16_M_MngtCom_20_24,C16_M_MngtCom_25_34,C16_M_MngtCom_35_44,C16_M_MngtCom_45_54,C16_M_MngtCom_55_64,C16_M_MngtCom_65_74,C16_M_MngtCom_75_84,C16_M_MngtCom_85over,C16_M_MngtCom_Tot,C16_M_Soc_cult_15_19,C16_M_Soc_cult_20_24,C16_M_Soc_cult_25_34,C16_M_Soc_cult_35_44,C16_M_Soc_cult_45_54,C16_M_Soc_cult_55_64,C16_M_Soc_cult_65_74,C16_M_Soc_cult_75_84,C16_M_Soc_cult_85over,C16_M_Soc_cult_Tot,C16_M_Creative_art_15_19,C16_M_Creative_art_20_24,C16_M_Creative_art_25_34,C16_M_Creative_art_35_44,C16_M_Creative_art_45_54,C16_M_Creative_art_55_64,C16_M_Creative_art_65_74,C16_M_Creative_art_75_84,C16_M_Creative_art_85over,C16_M_Creative_art_Tot,C16_M_FoodHos_PS_15_19,C16_M_FoodHos_PS_20_24,C16_M_FoodHos_PS_25_34,C16_M_FoodHos_PS_35_44,C16_M_FoodHos_PS_45_54,C16_M_FoodHos_PS_55_64,C16_M_FoodHos_PS_65_74,C16_M_FoodHos_PS_75_84,C16_M_FoodHos_PS_85over,C16_M_Foodhos_PS_Tot,C16_M_MixFld_pr_15_19,C16_M_MixFld_pr_20_24,C16_M_MixFld_pr_25_34,C16_M_MixFld_pr_35_44,C16_M_MixFld_pr_45_54,C16_M_MixFld_pr_55_64,C16_M_MixFld_pr_65_74,C16_M_MixFld_pr_75_84,C16_M_MixFld_pr_85overer,C16_M_MixFld_pr_Tot,C16_M_FldStu_ID_15_19,C16_M_FldStu_ID_20_24,C16_M_FldStu_ID_25_34,C16_M_FldStu_ID_35_44,C16_M_FldStu_ID_45_54,C16_M_FldStu_ID_55_64,C16_M_FldStu_ID_65_74,C16_M_FldStu_ID_75_84,C16_M_FldStu_ID_85over,C16_M_FldStu_ID_Tot,C16_M_FldStu_NS_15_19,C16_M_FldStu_NS_20_24,C16_M_FldStu_NS_25_34,C16_M_FldStu_NS_35_44,C16_M_FldStu_NS_45_54,C16_M_FldStu_NS_55_64,C16_M_FldStu_NS_65_74,C16_M_FldStu_NS_75_84,C16_M_FldStu_NS_85over,C16_M_FldStu_NS_Tot,C16_M_Tot_15_19,C16_M_Tot_20_24,C16_M_Tot_25_34,C16_M_Tot_35_44,C16_M_Tot_45_54,C16_M_Tot_55_64,C16_M_Tot_65_74,C16_M_Tot_75_84,C16_M_Tot_85over,C16_M_Tot_Tot,C21_M_NatPhy_sci_15_19,C21_M_NatPhy_sci_20_24,C21_M_NatPhy_sci_25_34,C21_M_NatPhy_sci_35_44,C21_M_NatPhy_sci_45_54,C21_M_NatPhy_sci_55_64,C21_M_NatPhy_sci_65_74,C21_M_NatPhy_sci_75_84,C21_M_NatPhy_sci_85over,C21_M_NatPhy_sci_Tot,C21_M_InfTec_15_19,C21_M_InfTec_20_24,C21_M_InfTec_25_34,C21_M_InfTec_35_44,C21_M_InfTec_45_54,C21_M_InfTec_55_64,C21_M_InfTec_65_74,C21_M_InfTec_75_84,C21_M_InfTec_85over,C21_M_InfTec_Tot,C21_M_EngRT_15_19,C21_M_EngRT_20_24,C21_M_EngRT_25_34,C21_M_EngRT_35_44,C21_M_EngRT_45_54,C21_M_EngRT_55_64,C21_M_EngRT_65_74,C21_M_EngRT_75_84,C21_M_EngRT_85over,C21_M_EngRT_Tot,C21_M_ArchBuild_15_19,C21_M_ArchBuild_20_24,C21_M_ArchBuild_25_34,C21_M_ArchBuild_35_44,C21_M_ArchBuild_45_54,C21_M_ArchBuild_55_64,C21_M_ArchBuild_65_74,C21_M_ArchBuild_75_84,C21_M_ArchBuild_85over,C21_M_ArchBuild_Tot,C21_M_AgEnv_RS_15_19,C21_M_AgEnv_RS_20_24,C21_M_AgEnv_RS_25_34,C21_M_AgEnv_RS_35_44,C21_M_AgEnv_RS_45_54,C21_M_AgEnv_RS_55_64,C21_M_AgEnv_RS_65_74,C21_M_AgEnv_RS_75_84,C21_M_AgEnv_RS_85over,C21_M_AgEnv_RS_Tot,C21_M_Health_15_19,C21_M_Health_20_24,C21_M_Health_25_34,C21_M_Health_35_44,C21_M_Health_45_54,C21_M_Health_55_64,C21_M_Health_65_74,C21_M_Health_75_84,C21_M_Health_85over,C21_M_Health_Tot,C21_M_Educ_15_19,C21_M_Educ_20_24,C21_M_Educ_25_34,C21_M_Educ_35_44,C21_M_Educ_45_54,C21_M_Educ_55_64,C21_M_Educ_65_74,C21_M_Educ_75_84,C21_M_Educ_85over,C21_M_Educ_Tot,C21_M_MngtCom_15_19,C21_M_MngtCom_20_24,C21_M_MngtCom_25_34,C21_M_MngtCom_35_44,C21_M_MngtCom_45_54,C21_M_MngtCom_55_64,C21_M_MngtCom_65_74,C21_M_MngtCom_75_84,C21_M_MngtCom_85over,C21_M_MngtCom_Tot,C21_M_Soc_cult_15_19,C21_M_Soc_cult_20_24,C21_M_Soc_cult_25_34,C21_M_Soc_cult_35_44,C21_M_Soc_cult_45_54,C21_M_Soc_cult_55_64,C21_M_Soc_cult_65_74,C21_M_Soc_cult_75_84,C21_M_Soc_cult_85over,C21_M_Soc_cult_Tot,C21_M_Creative_art_15_19,C21_M_Creative_art_20_24,C21_M_Creative_art_25_34,C21_M_Creative_art_35_44,C21_M_Creative_art_45_54,C21_M_Creative_art_55_64,C21_M_Creative_art_65_74,C21_M_Creative_art_75_84,C21_M_Creative_art_85over,C21_M_Creative_art_Tot
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,17,12,6,3,0,3,0,39,0,0,5,7,7,3,0,3,0,31,0,3,22,22,24,19,9,0,0,101,0,9,26,26,16,18,20,6,0,119,0,0,3,5,8,0,0,0,0,21,0,3,11,4,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,7,22,11,10,8,0,8,6,64,10,32,184,141,128,87,65,48,11,700,0,3,8,0,4,11,8,9,0,43,0,12,34,25,14,16,5,0,0,104,0,0,25,24,24,11,12,13,8,117,0,4,12,10,9,5,3,8,3,47,0,0,4,5,0,3,5,0,0,13,0,0,18,11,0,3,4,0,0,48,0,0,3,10,4,7,9,8,0,35,0,4,48,28,33,20,3,3,0,142,0,5,36,37,19,28,18,13,0,151,0,4,8,8,4,4,0,0,0,24
801091100,0,3,15,24,18,13,8,3,0,74,0,0,10,3,11,10,10,4,0,44,0,8,45,59,51,46,16,13,4,243,3,13,33,64,83,62,50,27,8,343,0,12,13,10,13,3,0,4,0,52,0,0,8,8,5,7,0,0,0,21,0,0,0,0,0,4,0,0,0,4,0,0,0,8,12,12,0,5,0,30,3,5,9,21,22,17,15,13,3,119,12,58,202,291,332,260,173,128,43,1497,0,4,13,14,25,31,19,13,3,119,0,9,40,48,34,31,10,0,0,173,0,6,32,35,45,32,24,26,13,208,0,3,7,15,15,22,9,6,4,88,0,3,4,5,9,12,9,4,5,46,0,0,13,21,21,19,0,3,0,79,0,0,11,13,5,4,8,0,8,44,0,8,48,79,57,50,24,12,5,288,3,14,42,69,83,81,63,26,9,396,0,4,20,12,16,3,3,5,0,71
801091101,0,0,10,16,5,10,3,5,0,46,0,0,0,0,11,9,7,3,0,36,0,0,16,24,38,33,18,7,5,144,0,7,20,31,33,32,32,16,11,171,0,0,6,3,3,4,7,0,0,30,0,3,0,4,4,0,3,0,0,14,0,0,0,0,0,4,0,0,0,4,0,3,6,0,9,0,6,0,0,17,7,4,7,7,11,5,0,3,6,52,10,29,105,134,193,154,117,68,35,849,0,3,9,15,8,7,7,4,3,54,0,5,15,26,26,21,6,3,0,98,0,6,19,22,21,23,14,28,14,148,0,5,11,16,10,9,3,12,5,80,0,0,6,8,4,0,6,4,0,24,0,0,8,9,10,9,7,3,3,52,0,0,3,8,11,4,9,4,0,35,0,0,22,43,44,37,28,22,9,205,0,3,21,24,36,30,32,20,14,180,0,6,9,0,7,4,4,0,3,38
801091102,0,4,30,35,19,6,3,0,0,110,0,0,3,8,4,8,0,4,0,26,0,0,19,33,45,23,20,9,0,149,0,3,19,24,35,38,45,17,5,191,0,3,0,5,0,4,4,0,0,21,0,0,6,3,7,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,4,0,0,20,7,4,35,27,21,14,25,29,10,160,9,28,139,223,194,147,146,102,30,1012,0,0,6,12,23,10,15,13,0,85,0,3,25,56,22,18,5,0,0,131,0,0,30,30,29,24,12,24,8,148,0,0,3,3,12,6,0,8,0,42,0,0,0,0,0,3,0,4,0,17,0,3,13,33,27,20,8,5,0,106,0,0,0,9,4,8,4,8,0,27,0,8,27,34,34,32,23,8,3,172,0,5,16,41,34,27,33,22,11,188,3,0,9,10,9,0,7,0,0,38
801091103,0,0,15,5,4,3,7,0,5,47,0,0,6,5,14,4,7,4,0,31,0,0,20,32,38,21,8,3,4,131,0,4,20,40,42,41,32,16,11,194,0,5,5,3,3,8,0,0,0,24,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,5,0,6,13,17,14,11,10,12,91,13,22,111,142,175,142,110,62,62,838,0,0,5,11,10,20,14,8,6,69,0,10,22,13,22,11,0,0,0,79,0,0,17,22,20,19,24,10,11,108,0,0,9,10,8,10,7,10,0,57,0,0,0,0,5,9,4,4,4,16,0,0,12,10,5,3,4,3,4,54,0,3,0,8,3,4,3,9,6,39,0,6,20,44,44,31,11,6,4,165,0,8,18,42,45,36,46,20,7,223,0,5,4,8,9,8,0,0,0,32
801091104,0,0,5,4,12,11,11,0,0,46,0,0,0,9,0,0,7,0,0,18,0,7,19,24,24,19,21,9,0,125,0,8,8,18,14,25,31,4,3,110,0,0,4,0,4,0,0,0,0,11,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,12,0,0,0,5,7,6,11,3,5,40,4,32,69,94,116,133,133,56,21,647,0,0,0,9,7,13,15,11,4,63,0,5,8,17,11,21,5,5,0,70,0,0,16,5,14,25,29,15,6,101,3,3,4,4,6,10,0,9,0,36,0,0,0,3,0,3,4,5,0,12,0,0,13,9,15,11,11,3,0,73,0,0,7,0,9,0,4,0,0,27,0,5,21,26,29,31,24,9,3,142,0,4,14,15,17,21,28,17,3,131,0,0,0,5,0,0,3,0,0,15
801091105,0,0,14,5,10,0,0,0,0,42,0,0,7,4,8,3,0,5,0,29,0,9,29,33,24,24,9,6,5,134,0,6,26,34,35,24,12,10,0,158,0,0,9,4,0,0,0,3,0,27,0,0,21,3,0,0,0,0,0,30,0,0,0,4,0,0,0,0,0,4,0,0,4,5,6,4,0,0,4,17,7,13,41,21,16,17,11,11,0,138,10,53,232,190,155,118,76,83,21,933,0,5,12,14,12,14,5,3,0,69,0,15,38,34,10,11,0,3,0,112,0,3,26,29,14,24,12,19,13,134,0,5,17,5,12,11,8,8,0,61,0,0,4,0,8,6,0,3,0,19,0,0,15,15,4,4,5,4,0,51,0,0,4,8,5,4,0,0,3,34,0,4,55,42,30,13,12,4,5,163,0,7,32,46,36,25,13,14,4,184,0,0,10,14,6,0,0,0,0,32
801091106,0,0,35,18,14,10,0,5,3,77,0,5,8,3,0,4,4,4,0,27,0,5,35,33,32,26,11,7,3,163,0,9,24,30,20,38,24,21,5,167,0,3,8,13,9,3,0,0,0,39,0,3,12,8,4,3,3,0,0,31,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,4,0,0,15,3,3,15,12,8,8,10,8,0,72,3,43,200,197,147,157,94,75,27,950,0,0,8,12,11,6,7,10,0,56,0,11,52,35,9,18,6,5,0,134,0,3,33,22,24,16,18,19,8,142,0,0,17,14,12,14,3,7,0,75,0,0,7,0,3,7,0,6,0,19,0,4,12,22,12,11,4,0,4,69,0,0,11,13,5,0,10,3,0,39,0,7,48,35,34,25,26,13,5,186,0,9,24,40,35,30,27,17,4,176,3,3,5,7,9,6,0,0,0,28
801091107,0,0,5,9,17,12,5,7,0,47,0,0,0,0,0,0,5,0,0,3,0,8,8,6,14,14,10,0,0,50,0,0,3,10,9,16,11,0,0,45,0,0,6,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,6,4,8,0,4,0,30,4,16,19,37,66,69,64,19,4,292,0,0,0,0,0,0,8,3,0,24,0,0,0,0,7,8,3,0,0,29,0,0,0,0,5,3,12,5,0,35,0,0,4,0,8,0,6,3,0,26,0,0,0,0,0,0,0,0,0,3,0,0,6,4,15,14,12,4,0,57,0,0,0,0,0,0,0,0,0,3,0,4,11,6,10,12,13,6,0,63,0,4,0,0,6,3,9,3,0,31,0,0,0,0,0,0,0,0,0,3
801091108,0,3,10,7,6,7,6,0,0,36,0,0,3,0,4,0,8,5,0,22,0,0,17,26,39,30,16,4,0,142,0,5,14,22,22,26,12,17,5,126,0,9,8,10,4,4,0,0,0,28,0,3,3,0,4,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,0,14,7,13,13,8,13,8,3,3,0,57,9,41,109,132,152,121,92,63,17,730,0,4,6,5,7,11,6,4,0,41,0,7,16,16,17,10,0,5,0,63,0,0,14,21,20,28,16,15,7,105,3,6,12,17,17,12,5,4,0,71,0,0,0,0,0,6,0,4,0,11,0,0,5,8,8,9,10,4,0,43,0,0,5,5,0,5,5,5,0,30,0,9,23,38,46,34,14,7,3,177,6,0,20,19,27,23,22,13,3,136,0,0,9,3,6,5,3,0,0,30
801091109,0,0,91,31,7,10,0,0,0,136,0,0,8,6,0,4,3,0,0,23,0,9,65,40,14,13,4,0,3,157,0,0,49,26,22,16,11,5,5,137,0,3,16,6,4,0,0,0,0,34,0,6,17,13,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,11,0,10,37,23,18,17,14,5,0,122,6,41,403,235,105,84,57,17,12,969,0,10,31,22,4,7,7,0,3,86,0,27,107,57,21,18,10,0,0,236,0,13,81,47,18,19,12,4,3,202,0,3,21,11,5,8,6,0,0,62,0,0,7,0,5,0,0,0,0,13,0,4,107,61,15,10,12,3,0,210,0,0,14,13,5,7,0,3,0,42,0,14,152,83,29,22,18,12,5,329,0,16,108,71,39,20,10,7,6,273,0,6,29,19,9,0,0,0,0,66
801091110,0,0,6,10,8,7,0,0,0,29,0,0,0,10,11,4,11,0,0,27,0,0,12,21,27,10,6,8,0,84,0,0,15,15,20,17,19,7,3,97,0,3,7,5,9,0,0,0,0,26,0,0,3,3,4,5,6,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,0,7,7,4,6,11,4,0,44,7,17,84,118,136,94,70,46,17,590,0,0,0,10,4,10,9,8,3,31,0,4,7,24,24,10,11,0,0,81,0,0,12,17,29,18,14,9,4,100,0,4,12,18,14,3,0,8,5,55,0,0,5,6,3,6,0,0,3,14,0,3,5,8,8,3,3,0,0,26,0,0,4,6,7,7,10,0,0,31,0,8,16,14,27,20,7,10,0,94,0,3,6,31,24,18,17,8,5,113,0,6,3,10,3,5,0,0,0,30
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,13,13,7,0,0,0,0,35,0,0,7,5,0,0,0,0,0,9,0,5,27,33,12,9,4,0,0,85,0,0,24,22,12,7,5,0,0,71,0,0,4,3,0,0,0,0,0,12,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,7,6,20,14,13,0,0,0,0,61,9,29,170,166,80,28,19,8,0,502,0,0,24,22,14,5,0,3,0,63,0,23,64,110,38,12,3,0,0,254,0,3,69,66,24,13,5,4,4,186,0,4,32,23,10,4,6,0,0,68,0,6,3,3,0,0,0,0,0,16,0,5,28,32,21,0,5,0,0,96,0,0,14,9,6,0,0,0,0,30,0,19,100,97,55,18,7,0,3,292,0,6,58,64,27,11,14,0,0,179,0,6,14,6,5,0,0,0,0,37
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,10,0,9,0,0,0,30,0,11,42,84,23,5,0,0,0,165,0,4,35,45,22,8,3,0,0,117,0,6,12,8,7,0,5,0,0,37,0,0,6,5,3,0,0,0,0,14,0,0,31,32,4,0,0,0,0,73,0,0,5,8,4,0,0,0,0,18,0,3,65,76,24,15,3,0,0,184,0,8,36,23,19,6,6,0,0,91,0,3,7,7,10,0,0,0,0,23
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,3,19,20,5,0,0,0,0,53,0,0,7,7,0,5,4,0,0,27,0,7,65,41,26,11,7,0,0,151,0,10,55,33,17,6,6,0,0,126,0,0,21,9,9,0,0,0,0,31,0,0,12,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,13,6,7,0,0,0,0,26,0,13,44,16,8,8,0,4,0,92,3,58,349,236,108,57,25,5,0,843,0,0,23,21,16,4,3,3,0,68,0,8,62,71,29,8,0,0,0,176,0,8,55,50,31,18,17,5,3,183,0,3,14,16,6,4,0,0,0,41,0,0,4,3,3,0,0,0,0,16,0,4,42,36,15,3,0,0,0,98,0,0,9,3,9,0,0,0,0,22,0,10,80,70,30,15,9,0,0,213,5,14,46,53,27,19,9,7,0,163,0,4,13,15,4,0,0,0,0,45
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,0,9,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,7,0,0,0,3,6,5,0,0,0,13,0,3,9,11,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,4,0,0,0,23,3,11,39,49,29,22,10,0,0,161,0,0,4,0,0,0,4,0,0,9,0,0,0,4,0,0,0,0,0,11,0,0,0,10,10,5,0,0,0,28,0,5,5,3,6,4,0,0,0,24,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,5,4,4,0,0,0,17,0,0,0,0,8,5,0,0,0,20,0,0,0,3,0,0,0,0,0,4
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,12,0,4,0,6,5,4,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,10,20,20,16,3,0,0,84,7,16,34,45,29,37,15,0,0,187,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,5,0,0,0,8,0,0,6,0,4,5,0,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,11,0,0,5,4,0,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0
