SA2_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
801091106,4,10,9,0,14,11,9,0,0,52,0,0,0,0,0,0,0,0,0,0,190,125,124,143,182,197,147,162,54,1316,52,28,119,46,9,9,10,0,0,286,20,14,21,17,14,6,0,4,0,102,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,16,0,34,11,0,0,0,0,0,61,0,3,3,5,0,0,0,0,0,13,16,3,37,11,0,0,0,0,0,73,263,147,193,201,158,152,115,63,17,1310,45,14,40,34,16,17,12,8,4,187,613,342,571,515,395,396,294,243,75,3440
801091107,0,5,0,0,6,4,7,0,0,17,0,0,0,0,0,0,0,0,0,0,65,58,14,25,82,68,82,60,18,480,8,11,6,4,13,8,13,6,0,71,8,10,4,10,9,13,3,4,0,60,3,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,11,38,33,34,18,32,43,42,14,0,246,3,4,8,3,8,5,3,0,4,38,124,119,62,70,150,141,150,94,20,928
801091108,5,3,3,4,4,8,6,3,0,38,0,0,0,0,0,0,0,0,0,0,243,163,76,141,198,186,131,158,51,1345,19,11,31,18,8,11,4,0,0,93,8,9,5,4,6,4,0,0,0,40,4,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,3,0,0,0,16,0,0,0,0,3,0,0,0,0,0,0,4,3,0,3,3,0,0,0,15,164,128,131,138,166,131,97,52,12,1031,13,19,13,12,16,17,28,11,4,131,465,335,269,320,393,344,267,223,68,2687
801091109,20,11,47,20,11,4,14,0,0,128,0,0,0,0,0,0,0,0,0,5,233,139,493,301,210,162,111,54,30,1727,66,64,299,69,11,8,7,6,0,538,36,14,60,43,17,8,6,0,0,181,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,12,5,35,9,0,0,0,0,0,60,0,0,9,3,0,6,4,0,0,28,14,5,45,11,4,4,7,0,0,84,184,304,778,374,182,157,88,30,8,2100,26,35,121,48,44,34,14,12,5,337,579,582,1875,898,488,378,239,113,42,5197
801091110,13,7,5,12,14,9,7,5,0,59,0,0,0,0,0,0,0,0,0,6,191,124,80,118,186,130,103,100,29,1059,21,8,11,21,5,3,5,0,0,83,16,7,8,9,5,9,0,0,0,56,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,19,5,0,0,4,0,0,0,0,0,8,6,0,8,3,0,3,0,0,0,24,253,128,131,164,138,99,59,46,9,1027,30,21,16,10,18,19,15,5,0,134,523,294,255,338,365,269,185,151,43,2424
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,5,0,0,13
801101135,39,14,32,36,13,3,0,0,0,146,0,0,0,0,0,0,0,0,0,0,370,169,303,325,192,96,60,18,10,1548,142,52,170,152,32,14,0,0,0,561,143,35,49,103,33,17,3,0,0,393,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,43,10,39,36,3,3,0,0,0,139,5,5,5,8,3,4,0,0,0,36,48,13,48,49,6,9,4,0,0,176,385,220,561,310,143,74,33,10,3,1731,50,33,65,45,22,10,10,8,0,235,1172,552,1261,1031,460,223,113,39,11,4851
801101136,27,4,13,26,9,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,206,76,169,175,104,47,23,10,0,808,113,30,64,125,30,9,8,4,0,384,73,8,32,43,20,3,4,0,0,176,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,11,6,14,7,0,0,0,0,41,0,0,0,4,0,0,0,0,0,16,8,10,15,19,7,3,0,0,0,60,260,103,342,232,63,49,23,0,0,1078,26,13,19,29,8,3,0,0,0,105,724,256,664,668,245,129,60,15,0,2759
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,10,10,32,16,6,6,3,0,0,93,0,0,0,0,0,0,0,0,0,0,250,120,255,254,145,109,57,13,4,1199,99,38,139,109,22,14,6,0,0,430,76,20,32,58,24,12,4,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,19,26,5,4,0,0,0,77,6,4,6,4,0,0,0,0,0,18,26,5,24,28,9,6,0,0,0,95,266,219,455,301,156,75,48,15,0,1538,33,18,73,27,22,8,10,3,0,188,770,424,1019,810,385,237,132,37,9,3808
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7
801111140,3,0,0,5,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,49,28,23,26,31,32,13,11,4,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,6,0,0,6,0,0,0,0,0,7,75,32,46,63,34,27,10,0,0,291,7,5,5,3,4,6,3,0,0,26,130,66,75,96,77,63,37,11,4,556
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,0,10,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,6,0,0,0,0,26,0,4,0,0,7,3,0,0,0,16,23,7,11,0,13,13,4,0,0,63
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,4,5,4,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,15,26,16,27,28,28,12,11,4,161,0,3,5,0,0,0,0,0,0,5,9,0,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,19,92,66,38,22,19,11,0,0,265,5,16,24,34,22,23,11,0,0,143,50,148,108,104,77,78,34,10,4,605
