SA2_CODE_2021,C16_P_AdD_DL_15_19,C16_P_AdD_DL_20_24,C16_P_AdD_DL_25_34,C16_P_AdD_DL_35_44,C16_P_AdD_DL_45_54,C16_P_AdD_DL_55_64,C16_P_AdD_DL_65_74,C16_P_AdD_DL_75_84,C16_P_AdD_DL_85over,C16_P_AdD_DL_Tot,C16_P_CL_C_III_IV_15_19,C16_P_CL_C_III_IV_20_24,C16_P_CL_C_III_IV_25_34,C16_P_CL_C_III_IV_35_44,C16_P_CL_C_III_IV_45_54,C16_P_CL_C_III_IV_55_64,C16_P_CL_C_III_IV_65_74,C16_P_CL_C_III_IV_75_84,C16_P_CL_C_III_IV_85over,C16_P_CL_C_III_IV_Tot,C16_P_CL_C_I_II_15_19,C16_P_CL_C_I_II_20_24,C16_P_CL_C_I_II_25_34,C16_P_CL_C_I_II_35_44,C16_P_CL_C_I_II_45_54,C16_P_CL_C_I_II_55_64,C16_P_CL_C_I_II_65_74,C16_P_CL_C_I_II_75_84,C16_P_CL_C_I_II_85over,C16_P_CL_C_I_II_Tot,C16_P_CL_CL_nfd_15_19,C16_P_CL_CL_nfd_20_24,C16_P_CL_CL_nfd_25_34,C16_P_CL_CL_nfd_35_44,C16_P_CL_CL_nfd_45_54,C16_P_CL_CL_nfd_55_64,C16_P_CL_CL_nfd_65_74,C16_P_CL_CL_nfd_75_84,C16_P_CL_CL_nfd_85over,C16_P_CL_CL_nfd_Tot,C16_P_CL_Tot_15_19,C16_P_CL_Tot_20_24,C16_P_CL_Tot_25_34,C16_P_CL_Tot_35_44,C16_P_CL_Tot_45_54,C16_P_CL_Tot_55_64,C16_P_CL_Tot_65_74,C16_P_CL_Tot_75_84,C16_P_CL_Tot_85over,C16_P_CL_Tot_Tot,C16_P_LE_ID_15_19,C16_P_LE_ID_20_24,C16_P_LE_ID_25_34,C16_P_LE_ID_35_44,C16_P_LE_ID_45_54,C16_P_LE_ID_55_64,C16_P_LE_ID_65_74,C16_P_LE_ID_75_84,C16_P_LE_ID_85over,C16_P_LE_ID_Tot,C16_P_LE_NS_15_19,C16_P_LE_NS_20_24,C16_P_LE_NS_25_34,C16_P_LE_NS_35_44,C16_P_LE_NS_45_54,C16_P_LE_NS_55_64,C16_P_LE_NS_65_74,C16_P_LE_NS_75_84,C16_P_LE_NS_85over,C16_P_LE_NS_Tot,C16_P_Tot_15_19_yrs,C16_P_Tot_20_24_yrs,C16_P_Tot_25_34_yrs,C16_P_Tot_35_44_yrs,C16_P_Tot_45_54_yrs,C16_P_Tot_55_64_yrs,C16_P_Tot_65_74_yrs,C16_P_Tot_75_84_yrs,C16_P_Tot_85over,C16_P_Tot_Tot,C21_P_Post_Deg_15_19_yrs,C21_P_Post_Deg_20_24_yrs,C21_P_Post_Deg_25_34_yrs,C21_P_Post_Deg_35_44_yrs,C21_P_Post_Deg_45_54_yrs,C21_P_Post_Deg_55_64_yrs,C21_P_Post_Deg_65_74_yrs,C21_P_Post_Deg_75_84_yrs,C21_P_Post_Deg_85over,C21_P_Post_Deg_Tot,C21_P_GrDip_GrCe_15_19,C21_P_GrDip_GrCe_20_24,C21_P_GrDip_GrCe_25_34,C21_P_GrDip_GrCe_35_44,C21_P_GrDip_GrCe_45_54,C21_P_GrDip_GrCe_55_64,C21_P_GrDip_GrCe_65_74,C21_P_GrDip_GrCe_75_84,C21_P_GrDip_GrCe_85over,C21_P_GrDip_GrCe_Tot,C21_P_BD_15_19,C21_P_BD_20_24,C21_P_BD_25_34,C21_P_BD_35_44,C21_P_BD_45_54,C21_P_BD_55_64,C21_P_BD_65_74,C21_P_BD_75_84,C21_P_BD_85over,C21_P_BD_Tot,C21_P_AdD_DL_15_19,C21_P_AdD_DL_20_24,C21_P_AdD_DL_25_34,C21_P_AdD_DL_35_44,C21_P_AdD_DL_45_54,C21_P_AdD_DL_55_64,C21_P_AdD_DL_65_74,C21_P_AdD_DL_75_84,C21_P_AdD_DL_85over,C21_P_AdD_DL_Tot,C21_P_CL_C_III_IV_15_19,C21_P_CL_C_III_IV_20_24,C21_P_CL_C_III_IV_25_34,C21_P_CL_C_III_IV_35_44,C21_P_CL_C_III_IV_45_54,C21_P_CL_C_III_IV_55_64,C21_P_CL_C_III_IV_65_74,C21_P_CL_C_III_IV_75_84,C21_P_CL_C_III_IV_85over,C21_P_CL_C_III_IV_Tot,C21_P_CL_C_I_II_15_19,C21_P_CL_C_I_II_20_24,C21_P_CL_C_I_II_25_34,C21_P_CL_C_I_II_35_44,C21_P_CL_C_I_II_45_54,C21_P_CL_C_I_II_55_64,C21_P_CL_C_I_II_65_74,C21_P_CL_C_I_II_75_84,C21_P_CL_C_I_II_85over,C21_P_CL_C_I_II_Tot,C21_P_CL_CL_nfd_15_19,C21_P_CL_CL_nfd_20_24,C21_P_CL_CL_nfd_25_34,C21_P_CL_CL_nfd_35_44,C21_P_CL_CL_nfd_45_54,C21_P_CL_CL_nfd_55_64,C21_P_CL_CL_nfd_65_74,C21_P_CL_CL_nfd_75_84,C21_P_CL_CL_nfd_85over,C21_P_CL_CL_nfd_Tot,C21_P_CL_Tot_15_19,C21_P_CL_Tot_20_24,C21_P_CL_Tot_25_34,C21_P_CL_Tot_35_44,C21_P_CL_Tot_45_54,C21_P_CL_Tot_55_64,C21_P_CL_Tot_65_74,C21_P_CL_Tot_75_84,C21_P_CL_Tot_85over,C21_P_CL_Tot_Tot,C21_P_LE_ID_15_19,C21_P_LE_ID_20_24,C21_P_LE_ID_25_34,C21_P_LE_ID_35_44,C21_P_LE_ID_45_54,C21_P_LE_ID_55_64,C21_P_LE_ID_65_74,C21_P_LE_ID_75_84,C21_P_LE_ID_85over,C21_P_LE_ID_Tot,C21_P_LE_NS_15_19,C21_P_LE_NS_20_24,C21_P_LE_NS_25_34,C21_P_LE_NS_35_44,C21_P_LE_NS_45_54,C21_P_LE_NS_55_64,C21_P_LE_NS_65_74,C21_P_LE_NS_75_84,C21_P_LE_NS_85over,C21_P_LE_NS_Tot,C21_P_Tot_15_19_yrs,C21_P_Tot_20_24_yrs,C21_P_Tot_25_34_yrs,C21_P_Tot_35_44_yrs,C21_P_Tot_45_54_yrs,C21_P_Tot_55_64_yrs,C21_P_Tot_65_74_yrs,C21_P_Tot_75_84_yrs,C21_P_Tot_85over,C21_P_Tot_Tot
801011143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,39,45,13,4,4,0,0,107,0,0,17,4,0,0,6,0,0,19,0,17,62,42,9,0,0,0,0,139,0,8,29,19,6,4,4,0,0,72,0,7,28,19,7,3,0,0,0,66,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,8,29,18,7,3,4,0,0,74,0,0,0,3,0,0,0,0,0,4,0,0,3,9,3,0,0,0,0,18,0,32,183,142,45,12,6,4,0,429
801011144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,6,5,8,0,0,0,0,13
801031031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,157,111,48,19,8,0,0,420,6,67,158,110,53,19,8,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,0,5,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,4,5,0,0,0,30,0,0,3,5,0,0,0,0,0,6,0,3,7,14,3,0,0,0,0,28,0,4,28,27,19,0,3,8,0,98
801031032,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,6,5,4,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,3,5,0,0,0,12
801031113,0,0,11,9,5,16,9,0,0,48,0,6,17,16,28,28,14,0,5,122,0,3,5,3,0,0,0,0,0,7,0,0,5,0,11,0,0,0,0,21,0,12,21,21,38,35,15,0,5,146,0,0,0,0,0,4,0,3,0,9,3,16,33,24,38,39,31,8,5,183,8,28,73,67,96,110,66,21,3,467,0,0,5,5,6,7,3,7,0,38,0,0,0,3,8,4,0,3,0,17,0,3,19,21,15,14,11,0,0,82,0,4,10,23,10,10,12,10,0,67,0,7,14,17,25,23,21,3,0,126,0,0,3,3,10,0,0,0,0,13,0,0,3,0,0,7,6,0,0,18,0,6,20,27,36,26,30,3,4,153,0,0,0,0,0,0,0,0,0,3,10,16,52,56,51,73,37,16,0,310,11,30,106,130,125,130,91,35,4,668
801031114,0,0,4,4,3,0,0,0,0,10,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,12,14,4,5,0,0,53,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,6,8,4,0,0,0,0,19,0,0,5,0,0,3,0,0,0,11,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,16,0,0,0,0,0,0,0,0,0,6,3,3,4,8,3,7,3,0,0,29,3,7,19,22,12,18,3,4,0,88
801031115,0,0,0,3,4,0,0,0,0,12,0,0,4,0,12,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,12,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,8,0,5,0,9,10,8,3,0,30,8,3,16,9,27,19,16,4,5,107,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,8,0,6,12,0,4,5,6,0,0,36,0,3,0,0,6,3,0,0,0,16,3,7,9,6,13,9,0,0,0,47,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,9,14,6,13,7,0,0,0,52,0,0,0,0,0,0,0,0,0,0,7,15,13,4,7,3,0,0,0,52,11,39,47,16,36,22,9,9,6,185
801041034,0,13,72,164,138,49,34,14,0,486,13,46,121,169,128,71,27,12,0,593,8,0,10,12,6,4,0,0,0,46,0,0,8,27,19,17,8,3,0,91,22,52,137,206,153,90,40,17,0,726,0,0,3,11,3,6,3,3,0,31,15,18,21,36,41,33,15,13,4,189,42,128,523,874,670,332,135,67,6,2776,0,0,115,169,131,81,27,10,0,534,0,5,27,58,57,35,17,3,0,213,0,63,193,282,234,121,43,27,0,957,0,24,65,119,193,69,40,14,0,534,21,55,133,130,154,82,41,19,6,630,3,15,17,8,5,4,3,0,0,56,4,4,10,11,25,9,12,4,0,75,32,72,155,146,182,96,61,19,6,756,0,6,0,8,0,0,6,0,0,18,11,19,44,40,34,24,13,11,4,192,42,186,607,816,833,423,203,81,9,3206
801041035,0,25,174,190,103,36,4,0,0,534,5,59,194,161,71,28,19,0,0,544,0,16,12,10,5,0,0,0,0,43,0,8,12,19,14,5,0,0,0,45,10,82,213,185,82,38,20,0,0,636,0,3,11,23,11,3,3,0,0,51,19,22,61,93,32,15,8,0,0,247,29,166,1095,1266,466,164,73,9,0,3276,0,8,181,332,158,49,26,4,0,753,0,4,45,65,39,8,4,0,0,167,0,63,325,468,233,60,43,15,4,1205,0,33,117,211,139,56,20,4,3,583,8,50,149,168,99,45,16,11,0,554,7,6,12,16,16,3,0,0,0,62,0,7,12,14,21,7,4,5,0,65,18,64,171,205,136,54,18,13,0,676,0,0,3,13,6,5,0,0,0,40,24,34,73,75,32,17,14,8,5,271,46,201,914,1373,736,239,129,41,11,3687
801041036,3,33,210,179,84,39,14,0,0,560,6,51,288,159,81,30,11,0,0,634,5,7,15,14,4,3,0,0,0,49,0,4,13,18,12,7,10,0,0,67,15,64,317,194,93,46,18,0,0,752,0,0,14,8,5,6,0,0,0,32,15,27,85,47,33,29,12,6,0,240,32,184,1251,919,370,191,75,17,0,3023,0,0,169,278,89,57,21,3,0,625,0,3,44,56,29,22,18,0,0,182,0,54,325,427,164,74,42,6,0,1097,0,19,134,211,128,53,18,4,0,570,6,59,228,184,107,45,23,5,0,658,7,9,7,12,5,3,0,0,0,44,9,3,11,15,12,13,10,0,0,70,16,62,250,204,123,63,33,11,0,768,5,3,11,11,7,6,0,0,0,39,4,15,54,48,19,27,11,0,0,186,29,162,992,1251,564,295,145,33,0,3472
801041037,5,22,131,117,45,21,9,9,0,353,5,38,135,77,39,26,15,3,0,342,0,5,6,4,6,0,0,0,0,20,0,5,11,15,4,0,3,5,0,47,6,43,153,94,47,34,17,8,0,403,0,0,4,4,9,5,4,0,0,24,4,16,66,45,8,14,9,4,0,174,17,179,1018,774,307,177,85,34,3,2590,0,6,165,258,140,60,32,16,8,684,0,0,34,58,31,21,10,4,0,155,0,57,267,364,142,59,40,30,0,964,0,10,93,112,82,36,23,15,7,383,5,36,104,98,48,25,18,10,5,350,0,3,11,8,0,4,0,0,0,34,0,3,9,10,8,4,7,3,0,47,5,44,124,113,61,36,29,15,11,432,0,0,5,12,0,6,4,5,0,26,8,10,38,28,19,15,7,16,0,125,13,127,727,950,476,222,143,93,25,2773
801041038,0,16,75,132,88,41,9,6,0,355,11,13,76,102,61,30,14,0,0,301,0,0,5,5,3,3,0,0,0,18,0,0,3,13,9,7,0,5,0,36,12,13,80,119,79,35,18,3,0,360,0,0,0,3,4,0,0,0,0,11,11,9,26,38,27,9,6,3,0,140,21,68,500,844,451,185,74,20,8,2164,0,5,66,211,158,66,26,9,0,545,0,3,19,56,44,16,11,0,0,155,0,43,166,319,207,60,42,8,0,849,0,18,43,101,102,40,21,3,0,324,8,20,50,88,77,29,9,6,0,290,4,5,6,4,0,7,5,0,0,25,0,0,9,8,14,14,0,4,0,51,18,27,59,107,92,42,15,11,0,367,0,0,0,8,4,0,4,0,0,17,16,12,33,33,27,10,19,0,0,147,33,102,392,840,638,239,129,31,5,2407
801041039,0,42,147,141,63,39,10,4,0,454,21,54,175,109,57,18,10,3,0,450,3,3,10,12,4,6,0,0,0,46,0,4,9,15,12,0,3,0,0,49,25,68,194,139,72,23,17,3,0,540,0,5,7,6,12,8,0,0,0,37,10,32,92,59,25,16,3,5,0,247,43,324,1457,1087,426,202,64,17,0,3619,0,24,536,392,190,80,18,5,0,1247,0,8,57,82,43,24,7,0,0,220,0,161,576,482,233,71,44,11,5,1581,0,69,178,140,113,57,31,4,3,594,9,66,152,122,70,33,12,3,0,459,5,7,15,6,0,3,3,0,0,44,0,3,11,16,13,7,6,3,0,61,16,73,176,136,85,45,23,5,0,570,0,0,14,9,0,4,4,0,0,35,15,34,123,68,26,18,18,7,0,309,35,375,1656,1302,700,294,149,36,7,4556
801041040,3,43,144,158,101,59,19,4,0,540,25,71,128,123,84,40,15,9,0,494,3,6,7,3,3,3,0,0,0,34,3,8,13,17,11,11,5,0,0,77,35,84,151,141,99,58,18,12,3,606,0,3,16,10,7,3,4,0,0,43,22,54,113,73,44,40,14,12,0,379,62,354,1064,881,524,321,111,35,9,3355,0,21,631,289,143,93,24,5,0,1220,0,4,76,68,40,26,19,6,0,232,0,196,728,391,228,136,63,15,5,1754,0,69,214,169,125,81,50,6,4,719,10,89,193,152,122,66,30,16,9,681,10,13,19,8,3,0,3,0,0,66,0,4,12,18,19,8,9,4,0,78,19,108,223,182,150,75,46,15,13,823,0,4,15,11,8,6,3,4,0,49,12,34,124,83,55,19,15,16,0,374,38,431,2002,1192,751,449,215,74,16,5164
801041043,0,0,0,0,4,5,4,3,0,22,0,0,0,5,13,8,5,9,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,8,13,4,5,9,0,45,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,12,4,5,8,21,35,28,24,14,0,139,0,0,0,3,7,15,0,0,0,22,0,0,0,0,7,0,7,0,0,15,0,9,4,9,14,7,6,4,0,58,0,0,0,0,7,0,9,3,0,28,6,0,4,8,10,8,8,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,8,9,8,10,5,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,6,7,13,21,44,33,34,16,4,170
801041044,3,45,192,170,111,42,21,6,0,589,13,79,180,144,82,36,17,5,0,568,9,6,10,9,3,6,0,0,0,40,0,0,12,21,15,7,3,3,0,58,19,89,206,171,98,49,23,12,0,664,0,5,11,13,13,6,3,0,0,49,15,31,75,69,26,18,6,8,0,245,36,368,1408,1307,604,241,96,34,0,4106,0,18,439,403,252,98,21,0,0,1236,0,6,60,64,49,17,7,4,0,206,0,150,574,478,254,91,51,16,0,1615,4,31,154,224,136,64,17,12,0,638,10,67,146,160,125,35,25,7,3,564,0,6,12,14,11,0,0,0,0,50,0,5,12,23,23,20,8,4,0,85,14,73,163,200,156,54,30,11,3,702,0,4,6,12,5,3,0,0,0,32,15,35,106,68,48,15,5,8,0,290,27,321,1492,1447,894,343,142,50,9,4721
801041045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
801041046,0,54,258,215,171,90,47,11,6,846,28,129,387,243,185,107,73,25,9,1178,6,17,27,18,15,10,3,0,0,102,3,9,19,24,25,29,10,3,0,131,35,158,441,293,228,142,85,32,10,1418,0,4,13,16,9,8,6,5,0,69,35,44,120,102,72,59,37,24,3,501,70,350,1641,1305,922,532,262,111,19,5214,0,3,237,299,139,91,41,22,7,847,0,6,85,83,60,55,24,8,0,319,0,92,544,484,314,174,101,49,8,1765,0,47,183,245,179,123,72,42,10,896,27,109,363,293,201,140,61,59,12,1265,12,14,27,20,19,12,9,3,0,117,0,4,19,26,20,32,30,12,5,161,40,131,407,344,241,183,98,73,14,1537,0,5,4,4,3,9,9,8,0,39,18,31,87,91,55,35,39,45,8,420,61,316,1554,1555,994,660,389,244,48,5821
801041047,0,23,48,130,178,124,70,17,0,593,12,57,75,100,141,103,44,25,8,570,6,4,7,3,7,6,6,3,0,43,3,3,8,18,26,27,15,9,0,104,25,63,88,118,178,137,62,37,6,719,0,3,4,6,16,12,11,3,0,56,42,27,41,55,72,51,39,31,8,368,63,203,434,685,1032,691,366,147,21,3651,0,11,90,142,196,154,96,26,6,713,0,3,22,44,59,74,49,13,0,260,0,96,184,249,305,237,135,52,9,1264,4,17,51,80,179,151,74,40,7,596,9,48,86,81,125,103,55,48,3,558,6,3,4,7,5,10,11,0,0,51,0,0,0,10,22,38,28,11,3,121,23,57,87,98,158,151,95,55,7,729,0,0,4,3,10,6,3,7,0,33,7,6,13,18,25,34,31,17,4,156,30,196,455,633,931,802,482,217,26,3763
801041048,5,22,85,86,97,80,40,5,0,419,14,44,141,95,104,66,41,16,4,534,7,14,12,3,6,4,0,0,0,50,0,9,6,14,18,14,15,4,0,69,26,61,160,114,126,84,52,17,6,654,3,0,3,3,4,9,9,0,0,37,19,27,56,52,57,27,21,15,11,283,47,180,680,643,604,420,216,67,21,2878,0,5,113,158,110,94,52,8,0,538,0,4,28,32,48,38,23,3,0,189,0,53,260,277,165,112,89,14,0,976,0,23,75,84,90,86,53,18,5,436,0,55,132,130,97,82,52,22,4,571,4,9,8,4,5,4,0,0,0,39,3,8,4,7,14,15,16,4,3,72,7,66,147,143,121,98,70,29,5,681,0,0,9,4,9,11,4,0,0,32,9,16,51,42,45,23,18,14,0,219,19,161,676,743,590,463,302,87,17,3065
801041116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801041118,0,0,25,16,4,0,0,0,0,49,0,10,20,17,8,9,0,0,0,63,0,5,0,3,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,6,3,13,22,19,9,9,0,0,0,75,0,0,4,0,0,0,0,0,0,7,5,0,3,4,0,0,0,0,0,20,7,18,159,107,30,13,0,0,0,334,0,0,11,47,11,0,0,0,0,71,0,0,0,3,0,0,6,0,0,10,0,3,35,58,20,3,0,0,0,118,0,4,22,16,6,0,5,0,0,50,0,9,21,20,14,3,0,0,0,63,6,0,0,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,9,5,11,28,21,14,7,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,5,3,5,6,0,3,0,0,25,5,21,102,152,60,10,10,0,0,360
801041119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,16
801041120,0,0,9,3,0,0,0,0,0,9,0,0,4,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10,0,0,31,14,5,0,0,0,0,57,0,7,185,316,81,22,14,0,0,631,0,0,41,50,23,9,9,0,0,126,0,63,378,381,120,35,19,5,0,1004,0,24,118,150,68,18,14,0,0,388,12,33,163,106,58,24,4,5,0,393,3,6,14,9,4,0,0,0,0,35,0,9,5,12,5,12,3,0,0,45,15,41,181,126,67,31,8,4,0,477,0,0,0,11,0,0,0,0,0,18,9,22,61,59,23,5,10,4,0,195,23,162,969,1094,385,124,70,18,0,2847
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,130,25,14,3,0,0,298,0,0,12,20,7,4,0,0,0,40,0,25,182,151,32,21,9,5,0,428,0,8,76,61,24,4,4,3,0,181,0,21,42,34,23,12,9,0,0,146,0,0,5,3,3,0,0,0,0,13,0,0,9,0,0,3,0,0,0,17,7,25,53,49,28,17,6,0,0,172,0,0,9,3,3,0,0,0,0,15,0,14,44,26,9,7,5,0,0,102,10,70,496,429,126,69,34,6,0,1237
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,187,55,10,7,0,0,376,0,0,10,31,11,3,0,0,0,51,0,25,156,172,63,10,7,4,0,429,0,5,53,56,35,7,6,0,0,165,0,7,55,42,14,8,9,0,0,137,4,0,0,3,0,0,0,0,0,9,0,6,0,4,4,0,0,0,0,12,3,13,54,48,23,9,9,0,0,162,0,0,10,0,0,0,0,0,0,10,0,5,30,29,9,5,3,0,0,85,3,54,431,522,185,53,22,11,0,1281
801051049,3,18,3,0,0,0,0,0,0,22,13,7,3,0,0,0,0,0,0,26,7,8,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,25,20,3,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,6,53,48,22,9,0,0,0,0,0,128,80,296,369,74,16,4,4,0,0,844,0,20,114,28,3,0,0,0,0,173,0,0,8,0,0,0,0,0,0,12,0,155,107,15,3,0,0,0,0,280,14,19,0,0,0,0,0,0,0,32,18,27,0,0,0,0,0,0,0,48,14,6,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,37,35,0,0,0,0,0,0,0,75,3,6,0,0,0,0,0,0,0,7,262,210,28,3,0,0,0,0,0,506,309,440,254,50,7,0,0,0,0,1072
