SA2_CODE_2021,C21_M_40_44_Em_Tot,C21_M_40_44_Unem_Look_FT,C21_M_40_44_Unem_Look_PT,C21_M_40_44_Unem_Tot,C21_M_40_44_Tot_LF,C21_M_40_44_Not_LF,C21_M_40_44_LF_NS,C21_M_40_44_Tot,C21_M_45_49_Em_FT,C21_M_45_49_Em_PT,C21_M_45_49_Em_AFW,C21_M_45_49_Em_Hrs_NS,C21_M_45_49_Em_Tot,C21_M_45_49_Unem_Look_FT,C21_M_45_49_Unem_Look_PT,C21_M_45_49_Unem_Tot,C21_M_45_49_Tot_LF,C21_M_45_49_Not_LF,C21_M_45_49_LF_NS,C21_M_45_49_Tot,C21_M_50_54_Em_FT,C21_M_50_54_Em_PT,C21_M_50_54_Em_AFW,C21_M_50_54_Em_Hrs_NS,C21_M_50_54_Em_Tot,C21_M_50_54_Unem_Look_FT,C21_M_50_54_Unem_Look_PT,C21_M_50_54_Unem_Tot,C21_M_50_54_Tot_LF,C21_M_50_54_Not_LF,C21_M_50_54_LF_NS,C21_M_50_54_Tot,C21_M_55_59_Em_FT,C21_M_55_59_Em_PT,C21_M_55_59_Em_AFW,C21_M_55_59_Em_Hrs_NS,C21_M_55_59_Em_Tot,C21_M_55_59_Unem_Look_FT,C21_M_55_59_Unem_Look_PT,C21_M_55_59_Unem_Tot,C21_M_55_59_Tot_LF,C21_M_55_59_Not_LF,C21_M_55_59_LF_NS,C21_M_55_59_Tot,C21_M_60_64_Em_FT,C21_M_60_64_Em_PT,C21_M_60_64_Em_AFW,C21_M_60_64_Em_Hrs_NS,C21_M_60_64_Em_Tot,C21_M_60_64_Unem_Look_FT,C21_M_60_64_Unem_Look_PT,C21_M_60_64_Unem_Tot,C21_M_60_64_Tot_LF,C21_M_60_64_Not_LF,C21_M_60_64_LF_NS,C21_M_60_64_Tot,C21_M_65_69_Em_FT,C21_M_65_69_Em_PT,C21_M_65_69_Em_AFW,C21_M_65_69_Em_Hrs_NS,C21_M_65_69_Em_Tot,C21_M_65_69_Unem_Look_FT,C21_M_65_69_Unem_Look_PT,C21_M_65_69_Unem_Tot,C21_M_65_69_Tot_LF,C21_M_65_69_Not_LF,C21_M_65_69_LF_NS,C21_M_65_69_Tot,C21_M_70_74_Em_FT,C21_M_70_74_Em_PT,C21_M_70_74_Em_AFW,C21_M_70_74_Em_Hrs_NS,C21_M_70_74_Em_Tot,C21_M_70_74_Unem_Look_FT,C21_M_70_74_Unem_Look_PT,C21_M_70_74_Unem_Tot,C21_M_70_74_Tot_LF,C21_M_70_74_Not_LF,C21_M_70_74_LF_NS,C21_M_70_74_Tot,C21_M_75over_Em_FT,C21_M_75over_Em_PT,C21_M_75over_Em_AFW,C21_M_75over_Em_Hrs_NS,C21_M_75over_Em_Tot,C21_M_75over_Unem_Lo_ft_wor,C21_M_75over_Unem_Lo_pt_wor,C21_M_75over_Unempl_Tot,C21_M_75over_Tot_LF,C21_M_75over_N_lab_forc,C21_M_75over_LF_NS,C21_M_75over_Tot,C21_M_Tot_Em_FT,C21_M_Tot_Em_PT,C21_M_Tot_Em_AFW,C21_M_Tot_Em_Hrs_NS,C21_M_Tot_Em_Tot,C21_M_Tot_Unem_Look_FT,C21_M_Tot_Unem_Look_PT,C21_M_Tot_Unem_Tot,C21_M_Tot_Tot_labo_for,C21_M_Tot_Not_LF,C21_M_Tot_LF_NS,C21_M_Tot_Tot,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Not_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Not_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Not_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Not_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Not_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Not_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Not_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Not_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot
801051125,25,0,0,0,25,0,0,19,10,0,0,0,12,0,0,0,12,0,3,18,11,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,10,0,0,0,10,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881,78,16,16,988,0,0,0,987,40,257,1290,76,14,0,0,94,0,0,0,94,12,3,111,94,24,6,0,125,0,0,0,125,15,11,154,25,4,7,0,43,0,0,0,39,8,3,50,17,4,4,0,29,0,0,0,30,5,5,39,9,3,0,0,10,6,0,6,11,4,0,18,11,0,0,0,14,0,0,0,14,5,0,19,8,0,0,0,8,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,34,5,0,0,36,8,10,56,26,0,0,0,23,0,0,0,23,3,4,36,31,4,0,0,39,0,0,0,41,15,3,60,35,5,5,0,41,0,0,0,42,13,6,62,26,8,4,0,39,0,4,4,37,21,4,64,11,10,0,0,19,0,0,0,20,18,6,48,3,6,0,0,12,0,0,0,12,27,3,41,4,0,0,0,0,0,0,0,7,46,3,58,328,119,21,6,479,12,7,22,504,197,58,752,9,17,3,0,25,0,0,0,25,15,3,40,24,28,0,0,55,5,0,5,58,28,13,103,36,16,3,3,53,0,0,4,60,9,17,84,14,5,0,0,24,0,0,0,29,20,8,52,7,8,4,0,19,0,0,4,17,12,5,34,20,9,3,0,32,0,0,0,34,5,4,45,33,13,4,0,46,0,0,0,50,16,5,64,22,6,0,0,32,0,5,3,32,9,0,41
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,90,0,0,0,90,6,0,95,77,3,0,0,89,0,0,3,86,4,7,100,79,16,3,0,100,0,0,0,100,6,4,110,66,5,3,0,75,0,0,0,79,13,8,93,44,18,0,0,63,0,0,0,64,37,4,106,11,11,0,0,20,0,0,0,20,47,4,76,9,13,0,0,23,0,0,0,23,58,3,83,3,17,0,0,21,0,0,0,21,138,5,161,564,163,25,9,762,6,4,15,775,359,48,1184,0,28,4,0,35,0,5,5,40,94,6,135,21,23,4,0,52,0,4,3,55,6,0,67,51,16,3,5,71,0,0,0,70,7,6,84,31,12,5,0,55,0,0,3,59,8,5,72,31,31,5,0,67,0,0,0,70,11,5,89,41,35,0,0,80,0,0,0,83,16,3,103,52,24,5,0,79,0,0,0,84,9,0,90,49,23,12,7,85,0,0,0,85,12,5,103
801061063,43,0,0,0,43,0,0,39,48,0,0,0,48,0,0,0,51,3,0,59,67,9,0,0,72,0,0,0,75,0,0,77,50,8,3,0,66,3,0,3,65,0,3,76,30,12,0,0,38,0,0,0,42,11,0,53,21,11,0,0,32,0,0,0,32,22,0,56,9,11,0,0,24,0,0,0,24,37,3,61,6,3,0,0,14,0,0,0,13,61,3,87,425,107,13,10,558,5,9,14,566,172,27,765,0,13,4,0,17,0,0,0,22,24,0,47,19,4,0,0,29,0,5,5,32,11,0,47,37,10,5,0,51,0,0,0,51,7,11,65,17,9,0,0,23,0,0,0,23,10,0,35,26,8,4,0,32,0,0,0,33,3,6,43,24,16,4,0,43,0,4,4,48,4,4,59,26,17,0,0,48,0,0,0,48,13,4,63,30,15,3,0,54,0,0,0,54,5,0,58
801061064,141,0,0,0,142,8,10,157,148,9,0,3,160,7,0,3,164,15,4,182,134,25,5,0,162,3,0,3,165,7,8,183,109,23,5,0,128,4,0,4,139,31,8,174,63,22,0,0,81,5,0,5,84,58,0,147,24,30,4,0,58,0,0,0,59,61,0,117,13,20,0,0,30,0,0,0,30,72,0,106,9,10,0,0,17,0,0,0,19,140,8,163,1250,319,52,16,1634,36,23,56,1694,497,84,2268,5,48,5,0,59,0,4,4,64,42,4,105,80,27,8,0,112,3,0,4,114,14,6,140,136,26,17,0,179,3,0,7,186,15,4,208,99,17,8,0,129,0,3,3,129,18,7,153,55,20,4,0,78,3,0,3,82,16,8,102,70,35,6,5,117,0,0,0,116,19,9,141,68,41,9,3,124,0,4,3,130,19,8,153,72,25,7,0,107,0,3,5,112,24,6,139
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,176,8,0,8,183,13,7,208,147,21,4,3,175,0,3,6,177,11,10,194,155,27,4,0,190,3,0,3,190,30,10,228,111,23,4,0,140,0,5,10,153,34,13,195,66,24,5,0,93,4,0,3,99,59,9,168,28,21,0,0,51,0,0,0,51,95,11,157,11,7,0,0,24,0,0,0,24,103,16,135,0,4,0,0,7,0,0,0,7,164,57,230,1199,338,50,18,1605,27,25,50,1660,676,181,2519,18,52,3,0,68,0,9,12,78,75,7,158,73,42,4,0,119,3,6,9,128,29,4,171,149,21,8,3,186,0,0,5,188,31,3,221,112,41,26,0,176,3,7,5,183,27,0,209,107,78,15,0,199,0,3,6,203,29,8,244,114,47,16,3,177,3,4,0,182,39,6,236,126,59,5,0,193,5,0,7,201,27,4,237,121,43,4,0,173,0,0,0,174,35,8,217
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,89,0,0,0,92,0,0,97,92,9,0,0,104,0,0,0,106,4,3,111,102,9,8,0,111,0,0,6,113,3,0,118,82,12,4,0,97,0,0,4,95,9,5,112,49,11,7,0,64,0,0,0,65,27,4,87,17,10,5,0,37,0,0,0,37,32,4,74,6,15,0,0,22,0,0,0,22,52,4,72,6,15,0,0,28,0,0,0,28,85,4,117,619,192,22,4,841,16,17,38,882,350,39,1269,6,35,3,0,48,0,0,0,42,42,0,88,36,37,5,0,76,0,0,0,77,15,3,99,34,10,3,0,43,0,0,3,49,14,0,64,24,15,7,0,45,0,0,0,44,24,0,66,35,24,5,0,59,0,0,0,63,21,0,82,51,38,0,0,97,0,0,0,97,14,3,117,69,37,6,0,111,5,4,9,115,20,0,137,75,32,3,0,105,0,0,0,105,22,7,127
801061070,80,0,0,0,84,10,5,92,97,4,0,0,100,6,0,6,104,3,0,104,75,3,4,0,84,0,3,4,89,7,4,102,64,18,6,6,91,0,0,0,93,14,0,103,52,22,6,0,79,4,0,4,78,32,3,115,27,14,0,0,38,0,4,4,42,47,3,92,14,22,0,0,41,0,0,0,40,102,8,147,0,9,0,0,13,0,0,0,13,140,13,165,540,183,27,6,760,17,17,36,793,425,46,1258,3,23,0,0,29,3,4,6,43,37,3,84,34,27,0,0,62,0,0,0,68,10,4,81,40,14,6,0,61,0,0,6,65,5,0,73,23,8,3,0,34,0,0,0,37,9,0,53,21,20,5,0,52,0,0,0,59,16,0,67,36,36,7,0,82,0,0,0,80,19,0,99,56,45,3,0,105,0,0,0,106,17,9,132,60,28,5,0,98,5,0,5,98,17,3,120
801061129,40,0,0,0,43,0,9,54,41,5,0,0,43,0,0,0,46,4,9,62,54,7,0,0,60,0,0,0,62,4,4,67,37,5,4,0,47,0,0,0,46,3,7,62,35,4,0,0,44,0,0,0,46,13,5,61,19,12,0,0,34,0,0,0,34,14,8,59,5,4,0,0,10,0,0,0,10,36,3,56,0,4,0,0,4,0,0,0,8,37,7,50,520,81,16,7,625,10,7,16,641,140,104,892,0,0,0,0,0,0,3,3,8,4,0,12,23,10,4,0,38,0,3,4,42,3,3,52,72,0,4,0,78,0,0,0,76,3,12,98,42,8,6,0,55,0,0,0,54,0,4,67,25,5,4,0,28,0,0,4,36,5,3,39,27,6,5,0,35,0,0,0,42,4,6,47,22,3,3,0,26,0,0,0,29,0,0,36,23,5,5,0,36,0,0,0,36,5,4,48
801061130,4,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,18,0,0,0,16,12,4,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,198,0,0,3,206,3,19,222,152,15,10,0,174,3,0,8,171,9,20,204,129,12,8,0,148,0,0,6,151,3,21,183,104,23,7,0,133,3,0,3,141,18,13,171,75,28,5,0,98,4,0,4,102,40,17,166,21,20,3,0,43,0,0,0,43,53,11,109,14,18,4,0,30,0,0,0,30,86,17,140,0,9,0,0,13,0,0,0,15,89,12,118,1778,299,66,17,2154,35,19,55,2213,388,284,2895,8,9,0,0,13,0,3,3,22,14,3,41,82,30,3,0,114,0,0,0,113,7,7,134,268,31,20,0,314,3,0,3,317,21,23,366,151,18,17,0,189,0,0,4,189,10,14,216,70,18,7,0,98,0,0,0,99,12,8,115,44,16,3,0,66,4,0,4,69,12,15,96,55,7,6,0,66,0,0,0,67,8,6,79,53,14,3,0,75,0,0,0,73,7,8,91
801071071,151,3,0,3,151,3,10,165,175,18,6,0,201,4,0,0,200,14,8,220,128,19,3,0,156,0,0,0,157,4,5,167,124,20,5,0,145,0,0,0,150,20,0,174,63,11,4,3,85,3,0,8,89,42,4,130,20,10,0,0,29,0,5,5,32,52,0,87,4,0,0,0,9,0,0,0,9,37,0,43,4,3,0,0,5,0,0,0,8,71,8,82,1186,262,59,13,1520,36,31,66,1586,348,57,1993,23,89,6,6,128,0,10,9,138,61,12,208,81,28,5,7,125,3,6,4,129,22,8,158,119,49,18,0,178,3,3,5,188,38,14,238,105,60,15,0,177,0,0,0,182,30,12,223,99,55,10,0,160,8,6,8,168,40,7,215,131,52,6,0,191,3,0,3,194,23,14,235,119,43,9,0,173,0,0,3,178,25,5,212,96,31,8,4,131,5,0,5,134,12,6,155
801071072,106,0,0,0,112,12,9,124,91,10,5,0,106,3,0,3,104,13,7,127,90,9,0,0,105,0,0,0,109,8,9,125,77,16,7,0,95,4,0,3,100,28,0,128,48,22,3,0,71,0,0,0,76,27,3,100,19,10,3,0,41,0,0,0,41,55,0,94,7,3,0,0,7,0,0,0,8,45,0,56,0,3,0,0,3,0,0,0,3,64,0,66,774,210,33,8,1025,14,13,35,1053,349,52,1457,17,72,5,6,104,0,8,11,111,48,10,167,74,39,0,6,124,3,0,6,132,21,3,152,84,24,14,5,121,0,0,0,122,27,4,154,61,32,9,0,103,0,0,0,103,28,0,130,75,33,6,5,119,0,0,3,124,21,0,140,94,50,9,0,152,4,0,4,155,12,3,164,105,47,3,3,161,0,0,0,164,20,3,183,91,33,3,0,127,3,5,5,135,20,3,158
801071073,142,3,0,5,149,11,6,164,126,14,0,0,141,0,0,0,144,14,3,161,159,19,9,0,188,3,0,0,192,6,3,201,119,28,8,0,151,3,0,3,160,45,4,210,80,26,0,0,106,6,3,4,114,78,3,190,26,28,3,0,54,0,0,0,57,77,5,137,8,4,0,0,14,0,0,0,14,69,3,84,3,3,0,0,0,0,0,0,0,106,8,120,1193,314,55,11,1574,35,24,54,1630,523,72,2226,40,115,5,7,162,0,5,5,173,94,8,272,127,62,7,0,200,0,4,7,205,27,7,237,119,32,19,3,170,0,5,5,171,25,5,202,89,46,18,0,162,0,0,0,157,27,6,194,79,56,12,0,149,0,0,0,149,30,0,179,124,80,15,0,222,6,0,5,227,25,12,263,173,83,8,3,258,4,0,3,262,23,5,299,154,59,13,3,228,4,0,7,236,22,0,264
801071074,143,6,0,6,146,11,5,162,129,11,9,0,146,4,0,4,155,12,4,167,94,18,7,0,118,4,0,4,117,19,5,143,105,20,0,0,125,0,0,0,127,22,5,162,80,23,9,0,115,0,0,0,115,80,3,206,28,21,4,0,52,0,0,0,52,107,6,160,5,6,0,0,18,0,0,0,18,76,3,96,0,0,0,0,3,0,0,0,3,84,0,95,1072,265,50,17,1396,45,18,65,1458,540,74,2070,27,90,3,3,128,5,11,12,145,77,8,224,109,80,0,9,195,7,4,11,209,21,3,229,89,40,13,4,140,0,0,0,141,36,8,190,76,50,8,5,139,3,4,3,145,34,5,180,68,51,19,4,136,0,5,5,140,33,8,176,108,52,12,0,168,0,0,9,171,21,0,196,156,53,5,0,211,4,0,4,217,28,0,248,135,58,15,0,207,0,0,3,213,36,5,250
801071075,111,0,0,0,112,5,8,128,134,16,6,0,153,0,0,0,160,9,6,170,153,21,14,0,186,0,0,3,188,21,6,214,122,23,15,0,158,0,0,0,159,34,3,199,56,16,8,0,89,0,0,0,91,54,6,147,24,9,4,0,41,0,0,0,41,70,5,110,3,0,0,0,3,0,0,0,3,63,5,69,0,0,0,0,0,0,0,0,0,73,6,77,1104,254,78,14,1452,27,20,45,1497,453,64,2014,25,115,4,4,147,0,8,11,156,83,0,246,96,44,10,3,156,7,4,7,161,13,11,187,86,36,7,0,127,4,0,3,129,27,5,158,80,33,18,3,132,0,0,3,134,22,0,159,77,73,10,5,164,0,3,3,167,34,6,206,161,86,14,0,258,3,0,3,268,33,8,300,160,68,13,0,243,5,0,5,244,22,5,267,77,29,6,0,113,0,4,0,117,23,8,150
801071076,112,0,0,0,112,4,0,117,69,14,0,0,88,0,0,0,88,3,0,90,89,9,5,0,97,0,0,0,101,5,0,107,62,8,3,0,78,0,0,0,78,18,0,97,56,24,0,0,80,0,0,0,83,40,0,121,24,6,0,0,37,0,4,4,39,70,5,111,13,10,0,0,20,0,0,0,16,76,0,99,0,5,0,0,14,0,0,0,14,68,4,83,609,184,27,10,830,10,18,23,857,350,15,1227,14,54,0,0,67,3,5,11,78,39,0,112,50,53,10,0,108,0,3,3,110,11,4,124,32,14,0,0,54,0,0,0,50,8,0,54,23,15,6,0,41,0,4,4,48,12,0,59,30,33,7,0,71,0,0,0,71,16,0,82,44,39,8,0,90,0,0,0,90,9,4,103,82,50,3,0,135,0,0,0,140,19,5,154,87,45,8,0,144,0,0,0,143,17,5,170
801071077,85,0,0,0,85,0,3,89,65,8,0,0,75,3,0,3,78,4,3,89,65,9,0,0,71,0,0,0,76,7,0,77,50,10,3,0,69,0,0,0,69,17,6,96,36,13,0,0,57,0,4,3,57,45,4,105,14,8,3,0,23,0,0,0,27,44,0,76,8,3,0,0,11,0,0,0,14,41,0,54,0,0,0,0,0,0,0,0,0,44,0,39,567,132,34,19,747,18,10,28,772,277,27,1078,17,41,0,0,56,4,4,10,63,42,3,110,59,34,5,0,101,0,0,4,105,24,0,127,48,22,7,4,77,0,0,0,80,19,0,105,39,26,9,0,75,3,6,4,79,16,0,96,45,20,3,0,70,9,0,9,71,23,0,94,51,34,3,0,89,0,0,3,90,6,3,103,83,26,8,8,117,0,0,0,114,17,3,143,75,33,8,0,114,0,0,4,116,19,3,136
801071078,196,4,0,4,200,7,5,214,176,25,10,3,208,5,0,5,210,19,7,241,212,29,9,3,245,3,0,4,252,16,7,279,177,38,11,6,227,5,0,10,233,66,5,303,102,31,8,0,142,4,3,4,146,103,4,255,39,11,6,0,51,0,0,0,55,96,3,155,17,5,0,0,21,0,0,0,21,88,7,117,0,0,0,0,7,0,0,0,8,162,25,191,1657,387,64,22,2132,43,35,78,2210,718,83,3004,41,157,7,10,219,6,6,16,239,128,19,377,169,62,6,6,238,8,13,19,256,36,10,301,143,67,19,6,235,0,8,6,242,43,7,292,105,68,17,0,186,4,6,10,199,48,9,253,139,87,19,5,247,0,0,3,249,49,8,311,208,84,12,0,307,0,0,0,305,32,8,347,226,97,23,3,344,4,3,6,352,32,20,402,159,47,19,4,230,0,0,3,228,29,7,263
801071079,88,0,0,0,88,3,0,103,61,5,4,0,73,0,0,5,74,5,0,86,62,3,3,0,67,0,0,0,67,7,0,73,58,3,0,0,66,0,0,0,66,11,0,76,37,10,0,0,46,0,0,0,50,42,4,98,13,15,0,0,26,0,0,0,25,70,0,98,3,5,0,0,11,0,0,0,11,67,0,77,0,3,0,0,10,0,0,0,10,69,5,77,602,161,24,13,794,8,12,21,817,331,35,1181,17,37,0,3,58,0,6,9,63,45,3,110,49,26,0,0,81,9,4,8,96,18,0,109,46,15,7,0,70,0,0,6,69,9,4,86,40,29,12,0,77,0,0,0,83,16,8,100,29,30,13,0,70,0,0,0,72,17,6,90,68,44,7,0,119,0,0,0,120,14,6,136,54,34,0,0,84,0,0,0,89,7,7,99,77,44,7,0,140,0,0,0,141,21,5,163
801071080,112,0,3,8,113,4,0,121,86,14,3,0,100,4,0,4,101,5,5,112,53,13,3,0,72,0,0,0,76,8,0,86,70,14,0,0,83,4,0,4,86,12,0,104,32,11,0,0,49,0,0,0,44,30,0,80,16,15,0,0,31,0,0,0,34,50,3,89,4,6,0,0,12,0,5,5,13,71,8,92,0,0,0,0,0,0,0,0,4,139,26,169,954,227,29,16,1235,33,16,49,1282,396,92,1768,8,8,0,0,14,0,0,0,17,8,0,25,49,14,0,0,61,0,4,4,65,8,0,69,71,11,0,0,82,0,0,0,84,11,0,97,39,10,6,0,57,0,0,0,57,7,0,59,19,20,5,0,44,0,5,5,44,9,0,55,23,3,4,0,33,0,0,3,34,9,0,49,24,8,3,0,36,0,0,0,35,4,4,39,33,12,0,0,43,0,0,0,43,4,0,48
801071081,132,0,0,0,127,12,0,142,80,20,4,3,108,0,0,0,108,10,0,117,83,13,0,0,100,0,0,0,99,6,10,110,75,17,4,0,95,0,0,3,101,28,5,127,55,16,4,0,74,0,0,3,78,61,3,147,13,7,0,0,17,4,0,3,27,59,0,83,0,3,0,0,6,0,0,0,7,60,0,72,0,6,0,0,6,0,0,0,6,84,5,101,853,212,42,27,1134,27,20,44,1181,420,43,1648,18,58,6,4,94,8,6,15,104,57,0,169,73,40,11,0,123,5,4,7,130,35,9,170,98,43,11,5,153,0,0,3,156,23,4,182,74,42,10,0,131,0,0,0,137,30,6,169,79,45,10,0,131,5,5,7,142,30,4,177,92,40,12,4,150,0,0,0,150,21,0,176,92,46,13,5,149,0,0,0,152,24,9,186,100,38,3,0,140,0,0,3,150,25,4,172
