SA2_CODE_2021,C21_M_40_44_Em_Tot,C21_M_40_44_Unem_Look_FT,C21_M_40_44_Unem_Look_PT,C21_M_40_44_Unem_Tot,C21_M_40_44_Tot_LF,C21_M_40_44_Not_LF,C21_M_40_44_LF_NS,C21_M_40_44_Tot,C21_M_45_49_Em_FT,C21_M_45_49_Em_PT,C21_M_45_49_Em_AFW,C21_M_45_49_Em_Hrs_NS,C21_M_45_49_Em_Tot,C21_M_45_49_Unem_Look_FT,C21_M_45_49_Unem_Look_PT,C21_M_45_49_Unem_Tot,C21_M_45_49_Tot_LF,C21_M_45_49_Not_LF,C21_M_45_49_LF_NS,C21_M_45_49_Tot,C21_M_50_54_Em_FT,C21_M_50_54_Em_PT,C21_M_50_54_Em_AFW,C21_M_50_54_Em_Hrs_NS,C21_M_50_54_Em_Tot,C21_M_50_54_Unem_Look_FT,C21_M_50_54_Unem_Look_PT,C21_M_50_54_Unem_Tot,C21_M_50_54_Tot_LF,C21_M_50_54_Not_LF,C21_M_50_54_LF_NS,C21_M_50_54_Tot,C21_M_55_59_Em_FT,C21_M_55_59_Em_PT,C21_M_55_59_Em_AFW,C21_M_55_59_Em_Hrs_NS,C21_M_55_59_Em_Tot,C21_M_55_59_Unem_Look_FT,C21_M_55_59_Unem_Look_PT,C21_M_55_59_Unem_Tot,C21_M_55_59_Tot_LF,C21_M_55_59_Not_LF,C21_M_55_59_LF_NS,C21_M_55_59_Tot,C21_M_60_64_Em_FT,C21_M_60_64_Em_PT,C21_M_60_64_Em_AFW,C21_M_60_64_Em_Hrs_NS,C21_M_60_64_Em_Tot,C21_M_60_64_Unem_Look_FT,C21_M_60_64_Unem_Look_PT,C21_M_60_64_Unem_Tot,C21_M_60_64_Tot_LF,C21_M_60_64_Not_LF,C21_M_60_64_LF_NS,C21_M_60_64_Tot,C21_M_65_69_Em_FT,C21_M_65_69_Em_PT,C21_M_65_69_Em_AFW,C21_M_65_69_Em_Hrs_NS,C21_M_65_69_Em_Tot,C21_M_65_69_Unem_Look_FT,C21_M_65_69_Unem_Look_PT,C21_M_65_69_Unem_Tot,C21_M_65_69_Tot_LF,C21_M_65_69_Not_LF,C21_M_65_69_LF_NS,C21_M_65_69_Tot,C21_M_70_74_Em_FT,C21_M_70_74_Em_PT,C21_M_70_74_Em_AFW,C21_M_70_74_Em_Hrs_NS,C21_M_70_74_Em_Tot,C21_M_70_74_Unem_Look_FT,C21_M_70_74_Unem_Look_PT,C21_M_70_74_Unem_Tot,C21_M_70_74_Tot_LF,C21_M_70_74_Not_LF,C21_M_70_74_LF_NS,C21_M_70_74_Tot,C21_M_75over_Em_FT,C21_M_75over_Em_PT,C21_M_75over_Em_AFW,C21_M_75over_Em_Hrs_NS,C21_M_75over_Em_Tot,C21_M_75over_Unem_Lo_ft_wor,C21_M_75over_Unem_Lo_pt_wor,C21_M_75over_Unempl_Tot,C21_M_75over_Tot_LF,C21_M_75over_N_lab_forc,C21_M_75over_LF_NS,C21_M_75over_Tot,C21_M_Tot_Em_FT,C21_M_Tot_Em_PT,C21_M_Tot_Em_AFW,C21_M_Tot_Em_Hrs_NS,C21_M_Tot_Em_Tot,C21_M_Tot_Unem_Look_FT,C21_M_Tot_Unem_Look_PT,C21_M_Tot_Unem_Tot,C21_M_Tot_Tot_labo_for,C21_M_Tot_Not_LF,C21_M_Tot_LF_NS,C21_M_Tot_Tot,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Not_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Not_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Not_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Not_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Not_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Not_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Not_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Not_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot
801091106,107,3,0,6,110,3,4,116,67,15,0,0,86,0,0,0,82,9,0,94,73,9,7,0,87,0,0,0,89,5,4,93,48,5,4,0,60,3,0,4,61,15,3,86,40,12,3,0,49,0,0,0,49,44,0,94,18,12,6,0,33,0,0,0,33,50,3,89,3,6,0,0,12,0,0,0,12,34,3,51,0,3,0,0,8,0,0,0,8,130,5,142,652,206,35,7,900,28,18,46,949,351,53,1355,15,30,0,3,54,0,3,6,52,41,0,96,47,27,6,0,77,0,5,5,79,12,8,94,61,15,4,0,83,4,0,6,95,15,8,116,48,15,7,0,71,4,0,4,75,18,0,97,48,22,6,0,71,0,0,0,73,8,0,79,60,19,0,3,85,4,0,4,83,12,5,100,59,41,0,0,99,0,0,4,104,13,3,116,55,32,9,0,96,0,0,0,96,16,0,108
801091107,19,0,0,0,19,3,0,22,17,3,0,0,22,0,0,0,22,5,0,28,35,3,3,0,41,0,0,0,38,0,3,42,27,5,3,0,34,0,0,0,34,4,0,38,20,0,3,0,28,0,0,0,28,8,0,31,9,9,0,0,21,0,0,4,25,17,0,34,3,5,0,0,14,0,0,0,14,20,0,38,5,6,0,0,13,0,0,0,13,45,5,59,183,62,12,0,258,5,0,3,266,121,16,399,0,10,4,0,13,0,0,0,18,18,0,33,3,3,0,0,13,0,0,0,14,3,0,17,7,0,0,0,16,0,0,0,16,4,0,20,9,0,0,0,12,0,0,0,12,3,0,11,12,4,0,0,16,0,0,0,16,6,0,20,15,10,3,0,23,0,0,0,23,10,0,35,25,12,0,0,41,0,0,0,41,9,0,47,15,10,0,3,30,0,0,0,30,3,0,34
801091108,61,0,0,4,67,0,0,69,67,16,4,0,82,0,4,4,83,3,3,88,72,10,4,0,87,0,0,0,88,7,0,102,72,9,3,0,85,0,0,0,84,11,3,104,28,12,6,0,40,0,0,0,42,32,7,75,22,4,3,0,29,0,0,0,29,28,0,65,3,9,0,0,7,0,0,0,10,49,0,58,0,3,0,0,5,0,0,0,5,115,8,127,497,164,30,3,699,21,12,32,731,323,35,1086,3,36,4,0,39,0,0,0,39,26,0,69,37,28,0,0,71,0,5,7,75,11,0,87,40,18,7,0,61,0,0,0,64,7,0,69,31,14,5,0,50,0,0,0,50,9,4,66,37,30,6,0,73,0,0,0,74,14,0,94,45,26,5,0,71,0,3,3,78,16,0,95,49,21,4,0,85,0,0,0,84,10,0,90,57,15,4,0,77,0,0,0,80,10,0,86
801091109,172,7,0,7,185,8,15,200,81,14,0,0,101,7,0,7,106,12,0,117,71,16,0,0,90,0,0,0,90,16,12,118,64,9,0,0,70,0,0,0,73,14,8,104,30,7,0,0,36,0,3,3,42,28,3,76,10,8,0,0,16,0,0,4,21,32,9,55,8,0,0,0,12,0,3,3,14,39,0,49,3,0,0,0,4,0,0,0,4,51,3,69,1329,325,47,27,1726,42,18,61,1792,298,123,2208,5,8,0,0,17,0,4,4,20,10,0,30,78,25,6,0,105,0,0,4,106,17,6,126,147,33,6,0,182,0,5,5,186,23,3,213,87,16,8,0,110,3,0,6,112,11,12,137,60,11,5,0,82,0,0,4,80,12,5,107,40,18,3,0,58,0,0,0,59,4,0,69,48,7,0,0,55,0,0,0,59,3,0,65,32,3,0,0,36,0,0,0,41,6,5,51
801091110,91,0,0,0,91,0,5,94,68,4,4,0,77,0,3,3,74,5,0,83,74,7,4,0,89,0,0,0,91,7,7,98,39,4,5,0,47,0,0,4,48,22,0,73,27,8,0,0,35,0,0,0,35,22,0,59,4,3,0,0,16,0,0,0,18,27,0,54,0,3,0,0,7,0,0,0,7,26,0,38,0,0,0,0,0,0,0,0,0,79,3,91,467,129,24,10,628,10,24,29,654,251,41,945,8,22,0,0,29,3,0,3,37,29,0,66,23,17,4,0,39,6,4,7,44,16,0,66,38,18,0,0,53,0,0,0,57,10,4,71,23,15,9,0,43,0,5,0,51,13,0,62,28,29,11,0,73,0,0,0,75,16,4,97,44,25,0,0,76,0,0,4,77,13,0,93,49,30,6,0,84,0,0,0,84,10,0,90,35,13,3,0,57,0,0,0,58,4,0,61
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,211,0,0,6,216,6,7,225,127,6,0,0,138,0,0,0,136,8,10,154,68,11,4,0,80,4,0,4,86,11,3,101,39,8,0,0,44,3,0,3,45,11,0,62,10,8,0,0,20,0,0,0,26,16,0,39,4,4,0,0,15,0,0,0,10,20,3,33,3,0,0,0,3,0,0,0,3,21,0,24,0,0,0,0,0,0,0,0,0,20,0,25,1138,293,30,18,1478,30,21,47,1524,201,72,1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101136,147,3,0,3,147,10,10,165,70,5,0,0,75,0,0,0,79,0,6,80,45,0,0,0,42,3,0,3,41,7,0,48,26,5,0,0,36,0,0,0,40,4,0,42,8,3,4,0,18,0,0,0,18,7,0,23,0,0,0,0,4,0,0,0,4,12,0,12,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,3,0,3,718,96,17,5,842,9,3,16,860,101,22,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,178,5,0,5,182,3,4,194,81,9,5,0,98,0,0,0,94,6,3,104,69,8,0,0,81,0,0,0,78,4,0,84,48,11,3,0,61,0,0,0,60,13,0,73,15,5,0,0,21,0,0,0,21,11,0,33,8,4,0,0,15,0,0,0,14,24,0,37,0,4,0,0,4,0,0,0,4,22,3,28,0,0,0,0,0,0,0,0,0,20,0,22,941,212,29,6,1194,19,5,31,1220,182,62,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,27,0,0,0,27,0,0,25,12,5,0,0,22,0,0,0,22,0,0,22,18,4,0,0,21,0,0,0,21,0,0,20,13,3,0,0,20,0,0,0,20,0,4,25,6,0,0,0,10,0,0,0,10,5,0,5,0,4,0,0,3,0,0,0,3,10,4,16,0,3,0,0,3,0,0,0,3,0,4,12,0,3,0,0,3,0,0,0,3,5,0,7,129,37,9,0,177,0,0,0,176,19,13,211,0,3,0,0,4,0,0,0,4,9,0,12,9,5,0,0,16,0,0,0,16,5,0,19,14,11,0,0,19,0,0,0,19,0,0,24,6,0,3,0,13,0,0,0,13,0,0,19,8,12,0,0,19,0,0,0,19,0,0,19,9,7,0,0,18,0,0,0,18,8,4,19,0,5,0,0,7,0,0,0,12,0,0,12,6,4,0,0,10,0,0,0,10,4,0,11
801111141,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,17,0,0,0,18,5,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,6
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,9,3,0,3,14,4,20,30,7,0,0,0,11,0,3,3,12,3,14,29,4,0,0,0,9,0,0,0,9,6,4,22,4,0,0,0,4,0,0,0,4,6,11,17,4,0,0,0,7,0,0,0,7,10,6,20,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,9,3,9,0,0,0,0,0,0,0,0,0,4,4,3,61,25,6,3,104,18,10,29,135,89,92,315,3,5,0,0,7,3,4,8,16,10,3,27,10,13,0,0,24,0,4,3,33,11,4,44,14,10,0,0,22,0,0,0,26,15,0,40,14,6,3,0,23,0,0,0,23,6,0,32,12,4,0,0,18,0,4,5,16,7,0,24,9,0,0,0,14,0,0,0,9,10,5,25,7,4,0,0,8,0,0,0,7,7,0,17,10,7,0,0,17,0,0,3,19,4,0,25
