SA2_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,5,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,13,4,4,0,0,0,11,5,0,0,0,0,3,4,0,6,0,0,14,17,0,6,0,0,28,29,0,5,3,3,43,33,0,17,0,0,51,16,0,5,4,0,21,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,8,125,12,53,13,14,215,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,3,0,7,0,0,10,0,0,0,0,0,3,12,0,0,0,0,12,7,0,6,0,0,14,16,3,9,0,0,30,33,0,21,0,0,59,16,0,3,0,0,25,5,0,8,0,0,11,0,0,7,0,0,8,3,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,4,106,10,76,8,3,197,0,0,0,0,0,0,0,0
801051051,3,0,0,0,0,3,0,0,0,0,0,0,12,0,3,0,0,12,29,0,20,0,0,51,11,0,4,0,0,16,0,0,0,0,0,3,16,0,0,0,0,17,142,0,4,0,0,144,99,0,8,0,5,115,24,0,6,0,0,29,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,349,4,54,0,4,406,0,0,0,0,0,0,3,0,0,0,0,6,6,0,0,0,0,8,8,0,0,0,0,3,7,0,0,0,0,7,25,0,3,0,0,30,23,0,6,0,0,31,225,0,16,0,0,238,125,0,28,3,0,155,24,0,8,0,4,34,8,0,0,0,0,10,4,0,0,0,0,9,0,0,3,0,0,3,5,0,0,0,0,0,6,0,0,0,0,6,461,0,72,5,5,545,3,0,0,0,0,3,4,0
801051053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,47,0,0,0,0,47,65,0,3,0,3,69,32,0,3,0,0,34,14,0,5,0,0,13,4,0,3,0,0,6,3,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,4,169,0,17,0,3,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,7,0,0,0,0,7,75,0,9,0,0,81,69,0,10,0,0,79,54,0,10,0,6,65,11,0,0,0,0,16,7,0,0,0,0,4,8,0,3,0,0,11,8,0,0,0,0,14,6,0,0,0,0,6,246,0,43,0,3,288,0,0,0,0,0,0,0,0
801051054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,3,0,0,0,0,3,6,0,0,0,0,6,8,0,0,0,0,11,37,6,17,0,0,59,34,0,7,0,0,43,4,0,6,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96,8,34,3,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,11,19,0,5,0,0,32,48,0,14,0,0,66,32,0,15,0,0,44,4,0,4,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,115,4,48,0,5,163,0,0,0,0,0,0,0,0
801051055,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,5,4,0,0,0,0,5,8,5,3,0,0,19,6,0,5,0,0,15,47,4,15,4,6,71,16,0,22,0,0,42,8,0,4,0,0,10,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,102,9,58,12,7,189,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,0,0,0,0,10,4,0,4,0,0,4,10,0,6,0,0,9,18,0,4,0,0,30,32,3,12,0,0,50,27,4,14,0,0,50,7,0,5,0,0,13,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,113,7,56,4,8,191,0,0,0,0,0,0,0,0
801051056,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,11,9,0,6,0,0,19,16,0,8,0,4,28,14,0,14,0,0,35,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,54,0,46,8,4,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,9,3,0,0,0,0,0,10,0,5,0,0,8,13,0,17,0,0,23,12,0,6,0,0,24,18,0,14,0,0,28,0,0,8,0,0,10,0,0,4,0,0,4,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,4,49,3,3,123,0,0,0,0,0,0,0,0
801051057,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,18,6,0,4,0,0,6,0,0,3,0,0,7,5,0,3,0,7,11,32,0,10,3,0,47,93,5,28,0,3,130,31,3,14,0,5,52,9,0,12,3,0,27,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,199,11,78,13,13,317,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,5,0,0,0,0,8,0,0,0,0,0,5,12,0,0,0,0,15,55,5,20,9,0,81,127,0,32,3,3,170,37,5,26,0,0,71,22,3,16,0,0,42,0,0,4,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,6,0,3,0,0,7,273,13,113,16,9,422,0,0,0,0,0,3,0,0
801051058,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,9,0,0,0,0,9,0,0,3,0,0,10,7,5,0,0,0,8,12,0,16,0,3,27,43,7,8,0,0,55,37,5,22,0,4,61,20,0,8,5,0,29,5,0,3,0,0,13,0,3,0,0,0,5,0,0,0,0,0,6,0,0,5,0,0,5,6,0,0,0,0,12,144,12,71,6,6,247,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,11,0,3,0,3,18,0,0,0,0,0,0,9,0,3,0,0,16,19,0,6,0,0,33,58,0,15,0,0,77,55,0,23,0,4,81,6,0,10,0,0,18,9,9,3,0,0,18,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,183,10,79,3,11,283,0,0,0,0,0,0,0,0
801051060,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,19,9,0,4,0,0,12,4,0,0,0,0,4,3,0,5,0,0,9,17,0,8,0,0,18,104,5,11,0,0,117,84,0,11,0,0,103,21,0,3,0,6,26,3,0,3,0,0,7,6,0,0,0,0,6,0,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,9,272,5,52,5,9,335,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,0,0,0,5,10,0,7,0,0,14,19,0,7,0,0,24,20,0,0,0,0,18,128,0,20,0,3,151,74,0,25,0,0,103,17,0,9,0,0,23,8,0,5,0,0,15,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,288,5,74,7,4,378,0,0,0,0,0,0,0,0
801051061,4,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,13,9,0,0,0,0,7,3,0,3,0,0,10,8,0,10,0,0,21,20,5,15,0,0,30,88,4,26,4,3,123,45,3,24,0,0,77,10,0,7,0,0,18,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,201,13,95,10,7,323,0,0,0,0,0,0,3,0,0,0,0,5,3,0,6,0,0,11,5,0,0,0,3,15,0,0,0,0,0,3,10,4,3,0,0,19,38,0,28,4,0,66,92,3,62,4,4,171,36,5,39,3,0,77,0,0,13,3,0,15,3,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,12,210,14,155,17,6,402,0,0,0,0,0,0,0,0
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,8,0,0,7,18,0,5,0,0,21,17,0,0,0,0,18,7,0,3,0,0,15,8,0,3,0,0,16,0,0,6,0,0,12,9,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,63,7,38,3,3,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,6,0,0,9,19,0,3,0,0,22,8,0,3,0,0,10,13,0,5,0,0,19,4,0,4,0,0,7,4,0,8,0,0,11,0,3,3,0,0,7,0,0,3,0,0,4,0,0,5,0,0,6,0,0,0,0,0,0,64,3,42,4,0,112,0,0,0,0,0,0,0,0
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,17,0,13,0,0,22,17,0,12,4,0,31,11,0,18,0,0,31,0,0,6,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,48,0,60,8,0,111,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,6,35,0,33,0,0,73,12,0,23,0,0,41,0,0,0,0,0,4,3,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,55,8,65,3,3,128,0,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,6,0,0,0,0,6,0,0,0,0,0,0,7,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,6,0,0,11,11,0,0,0,0,13,8,0,7,0,0,12,5,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,21,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,30,0,7,0,0,33,12,0,4,0,0,18,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,0,3,63,0,20,0,0,88,0,0,0,0,0,0,0,0
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,15,0,12,0,0,28,7,0,9,0,0,21,4,0,11,0,4,20,4,0,3,0,0,11,0,0,5,0,0,4,0,0,0,0,0,3,0,0,8,0,0,12,0,0,6,0,0,4,44,8,49,3,6,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,7,5,0,7,0,0,12,13,0,10,0,0,23,16,0,13,4,0,30,0,3,9,0,0,14,3,0,4,0,0,12,0,4,0,0,0,3,0,6,9,4,0,16,0,0,0,0,0,0,59,11,52,8,0,125,0,0,0,0,0,0,0,0
801061063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,18,12,0,4,0,0,15,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,5,3,0,3,0,0,9,0,0,0,0,0,3,44,0,13,5,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,25,13,0,0,0,0,20,6,0,0,0,0,15,0,0,3,0,0,3,3,0,4,0,0,6,5,0,0,0,0,4,3,6,6,0,0,20,0,0,0,0,0,0,59,3,24,5,0,92,0,0,0,0,0,0,0,0
801061064,0,0,0,0,0,0,4,0,0,0,0,8,7,0,0,0,0,11,5,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,14,81,5,12,0,0,97,32,0,16,0,0,54,5,5,0,0,0,12,4,0,7,0,0,13,3,5,5,0,0,9,0,0,3,0,0,3,3,0,3,0,0,10,3,0,0,0,0,4,165,8,55,4,3,235,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,15,20,0,10,0,0,36,67,4,24,3,0,98,19,0,17,0,0,43,8,0,14,0,0,27,8,0,6,0,0,18,5,0,0,0,0,4,0,0,0,0,0,0,0,4,12,0,0,21,3,0,0,0,0,0,162,9,87,11,0,272,0,0,0,0,0,0,0,0
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,5,0,15,9,0,3,0,0,15,3,0,0,0,0,8,4,0,0,0,0,11,11,0,6,0,6,10,60,3,27,4,8,96,35,10,21,5,0,63,16,4,13,6,0,39,0,0,17,0,0,26,3,0,6,0,0,13,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,0,9,164,15,104,19,10,312,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,4,6,0,4,0,0,15,6,0,0,0,0,5,9,0,8,0,0,9,22,0,5,0,0,27,74,0,35,5,0,114,25,6,36,4,0,69,12,0,19,4,0,40,5,4,11,6,0,21,3,3,9,0,0,12,4,0,3,3,0,9,0,0,11,0,0,11,5,0,0,6,0,17,175,15,145,24,10,371,0,0,0,0,0,0,0,0
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,3,7,0,0,0,0,13,16,0,13,0,0,25,3,0,0,0,0,6,4,0,10,0,0,19,9,0,0,3,0,13,7,0,10,0,0,15,0,0,11,6,0,11,0,0,4,0,0,7,0,0,0,0,0,5,52,10,70,5,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,14,12,0,0,0,0,18,3,3,8,0,0,13,5,4,7,0,0,20,3,0,9,0,0,18,4,3,4,0,0,9,0,0,10,0,0,5,3,4,0,0,0,10,6,0,0,0,0,6,45,15,47,8,4,122,0,0,0,0,0,0,0,0
801061070,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,3,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,7,4,8,0,0,14,11,3,9,0,0,20,8,0,7,0,0,17,5,3,8,0,0,15,6,0,5,0,0,9,0,0,0,0,0,4,0,0,10,0,0,4,0,0,0,0,0,0,55,11,53,5,3,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,4,0,6,0,0,18,17,0,4,0,0,28,13,0,15,0,0,28,3,0,3,0,0,8,8,0,4,0,0,17,5,0,6,0,0,10,5,0,9,3,0,16,5,0,0,0,0,4,64,7,52,12,0,133,0,0,0,0,0,0,0,0
801061129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,26,27,0,8,0,0,32,21,0,8,0,0,29,6,0,3,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,80,0,20,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,41,0,5,0,0,44,30,0,13,0,0,40,17,0,13,0,0,28,9,4,5,0,0,13,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,5,3,0,0,0,0,3,104,6,34,0,0,138,0,0,0,0,0,0,0,0
