SA2_CODE_2021,C16_Aus_Mo_O_B_OS,C16_Aus_BP_B_Aus,C16_Aus_Bplace_NS,C16_Aus_Tot_resp,C16_Aus_Ab_BP_B_OS,C16_Aus_Ab_Fa_O_B_OS,C16_Aus_Ab_Mo_O_B_OS,C16_Aus_Ab_BP_B_Aus,C16_Aus_Abor_Bplace_NS,C16_Aus_Abor_Tot_resp,C16_Chi_BP_B_OS,C16_Chi_Fa_O_B_OS,C16_Chi_Mo_O_B_OS,C16_Chi_BP_B_Aus,C16_Chi_Bplace_NS,C16_Chi_Tot_resp,C16_Cro_BP_B_OS,C16_Cro_Fa_O_B_OS,C16_Cro_Mo_O_B_OS,C16_Cro_BP_B_Aus,C16_Cro_Bplace_NS,C16_Cro_Tot_resp,C16_Dut_BP_B_OS,C16_Dut_Fa_O_B_OS,C16_Dut_Mo_O_B_OS,C16_Dut_BP_B_Aus,C16_Dut_Bplace_NS,C16_Dut_Tot_resp,C16_Eng_BP_B_OS,C16_Eng_Fa_O_B_OS,C16_Eng_Mo_O_B_OS,C16_Eng_BP_B_Aus,C16_Eng_Bplace_NS,C16_Eng_Tot_resp,C16_Fil_BP_B_OS,C16_Fil_Fa_O_B_OS,C16_Fil_Mo_O_B_OS,C16_Fil_BP_B_Aus,C16_Fil_Bplace_NS,C16_Fil_Tot_resp,C16_Fre_BP_B_OS,C16_Fre_Fa_O_B_OS,C16_Fre_Mo_O_B_OS,C16_Fre_BP_B_Aus,C16_Fre_Bplace_NS,C16_Fre_Tot_resp,C16_Ger_BP_B_OS,C16_Ger_Fa_O_B_OS,C16_Ger_Mo_O_B_OS,C16_Ger_BP_B_Aus,C16_Ger_Bplace_NS,C16_Ger_Tot_resp,C16_Gre_BP_B_OS,C16_Gre_Fa_O_B_OS,C16_Gre_Mo_O_B_OS,C16_Gre_BP_B_Aus,C16_Gre_Bplace_NS,C16_Gre_Tot_resp,C16_Hun_BP_B_OS,C16_Hun_Fa_O_B_OS,C16_Hun_Mo_O_B_OS,C16_Hun_BP_B_Aus,C16_Hun_Bplace_NS,C16_Hun_Tot_resp,C16_Ind_BP_B_OS,C16_Ind_Fa_O_B_OS,C16_Ind_Mo_O_B_OS,C16_Ind_BP_B_Aus,C16_Ind_Bplace_NS,C16_Ind_Tot_resp,C16_Iri_BP_B_OS,C16_Iri_Fa_O_B_OS,C16_Iri_Mo_O_B_OS,C16_Iri_BP_B_Aus,C16_Iri_Bplace_NS,C16_Iri_Tot_resp,C16_Ita_BP_B_OS,C16_Ita_Fa_O_B_OS,C16_Ita_Mo_O_B_OS,C16_Ita_BP_B_Aus,C16_Ita_Bplace_NS,C16_Ita_Tot_resp,C16_Kor_BP_B_OS,C16_Kor_Fa_O_B_OS,C16_Kor_Mo_O_B_OS,C16_Kor_BP_B_Aus,C16_Kor_Bplace_NS,C16_Kor_Tot_resp,C16_Leb_BP_B_OS,C16_Leb_Fa_O_B_OS,C16_Leb_Mo_O_B_OS,C16_Leb_BP_B_Aus,C16_Leb_Bplace_NS,C16_Leb_Tot_resp,C16_Mac_BP_B_OS,C16_Mac_Fa_O_B_OS,C16_Mac_Mo_O_B_OS,C16_Mac_BP_B_Aus,C16_Mac_Bplace_NS,C16_Mac_Tot_resp,C16_Mal_BP_B_OS,C16_Mal_Fa_O_B_OS,C16_Mal_Mo_O_B_OS,C16_Mal_BP_B_Aus,C16_Mal_Bplace_NS,C16_Mal_Tot_resp,C16_Mao_BP_B_OS,C16_Mao_Fa_O_B_OS,C16_Mao_Mo_O_B_OS,C16_Mao_BP_B_Aus,C16_Mao_Bplace_NS,C16_Mao_Tot_resp,C16_NZ_BP_B_OS,C16_NZ_Fa_O_B_OS,C16_NZ_Mo_O_B_OS,C16_NZ_BP_B_Aus,C16_NZ_Bplace_NS,C16_NZ_Tot_resp,C16_Pol_BP_B_OS,C16_Pol_Fa_O_B_OS,C16_Pol_Mo_O_B_OS,C16_Pol_BP_B_Aus,C16_Pol_Bplace_NS,C16_Pol_Tot_resp,C16_Rus_BP_B_OS,C16_Rus_Fa_O_B_OS,C16_Rus_Mo_O_B_OS,C16_Rus_BP_B_Aus,C16_Rus_Birthplac_ns,C16_Rus_Tot_resp,C16_Sam_BP_B_OS,C16_Sam_Fa_O_B_OS,C16_Sam_Mo_O_B_OS,C16_Sam_BP_B_Aus,C16_Sam_Birthplac_ns,C16_Sam_Tot_resp,C16_Sco_BP_B_OS,C16_Sco_Fa_O_B_OS,C16_Sco_Mo_O_B_OS,C16_Sco_BP_B_Aus,C16_Sco_Birthplac_ns,C16_Sco_Tot_resp,C16_Ser_BP_B_OS,C16_Ser_Fa_O_B_OS,C16_Ser_Mo_O_B_OS,C16_Ser_BP_B_Aus,C16_Ser_Bplace_NS,C16_Ser_Tot_resp,C16_SAf_BP_B_OS,C16_SAf_Fa_O_B_OS,C16_SAf_Mo_O_B_OS,C16_SAf_BP_B_Aus,C16_SAf_Bplace_NS,C16_SAf_Tot_resp,C16_Span_BP_B_OS,C16_Span_Fa_O_B_OS,C16_Span_Mo_O_B_OS,C16_Span_BP_B_Aus,C16_Span_Bplace_NS,C16_Span_Tot_resp,C16_SriL_BP_B_OS,C16_SriL_Fa_O_B_OS,C16_SriL_Mo_O_B_OS,C16_SriL_BP_B_Aus,C16_SriL_Bplace_NS,C16_SriL_Tot_resp,C16_Viet_BP_B_OS,C16_Viet_Fa_O_B_OS,C16_Viet_Mo_O_B_OS,C16_Viet_BP_B_Aus,C16_Viet_Bplace_NS,C16_Viet_Tot_resp,C16_Wel_BP_B_OS,C16_Wel_Fa_O_B_OS,C16_Wel_Mo_O_B_OS,C16_Wel_BP_B_Aus,C16_Wel_Bplace_NS,C16_Wel_Tot_resp,C16_Oth_BP_B_OS,C16_Oth_Fa_O_B_OS,C16_Oth_Mo_O_B_OS,C16_Oth_BP_B_Aus,C16_Oth_Bplace_NS,C16_Oth_Tot_resp,C16_Anc_ns_BP_B_OS,C16_Anc_ns_Fa_O_B_OS,C16_Anc_ns_Mo_O_B_OS,C16_Anc_ns_BP_B_Aus,C16_Anc_ns_Bplace_NS,C16_Anc_NS_Tot_resp,C16_Tot_P_BP_B_OS,C16_Tot_P_Fa_O_B_OS,C16_Tot_P_Mo_O_B_OS,C16_Tot_P_BP_B_Aus,C16_Tot_P_Bplace_NS,C16_Tot_P_Tot_resp,C21_Aus_BP_B_OS,C21_Aus_Fa_O_B_OS,C21_Aus_Mo_O_B_OS,C21_Aus_BP_B_Aus
801041120,0,7,0,15,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,3,0,6,7,0,0,0,0,7,5,0,3,21,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,19,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,4,0,0,0,13,17,55,7,3,29,13,101,117,113,138,822
801041121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,33,32,216
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,38,43,283
801051049,60,284,5,447,0,0,0,4,0,4,478,5,6,4,3,490,0,6,0,5,0,11,15,7,0,10,0,33,124,81,42,251,3,501,25,0,0,0,0,25,5,0,0,7,0,14,28,6,11,32,0,74,0,3,0,12,0,14,4,0,0,0,0,10,135,3,0,0,0,137,19,29,10,142,0,204,6,13,3,25,0,46,26,0,0,0,0,27,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,9,0,18,4,0,0,0,0,7,0,0,0,0,0,0,31,20,13,84,0,151,0,0,0,0,0,0,10,0,0,0,0,11,9,0,0,0,0,11,19,0,0,0,0,22,9,0,0,0,0,12,3,0,3,6,0,8,311,35,24,32,0,404,8,0,0,3,119,131,1128,163,110,560,129,2086,15,193,141,567
801051050,229,1270,38,1785,0,0,0,13,0,11,127,4,16,18,0,161,37,3,5,8,3,51,62,17,10,22,3,110,370,213,179,1141,49,1947,18,0,8,0,0,23,31,3,0,15,0,51,76,27,15,131,3,255,31,13,3,25,0,68,16,6,4,3,0,26,47,9,9,0,0,72,89,60,53,578,10,792,80,25,18,80,6,201,11,0,0,8,0,11,13,5,0,0,5,15,12,3,0,0,0,14,6,0,5,7,0,25,6,0,0,0,0,6,28,10,14,3,0,60,41,9,6,12,0,60,27,4,0,8,0,40,0,0,0,0,0,0,94,66,58,430,8,655,4,6,0,0,0,10,9,0,0,0,0,10,16,0,3,6,0,24,12,0,0,0,0,18,63,0,3,4,0,71,13,7,0,19,0,45,360,51,50,74,8,541,7,0,5,20,285,318,1364,442,388,2601,390,5183,45,255,241,1337
801051051,159,941,17,1344,3,0,0,9,0,15,526,8,13,18,0,567,23,3,4,7,0,41,27,13,9,20,0,71,330,209,154,916,22,1634,57,0,9,0,0,67,28,4,0,16,0,49,71,31,18,114,0,235,27,3,4,20,0,58,14,3,0,4,0,19,149,3,3,0,4,161,87,62,46,531,3,729,51,23,11,61,0,152,105,0,0,0,0,106,4,0,3,7,0,16,10,0,0,3,0,9,5,0,0,9,0,19,0,0,0,0,0,4,20,8,7,6,0,38,47,14,5,13,0,78,17,0,4,4,0,24,0,0,0,0,0,3,85,60,42,356,6,546,16,0,4,0,0,24,14,0,0,0,0,22,23,4,4,3,0,36,37,6,3,0,0,42,76,0,4,0,4,79,12,3,11,25,0,53,583,50,64,68,9,776,11,4,0,13,546,571,2128,408,328,2036,596,5500,39,227,212,1101
801051053,85,487,0,696,0,0,0,6,0,9,1339,6,12,13,3,1367,7,3,4,8,0,16,17,13,4,18,0,50,204,93,100,458,4,864,34,0,7,0,0,46,19,3,5,4,0,31,50,13,10,47,0,123,16,13,4,17,0,43,4,0,4,3,0,12,142,0,4,0,0,152,75,28,28,251,0,386,37,12,5,40,0,96,101,0,5,0,0,99,12,0,4,3,0,17,6,3,0,0,0,14,3,3,4,6,0,10,3,0,0,0,0,3,13,3,5,0,0,18,18,0,0,13,0,35,17,0,0,6,0,32,4,0,3,0,0,3,63,26,32,198,4,327,5,0,0,0,0,11,3,0,0,0,0,10,22,0,0,5,0,23,30,0,0,0,0,32,32,0,0,0,0,33,16,3,6,5,0,28,417,29,34,34,3,516,13,0,0,19,390,425,2405,207,202,1058,399,4275,41,131,132,650
801051054,54,431,3,586,0,0,0,4,0,4,143,3,5,12,0,160,20,3,0,0,0,27,12,3,5,13,0,42,116,82,56,431,8,687,13,0,0,0,0,17,6,0,5,7,0,18,33,14,8,66,0,119,18,0,0,8,0,31,5,0,0,6,0,12,25,0,3,0,0,33,25,31,19,254,0,340,36,9,4,26,0,68,15,0,0,0,0,19,3,0,0,0,0,7,9,0,0,0,0,3,3,0,0,10,0,13,0,3,0,0,0,3,11,0,6,0,0,19,17,3,6,9,0,31,3,0,0,0,0,10,0,0,0,0,0,0,32,18,15,192,0,255,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,5,14,0,0,0,0,14,43,0,0,0,0,42,8,6,3,12,0,28,244,29,33,38,0,339,7,7,3,8,120,147,745,163,126,979,135,2148,35,131,116,656
801051055,148,753,19,1091,0,0,0,6,6,15,184,7,8,0,5,206,11,0,7,6,0,22,29,16,8,16,0,63,244,123,130,687,18,1194,22,0,0,0,0,22,17,0,0,4,0,21,51,17,13,79,0,159,52,5,8,14,3,89,16,0,3,3,0,22,52,5,10,0,0,61,63,58,44,408,4,579,57,22,6,42,0,121,10,0,0,3,0,11,0,3,0,0,0,6,0,0,0,0,0,0,10,0,0,3,0,13,3,0,3,0,0,3,14,4,11,4,0,32,25,8,0,13,0,37,8,0,0,0,0,10,0,0,0,0,0,4,60,35,40,254,11,402,12,0,0,0,0,16,11,9,0,0,0,14,7,0,0,0,0,16,9,0,7,0,0,13,63,0,7,0,0,68,10,5,0,17,0,31,439,45,52,46,4,590,9,0,0,17,182,208,1259,277,284,1612,227,3660,45,212,184,928
801051056,133,746,9,1042,0,0,0,12,0,17,41,11,7,15,0,61,15,0,0,3,0,21,17,5,7,10,0,39,198,122,103,768,10,1204,9,0,0,0,0,12,5,0,3,7,0,18,47,14,23,75,3,158,46,6,0,24,0,73,6,0,0,4,0,13,12,0,3,0,0,20,66,56,46,423,9,597,37,9,5,50,0,103,12,0,3,0,0,19,4,0,0,8,0,14,8,0,0,0,0,8,5,5,0,5,0,12,0,0,0,0,0,0,9,4,8,3,0,26,16,6,6,6,0,32,13,4,0,0,0,15,0,0,0,0,0,0,67,38,19,247,0,379,0,0,0,0,0,5,7,4,0,0,0,14,6,0,0,4,0,8,7,0,4,0,0,11,18,0,0,0,0,24,3,6,0,16,0,27,223,33,42,44,0,344,14,0,0,17,120,150,746,258,239,1608,151,2996,30,180,145,794
801051057,137,953,12,1336,0,0,0,12,0,19,296,3,11,19,4,334,63,5,0,18,0,95,36,15,10,29,0,87,347,196,160,941,17,1666,46,0,6,0,0,51,27,3,4,6,0,38,83,19,14,109,0,225,35,0,4,18,0,62,8,3,0,8,0,22,145,0,7,0,0,162,91,64,56,507,16,732,81,24,6,37,3,150,42,0,4,7,0,45,7,0,0,0,0,6,10,0,0,0,0,11,9,4,0,9,0,17,4,0,0,0,0,4,18,3,3,4,0,26,40,3,4,10,0,56,23,3,0,6,0,35,9,0,0,0,0,12,88,57,36,341,7,526,39,4,0,0,0,49,14,5,0,0,0,18,17,3,0,0,0,21,41,4,3,0,0,43,70,0,4,0,0,74,15,8,3,15,0,39,583,63,49,85,8,781,15,3,0,14,360,400,1936,393,300,2071,418,5114,61,250,190,1030
801051058,189,1260,16,1774,0,0,0,16,0,16,171,6,20,23,0,222,26,9,3,14,0,54,41,23,12,29,5,117,374,270,193,1155,17,2003,17,0,5,0,0,29,40,0,9,15,0,56,123,31,21,109,0,286,32,10,4,21,0,67,19,8,4,3,0,35,96,4,7,0,0,106,100,76,68,622,4,871,53,25,20,74,6,174,24,0,0,0,0,25,0,0,4,7,0,9,11,0,0,0,0,16,4,0,0,6,0,13,8,0,0,0,0,13,29,10,7,0,0,47,38,8,10,17,0,72,20,4,3,0,0,32,9,0,0,0,0,14,102,67,58,442,3,673,12,0,0,0,0,14,17,9,5,0,0,25,16,0,4,9,0,30,21,0,0,5,0,32,55,0,3,4,0,64,23,5,4,17,0,56,526,85,69,78,3,761,9,0,4,14,280,313,1642,525,397,2596,324,5477,60,334,221,1373
801051060,115,609,0,869,0,0,0,3,0,3,345,5,10,21,3,378,26,3,0,8,0,35,19,3,12,14,0,50,198,132,104,716,7,1158,26,0,7,0,0,38,26,3,5,9,0,37,58,9,19,102,0,189,17,10,7,11,0,37,11,3,7,4,0,19,127,4,3,0,0,132,70,44,42,402,0,566,45,23,5,48,0,120,57,0,0,3,0,63,7,0,3,0,0,17,6,0,0,0,0,10,9,5,0,7,0,17,5,0,0,0,0,3,19,4,3,0,0,34,32,4,9,11,0,53,15,0,0,0,0,13,6,0,0,0,0,6,65,46,40,288,0,443,9,0,0,0,0,12,9,0,0,0,0,14,17,3,5,0,0,19,24,0,0,0,0,26,79,0,0,0,0,79,10,6,6,10,0,28,512,26,44,58,0,640,10,0,0,8,419,431,1609,266,245,1500,436,4049,36,200,159,846
801051061,244,1314,9,1901,0,0,0,7,0,11,163,16,14,10,0,209,20,5,4,21,0,49,51,15,16,36,0,110,382,247,210,1194,21,2047,50,4,12,0,3,70,33,8,0,12,0,54,96,35,23,140,7,296,40,11,3,18,0,72,11,5,0,5,0,26,144,8,0,4,0,151,101,71,64,593,9,840,79,35,15,66,0,190,52,0,5,0,0,59,3,4,0,4,0,10,6,0,0,0,0,7,22,0,0,7,0,31,8,9,0,5,0,18,23,8,8,4,0,49,34,5,12,15,0,66,13,3,8,3,0,24,3,0,0,0,0,8,122,64,62,421,0,664,23,0,0,0,0,31,20,4,8,4,0,31,50,0,5,10,0,66,22,0,0,0,0,27,75,0,3,4,0,87,13,3,8,24,0,45,586,59,64,82,9,801,26,0,0,30,302,353,1918,503,442,2660,346,5865,59,338,298,1615
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,123,764,7,1059,0,0,0,3,0,3,119,0,3,6,0,132,12,4,3,11,0,31,27,8,5,12,0,57,207,135,107,742,8,1208,17,0,0,0,0,17,18,3,3,5,0,32,61,23,11,82,5,170,23,6,3,22,0,49,9,0,4,0,0,17,33,0,0,0,0,40,50,48,39,410,14,556,50,16,12,44,0,128,10,0,0,3,0,13,6,0,5,11,0,12,15,0,0,0,0,19,0,0,0,3,0,5,3,0,0,0,0,5,9,3,8,0,0,15,17,3,3,4,0,32,10,0,5,0,0,20,3,0,0,0,0,3,72,39,32,237,4,380,6,0,0,0,0,11,5,0,0,0,0,3,7,0,0,0,0,7,7,0,0,0,0,10,25,0,0,0,0,27,11,5,0,19,0,31,213,24,29,55,0,323,6,0,0,10,205,222,869,265,229,1633,233,3220,41,215,163,1057
801051125,94,513,4,705,0,0,0,0,0,0,28,0,7,4,0,34,3,3,0,9,0,16,8,0,7,21,0,39,126,98,90,465,3,774,14,0,0,0,0,16,6,0,7,9,0,20,7,8,8,77,0,104,0,0,0,5,0,13,3,5,0,5,0,5,18,0,0,0,0,19,26,13,17,176,0,229,7,13,3,42,0,71,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,15,7,0,0,0,0,8,14,8,5,5,0,33,7,0,0,7,0,20,0,0,0,6,0,4,0,0,0,3,0,8,22,22,20,152,0,211,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,4,0,0,6,0,0,0,6,0,0,0,0,12,9,0,0,10,0,17,98,13,17,21,0,156,8,0,0,4,118,127,326,169,162,997,125,1774,8,110,89,531
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,38,335,5,453,0,0,0,0,0,3,75,0,7,3,0,92,8,0,0,3,0,12,10,0,4,0,0,19,126,53,44,325,9,557,5,0,0,0,0,3,8,7,0,4,0,15,18,8,5,28,0,61,15,0,9,4,0,24,3,0,0,0,0,5,27,0,0,0,0,27,32,20,11,164,0,231,16,6,3,19,0,44,22,0,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,11,0,4,0,0,12,20,4,3,6,0,22,3,0,0,7,0,3,0,0,0,0,0,0,37,20,14,127,6,198,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,8,13,0,0,0,0,14,33,3,0,0,0,38,4,0,0,9,0,14,160,10,16,23,6,207,3,0,0,0,172,176,559,102,90,696,183,1640,22,65,59,295
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,118,709,14,975,0,0,0,0,0,4,118,0,9,9,4,142,23,0,0,15,0,42,21,7,3,11,0,43,227,108,99,656,16,1106,18,0,0,0,0,18,12,3,7,7,0,25,47,16,8,67,0,134,38,5,4,23,0,65,3,3,0,0,0,9,68,0,6,0,0,80,42,23,25,306,5,398,40,8,6,47,3,104,6,0,0,0,0,9,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,18,3,0,4,0,28,34,6,0,13,0,45,13,0,0,3,0,16,0,0,0,0,0,0,56,28,30,229,4,347,3,0,5,0,0,8,7,0,3,0,0,12,11,0,0,0,0,12,21,0,0,0,0,29,21,0,0,0,0,26,11,6,0,7,0,21,181,38,32,41,0,292,3,3,0,9,101,112,886,215,200,1443,131,2874,39,123,132,665
801061063,56,343,0,472,0,0,0,0,0,0,59,0,0,8,0,71,20,0,0,5,0,28,9,0,7,5,0,16,79,56,46,352,5,538,8,0,0,0,0,5,11,0,5,5,0,17,23,8,6,41,0,80,26,11,0,21,0,63,0,0,0,0,0,3,34,5,8,3,0,45,26,13,16,170,0,227,42,3,3,29,0,76,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,9,0,0,0,0,0,0,5,0,3,0,0,7,7,3,0,3,0,19,5,0,0,0,0,5,4,0,0,0,0,4,32,21,9,124,0,184,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,17,0,0,0,0,17,10,0,0,5,0,20,125,23,13,18,0,184,6,0,0,6,131,138,494,117,107,754,140,1609,7,77,71,377
801061064,145,962,12,1338,0,0,0,3,0,0,196,7,15,6,0,225,23,3,0,11,0,39,27,17,8,22,0,70,294,180,122,945,19,1563,28,0,0,0,0,31,31,0,3,15,0,48,69,20,10,103,0,204,24,5,0,12,0,45,18,0,0,3,0,23,99,0,5,0,0,105,96,51,33,555,7,745,93,29,4,68,3,197,29,0,0,0,0,33,8,0,0,7,0,13,9,0,0,4,0,16,0,3,4,3,0,19,0,0,0,0,0,0,11,0,10,0,0,24,40,7,0,8,0,63,18,6,0,0,0,25,4,0,0,0,0,6,78,55,33,326,4,499,7,0,5,0,0,16,13,0,0,0,0,18,22,4,0,4,0,34,34,0,0,0,0,34,34,5,0,0,0,38,13,7,0,13,0,29,370,46,48,72,3,534,3,0,0,11,403,414,1419,375,258,2079,444,4576,32,247,200,1098
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,211,1310,29,1814,0,3,0,28,0,41,168,11,20,14,0,213,39,4,4,0,0,50,38,21,8,24,4,96,333,196,141,1129,32,1823,40,0,4,0,0,39,59,17,8,22,0,118,80,34,27,163,0,307,44,12,3,19,0,84,17,3,4,5,0,27,118,3,3,3,0,129,96,61,41,601,17,812,119,28,11,82,3,242,46,0,4,0,0,53,4,5,0,6,0,14,12,3,0,0,4,17,18,3,3,6,0,32,12,0,0,5,0,20,32,5,5,0,0,37,45,8,6,14,0,73,9,0,0,13,0,24,13,0,0,0,0,9,107,59,59,383,8,618,26,0,3,0,0,29,5,0,0,0,0,8,41,0,0,7,0,55,39,0,0,0,0,44,49,0,5,0,0,61,11,3,5,19,0,38,490,54,71,66,3,690,25,0,0,20,596,648,1814,446,358,2674,667,5956,74,282,283,1299
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0
