SA2_CODE_2021,C21_F_CL_C_I_II_15_19,C21_F_CL_C_I_II_20_24,C21_F_CL_C_I_II_25_34,C21_F_CL_C_I_II_35_44,C21_F_CL_C_I_II_45_54,C21_F_CL_C_I_II_55_64,C21_F_CL_C_I_II_65_74,C21_F_CL_C_I_II_75_84,C21_F_CL_C_I_II_85over,C21_F_CL_C_I_II_Tot,C21_F_CL_CL_nfd_15_19,C21_F_CL_CL_nfd_20_24,C21_F_CL_CL_nfd_25_34,C21_F_CL_CL_nfd_35_44,C21_F_CL_CL_nfd_45_54,C21_F_CL_CL_nfd_55_64,C21_F_CL_CL_nfd_65_74,C21_F_CL_CL_nfd_75_84,C21_F_CL_CL_nfd_85over,C21_F_CL_CL_nfd_Tot,C21_F_CL_Tot_15_19,C21_F_CL_Tot_20_24,C21_F_CL_Tot_25_34,C21_F_CL_Tot_35_44,C21_F_CL_Tot_45_54,C21_F_CL_Tot_55_64,C21_F_CL_Tot_65_74,C21_F_CL_Tot_75_84,C21_F_CL_Tot_85over,C21_F_CL_Tot_Tot,C21_F_LE_ID_15_19,C21_F_LE_ID_20_24,C21_F_LE_ID_25_34,C21_F_LE_ID_35_44,C21_F_LE_ID_45_54,C21_F_LE_ID_55_64,C21_F_LE_ID_65_74,C21_F_LE_ID_75_84,C21_F_LE_ID_85over,C21_F_LE_ID_Tot,C21_F_LE_NS_15_19,C21_F_LE_NS_20_24,C21_F_LE_NS_25_34,C21_F_LE_NS_35_44,C21_F_LE_NS_45_54,C21_F_LE_NS_55_64,C21_F_LE_NS_65_74,C21_F_LE_NS_75_84,C21_F_LE_NS_85over,C21_F_LE_NS_Tot,C21_F_Tot_15_19_yrs,C21_F_Tot_20_24_yrs,C21_F_Tot_25_34_yrs,C21_F_Tot_35_44_yrs,C21_F_Tot_45_54_yrs,C21_F_Tot_55_64_yrs,C21_F_Tot_65_74_yrs,C21_F_Tot_75_84_yrs,C21_F_Tot_85over,C21_F_Tot_Tot,C11_P_Post_Deg_15_19_yrs,C11_P_Post_Deg_20_24_yrs,C11_P_Post_Deg_25_34_yrs,C11_P_Post_Deg_35_44_yrs,C11_P_Post_Deg_45_54_yrs,C11_P_Post_Deg_55_64_yrs,C11_P_Post_Deg_65_74_yrs,C11_P_Post_Deg_75_84_yrs,C11_P_Post_Deg_85over,C11_P_Post_Deg_Tot,C11_P_GrDip_GrCe_15_19,C11_P_GrDip_GrCe_20_24,C11_P_GrDip_GrCe_25_34,C11_P_GrDip_GrCe_35_44,C11_P_GrDip_GrCe_45_54,C11_P_GrDip_GrCe_55_64,C11_P_GrDip_GrCe_65_74,C11_P_GrDip_GrCe_75_84,C11_P_GrDip_GrCe_85over,C11_P_GrDip_GrCe_Tot,C11_P_BD_15_19,C11_P_BD_20_24,C11_P_BD_25_34,C11_P_BD_35_44,C11_P_BD_45_54,C11_P_BD_55_64,C11_P_BD_65_74,C11_P_BD_75_84,C11_P_BD_85over,C11_P_BD_Tot,C11_P_AdD_DL_15_19,C11_P_AdD_DL_20_24,C11_P_AdD_DL_25_34,C11_P_AdD_DL_35_44,C11_P_AdD_DL_45_54,C11_P_AdD_DL_55_64,C11_P_AdD_DL_65_74,C11_P_AdD_DL_75_84,C11_P_AdD_DL_85over,C11_P_AdD_DL_Tot,C11_P_CL_C_III_IV_15_19,C11_P_CL_C_III_IV_20_24,C11_P_CL_C_III_IV_25_34,C11_P_CL_C_III_IV_35_44,C11_P_CL_C_III_IV_45_54,C11_P_CL_C_III_IV_55_64,C11_P_CL_C_III_IV_65_74,C11_P_CL_C_III_IV_75_84,C11_P_CL_C_III_IV_85over,C11_P_CL_C_III_IV_Tot,C11_P_CL_C_I_II_15_19,C11_P_CL_C_I_II_20_24,C11_P_CL_C_I_II_25_34,C11_P_CL_C_I_II_35_44,C11_P_CL_C_I_II_45_54,C11_P_CL_C_I_II_55_64,C11_P_CL_C_I_II_65_74,C11_P_CL_C_I_II_75_84,C11_P_CL_C_I_II_85over,C11_P_CL_C_I_II_Tot,C11_P_CL_CL_nfd_15_19,C11_P_CL_CL_nfd_20_24,C11_P_CL_CL_nfd_25_34,C11_P_CL_CL_nfd_35_44,C11_P_CL_CL_nfd_45_54,C11_P_CL_CL_nfd_55_64,C11_P_CL_CL_nfd_65_74,C11_P_CL_CL_nfd_75_84,C11_P_CL_CL_nfd_85over,C11_P_CL_CL_nfd_Tot,C11_P_CL_Tot_15_19,C11_P_CL_Tot_20_24,C11_P_CL_Tot_25_34,C11_P_CL_Tot_35_44,C11_P_CL_Tot_45_54,C11_P_CL_Tot_55_64,C11_P_CL_Tot_65_74,C11_P_CL_Tot_75_84,C11_P_CL_Tot_85over,C11_P_CL_Tot_Tot,C11_P_LE_ID_15_19,C11_P_LE_ID_20_24,C11_P_LE_ID_25_34,C11_P_LE_ID_35_44,C11_P_LE_ID_45_54,C11_P_LE_ID_55_64,C11_P_LE_ID_65_74,C11_P_LE_ID_75_84,C11_P_LE_ID_85over,C11_P_LE_ID_Tot,C11_P_LE_NS_15_19,C11_P_LE_NS_20_24,C11_P_LE_NS_25_34,C11_P_LE_NS_35_44,C11_P_LE_NS_45_54,C11_P_LE_NS_55_64,C11_P_LE_NS_65_74,C11_P_LE_NS_75_84,C11_P_LE_NS_85over,C11_P_LE_NS_Tot,C11_P_Tot_15_19_yrs,C11_P_Tot_20_24_yrs,C11_P_Tot_25_34_yrs,C11_P_Tot_35_44_yrs,C11_P_Tot_45_54_yrs,C11_P_Tot_55_64_yrs,C11_P_Tot_65_74_yrs,C11_P_Tot_75_84_yrs,C11_P_Tot_85over,C11_P_Tot_Tot,C16_P_Post_Deg_15_19_yrs,C16_P_Post_Deg_20_24_yrs,C16_P_Post_Deg_25_34_yrs,C16_P_Post_Deg_35_44_yrs,C16_P_Post_Deg_45_54_yrs,C16_P_Post_Deg_55_64_yrs,C16_P_Post_Deg_65_74_yrs,C16_P_Post_Deg_75_84_yrs,C16_P_Post_Deg_85over,C16_P_Post_Deg_Tot,C16_P_GrDip_GrCe_15_19,C16_P_GrDip_GrCe_20_24,C16_P_GrDip_GrCe_25_34,C16_P_GrDip_GrCe_35_44,C16_P_GrDip_GrCe_45_54,C16_P_GrDip_GrCe_55_64,C16_P_GrDip_GrCe_65_74,C16_P_GrDip_GrCe_75_84,C16_P_GrDip_GrCe_85over,C16_P_GrDip_GrCe_Tot,C16_P_BD_15_19,C16_P_BD_20_24,C16_P_BD_25_34,C16_P_BD_35_44,C16_P_BD_45_54,C16_P_BD_55_64,C16_P_BD_65_74,C16_P_BD_75_84,C16_P_BD_85over,C16_P_BD_Tot
801061069,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,8,0,5,7,24,0,6,4,13,13,19,6,3,8,75,0,0,0,0,0,5,3,3,3,14,0,3,9,7,12,11,10,7,9,59,4,36,111,175,217,197,126,54,51,963,0,4,30,76,97,74,38,9,3,336,0,0,14,23,50,43,9,0,0,131,0,52,98,123,184,138,63,31,24,701,0,8,30,32,33,51,24,18,16,219,0,16,26,30,34,13,13,12,10,144,0,0,6,4,0,0,0,0,0,14,0,0,3,3,9,5,6,0,4,23,3,16,27,33,41,26,10,14,15,189,0,0,5,0,6,4,9,6,3,37,12,12,14,13,21,25,12,21,25,150,15,99,218,300,428,355,170,97,83,1758,0,5,35,74,123,84,45,16,6,393,0,0,19,26,38,39,18,0,0,149,0,47,114,129,173,134,96,35,12,740
801061070,0,0,0,0,0,5,3,0,0,11,0,0,0,0,0,8,7,4,0,21,3,0,9,6,3,20,22,7,3,70,0,0,0,0,0,0,0,3,0,7,4,3,5,5,4,3,18,18,3,73,4,35,102,179,183,208,245,100,29,1078,0,4,37,66,95,134,53,27,4,414,0,0,12,22,37,44,11,0,0,135,0,44,121,124,143,162,82,30,10,716,0,10,19,28,41,60,35,10,3,206,0,10,13,20,30,26,14,8,8,130,3,0,0,4,7,5,0,0,0,16,0,0,0,7,4,8,3,0,0,33,3,12,18,28,37,41,22,8,10,181,0,0,5,0,7,12,13,6,3,50,21,8,13,13,19,16,16,31,13,141,31,81,227,273,385,464,231,107,49,1839,0,0,42,90,107,100,95,34,6,472,0,0,9,17,36,48,34,10,0,153,0,30,97,97,133,136,141,38,15,687
801061129,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,5,0,0,9,0,3,7,3,10,3,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,7,38,19,16,14,10,5,0,107,0,57,254,145,124,97,103,27,3,816,0,5,54,58,39,41,16,8,0,217,0,4,19,17,10,23,0,0,0,69,0,30,148,56,48,49,18,6,0,367,0,10,17,5,17,16,5,0,0,67,0,8,11,7,7,3,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,10,0,7,13,10,9,10,6,0,0,55,0,0,0,4,0,3,0,0,0,13,0,19,49,25,18,20,14,0,4,153,4,71,297,178,140,161,70,18,0,938,0,4,97,68,51,42,38,9,0,315,0,0,47,13,19,23,7,0,6,109,0,33,155,80,47,58,48,9,3,433
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,9,0,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8
801061131,0,0,10,3,3,0,5,0,0,21,0,0,4,0,6,10,5,6,0,30,3,18,36,25,18,31,11,7,0,156,0,0,3,4,0,0,6,0,0,10,7,34,91,52,36,28,32,15,5,303,8,191,998,580,327,282,228,92,18,2724,0,7,176,117,77,65,21,9,3,473,0,5,64,24,25,12,3,0,0,136,0,99,550,122,69,77,42,14,3,975,0,8,61,45,41,38,11,3,4,213,3,13,59,25,25,9,3,3,4,152,0,0,5,0,0,0,0,4,0,11,0,0,7,8,0,6,0,0,0,19,6,13,70,34,28,11,9,5,5,182,0,4,4,5,6,3,7,4,0,30,16,22,101,42,34,37,10,8,4,273,26,161,1017,389,272,243,103,43,22,2285,0,15,320,194,123,103,43,22,6,824,0,3,134,32,33,34,19,9,0,270,0,108,710,211,104,103,84,29,6,1363
801071071,6,5,6,6,7,4,0,0,0,33,0,4,0,3,16,11,6,3,0,52,10,38,76,101,92,55,23,10,0,401,0,0,0,0,8,4,6,0,0,16,3,8,21,16,8,10,7,7,0,78,21,82,294,310,266,180,76,27,0,1248,0,0,27,24,40,13,0,0,0,104,0,0,23,23,23,12,0,0,0,82,0,24,136,136,89,39,8,3,0,444,0,27,91,112,75,47,8,8,0,374,6,70,182,165,140,58,24,7,0,653,10,6,17,16,6,3,0,0,0,61,0,8,12,23,10,9,6,0,0,65,17,87,216,199,160,66,26,7,0,783,0,7,4,16,12,4,6,3,0,55,41,14,54,53,57,30,18,9,3,295,56,158,555,566,457,218,76,37,6,2128,0,0,16,31,29,24,3,0,0,115,0,0,21,31,24,19,8,0,0,103,0,22,118,135,96,69,34,3,0,485
801071072,0,0,3,4,3,9,4,0,0,25,0,0,8,9,4,12,5,3,0,46,12,14,52,41,51,52,27,8,3,246,0,0,0,0,4,4,0,0,0,7,4,5,6,11,16,6,7,3,8,63,19,56,206,225,205,171,110,29,4,1035,0,6,38,38,44,24,9,0,0,157,0,0,17,17,29,7,0,0,0,72,0,45,184,126,102,56,12,4,0,521,0,15,64,65,90,39,19,0,0,297,9,54,78,106,91,54,9,6,4,407,0,11,14,7,21,0,0,0,0,54,0,3,3,10,11,3,0,0,0,40,8,65,93,128,123,62,12,9,4,505,0,0,3,5,13,6,5,6,0,41,21,15,20,23,25,9,12,3,4,136,35,138,419,402,432,205,68,23,7,1731,0,0,26,61,41,24,15,4,0,172,0,0,12,21,27,27,3,0,0,91,0,31,160,125,117,69,29,10,0,540
801071073,4,7,3,3,8,0,4,0,0,30,0,0,5,7,16,20,10,3,0,59,12,41,97,67,59,72,36,9,0,390,0,0,5,3,5,6,3,0,0,21,0,5,13,19,10,13,15,19,15,105,16,99,332,293,293,288,137,46,27,1532,0,0,16,33,78,35,7,0,0,174,0,6,20,32,46,21,4,0,0,126,0,43,159,150,170,77,23,9,4,630,0,32,101,138,140,70,15,8,0,511,18,86,164,151,178,93,34,19,3,736,3,8,19,7,7,5,0,0,0,60,0,9,11,14,24,12,5,0,0,69,22,98,189,174,206,110,39,19,3,864,0,4,6,14,22,16,3,6,0,73,43,13,30,38,30,33,16,7,0,202,65,190,527,575,696,363,112,46,8,2592,0,0,39,27,52,55,19,7,0,195,0,0,7,27,43,41,7,0,5,130,0,49,150,158,146,117,41,19,3,683
801071074,0,3,3,3,5,4,4,0,0,40,0,3,3,7,8,12,4,0,0,49,14,27,72,67,71,78,22,3,0,362,0,0,5,6,0,0,5,0,0,12,5,6,16,16,10,13,11,5,0,94,20,63,268,282,237,270,111,30,7,1296,0,0,19,31,50,32,10,0,0,134,0,0,15,33,37,12,8,0,0,104,0,43,139,106,135,77,12,3,0,522,0,25,73,80,130,60,14,0,0,395,16,90,167,136,151,88,24,0,0,683,13,15,10,7,9,3,0,0,0,55,4,12,12,21,20,7,0,0,0,73,29,111,194,162,178,104,31,0,0,809,0,0,7,10,23,17,8,9,0,77,30,13,22,30,31,21,12,15,5,183,65,203,467,440,584,322,90,27,8,2220,0,0,30,45,48,36,24,6,0,182,0,4,13,15,30,39,10,3,0,118,0,18,122,118,85,116,25,0,0,501
801071075,4,5,3,3,7,11,0,0,0,33,0,0,0,4,23,18,3,4,0,56,7,26,71,65,76,77,16,3,0,342,0,0,0,0,3,0,0,0,0,9,7,7,13,18,12,14,6,7,3,83,16,72,226,295,305,231,72,31,11,1247,0,0,19,31,44,24,6,0,0,121,0,3,13,24,34,12,0,0,0,81,0,33,107,167,128,62,13,12,0,520,3,22,76,127,116,39,10,4,0,397,17,67,149,166,157,55,30,9,3,661,12,9,15,19,11,7,0,0,0,67,0,3,12,17,27,15,5,3,0,86,30,80,178,198,189,80,39,14,3,809,0,0,11,17,10,18,3,4,0,69,28,23,21,40,37,33,23,7,4,219,65,159,423,601,560,261,98,44,10,2214,0,0,9,29,46,39,7,0,0,140,0,0,20,18,28,23,3,0,0,105,0,42,100,143,139,85,31,13,3,552
801071076,10,0,4,0,0,4,0,0,0,18,0,5,0,3,3,6,9,3,0,33,6,7,14,19,11,28,19,7,0,118,0,0,0,0,0,0,4,0,0,3,0,5,4,3,0,5,11,3,0,28,14,28,74,198,186,199,130,34,4,862,0,0,17,34,64,64,14,4,0,195,0,0,10,26,40,39,14,0,0,128,0,42,78,109,172,129,40,9,3,581,0,21,31,56,70,62,21,9,5,278,0,26,32,35,74,57,22,8,4,261,3,3,3,3,0,7,0,0,0,28,0,3,6,4,11,11,3,0,0,43,11,33,49,46,89,72,25,10,4,333,0,0,3,3,14,8,6,0,0,41,8,3,5,16,13,20,10,3,3,75,17,102,188,284,468,398,127,31,14,1633,0,0,15,56,55,86,35,3,0,254,0,0,8,32,40,40,25,0,0,143,0,25,78,122,128,146,65,16,3,585
801071077,0,3,0,0,3,10,0,0,0,16,0,0,0,0,8,13,6,0,0,28,3,17,45,29,35,41,11,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,9,13,5,3,3,0,0,38,6,29,141,169,123,129,51,13,0,662,0,0,8,11,16,13,0,3,0,60,0,0,3,10,14,16,0,0,0,42,0,17,71,55,59,37,13,0,0,248,0,15,37,41,63,29,8,4,0,198,5,54,99,84,90,51,9,8,0,405,5,6,10,3,4,0,0,0,0,31,0,0,9,11,11,12,0,0,0,36,18,61,110,106,106,59,9,8,0,474,0,0,4,9,10,13,4,3,0,37,19,9,13,13,28,15,3,6,4,110,33,109,242,244,292,177,41,23,5,1171,0,0,10,15,16,17,7,0,0,64,0,0,3,8,15,11,7,0,0,49,0,15,83,69,45,45,23,4,0,288
801071078,7,3,12,5,5,8,3,0,0,48,4,3,5,9,16,28,10,9,0,92,12,58,117,117,107,113,37,14,3,581,0,0,6,4,7,0,0,0,0,19,8,6,17,19,24,13,24,31,21,172,28,124,429,435,444,365,169,81,35,2107,0,0,29,65,70,35,15,0,0,218,0,0,25,34,40,23,9,0,0,128,0,38,185,210,193,88,29,7,0,749,0,39,140,183,187,90,19,9,0,665,15,106,207,184,223,111,37,19,3,908,12,17,20,14,12,11,0,0,0,84,4,6,15,30,19,18,7,0,0,111,28,134,244,227,253,138,45,19,3,1095,0,6,13,19,26,12,10,7,3,96,69,30,58,60,70,29,40,28,8,396,98,243,696,802,838,416,164,77,14,3355,0,3,36,70,80,51,16,10,0,266,0,0,23,36,45,24,12,0,0,150,0,64,189,174,199,126,57,24,0,838
801071079,0,0,6,9,0,6,3,0,0,22,0,0,0,4,5,5,6,5,0,26,6,7,33,33,35,35,24,8,0,187,0,0,0,0,0,0,3,0,0,10,0,0,6,11,5,8,6,8,0,44,10,30,176,193,142,139,119,33,4,846,0,0,14,25,35,34,3,0,0,119,0,0,5,18,14,31,4,0,0,83,0,29,87,103,94,79,27,4,0,423,0,11,46,47,77,62,13,6,0,259,3,34,63,74,61,58,22,7,5,334,0,7,4,3,7,0,0,0,0,21,0,4,8,9,13,18,10,3,0,51,6,40,70,85,81,77,35,13,5,406,0,0,6,9,10,20,7,3,3,49,12,11,27,23,28,23,11,4,0,139,17,90,263,295,339,316,106,40,9,1481,0,0,23,35,38,47,10,8,0,155,0,0,20,13,22,22,8,0,0,83,0,18,94,90,84,99,53,8,0,446
801071080,0,0,6,3,8,3,0,0,0,22,0,3,0,7,5,9,7,3,3,43,3,40,76,42,30,43,23,10,12,280,0,0,0,0,0,3,0,0,4,10,0,9,22,17,6,13,11,24,10,110,3,114,440,247,163,153,126,83,32,1369,0,0,27,15,3,14,7,0,0,72,0,0,6,3,7,14,4,0,0,39,0,23,123,41,27,34,30,3,0,285,0,10,42,23,28,19,21,14,0,153,3,25,34,25,24,29,12,4,3,150,0,4,3,0,0,0,0,0,0,13,0,6,3,7,3,9,3,0,0,30,3,27,44,35,34,41,13,4,3,201,0,4,0,0,5,0,3,0,0,21,0,9,17,3,8,11,4,4,0,55,5,68,259,124,113,126,79,35,4,813,0,4,80,46,16,13,11,9,0,174,0,0,16,10,3,17,7,4,0,57,0,14,176,88,39,42,31,17,0,416
801071081,4,3,10,6,3,4,4,0,0,34,0,5,6,7,4,17,7,3,3,54,11,29,75,54,46,67,21,10,6,316,0,4,5,3,0,0,4,0,0,16,0,4,13,11,15,15,12,16,7,90,10,60,281,240,182,174,78,55,19,1105,0,0,25,33,36,18,0,0,0,119,0,0,10,17,25,11,3,0,0,65,0,25,144,112,86,47,13,6,0,442,0,21,76,68,78,44,14,9,0,309,7,75,138,140,131,52,29,7,5,581,12,7,14,12,14,4,0,0,0,66,0,7,0,14,18,8,0,0,0,52,16,88,162,164,160,64,28,7,5,701,0,5,13,16,13,9,3,0,0,55,16,19,26,18,37,32,20,5,3,171,30,160,457,438,429,224,93,32,7,1867,0,0,28,34,28,21,9,4,0,124,0,0,18,24,25,14,3,0,0,83,0,31,131,134,74,66,37,13,0,489
801071082,4,7,18,16,15,14,14,8,0,99,5,0,8,14,33,30,53,19,0,160,30,66,162,154,162,142,129,46,5,896,0,0,7,11,4,4,7,0,0,39,20,13,42,44,54,36,73,34,18,326,48,178,708,933,835,659,663,242,41,4305,0,0,96,169,154,157,69,14,0,658,0,0,64,81,120,127,32,4,0,437,0,105,540,520,458,459,168,33,9,2290,7,65,222,244,279,289,109,30,0,1248,27,141,407,343,309,292,140,45,10,1705,8,34,27,17,28,16,12,0,0,150,5,10,30,46,37,72,28,10,3,233,45,180,466,408,369,371,176,57,12,2088,0,4,34,25,40,62,44,9,0,220,60,41,82,67,106,106,74,38,19,594,113,403,1506,1523,1523,1563,669,184,43,7531,0,3,97,185,161,138,109,28,0,729,0,4,61,93,110,102,59,8,0,446,0,76,391,534,434,386,297,79,5,2208
801071083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,10,15,14,4,10,14,7,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,9,0,18,63,94,78,71,52,10,0,390,0,0,9,19,25,23,5,0,0,68,0,0,9,10,9,11,0,0,0,44,0,8,38,62,62,45,8,4,3,230,0,8,16,22,45,21,5,0,0,123,8,31,30,22,38,24,11,0,0,165,5,0,3,0,0,0,0,0,0,11,0,7,0,3,3,6,6,0,0,20,10,35,33,30,42,32,14,0,0,192,0,0,4,0,12,11,3,0,0,30,4,0,0,6,6,10,5,0,3,35,17,55,104,146,197,152,36,9,8,716,0,0,14,8,23,21,8,0,0,72,0,5,6,9,21,11,5,0,0,51,0,18,50,54,56,56,19,6,0,260
801071084,0,0,0,6,3,3,0,5,0,17,0,0,0,5,7,24,18,11,5,77,3,22,38,53,50,68,49,25,12,315,0,0,5,0,3,7,5,0,0,21,3,3,6,12,12,17,24,25,21,125,6,56,238,308,253,294,189,121,65,1534,0,0,39,41,65,43,13,3,0,206,0,0,15,28,48,26,5,0,0,129,0,59,155,155,164,112,32,13,7,701,3,23,57,96,127,95,30,16,11,451,15,58,108,118,128,99,48,25,6,622,6,7,10,4,10,10,4,6,0,42,0,6,12,11,18,25,8,5,3,79,22,73,129,130,155,135,58,34,15,747,0,0,7,8,29,27,12,17,9,107,17,9,13,11,32,26,22,33,22,193,42,175,425,475,619,465,175,113,53,2541,0,4,31,53,54,57,23,8,8,238,0,3,24,27,31,52,4,5,0,148,0,43,161,170,141,132,57,25,11,741
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
