SA2_CODE_2021,C11_SH_FH_CF_no_ch,C11_SH_FH_CF_w_ch,C11_SH_FH_One_PFam,C11_SH_FH_oth_fa,C11_SH_FH_Tot,C11_SH_LP_H,C11_SH_GH,C11_SH_OH,C11_SH_Tot,C11_SDRTHT1S_FH_CF_no_ch,C11_SDRTHT1S_FH_CF_w_ch,C11_SDRTHT1S_FH_One_PFam,C11_SDRTHT1S_FH_oth_fa,C11_SDRTHT1S_FH_Tot,C11_SDRTHT1S_LP_H,C11_SDRTHT1S_GH,C11_SDRTHT1S_OH,C11_SDRTHT1S_Tot,C11_SDRTHT2S_FH_CF_no_ch,C11_SDRTHT2S_FH_CF_w_ch,C11_SDRTHT2S_FH_One_PFam,C11_SDRTHT2S_FH_oth_fa,C11_SDRTHT2S_FH_Tot,C11_SDRTHT2S_LP_H,C11_SDRTHT2S_GH,C11_SDRTHT2S_OH,C11_SDRTHT2S_Tot,C11_SDRTHT_FH_CF_no_ch,C11_SDRTHT_FH_CF_w_ch,C11_SDRTHT_FH_One_PFam,C11_SDRTHT_FH_oth_fa,C11_SDRTHT_FH_Tot,C11_SDRTHT_LP_H,C11_SDRTHT_GH,C11_SDRTHT_OH,C11_SDRTHT_Tot,C11_F_a_1_2_FH_CF_no_ch,C11_F_a_1_2_FH_CF_w_ch,C11_F_a_1_2_FH_One_PFam,C11_F_a_1_2_FH_oth_fa,C11_F_a_1_2_FH_Tot,C11_F_a_1_2_LP_H,C11_F_a_1_2_GH,C11_F_a_1_2_OH,C11_F_a_1_2_Tot,C11_F_a_3_FH_CF_no_ch,C11_F_a_3_FH_CF_w_ch,C11_F_a_3_FH_One_PFam,C11_F_a_3_FH_oth_fa,C11_F_a_3_FH_Tot,C11_F_a_3_LP_H,C11_F_a_3_GH,C11_F_a_3_OH,C11_F_a_3_Tot,C11_F_a_4_8_FH_CF_no_ch,C11_F_a_4_8_FH_CF_w_ch,C11_F_a_4_8_FH_One_PFam,C11_F_a_4_8_FH_oth_fa,C11_F_a_4_8_FH_Tot,C11_F_a_4_8_LP_H,C11_F_a_4_8_GH,C11_F_a_4_8_OH,C11_F_a_4_8_Tot,C11_F_a_9m_FH_CF_no_ch,C11_F_a_9m_FH_CF_w_ch,C11_F_a_9m_FH_One_PFam,C11_F_a_9m_FH_oth_fa,C11_F_a_9m_FH_Tot,C11_F_a_9m_LP_H,C11_F_a_9m_GH,C11_F_a_9m_OH,C11_F_a_9m_Tot,C11_F_a_a_h_FH_CF_no_ch,C11_F_a_a_h_FH_CF_w_ch,C11_F_a_a_h_FH_One_PFam,C11_F_a_a_h_FH_oth_fa,C11_F_a_a_h_FH_Tot,C11_F_a_a_h_LP_H,C11_F_a_a_h_GH,C11_F_a_a_h_OH,C11_F_a_a_h_Tot,C11_F_a_Tot_FH_CF_no_ch,C11_F_a_Tot_FH_CF_w_ch,C11_F_a_Tot_FH_One_PFam,C11_F_a_Tot_FH_oth_fa,C11_F_a_Tot_FH_Tot,C11_F_a_Tot_LP_H,C11_F_a_Tot_GH,C11_F_a_Tot_OH,C11_F_a_Tot_Tot,C11_OD_C_c_hb_FH_CF_no_ch,C11_OD_C_c_hb_FH_CF_w_ch,C11_OD_C_c_hb_FH_One_PFam,C11_OD_C_c_hb_FH_oth_fa,C11_OD_C_c_hb_FH_Tot,C11_OD_C_c_hb_LP_H,C11_OD_C_c_hb_GH,C11_OD_C_c_hb_OH,C11_OD_C_c_hb_Tot,C11_OD_Ih_t_s_FH_CF_no_ch,C11_OD_Ih_t_s_FH_CF_w_ch,C11_OD_Ih_t_s_FH_One_PFam,C11_OD_Ih_t_s_FH_oth_fa,C11_OD_Ih_t_s_FH_Tot,C11_OD_Ih_t_s_LP_H,C11_OD_Ih_t_s_GH,C11_OD_Ih_t_s_OH,C11_OD_Ih_t_s_Tot,C11_OD_H_f_so_FH_CF_no_ch,C11_OD_H_f_so_FH_CF_w_ch,C11_OD_H_f_so_FH_One_PFam,C11_OD_H_f_so_FH_oth_fa,C11_OD_H_f_so_FH_Tot,C11_OD_H_f_so_LP_H,C11_OD_H_f_so_GH,C11_OD_H_f_so_OH,C11_OD_H_f_so_Tot,C11_OD_Tot_FH_CF_no_ch,C11_OD_Tot_FH_CF_w_ch,C11_OD_Tot_FH_One_PFam,C11_OD_Tot_FH_oth_fa,C11_OD_Tot_FH_Tot,C11_OD_Tot_LP_H,C11_OD_Tot_GH,C11_OD_Tot_OH,C11_OD_Tot_Tot,C11_DS_ns_FH_CF_no_ch,C11_DS_ns_FH_CF_w_ch,C11_DS_ns_FH_One_PFam,C11_DS_ns_FH_oth_fa,C11_DS_ns_FH_Tot,C11_DS_ns_LP_H,C11_DS_ns_GH,C11_DS_ns_OH,C11_DS_NS_Tot,C11_Tot_FH_CF_no_ch,C11_Tot_FH_CF_w_ch,C11_Tot_FH_One_PFam,C11_Tot_FH_oth_fa,C11_Tot_FH_Tot,C11_Tot_LP_H,C11_Tot_GH,C11_Tot_OH,C11_Tot_Tot,C16_SH_FH_CF_no_ch,C16_SH_FH_CF_w_ch,C16_SH_FH_One_PFam,C16_SH_FH_oth_fa,C16_SH_FH_Tot,C16_SH_LP_H,C16_SH_GH,C16_SH_OH,C16_SH_Tot,C16_SDRTHT1S_FH_CF_no_ch,C16_SDRTHT1S_FH_CF_w_ch,C16_SDRTHT1S_FH_One_PFam,C16_SDRTHT1S_FH_oth_fa,C16_SDRTHT1S_FH_Tot,C16_SDRTHT1S_LP_H,C16_SDRTHT1S_GH,C16_SDRTHT1S_OH,C16_SDRTHT1S_Tot,C16_SDRTHT2S_FH_CF_no_ch,C16_SDRTHT2S_FH_CF_w_ch,C16_SDRTHT2S_FH_One_PFam,C16_SDRTHT2S_FH_oth_fa,C16_SDRTHT2S_FH_Tot,C16_SDRTHT2S_LP_H,C16_SDRTHT2S_GH,C16_SDRTHT2S_OH,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_FH_CF_no_ch,C16_SDRTHT_Tot_FH_CF_w_ch,C16_SDRTHT_Tot_FH_One_PFam,C16_SDRTHT_Tot_FH_oth_fa,C16_SDRTHT_Tot_FH_Tot,C16_SDRTHT_Tot_LP_H,C16_SDRTHT_Tot_GH,C16_SDRTHT_Tot_OH,C16_SDRTHT_Tot_Tot,C16_F_a_1_2_FH_CF_no_ch,C16_F_a_1_2_FH_CF_w_ch,C16_F_a_1_2_FH_One_PFam,C16_F_a_1_2_FH_oth_fa,C16_F_a_1_2_FH_Tot,C16_F_a_1_2_LP_H,C16_F_a_1_2_GH,C16_F_a_1_2_OH,C16_F_a_1_2_Tot,C16_F_a_3_FH_CF_no_ch,C16_F_a_3_FH_CF_w_ch,C16_F_a_3_FH_One_PFam,C16_F_a_3_FH_oth_fa,C16_F_a_3_FH_Tot,C16_F_a_3_LP_H,C16_F_a_3_GH,C16_F_a_3_OH,C16_F_a_3_Tot,C16_F_a_4_8_FH_CF_no_ch,C16_F_a_4_8_FH_CF_w_ch
801071088,273,589,162,13,1039,193,30,37,1292,5,6,12,0,22,19,0,3,47,0,5,0,0,4,0,0,0,9,8,6,12,0,32,25,0,3,57,3,0,4,0,6,6,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,3,0,4,0,6,9,6,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,603,173,13,1076,217,33,38,1367,256,556,172,10,982,219,18,36,1264,13,8,21,0,40,25,3,3,71,4,0,0,0,0,6,0,0,6,9,8,20,0,43,29,3,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071089,3,0,0,0,11,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,0,0,14,0,3,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,737,997,319,22,2068,404,80,53,2601,18,12,20,0,51,69,3,0,124,5,0,13,0,20,7,0,0,25,20,12,30,0,64,82,3,0,143,17,6,15,0,38,66,7,12,109,0,0,0,0,0,19,0,0,20,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,6,3,0,0,7,22,5,15,0,40,89,7,8,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773,1011,357,23,2166,571,86,68,2891,748,924,296,14,1981,441,58,74,2561,17,14,4,0,38,69,0,11,119,15,11,23,0,58,78,3,5,142,33,27,31,5,92,145,3,17,259,0,0,5,0,0,7,0,9,17,0,0,0,0,0,3,0,5,7,0,0
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,287,418,53,9,764,98,23,6,894,7,7,3,0,12,37,0,4,52,0,0,0,0,0,0,0,0,0,7,7,3,0,12,37,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,7,0,0,0,3,0,0,0,9,7,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,417,54,9,782,139,23,9,951,275,393,49,8,728,94,7,20,851,14,7,5,0,22,45,0,0,68,0,0,0,0,0,0,0,0,0,14,7,5,0,22,45,0,0,68,0,0,0,0,0,0,0,0,0,8,0,0,0,7,3,0,0,10,0,0
801081092,276,442,111,7,836,181,27,24,1073,8,0,0,0,13,22,0,0,34,11,8,5,0,30,19,6,0,57,23,9,9,0,41,42,6,0,87,6,3,6,0,13,23,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,4,6,3,6,0,13,26,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,453,128,9,898,252,37,23,1204,270,406,110,8,799,186,15,26,1028,15,9,7,0,28,38,4,7,78,8,0,3,0,11,11,0,0,18,20,9,15,0,37,44,6,7,92,8,0,9,0,17,22,7,13,49,0,0,0,0,0,0,0,0,0,0,0
801081093,298,344,107,10,758,175,38,5,973,36,12,9,4,57,125,9,4,185,8,0,0,0,13,7,0,4,18,37,14,11,4,65,126,9,9,204,4,9,10,0,19,6,3,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,4,9,10,0,19,9,3,4,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,367,123,10,844,316,44,15,1216,243,355,108,4,715,190,19,39,960,19,6,5,0,32,89,0,0,127,4,3,4,0,11,17,0,8,38,27,8,12,0,42,109,7,3,162,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
801081094,258,303,93,6,659,154,25,13,850,32,12,15,0,53,41,3,3,111,15,4,4,0,27,19,5,0,56,42,16,22,0,83,60,10,5,166,9,11,5,0,22,34,3,0,56,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,3,9,11,5,0,22,36,3,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,320,122,6,763,251,40,23,1077,253,273,81,3,613,132,11,14,772,52,15,14,0,76,81,4,12,176,6,3,3,0,13,4,0,4,20,53,18,18,0,91,83,4,11,193,8,16,0,0,24,43,0,4,65,0,0,0,0,0,0,0,0,0,0,0
801081095,292,354,137,9,803,232,36,34,1102,22,9,0,0,37,64,3,5,108,0,3,8,0,21,3,3,0,30,24,13,15,3,57,67,7,6,136,4,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,4,3,0,0,3,4,0,0,0,6,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,369,154,16,862,308,48,38,1254,285,351,141,9,795,223,29,54,1097,26,7,6,0,39,86,3,8,143,6,5,8,0,13,6,0,4,24,29,14,11,0,56,93,3,15,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081096,177,233,76,3,487,95,24,3,615,29,31,9,0,66,67,5,9,145,0,0,0,0,0,0,0,0,0,29,31,9,0,66,67,5,9,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,267,80,3,560,167,27,15,766,191,217,71,6,481,97,16,33,631,37,26,9,0,68,56,0,3,129,0,0,0,0,0,0,0,3,6,37,26,9,0,68,57,0,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081097,232,269,83,11,597,177,29,19,830,30,7,5,0,43,112,6,15,180,3,11,8,0,20,5,0,0,27,36,14,11,0,67,115,6,21,205,4,3,0,0,12,16,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,5,10,0,0,16,16,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,274,296,100,15,683,314,35,45,1072,218,296,76,8,594,169,20,27,815,17,18,11,3,50,102,4,4,158,18,12,8,0,34,27,3,10,70,42,22,18,3,82,125,4,8,225,0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0,0,0,0,0
801081098,307,355,86,8,754,170,19,18,960,30,4,8,0,40,67,3,0,108,21,9,20,0,50,19,6,0,80,50,12,22,0,92,85,8,5,188,7,3,6,0,13,52,5,4,73,6,0,0,0,6,42,0,0,49,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,9,3,6,0,20,92,5,3,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,372,373,118,8,861,354,33,27,1277,308,397,102,6,816,183,23,44,1059,30,14,7,0,52,81,8,5,143,23,16,12,0,48,56,4,7,117,50,27,21,0,97,135,8,17,258,5,0,0,0,4,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0
801081133,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,193,245,94,10,538,157,39,20,755,8,9,5,0,17,24,0,0,47,3,4,5,0,8,3,0,0,9,14,8,10,0,26,27,0,0,58,9,4,0,0,23,8,0,6,34,29,21,6,4,64,88,12,11,169,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,5,0,3,11,43,30,9,4,84,100,13,18,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,282,106,13,651,281,55,37,1026,188,222,90,8,507,144,27,12,695,12,14,3,0,29,32,4,9,75,36,28,8,4,79,93,6,6,177,53,34,11,3,104,125,8,16,247,0,0,0,0,0,0,0,0,0,9,13,5,0,29,31,3,10,80,0,0
801091100,463,603,170,11,1249,359,62,39,1709,12,6,4,0,20,10,4,0,35,10,9,8,0,24,10,3,0,40,24,16,6,0,45,20,5,3,79,18,0,5,0,27,36,5,3,74,31,12,7,3,53,82,16,13,168,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,4,0,0,0,10,0,0,0,15,51,18,10,0,88,127,22,17,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,637,185,15,1380,510,92,52,2033,428,642,146,17,1229,324,35,65,1650,9,12,6,0,29,32,5,4,65,9,10,6,0,19,11,0,5,38,22,22,11,0,51,38,7,6,104,0,0,4,0,10,11,0,0,14,42,28,13,4,89,77,14,11,194,0,0
801091101,301,445,88,12,838,114,16,23,989,18,8,7,3,35,29,5,0,72,6,8,6,0,20,9,0,0,33,28,12,9,3,54,43,8,3,110,17,5,12,0,36,70,5,0,109,4,0,0,0,0,3,0,0,10,8,0,0,0,8,11,0,0,18,..,..,..,..,..,..,..,..,..,0,0,0,0,0,3,0,0,3,32,5,10,0,47,92,7,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,471,105,14,937,242,28,32,1244,272,431,81,4,788,118,12,16,938,7,10,7,0,23,26,0,0,48,32,15,22,3,73,47,3,6,133,41,25,29,5,96,68,3,11,176,0,0,0,0,3,14,0,0,15,12,0,0,0,12,22,0,0,36,0,0
801091102,226,336,57,8,620,127,24,19,786,23,11,4,0,35,38,4,0,79,11,13,4,0,23,13,6,0,44,34,17,8,0,62,53,9,0,122,0,6,0,0,10,9,0,3,22,29,12,8,0,44,52,22,4,122,32,18,8,3,60,50,20,3,139,..,..,..,..,..,..,..,..,..,3,0,0,0,7,9,0,0,14,63,35,12,5,124,109,43,9,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,322,392,77,11,809,286,79,29,1201,197,333,35,4,568,113,18,28,734,12,7,3,0,22,36,0,3,60,44,62,22,0,127,66,6,7,206,55,67,21,6,147,98,6,8,264,10,22,5,0,42,33,0,8,80,31,32,14,0,77,43,13,12,146,0,0
801091103,209,324,75,6,615,185,24,44,864,14,0,3,0,17,29,0,0,44,23,13,7,0,40,33,11,5,85,34,16,12,0,62,59,11,0,130,4,9,0,0,10,26,5,0,45,12,3,0,0,21,70,0,3,98,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,15,15,5,0,35,96,3,3,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263,354,92,10,711,336,33,55,1135,195,334,71,9,609,154,17,39,818,20,3,0,0,20,13,0,10,46,17,16,17,0,52,26,0,5,91,38,20,17,0,79,38,3,16,139,12,8,3,0,20,28,7,12,60,10,5,4,0,20,60,0,10,93,0,0
801091104,280,277,63,3,623,126,13,21,789,19,8,10,0,42,18,6,5,65,0,0,0,0,0,0,0,0,0,19,13,10,0,42,18,6,5,70,11,13,8,0,22,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,3,0,0,0,3,0,0,0,3,14,13,8,0,27,14,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,294,77,3,696,162,18,25,901,254,259,63,5,570,141,6,18,742,40,44,16,0,95,43,0,0,144,0,3,0,0,9,0,0,0,15,41,52,17,0,110,43,5,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091105,175,221,98,6,504,141,33,16,691,20,3,0,0,17,37,8,0,62,12,6,4,0,18,4,5,3,36,32,5,4,0,45,39,12,6,95,35,7,0,0,54,102,5,18,180,30,14,0,0,50,107,7,18,186,13,4,0,0,12,19,6,9,44,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,10,80,32,8,0,118,236,17,38,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284,252,110,15,665,423,63,54,1199,145,225,89,5,461,151,19,43,684,14,6,3,0,24,31,0,8,68,39,17,11,0,64,62,10,12,151,52,28,9,0,87,99,11,18,215,22,12,0,0,32,60,10,24,131,54,15,6,0,72,103,8,34,217,60,10
801091106,220,227,70,6,524,149,31,18,718,52,23,11,0,87,44,13,9,143,29,17,14,0,62,26,21,8,113,77,43,30,0,147,70,27,18,265,5,0,0,0,4,52,0,4,62,18,15,12,0,41,67,11,8,124,31,15,0,4,51,86,12,14,162,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,52,22,15,3,100,203,19,24,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,292,111,11,768,421,81,56,1326,226,265,58,3,558,152,21,22,750,30,21,9,0,60,65,6,5,132,48,44,16,0,108,57,8,4,179,73,65,28,0,164,129,13,9,311,0,0,0,0,0,0,0,0,0,9,12,5,0,29,36,10,3,79,49,30
