SA2_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
801061129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,6,7,11,36,3,89,0,0,0,0,0,0,6,0,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,6,3,20,0,0,5,0,6,8,49,36,48,59,98,28,338,0,0,0,0,0,0,0,9,13,33,69,0,126,0,0,0,0,0,0,0
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,3,17,20,18,57,81,24,224,0,0,0,0,0,4,11,18,5,9,11,0,51,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,9,5,0,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,13,18,21,3,7,9,6,97,4,0,11,10,11,49,108,122,131,205,254,100,1001,0,0,0,0,0,0,7,32,60,127,246,0,472,0,0,0,0,0,5,7
801071071,0,0,0,0,3,0,0,0,0,9,14,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,5,3,0,0,0,11,0,0,0,0,0,4,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,33,31,3,0,6,4,10,29,103,131,124,130,112,76,723,0,0,0,3,4,15,34,20,12,9,0,10,112,0,0,6,6,4,12,5,4,5,3,0,5,51,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,10,15,8,11,11,0,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,31,18,45,52,25,20,11,0,23,230,6,0,21,46,44,111,232,227,190,201,146,132,1349,0,0,0,0,0,0,7,29,27,53,43,0,160,0,0,0,0,0,0,7
801071072,0,0,0,0,3,0,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,0,8,0,0,3,3,5,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,20,22,0,0,0,3,10,20,59,69,55,120,94,56,494,0,0,0,4,4,13,29,15,15,11,4,13,99,0,0,0,10,7,18,13,4,0,0,0,3,47,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,12,12,4,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,16,12,41,60,23,19,11,5,20,209,8,0,3,40,45,104,186,132,119,184,122,100,1038,0,0,0,0,0,0,0,11,17,32,18,0,84,0,0,0,0,0,0,5
801071073,0,0,0,5,0,0,5,4,4,0,21,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,3,3,0,3,4,0,22,0,0,0,0,0,0,0,0,0,4,0,44,46,0,0,0,7,3,32,99,110,102,193,158,89,785,0,0,0,0,9,13,48,26,13,9,9,11,120,0,0,0,7,11,10,15,3,0,3,0,3,51,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,9,0,0,0,19,0,10,10,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,19,37,70,25,14,9,9,20,234,0,0,0,43,48,132,260,227,194,272,217,145,1544,0,0,0,0,0,0,3,27,28,47,48,0,156,0,0,0,0,0,4,5
801071074,0,0,0,9,7,0,7,0,0,0,29,0,0,0,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,7,3,3,7,0,0,33,0,0,0,0,0,0,0,6,0,0,0,37,42,0,0,0,3,12,30,100,92,92,140,136,89,691,0,0,0,0,3,12,29,25,11,10,3,17,111,0,0,8,4,9,10,9,3,3,0,0,4,47,0,0,0,0,0,0,0,4,0,0,0,4,10,0,0,3,3,0,0,0,0,0,0,0,0,12,5,6,3,15,4,12,12,6,0,3,0,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,13,19,12,38,55,37,18,14,9,34,246,5,4,12,35,51,127,264,205,165,212,173,155,1415,0,0,0,0,0,0,4,18,27,45,41,0,134,0,0,0,0,0,0,3
801071075,0,0,0,3,0,0,3,0,3,0,13,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,4,0,10,4,0,0,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,7,0,26,89,101,117,178,154,99,783,0,0,0,3,0,12,37,14,13,10,5,12,100,0,0,0,8,6,9,15,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,4,0,0,3,0,0,0,0,0,9,0,4,8,14,8,11,7,5,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,24,11,39,51,23,13,9,9,14,211,10,3,13,45,42,115,222,174,177,238,196,143,1374,0,0,0,0,0,0,6,22,32,39,41,0,150,0,0,0,0,0,0,4
801071076,0,0,0,0,8,0,0,5,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,7,7,0,3,7,24,0,0,0,0,0,0,0,0,0,0,0,33,33,0,0,0,0,3,3,27,35,45,99,166,64,442,0,0,0,0,0,0,8,3,5,3,8,9,42,0,0,0,0,4,0,0,6,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,16,9,8,5,6,11,76,3,0,8,5,18,37,111,87,101,158,226,98,861,0,0,0,0,0,0,4,3,8,16,44,0,69,0,0,0,0,0,0,0
801071077,0,6,0,3,0,3,5,4,3,0,18,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,3,5,3,5,0,3,31,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,9,5,22,38,60,46,86,65,39,372,0,0,0,0,0,8,18,7,9,3,0,9,53,0,0,0,6,4,4,0,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,0,0,10,11,5,8,5,4,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,21,8,13,26,11,11,5,0,16,125,0,0,15,37,22,61,110,116,102,128,83,78,748,0,0,0,0,0,0,0,14,13,28,21,4,81,0,0,0,0,0,0,3
801071078,0,0,0,5,10,4,0,6,0,0,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,14,0,0,0,0,5,9,7,3,4,0,6,7,44,0,0,0,0,0,0,0,0,0,0,0,49,52,3,0,5,3,3,50,123,133,143,205,220,129,1021,0,0,0,0,6,23,73,37,14,20,4,20,197,0,0,4,17,4,16,16,5,0,0,0,3,71,0,0,0,0,4,3,3,0,0,5,0,3,16,0,0,0,7,0,0,0,0,0,0,0,4,12,0,0,11,26,12,8,17,10,0,0,0,6,92,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,45,26,56,112,47,20,22,5,35,392,9,4,22,73,77,198,370,277,244,317,283,215,2086,0,0,0,0,0,0,14,36,53,69,74,0,243,0,0,0,0,0,0,4
801071079,0,0,0,6,3,0,4,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,3,0,0,0,6,3,6,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,17,21,0,0,3,4,0,14,44,43,60,96,105,38,408,0,0,0,0,0,10,24,9,3,7,3,3,64,0,0,3,4,4,4,6,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6,3,10,10,3,0,0,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,3,24,44,23,4,13,7,15,150,3,0,12,19,21,74,160,115,103,143,138,73,867,0,0,0,0,0,0,0,5,16,32,30,0,74,0,0,0,0,0,0,3
801071080,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,3,9,28,20,19,35,29,9,164,0,0,0,0,0,3,15,11,3,3,0,8,36,0,0,0,0,0,5,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,6,9,3,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,13,25,12,3,7,0,9,88,0,0,9,22,20,55,104,77,45,67,62,41,500,0,0,0,0,0,0,8,42,49,63,30,0,202,0,0,0,0,0,5,8
801071081,0,0,0,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,7,3,0,0,0,7,0,0,0,3,3,4,9,3,5,4,0,3,33,0,0,0,0,0,0,0,0,0,0,0,34,36,0,0,4,5,9,37,99,107,96,99,73,70,590,0,0,0,3,0,12,44,14,4,9,0,14,98,0,0,0,4,6,17,4,0,5,0,0,4,32,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,4,19,3,13,8,3,0,0,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,7,24,7,41,56,16,5,11,3,18,201,11,6,8,40,46,133,259,196,144,143,104,113,1189,0,0,0,0,0,0,9,18,27,29,23,0,104,0,0,0,0,0,3,9
801071082,0,6,4,12,14,9,4,14,8,4,73,0,0,0,0,0,3,3,0,0,0,5,4,16,0,0,0,0,0,0,0,0,3,0,0,3,13,3,0,3,7,9,22,35,17,8,15,7,13,143,0,0,0,0,0,0,0,0,0,3,0,99,101,3,0,3,14,20,92,231,264,219,423,362,231,1859,0,0,0,3,3,40,92,47,27,30,4,29,275,0,0,5,24,20,24,37,3,3,0,0,15,145,0,0,0,6,0,0,4,3,3,0,0,0,21,0,0,7,11,5,4,0,0,0,0,0,0,28,6,3,32,42,16,34,35,7,7,8,7,24,224,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,50,88,47,103,168,65,45,47,10,74,698,24,11,62,152,152,407,719,537,415,642,515,429,4069,0,0,0,0,0,0,13,48,53,119,120,0,356,0,0,0,0,0,5,15
801071083,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,8,16,19,30,61,61,29,234,0,0,0,0,0,4,8,7,0,3,0,4,28,0,0,0,0,0,3,0,5,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,4,0,7,41,0,0,0,3,3,24,63,49,54,83,84,50,411,0,0,0,0,0,0,0,0,3,11,15,0,27,0,0,0,0,0,0,0
801071084,0,0,6,0,3,0,3,3,0,0,21,0,0,0,0,0,0,4,0,0,3,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,3,0,9,4,3,5,0,27,0,0,0,0,0,0,0,0,0,0,0,36,43,0,3,0,9,9,27,63,110,85,151,135,85,670,0,0,0,0,0,18,29,24,12,17,0,17,123,0,0,0,10,8,7,8,9,0,3,0,0,44,0,0,0,0,0,3,3,0,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,3,7,13,4,0,3,0,8,60,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,9,36,50,37,16,25,3,34,237,10,8,4,46,63,157,216,218,160,248,185,162,1481,0,0,0,0,0,0,4,12,10,41,39,0,98,0,0,0,0,0,0,4
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,8,0,0,0,3,0,7,25,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,4,6,0,9,21,22,27,45,51,31,218,0,0,0,0,0,3,5,6,3,8,0,8,26,0,0,0,4,3,0,7,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,4,8,5,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,19,19,13,3,8,0,7,88,0,4,13,14,22,36,78,63,55,76,68,50,474,0,0,0,0,0,0,4,3,5,8,9,0,35,0,0,0,0,0,0,4
801071087,0,0,0,4,4,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,3,0,27,64,71,65,77,43,43,379,0,0,0,0,0,11,30,11,8,8,0,8,78,0,0,0,8,5,7,9,0,0,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,0,0,0,0,0,0,10,0,3,3,17,8,14,6,0,3,0,0,9,66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,32,14,35,46,16,11,6,0,20,190,7,4,8,44,28,100,167,123,101,114,59,84,828,0,0,0,0,0,0,10,13,14,27,13,0,74,0,0,0,0,0,0,3
801071088,0,0,0,3,3,9,0,6,0,3,25,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,37,36,0,0,0,5,6,30,90,85,55,125,103,68,563,0,0,0,0,3,7,28,20,11,7,6,11,92,0,0,3,3,3,9,3,3,3,0,3,5,42,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,12,6,11,9,0,0,0,0,5,46,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,18,14,27,47,21,17,10,10,23,195,0,4,11,33,31,82,189,152,109,190,135,104,1039,0,0,0,0,0,0,4,14,27,48,34,0,125,0,0,0,0,0,0,3
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,5,4,6,9,0,3,0,8,4,42,0,0,0,0,0,0,3,0,0,0,3,3,19,0,0,0,0,0,0,0,4,0,0,0,4,13,0,0,0,0,0,3,18,10,7,4,4,5,54,0,0,0,0,0,0,4,0,0,0,0,48,48,0,0,0,3,12,40,137,133,137,194,196,102,955,0,0,0,7,3,20,38,20,15,5,14,14,139,0,0,0,8,7,18,14,8,0,5,0,9,61,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,9,26,9,19,22,8,5,5,0,8,114,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,18,45,18,57,77,31,22,12,15,33,338,7,3,28,76,77,203,397,279,245,309,292,186,2101,0,0,0,0,0,0,10,35,27,67,74,4,212,0,0,0,0,0,5,8
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,0,0,0,0,4,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,4,0,29,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,0,0,0,3,29,29,26,84,176,49,398,0,0,0,0,0,0,0,4,4,4,0,3,28,0,0,0,0,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,13,4,5,7,8,61,3,5,5,6,9,44,98,88,62,137,236,80,764,0,0,0,0,0,0,0,3,6,12,26,0,48,0,0,0,0,0,0,5
801081092,0,0,4,0,3,0,0,7,0,0,12,0,0,0,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,4,8,0,4,3,0,4,26,0,0,0,0,0,0,0,0,0,0,0,37,37,0,4,0,0,4,13,42,37,47,100,107,75,425,0,0,0,0,0,9,17,5,4,9,0,7,52,0,0,0,9,3,6,12,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4,3,5,13,3,3,0,0,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,5,18,33,11,6,14,0,16,133,0,7,9,16,29,76,127,96,84,153,156,102,855,0,0,0,0,0,0,4,7,11,25,43,0,86,0,0,0,0,0,0,0
