SA2_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
801041122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,25,26,0,71,0,0,0,0,0,0,3
801051049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051050,0,0,0,0,0,5,0,6,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,3,8,0,4,0,6,3,30,0,0,0,0,0,0,0,0,0,0,0,48,48,0,0,0,8,3,13,34,43,45,119,214,76,563,0,0,0,0,5,6,6,11,7,11,3,8,59,0,0,0,4,0,8,8,8,0,3,0,0,33,0,0,0,0,0,3,6,0,0,0,0,0,7,0,0,3,4,0,0,0,0,0,0,0,4,8,0,0,4,21,10,19,11,3,0,3,0,6,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,18,31,29,22,7,20,10,23,188,9,5,14,48,37,94,141,117,81,227,316,136,1203,0,0,0,0,0,0,3,0,9,34,73,0,121,0,0,0,0,0,0,6
801051051,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,3,3,13,19,14,14,35,56,30,192,0,0,0,0,0,5,3,3,0,4,4,3,22,0,0,0,4,3,7,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,6,3,5,0,0,0,4,0,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,17,3,9,6,0,0,6,71,5,11,12,26,25,71,112,117,126,195,157,101,961,0,0,0,0,0,0,11,47,90,143,199,0,489,0,0,0,0,0,11,14
801051053,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,9,5,4,19,28,18,77,0,0,0,0,0,0,11,5,3,3,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,11,0,4,6,4,0,32,9,0,4,3,5,17,66,55,58,105,128,55,513,0,0,0,0,0,0,14,36,43,69,116,0,276,0,0,0,0,0,9,5
801051054,0,6,0,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,8,13,3,0,0,4,3,13,15,10,17,32,51,19,184,0,0,0,0,0,0,8,6,0,0,0,0,17,0,0,0,3,0,3,0,9,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,3,5,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,13,11,16,4,0,0,0,64,5,0,6,25,13,58,54,58,51,64,81,39,462,0,0,0,0,0,0,4,18,30,65,66,0,177,0,0,0,0,0,11,8
801051055,0,4,0,4,5,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,0,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,15,18,0,0,0,10,5,22,41,36,31,106,93,29,378,0,0,0,3,0,9,19,9,8,5,0,9,61,0,0,0,3,3,6,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,7,15,7,6,9,0,4,0,0,3,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,9,28,41,13,8,3,0,13,141,3,0,12,38,37,96,132,89,78,168,130,71,866,0,0,0,0,0,0,3,22,19,39,51,0,128,0,0,0,0,0,4,9
801051056,0,0,0,0,4,3,5,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,17,19,0,0,3,4,5,15,30,28,55,96,127,35,401,0,0,0,0,0,0,6,9,5,0,5,6,41,0,0,0,0,0,5,5,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,6,3,4,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,13,21,18,8,4,5,12,100,6,0,5,18,28,58,109,69,99,139,172,78,784,0,0,0,0,0,0,0,5,3,15,35,0,66,0,0,0,0,0,0,4
801051057,0,0,0,3,0,4,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,5,8,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,34,34,4,0,3,5,3,18,53,44,33,82,84,50,382,0,0,0,0,5,9,25,12,3,8,0,3,70,0,0,6,7,3,8,6,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,7,7,8,7,0,0,6,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,13,36,43,15,3,10,5,9,158,9,0,8,39,37,113,206,143,109,178,169,119,1142,0,0,0,0,0,0,7,29,44,77,93,0,255,0,0,0,0,5,6,12
801051058,0,0,0,4,8,0,4,4,5,3,29,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,5,3,5,3,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,42,42,0,0,0,7,6,15,32,33,51,122,248,70,586,0,0,0,0,4,3,16,13,8,9,3,6,60,0,0,7,3,0,10,11,0,5,0,0,4,36,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,0,10,0,0,12,8,8,10,18,4,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,15,23,43,19,10,9,3,11,167,6,5,22,32,31,93,148,113,129,199,339,136,1250,0,0,0,0,0,0,4,11,32,47,90,0,172,0,0,0,0,0,5,11
801051060,0,0,4,3,7,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,13,13,5,0,0,5,6,7,40,25,17,32,75,19,216,0,0,0,0,0,0,10,11,0,4,3,4,30,0,0,0,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,5,4,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,9,13,11,3,4,8,9,75,15,6,8,21,26,59,127,109,86,113,170,63,806,0,0,0,0,0,0,4,20,47,88,116,0,280,0,0,0,0,5,0,7
801051061,0,3,0,0,5,6,0,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,0,0,0,0,5,7,3,0,4,0,3,29,0,0,0,0,0,0,0,0,0,0,0,26,32,0,0,0,8,9,29,80,75,83,144,173,53,643,0,0,0,0,0,7,32,18,3,6,4,9,89,0,0,0,9,0,14,13,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,5,0,0,0,0,0,0,0,0,12,4,0,9,14,7,8,13,7,3,0,0,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,27,10,30,60,27,9,9,5,16,215,6,5,17,46,39,137,248,181,156,255,249,119,1457,0,0,0,0,0,0,11,33,39,79,107,0,259,0,0,0,0,0,9,9
801051123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051124,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,32,31,0,0,0,4,0,0,11,19,20,55,162,71,351,0,0,0,0,0,3,7,4,5,7,0,3,25,0,0,0,0,6,4,0,4,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,6,4,15,13,0,3,0,9,62,0,5,6,13,13,32,80,68,58,108,255,108,745,0,0,0,0,0,0,5,14,19,61,97,0,191,0,0,0,0,0,4,10
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,4,23,10,12,17,13,9,80,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,32,20,17,23,15,26,135,0,0,0,0,0,0,0,0,5,7,18,0,33,0,0,0,0,0,0,0
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,3,5,3,9,5,8,6,59,22,107,0,0,0,0,0,0,0,0,0,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,0,3,3,7,3,5,6,7,48,3,4,6,13,7,15,37,37,24,37,97,47,321,0,0,0,0,0,0,0,3,3,18,33,0,56,0,0,0,0,0,5,0
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,7,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,3,0,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,9,19,28,20,50,202,45,368,0,0,0,0,0,0,6,10,0,4,7,6,29,0,0,0,0,3,4,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,4,4,3,0,0,3,5,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,16,17,12,5,6,7,16,92,3,0,5,10,6,49,75,70,56,99,298,99,768,0,0,0,0,0,0,8,5,4,9,48,0,69,0,0,0,0,0,0,3
801061063,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,5,5,9,16,24,83,31,171,0,0,0,0,0,0,4,4,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,8,5,0,35,0,0,3,3,3,11,33,37,37,67,163,55,419,0,0,0,0,0,0,0,0,9,27,51,0,89,0,0,0,0,0,0,0
801061064,0,0,0,5,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,5,3,4,3,24,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,3,12,40,23,29,59,203,65,440,0,0,0,0,0,3,25,15,0,13,0,3,64,0,0,0,0,9,5,7,4,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,3,6,0,3,0,0,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,3,9,16,38,21,3,20,0,8,127,11,3,7,8,21,53,153,108,98,157,327,107,1044,0,0,0,0,0,0,4,21,31,65,113,0,238,0,0,0,0,0,0,10
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,0,0,5,5,0,0,0,3,5,19,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,4,0,10,0,0,0,4,0,4,8,6,0,8,0,3,51,0,0,0,0,0,0,0,0,0,0,0,36,38,0,0,0,12,3,25,65,50,59,131,234,77,663,0,0,0,4,0,9,35,33,3,14,4,12,115,0,0,0,3,4,10,8,4,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,10,0,0,15,21,14,13,17,0,0,5,0,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,19,26,24,37,67,35,9,22,8,25,272,14,4,26,52,42,98,204,149,139,220,339,158,1443,0,0,0,0,0,0,4,14,18,49,95,0,189,0,0,0,0,0,3,5
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,4,0,3,3,3,4,4,0,18,0,0,0,0,0,0,0,0,0,0,3,34,34,0,0,0,0,4,4,17,21,16,60,204,66,400,0,0,0,4,0,6,4,10,8,7,6,4,43,0,0,0,0,3,3,0,3,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,5,3,0,6,3,3,3,9,5,4,0,0,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,11,8,15,9,18,9,9,6,10,107,3,6,6,11,18,32,61,70,40,114,301,91,759,0,0,0,0,0,0,3,0,10,9,26,0,45,0,0,0,0,0,0,0
801061070,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,6,0,0,9,26,16,15,37,152,65,322,0,0,0,4,3,0,6,9,0,3,0,5,36,0,0,0,0,0,4,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,0,4,3,0,0,6,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,8,9,12,9,11,5,10,9,90,0,0,3,17,21,31,88,76,59,119,288,114,818,0,0,0,0,0,0,0,4,3,13,45,0,65,0,0,0,0,0,0,5
