SA2_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
801061069,0,27,0,0,0,0,27,0,25,0,0,0,0,25,0,28,6,0,0,0,30,0,16,0,0,0,0,20,7,3,0,0,0,0,13,0,5,0,0,0,0,16,22,5,0,4,0,0,32,31,4,0,17,0,0,58,26,0,0,8,0,0,33,20,0,0,9,0,0,28,11,0,0,8,0,0,15,15,0,0,7,0,0,17,15,0,0,0,0,0,15,9,0,0,3,0,0,11,0,12,3,7,0,0,20,147,130,14,71,3,0,362,0,9,0,0,0,0,12,0,20,0,0,0,0,16,0,28,0,0,0,0,28,0,7,0,0,0,0,16,0,0,0,0,0,0,3,14,8,0,7,0,0,15,29,0,0,5,3,0,39,19,3,0,19,0,0,40,19,4,0,9,3,0,33,17,0,0,11,0,0,27,18,0,0,4,0,0,28,10,0,0,4,0,0,17,8,0,0,4
801061070,0,16,0,0,0,0,17,0,26,0,0,0,0,26,0,12,4,4,0,3,20,3,12,0,0,0,0,18,0,4,0,0,0,0,8,3,7,0,3,0,0,13,0,3,0,9,3,0,15,20,5,0,14,4,0,42,22,6,0,17,0,0,45,22,0,0,13,0,0,29,26,0,0,3,0,0,28,7,0,0,3,0,0,15,5,0,0,0,0,0,5,5,0,0,3,0,0,10,0,7,0,0,0,0,12,120,93,4,79,6,3,301,0,3,0,0,0,0,0,0,13,0,0,0,0,10,0,19,0,0,0,0,24,0,9,4,0,0,0,10,0,5,0,0,0,0,3,5,4,0,4,0,0,18,11,0,0,4,0,0,12,16,6,0,8,0,0,28,28,6,0,12,4,0,47,32,0,0,13,0,0,43,13,0,0,4,0,0,16,13,0,0,0,0,0,13,7,0,0,0
801061129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,35,0,0,15,3,0,51,65,0,0,19,4,0,88,58,0,0,12,0,0,68,24,0,0,0,0,0,24,3,0,0,0,0,0,10,5,0,0,0,0,0,7,9,0,0,0,0,0,4,7,0,0,4,0,0,9,209,0,0,56,11,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,9,104,0,0,19,3,0,121,84,0,0,19,4,0,103,67,0,0,14,0,0,77,29,0,0,3,0,0,39,8,0,0,0,0,0,8,4,0,0,0
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,6,0,0,0,0,9,0,18,0,0,0,0,18,0,10,0,3,0,0,14,0,4,0,6,0,0,11,0,7,0,7,0,0,12,8,4,0,7,0,0,28,8,0,0,8,3,0,25,226,6,0,50,0,0,283,248,4,0,76,0,0,330,78,0,0,24,0,0,100,42,0,0,6,0,0,46,3,0,0,3,0,0,11,17,0,0,4,0,0,19,17,0,0,0,4,0,18,9,4,0,4,3,0,24,658,65,0,198,13,3,935,4,5,0,0,0,0,10,0,13,0,0,0,0,15,0,13,0,6,0,0,23,0,8,0,5,0,0,15,0,0,0,5,0,0,9,8,9,0,8,5,0,28,17,4,0,7,0,0,36,365,3,0,78,0,0,442,297,5,0,69,9,0,375,155,0,0,37,0,0,195,45,0,0,25,0,0,66,26,0,0,3,0,0,24,20,0,0,4
801071071,0,7,0,0,0,0,11,0,8,0,0,0,0,8,0,22,0,0,0,0,25,0,13,0,0,0,0,12,0,3,0,0,4,0,11,0,7,0,3,0,0,12,8,4,0,21,3,0,34,76,11,0,41,8,0,136,28,0,0,12,0,0,38,11,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,128,83,0,89,19,0,314,0,4,0,0,0,0,4,0,4,0,0,0,0,11,0,15,0,0,0,0,25,0,11,0,4,0,0,18,0,6,0,3,0,0,11,0,8,0,0,4,0,18,11,3,0,5,4,0,30,110,7,0,39,0,0,158,28,3,0,9,0,0,40,7,0,0,8,0,0,14,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
801071072,0,16,0,0,0,0,16,0,30,0,0,0,0,28,0,20,0,0,3,0,25,0,10,0,3,3,0,18,4,4,0,0,0,0,9,0,11,0,4,4,0,20,0,7,0,20,6,0,38,117,15,0,54,0,0,190,81,0,0,36,3,0,119,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,12,216,108,0,122,26,5,475,0,3,0,0,0,0,0,0,20,0,0,0,0,20,0,33,0,0,0,0,31,0,18,0,0,0,0,20,0,9,0,0,0,0,8,0,9,0,3,4,0,17,4,10,0,3,14,0,36,114,5,0,54,5,0,176,64,0,0,38,6,0,107,7,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071073,0,5,0,0,0,0,7,0,17,0,0,0,0,17,0,10,0,0,0,0,15,0,10,0,8,3,0,13,0,3,0,4,4,0,12,0,3,0,9,5,0,16,14,4,0,26,0,0,46,109,5,0,77,5,0,192,34,0,0,18,0,0,53,11,0,0,0,0,0,14,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,171,57,0,153,19,4,400,0,0,0,0,0,0,0,0,9,0,0,0,0,10,5,19,0,0,0,0,25,3,4,0,10,0,0,15,0,9,0,3,0,0,8,0,4,0,4,0,0,12,17,0,0,15,0,0,33,100,0,0,58,4,0,163,46,0,0,23,0,0,76,14,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0
801071074,0,11,0,0,0,0,11,0,28,0,0,0,0,26,0,29,0,5,0,0,34,0,15,0,3,0,0,19,0,8,0,7,0,0,10,0,12,0,6,0,0,19,7,11,0,15,0,0,42,59,17,0,49,0,0,125,26,0,0,25,0,0,53,5,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,14,101,130,3,115,9,4,364,0,8,3,0,0,0,10,0,16,0,0,0,0,16,0,41,0,0,0,0,46,0,28,0,3,0,0,28,0,11,0,0,0,0,15,0,9,0,6,0,0,19,5,8,0,7,0,0,25,55,11,0,41,5,0,114,33,0,0,25,3,0,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071075,0,7,0,0,0,0,7,0,15,0,0,0,0,18,0,31,0,5,0,0,35,0,16,0,0,5,0,21,0,4,0,0,9,0,15,0,7,0,5,8,0,26,6,9,0,9,8,0,35,74,7,0,40,4,0,121,29,4,0,6,0,0,41,11,0,0,4,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,3,0,16,123,123,6,73,37,0,361,0,4,0,0,0,0,5,0,7,0,0,0,0,7,0,18,0,0,0,0,24,0,35,3,4,0,0,44,4,9,6,0,0,0,18,0,12,0,3,6,0,23,0,8,0,6,12,0,29,69,10,0,26,4,0,112,24,0,0,10,0,0,39,13,0,0,5,0,0,19,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
801071076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,19,32,0,0,4,0,0,38,10,0,0,5,0,0,21,4,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,19,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,11,24,0,0,6,0,0,30,14,0,0,6,0,0,19,10,0,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0
801071077,0,11,0,0,0,0,8,0,9,0,0,0,0,9,0,27,0,0,0,0,30,0,3,0,0,3,0,14,0,9,0,0,0,0,10,0,12,0,3,0,0,14,0,12,0,8,0,0,20,52,25,0,18,0,0,96,24,0,0,12,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,15,78,112,3,50,10,0,250,0,5,0,0,0,0,3,0,10,0,0,0,0,12,0,30,0,0,0,0,31,0,13,0,0,0,0,13,0,7,0,0,0,0,12,0,4,0,4,0,0,12,0,7,0,3,0,0,16,54,9,0,11,0,0,71,35,5,0,16,0,0,56,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071078,0,10,0,0,0,0,14,0,43,0,0,0,0,45,0,27,0,0,0,0,31,0,16,0,8,9,0,30,0,3,0,5,7,0,13,0,10,0,8,5,0,23,12,12,0,32,4,0,58,179,9,0,87,5,5,278,38,0,0,18,0,0,54,11,0,0,3,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,17,240,144,0,167,33,5,590,0,7,0,0,0,0,12,0,19,5,0,0,0,27,0,56,0,3,0,0,61,0,24,0,0,3,0,27,0,9,0,3,0,0,13,0,8,0,3,7,0,18,20,4,5,23,5,0,55,194,6,4,65,3,0,275,42,6,0,24,0,0,69,29,0,0,3,0,0,24,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,0,0
801071079,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,15,0,0,0,0,14,0,8,0,0,0,0,14,0,3,0,0,0,0,3,0,0,0,6,0,0,6,3,4,0,7,0,0,15,18,14,0,22,0,3,52,23,0,0,13,0,0,34,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,52,68,0,44,3,3,170,0,3,0,0,0,0,5,0,11,0,0,0,0,11,0,21,0,0,0,0,21,0,11,0,0,0,0,15,0,3,0,0,0,0,8,0,6,0,0,0,0,4,0,6,0,3,0,0,13,18,9,0,14,0,0,36,39,3,0,16,0,0,54,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071080,0,3,0,0,0,0,3,0,11,0,0,0,0,11,0,9,0,0,0,0,10,0,6,0,3,0,0,6,4,0,0,4,0,0,14,0,0,0,0,0,0,0,4,0,0,6,0,0,6,113,3,0,48,0,0,173,88,0,0,17,5,0,110,6,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,223,36,0,89,7,0,349,0,0,0,0,0,0,3,0,10,0,0,0,0,10,0,11,0,3,0,0,11,0,3,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,3,0,0,3,30,6,0,11,4,0,44,185,0,0,34,6,0,228,74,0,0,21,0,0,103,7,0,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071081,0,10,0,0,0,0,5,0,4,0,0,0,0,5,0,12,0,3,0,0,17,0,4,0,0,0,0,4,0,4,0,3,4,0,6,0,3,0,6,0,0,14,17,7,0,27,0,0,45,116,15,0,70,3,0,204,20,0,0,13,3,0,43,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,4,4,0,14,158,56,0,130,13,3,364,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,12,0,0,0,0,10,0,11,0,0,0,0,10,0,5,0,4,0,0,7,0,7,0,6,0,0,15,15,9,0,13,0,0,32,111,5,0,72,7,0,198,35,0,0,14,4,0,50,4,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
801071082,0,58,0,3,0,0,58,0,96,0,0,0,0,102,0,114,0,9,0,0,127,5,63,0,17,0,0,86,3,34,0,5,0,0,44,5,34,3,19,0,0,60,43,45,0,65,4,0,154,213,79,8,130,0,0,429,78,0,0,36,3,0,120,21,0,0,12,0,0,32,4,0,0,0,0,0,6,5,0,0,4,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,25,0,14,4,0,44,388,552,14,312,16,0,1276,0,23,0,3,0,0,28,0,69,0,0,0,0,71,0,137,5,6,0,0,149,3,82,3,8,0,0,97,0,29,0,4,0,0,35,3,40,0,12,0,0,54,30,32,4,48,0,0,117,197,44,0,117,4,0,364,104,3,0,42,0,0,160,21,3,0,10,0,0,33,14,0,0,0,0,0,14,4,0,0,0,0,0,5,3,0,0,0
801071083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,12,7,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,12,6,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,15,9,0,0,3,0,0,17,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071084,0,5,5,0,0,0,4,0,8,4,0,0,0,10,0,8,6,6,0,0,12,0,4,3,0,6,0,12,0,10,0,6,5,0,18,0,3,0,11,0,0,17,8,3,0,15,0,0,33,104,11,0,63,6,0,183,53,0,0,14,0,3,72,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,10,187,46,19,117,16,4,386,0,0,0,0,0,0,0,0,11,4,0,0,0,8,0,17,0,0,3,0,18,3,7,0,4,0,0,11,0,3,0,3,0,0,6,4,0,0,8,3,0,14,0,3,0,16,0,0,16,96,5,0,56,4,0,156,69,0,0,11,5,0,92,10,0,0,4,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,0,5,0,0,0,0,5,0,16,0,0,0,0,16,0,14,0,0,0,0,14,0,11,0,0,0,0,12,0,6,0,0,0,0,7,0,6,0,4,0,0,7,9,0,0,3,0,0,17,38,13,0,10,4,0,61,13,0,0,4,0,0,15,7,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,7,62,81,0,27,3,0,180,0,3,0,0,0,0,3,0,11,0,0,0,0,8,0,11,0,0,0,0,17,0,9,0,0,0,0,10,0,11,0,0,0,0,11,0,9,0,0,0,0,14,8,6,0,6,0,0,21,23,13,0,13,0,0,41,19,0,0,7,0,0,20,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071087,0,14,0,0,0,0,14,0,22,0,0,0,0,26,0,36,0,0,0,0,43,0,15,5,5,0,0,20,0,7,0,0,0,0,11,0,11,0,4,0,0,17,3,12,0,8,0,0,26,33,29,0,25,0,0,94,12,0,0,9,0,0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,57,156,9,60,3,0,282,0,3,0,0,0,0,5,0,15,0,0,0,0,15,0,42,0,0,0,0,40,0,26,0,0,0,0,27,0,14,0,0,0,0,14,0,7,0,3,0,0,8,4,11,0,12,0,0,30,44,22,0,18,4,0,89,14,0,0,16,4,0,34,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071088,0,7,0,0,0,0,7,0,13,0,0,0,0,13,0,21,0,0,0,0,22,0,16,0,0,0,0,18,0,6,0,0,6,0,7,0,9,0,4,0,0,14,18,4,0,16,0,0,40,64,9,0,23,0,0,96,9,0,0,12,4,0,26,8,0,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,101,84,0,66,8,0,258,0,3,0,0,0,0,4,0,6,0,0,0,0,6,0,19,0,5,0,0,19,0,14,0,0,0,0,20,0,9,0,0,0,0,9,0,8,0,0,0,0,13,14,9,0,3,0,0,23,63,7,0,36,0,0,107,11,0,0,16,0,0,28,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,0,43,4,0,0,0,48,0,70,0,0,0,0,69,0,48,0,3,0,0,47,0,23,3,0,0,0,34,8,3,0,4,0,0,17,4,16,0,9,0,0,30,21,17,3,27,0,0,69,86,38,0,59,6,0,195,63,0,0,24,3,0,94,11,0,0,10,0,0,20,3,0,0,0,0,0,3,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,11,0,0,30,201,288,7,149,7,0,660,0,17,5,0,0,0,22,0,32,0,0,0,0,32,0,76,0,0,0,0,82,0,42,0,0,0,0,41,0,13,0,0,0,0,16,3,11,0,8,0,0,21,24,18,6,8,0,0,50,84,22,0,48,3,0,159,69,3,0,31,0,0,101,16,0,0,6,0,0,17,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,0,5,0,0,0,0,5,0,3,0,0,0,0,3,0,3,0,0,0,0,4,0,7,0,0,0,0,7,0,0,0,6,0,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,10,11,0,0,5,0,0,15,15,0,0,3,0,0,20,4,0,0,3,0,0,5,9,0,0,0,0,0,6,4,0,0,4,0,0,7,3,0,0,0,0,0,3,0,0,0,3,0,0,4,0,4,0,0,0,0,4,46,17,0,26,4,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,0,3,0,0,0,0,3,0,7,0,3,0,0,7,0,4,0,0,0,0,5,0,0,0,0,0,0,3,8,0,0,6,0,0,13,17,0,0,3,0,0,26,13,0,0,0,0,0,14,10,0,0,3,0,0,13,3,0,0,0,0,0,3,0,0,0,0
