SA2_CODE_2021,C11_Neg_Ni_inc_R1_74,C11_Neg_Ni_inc_R75_99,C11_Neg_Ni_inc_R100_149,C11_Neg_Ni_inc_R150_199,C11_Neg_Ni_inc_R200_224,C11_Neg_Ni_inc_R225_274,C11_Neg_Ni_inc_R275_349,C11_Neg_Ni_inc_R350_449,C11_Neg_Ni_inc_R450_549,C11_Neg_Ni_inc_R550_649,C11_Neg_Ni_inc_R650more,C11_Neg_Ni_inc_R_NS,C11_Neg_Ni_inc_R_Tot,C11_1_149_R1_74,C11_1_149_R75_99,C11_1_149_R100_149,C11_1_149_R150_199,C11_1_149_R200_224,C11_1_149_R225_274,C11_1_149_R275_349,C11_1_149_R350_449,C11_1_149_R450_549,C11_1_149_R550_649,C11_1_149_R650more,C11_1_149_R_NS,C11_1_149_R_Tot,C11_150_299_R1_74,C11_150_299_R75_99,C11_150_299_R100_149,C11_150_299_R150_199,C11_150_299_R200_224,C11_150_299_R225_274,C11_150_299_R275_349,C11_150_299_R350_449,C11_150_299_R450_549,C11_150_299_R550_649,C11_150_299_R650more,C11_150_299_R_NS,C11_150_299_R_Tot,C11_300_399_R1_74,C11_300_399_R75_99,C11_300_399_R100_149,C11_300_399_R150_199,C11_300_399_R200_224,C11_300_399_R225_274,C11_300_399_R275_349,C11_300_399_R350_449,C11_300_399_R450_549,C11_300_399_R550_649,C11_300_399_R650more,C11_300_399_R_NS,C11_300_399_R_Tot,C11_400_499_R1_74,C11_400_499_R75_99,C11_400_499_R100_149,C11_400_499_R150_199,C11_400_499_R200_224,C11_400_499_R225_274,C11_400_499_R275_349,C11_400_499_R350_449,C11_400_499_R450_549,C11_400_499_R550_649,C11_400_499_R650more,C11_400_499_R_NS,C11_400_499_R_Tot,C11_500_649_R1_74,C11_500_649_R75_99,C11_500_649_R100_149,C11_500_649_R150_199,C11_500_649_R200_224,C11_500_649_R225_274,C11_500_649_R275_349,C11_500_649_R350_449,C11_500_649_R450_549,C11_500_649_R550_649,C11_500_649_R650more,C11_500_649_R_NS,C11_500_649_R_Tot,C11_650_799_R1_74,C11_650_799_R75_99,C11_650_799_R100_149,C11_650_799_R150_199,C11_650_799_R200_224,C11_650_799_R225_274,C11_650_799_R275_349,C11_650_799_R350_449,C11_650_799_R450_549,C11_650_799_R550_649,C11_650_799_R650more,C11_650_799_R_NS,C11_650_799_R_Tot,C11_800_999_R1_74,C11_800_999_R75_99,C11_800_999_R100_149,C11_800_999_R150_199,C11_800_999_R200_224,C11_800_999_R225_274,C11_800_999_R275_349,C11_800_999_R350_449,C11_800_999_R450_549,C11_800_999_R550_649,C11_800_999_R650more,C11_800_999_R_NS,C11_800_999_R_Tot,C11_1000_1249_R1_74,C11_1000_1249_R75_99,C11_1000_1249_R100_149,C11_1000_1249_R150_199,C11_1000_1249_R200_224,C11_1000_1249_R225_274,C11_1000_1249_R275_349,C11_1000_1249_R350_449,C11_1000_1249_R450_549,C11_1000_1249_R550_649,C11_1000_1249_R650more,C11_1000_1249_R_NS,C11_1000_1249_R_Tot,C11_1250_1499_R1_74,C11_1250_1499_R75_99,C11_1250_1499_R100_149,C11_1250_1499_R150_199,C11_1250_1499_R200_224,C11_1250_1499_R225_274,C11_1250_1499_R275_349,C11_1250_1499_R350_449,C11_1250_1499_R450_549,C11_1250_1499_R550_649,C11_1250_1499_R650more,C11_1250_1499_R_NS,C11_1250_1499_R_Tot,C11_1500_1999_R1_74,C11_1500_1999_R75_99,C11_1500_1999_R100_149,C11_1500_1999_R150_199,C11_1500_1999_R200_224,C11_1500_1999_R225_274,C11_1500_1999_R275_349,C11_1500_1999_R350_449,C11_1500_1999_R450_549,C11_1500_1999_R550_649,C11_1500_1999_R650more,C11_1500_1999_R_NS,C11_1500_1999_R_Tot,C11_2000_2499_R1_74,C11_2000_2499_R75_99,C11_2000_2499_R100_149,C11_2000_2499_R150_199,C11_2000_2499_R200_224,C11_2000_2499_R225_274,C11_2000_2499_R275_349,C11_2000_2499_R350_449,C11_2000_2499_R450_549,C11_2000_2499_R550_649,C11_2000_2499_R650more,C11_2000_2499_R_NS,C11_2000_2499_R_Tot,C11_2500_2999_R1_74,C11_2500_2999_R75_99,C11_2500_2999_R100_149,C11_2500_2999_R150_199,C11_2500_2999_R200_224,C11_2500_2999_R225_274,C11_2500_2999_R275_349,C11_2500_2999_R350_449,C11_2500_2999_R450_549,C11_2500_2999_R550_649,C11_2500_2999_R650more,C11_2500_2999_R_NS,C11_2500_2999_R_Tot,C11_3000_3999_R1_74,C11_3000_3999_R75_99,C11_3000_3999_R100_149,C11_3000_3999_R150_199,C11_3000_3999_R200_224,C11_3000_3999_R225_274,C11_3000_3999_R275_349,C11_3000_3999_R350_449,C11_3000_3999_R450_549,C11_3000_3999_R550_649,C11_3000_3999_R650more,C11_3000_3999_R_NS,C11_3000_3999_R_Tot,C11_4000more_R1_74,C11_4000more_R75_99,C11_4000more_R100_149,C11_4000more_R150_199,C11_4000more_R200_224,C11_4000more_R225_274,C11_4000more_R275_349,C11_4000more_R350_449,C11_4000more_R450_549,C11_4000more_R550_649,C11_4000more_R650more,C11_4000more_R_NS,C11_4000more_R_Tot,C11_PI_S_R1_74,C11_PI_S_R75_99,C11_PI_S_R100_149,C11_PI_S_R150_199,C11_PI_S_R200_224
801081092,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,4,0,0,0,0,0,0,0,0,9,0,12,0,0,0,5,0,3,0,0,0,0,19,0,0,3,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,4,9,3,0,3,0,0,21,0,0,0,0,0,0,6,7,4,0,0,0,24,0,0,0,0,0,0,8,7,6,0,0,0,22,0,0,0,0,0,0,3,7,14,0,0,0,23,0,0,0,0,0,0,4,5,8,3,0,0,13,0,0,0,0,0,3,0,11,6,3,0,0,27,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0
801081093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,10,3,0,0,5,0,0,0,0,0,0,0,0,11,0,0,3,0,5,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,5,3,0,9,4,3,0,0,0,0,21,0,0,0,4,4,4,10,0,0,0,0,0,19,0,0,0,0,0,9,7,10,0,0,0,0,28,0,0,0,0,0,8,0,9,3,3,0,0,20,0,0,0,0,0,8,4,17,4,0,0,0,45,0,0,0,0,0,0,0,9,6,0,0,0,17,0,0,0,0,0,0,7,5,4,0,0,0,15,0,0,0,0,0,0,5,0,8,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0
801081094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,4,8,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,3,0,0,0,0,12,0,0,0,0,0,4,3,8,0,0,0,0,18,0,0,0,0,0,0,3,3,3,0,0,0,14,0,0,0,0,4,0,0,9,3,0,0,0,14,0,0,0,0,0,4,5,14,5,4,0,0,31,0,0,0,0,0,0,0,9,4,0,0,0,27,0,0,0,0,0,0,0,8,4,0,0,0,18,0,0,0,0,0,0,0,10,7,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0
801081095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,4,0,0,0,0,15,5,15,5,0,0,0,0,0,0,0,0,0,35,0,3,3,4,0,0,0,0,0,0,0,0,14,3,0,10,0,0,0,0,0,0,0,0,0,22,0,0,0,9,0,0,0,0,0,0,0,5,16,0,0,0,0,6,4,0,10,0,0,0,5,32,0,0,0,6,0,0,4,10,4,0,0,6,26,0,0,0,0,3,0,6,13,0,0,0,0,25,0,0,0,4,0,0,6,17,8,0,0,0,31,0,0,0,0,0,0,3,11,10,0,0,0,27,0,0,0,0,0,0,0,7,8,4,0,0,21,0,0,0,0,0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0
801081096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,0,0,0,0,0,0,0,0,0,16,0,6,5,0,0,0,0,0,0,0,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,4,15,0,0,0,0,0,5,6,3,0,0,0,0,20,0,0,0,0,0,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,9,0,4,0,0,17,0,0,0,0,4,0,4,3,3,0,3,0,19,0,0,0,0,4,0,0,0,5,5,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,3
801081097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,3,0,0,0,0,0,0,0,0,0,31,12,29,4,3,0,0,0,0,0,0,0,4,47,0,0,3,0,0,0,0,0,0,0,0,0,17,0,0,6,3,0,0,0,0,0,0,0,0,12,0,0,3,0,3,0,4,5,4,0,0,0,22,0,0,0,4,6,6,0,8,0,0,0,0,18,0,0,0,0,0,3,0,6,3,0,0,0,21,0,0,0,0,0,0,7,12,4,0,0,0,24,0,0,0,0,4,0,14,19,0,0,0,4,38,0,0,0,0,0,0,0,8,4,0,0,0,13,0,0,0,0,0,0,4,11,9,4,0,0,25,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0
801081098,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,4,0,0,0,0,0,0,0,0,0,0,13,3,8,6,0,0,0,0,0,0,0,0,3,19,0,6,3,7,0,0,0,0,4,0,0,0,24,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,4,0,9,0,0,0,3,18,0,0,0,0,0,0,3,6,0,0,0,3,12,0,0,0,0,0,4,4,5,3,5,0,0,24,0,0,0,3,4,0,8,12,0,0,0,0,28,0,0,0,0,0,4,0,16,9,4,0,0,36,0,0,0,0,0,0,4,7,4,7,0,0,20,0,0,0,0,0,0,10,16,11,5,0,0,39,0,0,0,0,0,0,0,7,11,0,0,0,22,0,0,0,0,0,0,0,4,4,3,4,0,12,0,0,0,0,0
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,3,6,4,0,0,0,0,0,0,0,0,15,0,3,4,5,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,5,4,0,0,0,0,8,0,0,0,0,0,8,4,10,3,0,0,0,28,0,7,0,0,0,0,3,3,5,0,0,0,29,0,0,0,0,5,0,11,7,4,0,0,0,39,0,0,0,3,3,3,12,14,4,0,0,0,39,0,0,0,0,0,4,9,30,0,3,0,0,48,0,0,0,0,0,0,3,16,14,0,0,0,38,0,0,0,0,0,0,7,17,3,5,0,0,37,0,0,0,0,0,0,3,10,11,4,0,0,26,0,0,0,0,0,0,0,3,7,4,6,0,16,0,0,0,0,0
801091100,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,14,5,8,4,0,0,4,0,0,0,0,0,0,25,0,4,8,3,0,0,4,0,0,0,0,3,25,0,0,9,0,0,0,0,5,0,0,0,0,11,0,0,5,9,3,0,3,6,0,0,0,0,23,0,0,0,0,3,4,10,6,3,4,0,0,30,0,0,5,3,0,3,16,8,5,0,0,0,43,0,0,0,0,0,5,12,12,3,0,0,0,43,0,0,5,0,3,8,11,16,12,5,4,0,59,0,0,0,0,0,3,8,18,23,0,3,0,55,0,0,0,0,3,0,3,19,11,9,9,6,60,0,0,0,0,0,0,0,12,15,12,4,0,42,0,0,0,0,0,0,0,4,11,6,5,0,29,3,0,0,0,0
801091101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,12,0,0,4,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,3,0,0,0,4,12,0,0,5,0,0,0,5,8,0,0,0,3,16,0,0,0,0,0,3,3,8,0,3,0,0,27,0,0,0,0,0,3,3,5,0,0,0,0,17,0,0,0,0,0,0,10,12,4,3,0,0,34,0,0,0,0,0,0,7,13,6,0,0,0,22,0,0,0,0,0,0,8,8,5,4,0,0,26,0,0,0,0,0,0,0,7,4,0,0,0,14,0,0,0,0,0,0,0,5,8,0,0,0,8,0,0,0,0,0
801091102,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,10,0,8,3,0,0,0,0,0,6,0,0,0,12,3,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,4,0,0,5,3,0,0,0,15,0,0,0,0,0,4,0,0,6,0,0,0,19,0,0,0,0,0,0,3,4,11,0,0,0,21,0,0,0,0,0,0,3,13,17,0,0,0,43,0,0,0,0,5,3,3,11,19,0,4,0,43,0,0,0,0,5,0,3,14,29,10,3,0,69,0,0,0,0,4,0,0,3,24,5,7,0,43,0,0,0,0,0,0,0,3,9,4,7,0,23,0,0,0,0,0
801091103,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,5,0,0,0,0,0,0,0,0,20,6,11,0,0,0,0,0,0,0,0,0,0,27,0,0,3,3,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,13,0,0,0,0,3,4,0,0,0,0,0,0,16,0,0,0,0,3,4,10,7,0,3,0,0,30,0,0,0,3,0,3,3,4,3,0,0,0,28,0,0,0,0,0,10,6,12,12,3,0,4,35,0,0,0,0,0,4,6,8,3,3,0,0,19,0,0,0,0,0,0,0,7,5,0,6,0,20,0,0,0,0,0,0,0,0,4,10,3,0,16,0,0,4,0,0,0,0,3,9,4,0,0,15,0,0,0,0,0
801091104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,6,0,0,7,13,0,0,0,19,0,0,0,0,0,0,0,4,3,3,0,0,10,0,0,0,0,0,0,0,5,11,3,10,0,33,0,0,0,0,0,0,0,8,5,5,4,0,18,0,0,0,0,0,0,0,0,3,5,7,0,12,0,0,0,0,0
801091105,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,3,0,0,0,0,0,0,0,0,20,16,29,3,0,0,4,0,0,0,0,0,0,59,0,0,3,3,4,0,5,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,4,12,12,14,8,5,0,0,0,49,0,0,0,7,0,10,18,5,5,0,0,0,40,0,0,0,3,3,9,13,0,5,0,0,0,43,0,0,0,6,0,3,12,10,0,0,0,0,44,0,0,0,0,0,10,22,17,5,5,0,0,60,0,0,0,0,5,0,4,15,10,3,0,0,35,0,0,0,0,0,0,13,12,11,0,0,0,40,0,0,0,0,0,4,7,3,17,5,0,0,32,0,0,0,0,0,0,0,3,3,3,0,0,15,0,0,0,0,3
801091106,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,3,0,4,5,0,0,0,4,0,0,0,0,4,20,3,14,3,5,0,0,0,0,0,0,0,4,33,0,0,6,6,0,6,0,4,0,0,0,0,17,0,0,0,3,0,0,4,0,0,0,0,0,10,0,0,0,4,0,0,13,3,0,0,0,0,32,0,0,3,5,0,7,12,4,4,0,0,0,33,0,0,3,0,0,3,19,6,4,0,0,0,47,0,0,0,0,0,8,30,9,5,3,0,0,54,0,0,0,0,5,6,18,19,9,0,0,0,62,0,0,0,0,0,0,7,14,12,5,0,0,44,0,0,0,0,0,4,3,11,15,3,6,0,41,0,0,0,0,0,0,4,10,13,9,0,0,31,0,0,0,0,0,0,0,0,0,5,4,0,9,0,0,0,0,3
801091107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091108,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,11,3,22,0,0,0,0,0,0,0,0,0,0,29,0,5,0,5,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,11,0,0,0,4,0,0,4,6,3,0,0,0,16,0,0,0,0,0,0,7,6,0,0,0,0,25,0,0,0,0,0,0,0,9,3,0,0,0,20,0,0,0,0,0,0,8,15,13,0,3,0,34,0,0,0,0,0,0,0,11,4,4,0,0,22,0,0,0,0,0,0,0,14,4,0,0,0,26,0,0,0,0,0,0,0,3,10,4,3,0,22,0,0,0,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0
801091109,0,0,0,0,0,0,0,3,4,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,6,8,13,10,0,0,0,0,3,0,0,0,0,25,10,9,0,0,0,0,0,3,0,0,0,4,27,0,3,7,0,0,0,0,9,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,14,0,0,0,0,28,6,0,0,0,0,3,0,10,6,0,0,0,23,0,0,0,0,4,4,8,35,11,5,0,0,60,0,0,0,0,0,4,19,48,9,8,0,0,79,0,0,0,0,0,4,26,72,16,0,0,3,118,0,0,0,0,0,5,7,51,8,0,6,0,74,0,0,0,0,0,0,15,32,12,0,4,0,63,0,0,0,3,0,0,9,19,17,0,0,0,42,0,0,0,0,0,0,0,16,4,0,0,0,28,0,0,0,0,0
801091110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,6,0,11,4,0,0,0,0,0,0,0,0,0,16,0,0,7,4,0,0,0,3,0,0,0,0,10,0,0,4,4,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,3,0,0,0,0,12,0,0,0,0,0,4,0,7,0,0,0,0,12,0,0,0,0,0,0,3,7,0,0,0,4,20,0,0,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,5,3,10,8,0,0,0,30,0,0,0,0,0,0,0,16,6,0,0,0,19,0,0,0,0,0,0,0,7,4,7,0,0,14,0,0,0,0,0,0,0,3,6,0,3,0,19,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,6,14,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
