SA2_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
801091108,3,3,3,5,3,10,0,42,0,0,0,0,0,0,4,0,0,3,0,0,11,8,0,0,6,4,17,20,26,27,37,24,4,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,9,4,6,8,0,0,0,29,14,3,3,10,10,25,35,46,36,45,28,9,271,3,0,0,0,4,7,7,18,12,12,7,4,74,0,0,0,0,0,0,0,3,8,6,4,5,31,0,0,0,0,0,7,9,25,18,29,24,0,112,0,0,0,0,0,4,0,0,7,12,6,3,35,0,0,0,0,0,4,0,3,3,8,7,0,31,10,0,0,8,0,15,15,31,31,49,45,9,211,0,0,0,0,0,0,0,0,3,0
801091109,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,6,14,12,3,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,6,0,0,3,3,3,0,0,0,18,3,0,3,5,5,12,32,49,16,11,3,3,153,5,3,0,0,5,47,72,57,20,7,4,4,228,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,14,26,31,14,10,4,3,109,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,4,4,7,4,0,0,13,0,0,0,6,0,14,37,36,18,9,4,3,139,0,0,0,0,0,3,3,0,3,0
801091110,3,0,10,4,4,9,0,35,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,0,4,0,18,18,38,20,38,28,3,176,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,4,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,5,3,3,4,0,0,25,12,3,6,8,4,26,29,49,37,47,37,5,254,0,0,0,4,0,0,4,12,14,14,13,4,66,4,0,0,0,0,0,0,5,5,3,5,0,30,6,0,0,0,5,5,7,26,23,23,24,11,127,6,0,0,0,0,0,0,4,4,3,6,0,35,0,0,0,0,0,0,3,3,0,4,0,0,9,8,0,0,0,6,12,15,38,33,36,38,8,205,0,0,0,0,0,0,3,0,0,0
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,3,4,0,5,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,4,8,24,70,31,49,18,3,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,5,10,11,6,0,0,29,6,0,0,6,8,13,49,119,60,66,27,5,361,6,0,0,0,3,24,62,69,30,27,17,6,241,0,0,0,0,0,5,0,19,11,13,13,0,59,11,0,0,0,4,25,63,108,59,75,43,13,410,0,0,0,0,0,0,4,10,8,4,6,0,40,0,0,0,0,0,5,0,6,3,0,3,0,21,12,0,0,0,4,29,71,142,78,95,68,16,527,0,0,0,0,6,0,3,0,4,0
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,22,37,49,20,27,25,4,198,0,0,0,0,0,0,0,0,0,14,10,3,29,0,0,0,5,4,3,15,52,46,87,80,12,315,0,0,0,0,0,0,3,0,3,9,9,0,23,0,0,0,0,0,0,0,0,0,0,4,0,10,6,0,0,5,4,3,20,61,51,108,97,17,374,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,3,5,0,6,3,0,19,0,0,0,0,0,0,0,0,3,0,4,0,13,0,0,0,6,3,11,30,50,46,62,33,8,248,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,3,3,0,0,3,17,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,8,12,10,5,0,3,38,8,0,0,7,9,21,97,114,73,100,44,14,499,0,0,0,4,3,27,38,32,26,28,17,4,179,4,0,0,0,0,7,0,5,4,9,4,0,26,6,0,0,5,3,6,29,62,53,66,46,17,286,0,0,0,0,0,0,0,6,3,9,3,5,31,0,0,0,0,0,0,4,3,0,3,0,0,16,11,0,0,5,0,18,30,75,57,88,51,19,357,0,0,0,0,0,0,0,0,0,0
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,9,13,11,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,4,6,4,0,0,3,0,6,20,15,23,10,8,90,7,0,0,0,0,4,0,9,3,6,4,3,35,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,7,10,5,9,0,0,35,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,9,14,9,10,3,0,48,0,0,0,0,0,0,0,0,0,0
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
