SA2_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
801081093,283,157,177,238,201,233,227,156,60,1742,8,6,8,4,0,0,0,0,0,26,20,4,14,11,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,9,6,0,6,5,0,3,0,0,0,24,7,4,7,9,0,3,0,0,0,32,195,115,150,150,123,81,61,27,8,909,46,25,31,20,30,21,11,13,0,212,562,317,391,447,387,348,308,194,71,3015,4,0,4,4,0,6,0,0,0,29,53,28,27,60,51,43,74,42,24,399,0,0,0,0,0,0,0,0,0,0,11,3,5,8,12,4,4,3,3,55,0,0,0,0,0,0,0,0,0,0,180,67,69,97,81,71,86,32,22,710,0,0,0,0,0,0,0,0,0,5,7,6,4,11,7,5,3,8,0,51,0,0,0,0,0,0,0,0,0,0
801081094,252,121,187,226,197,224,202,97,37,1541,5,0,11,5,3,0,0,0,0,24,12,4,7,6,0,0,0,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,6,0,0,0,20,0,4,5,7,0,6,6,0,0,22,183,113,147,147,102,87,53,14,3,855,50,20,30,31,14,16,15,8,0,190,500,274,392,432,338,339,280,120,46,2711,4,3,5,8,8,5,0,0,0,27,24,24,15,32,38,42,69,28,3,273,0,0,0,0,0,0,0,0,0,0,7,0,0,5,3,5,3,6,0,23,0,0,0,0,0,0,0,0,0,0,140,60,62,97,81,72,82,49,17,657,0,0,0,0,0,0,0,0,0,0,9,4,0,8,3,3,0,6,0,41,0,0,0,0,0,5,0,0,0,0
801081095,274,115,205,257,212,263,234,99,26,1688,4,0,4,3,0,4,0,0,0,18,3,4,5,0,5,6,0,0,0,19,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,3,4,0,0,25,0,3,4,3,7,3,4,0,0,25,244,125,173,175,133,96,36,17,3,991,78,40,41,60,40,31,16,7,5,312,614,302,439,507,407,401,304,126,31,3116,6,5,15,14,8,6,7,0,0,56,36,18,27,48,44,49,73,38,8,358,0,0,0,0,0,0,0,0,0,0,0,7,7,6,4,0,8,0,0,39,0,0,0,0,0,0,0,0,0,0,127,63,76,96,78,58,109,48,13,676,0,0,0,0,0,0,0,0,0,0,5,8,7,5,4,3,3,3,3,33,0,0,0,0,3,0,0,0,0,3
801081096,202,126,108,162,169,228,122,75,40,1235,6,10,3,9,7,0,0,0,0,33,26,3,5,9,10,0,0,0,0,55,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,13,120,70,76,94,62,64,30,12,0,520,37,23,14,31,17,31,9,0,4,168,398,243,213,311,272,330,170,96,47,2085,0,0,9,9,0,5,3,0,0,36,27,21,16,28,52,46,45,26,23,280,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,6,108,47,33,49,67,68,74,51,29,532,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,6,3,0,0,18,0,0,0,0,0,0,0,0,0,0
801081097,244,147,153,236,171,189,200,94,46,1485,4,0,11,5,0,0,3,0,0,26,10,13,10,6,9,5,0,0,0,51,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,18,3,3,0,4,4,0,0,0,0,20,178,81,140,139,85,78,40,24,0,771,42,28,26,47,29,15,13,16,7,219,486,273,350,440,300,294,263,134,56,2596,0,7,9,3,5,4,5,0,0,24,41,21,28,34,54,43,41,23,6,293,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,147,45,73,83,96,64,96,53,11,666,0,0,0,0,0,0,0,0,0,3,5,0,0,4,5,4,7,6,0,36,0,0,0,0,0,0,0,0,0,4
801081098,293,130,185,262,196,223,273,162,120,1849,8,0,9,4,0,0,0,0,0,18,18,3,5,12,0,0,4,0,0,41,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,22,0,0,0,3,8,0,0,0,0,25,204,122,140,163,150,122,77,19,8,1004,35,14,22,37,21,27,28,41,31,269,561,282,361,492,395,392,387,228,157,3254,12,5,7,11,7,4,3,3,0,55,55,16,23,58,48,42,65,66,35,403,0,0,0,0,0,0,0,0,0,0,8,3,3,11,6,3,6,5,0,38,0,0,0,0,0,0,0,0,0,0,162,82,64,107,120,54,103,72,19,796,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,12,10,0,43,0,0,0,0,0,0,0,0,0,0
801081133,0,3,0,0,3,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,242,119,169,208,178,129,163,91,23,1328,13,10,27,14,8,0,0,0,0,69,25,6,16,14,3,4,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,9,3,0,0,0,0,30,0,0,6,8,0,3,0,0,0,18,9,3,16,12,3,0,0,0,0,45,157,103,132,128,95,66,43,16,0,739,26,43,36,23,18,7,4,5,0,166,482,289,413,399,315,222,220,106,32,2490,4,3,18,3,10,5,5,0,0,45,20,8,15,24,47,37,31,35,3,218,0,0,0,0,0,0,0,0,0,0,4,0,9,0,5,4,0,3,0,27,0,0,0,0,0,0,0,0,0,0,120,63,69,74,96,56,62,40,17,603,0,0,3,0,0,0,0,0,0,5,12,3,3,8,9,0,3,0,5,44,0,0,0,0,0,0,0,0,0,3
801091100,545,253,233,396,456,336,325,244,114,2899,18,8,21,7,10,0,0,0,0,60,4,9,12,8,4,0,0,0,0,38,0,4,0,4,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,5,0,0,0,32,0,6,0,4,6,6,0,0,0,25,8,9,5,16,10,8,3,0,0,55,326,274,215,243,276,179,98,46,22,1674,64,54,34,52,62,31,31,24,0,352,978,614,536,739,828,569,460,315,137,5174,11,3,19,16,16,12,8,0,3,87,84,24,27,84,97,81,85,77,49,603,0,0,0,0,0,0,0,0,0,0,4,9,10,4,4,6,3,5,4,47,0,0,0,0,0,0,0,0,0,0,319,151,105,160,200,125,78,112,38,1298,0,0,0,0,0,0,0,0,0,4,21,6,7,14,8,3,10,10,9,84,0,0,0,5,0,0,4,0,0,7
801091101,322,226,139,243,308,244,240,180,96,2001,5,3,11,3,3,3,0,0,0,29,19,3,13,8,7,7,0,0,0,60,3,0,0,0,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,3,0,5,6,0,3,0,0,17,5,5,0,10,9,0,3,0,0,24,192,175,82,123,145,111,71,32,18,941,48,40,21,27,34,32,13,18,5,245,600,457,267,427,519,403,341,225,118,3362,4,9,7,5,9,7,3,0,0,47,41,19,22,37,53,68,67,29,30,373,0,0,0,0,0,0,0,0,0,0,7,7,3,5,3,6,0,5,0,34,0,0,0,0,0,0,0,0,0,0,174,132,63,103,139,103,80,58,31,879,0,0,0,0,0,0,0,0,0,5,12,18,6,5,19,13,9,15,4,95,5,0,0,0,0,0,0,0,0,4
801091102,288,195,171,240,253,208,225,173,84,1836,19,3,24,14,6,8,5,0,0,76,22,13,18,19,9,0,0,0,0,87,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,12,169,129,145,125,130,107,50,24,12,888,34,30,20,30,30,27,19,18,15,223,548,389,396,438,448,361,301,216,110,3203,7,4,7,17,9,9,6,0,0,56,41,8,19,35,50,64,60,48,28,356,0,0,0,0,0,0,0,0,0,0,6,0,6,3,4,10,7,3,9,32,0,0,0,0,0,0,0,0,0,0,195,97,73,95,136,67,88,78,53,873,0,0,0,0,0,0,0,4,0,4,22,12,3,10,14,3,9,13,4,97,0,0,0,0,0,0,0,0,0,0
801091103,271,139,121,205,234,146,140,151,139,1550,7,5,15,11,6,3,0,0,0,45,36,8,19,22,12,0,0,4,0,91,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,5,0,0,0,0,15,3,4,0,3,5,0,0,0,0,18,176,126,106,125,143,131,51,42,27,919,55,37,23,34,40,25,19,24,16,272,554,328,285,415,444,311,216,219,184,2949,6,3,7,9,9,7,7,0,0,53,60,28,19,42,69,48,46,50,44,402,0,0,0,0,0,0,0,0,0,0,12,11,5,5,12,7,4,7,0,61,0,0,0,0,0,0,0,0,0,0,145,59,43,85,74,57,46,43,38,589,0,0,0,0,0,0,0,0,0,0,4,3,4,0,9,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
801091104,170,177,92,124,224,227,206,123,37,1383,14,25,7,9,28,26,8,8,0,118,24,5,9,21,13,10,0,0,0,74,0,0,0,0,0,6,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,8,3,0,0,0,5,3,0,0,0,15,84,62,52,71,73,85,41,14,10,490,31,34,22,15,27,23,19,19,7,192,326,319,189,242,379,387,283,161,53,2352,4,11,4,9,12,10,9,0,0,65,21,15,8,12,16,44,61,31,16,233,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,0,0,22,0,0,0,0,0,0,0,0,0,0,103,76,43,59,89,72,102,56,13,624,0,0,0,0,0,0,0,0,0,0,14,11,13,10,10,13,11,3,0,83,0,0,0,0,0,0,0,0,0,3
801091105,223,143,178,199,201,117,187,119,40,1393,19,14,65,16,5,3,5,0,0,124,23,10,23,11,4,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,16,3,3,0,0,0,0,31,4,0,3,0,0,3,0,0,0,15,5,4,16,4,3,3,0,0,0,42,136,135,133,98,106,72,41,22,0,745,40,45,46,49,38,15,22,10,4,273,446,352,478,395,369,229,257,159,50,2732,9,10,23,21,12,8,3,0,0,88,27,19,23,32,32,38,43,46,16,264,0,0,0,0,0,0,0,0,0,0,0,0,9,7,4,0,6,5,0,27,0,0,0,0,5,0,0,0,0,5,128,75,87,83,93,56,56,78,22,686,0,0,0,0,0,0,0,0,0,3,11,4,3,6,5,4,5,9,3,40,0,0,4,0,0,0,0,0,0,7
801091106,220,186,163,189,267,175,203,161,43,1605,17,11,31,11,14,11,3,5,0,105,26,15,33,18,6,3,3,0,0,101,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,9,0,4,3,8,3,0,4,0,0,18,0,9,9,8,4,0,4,0,0,30,97,122,168,103,113,70,61,21,7,770,35,53,52,23,30,22,27,16,0,253,393,400,464,366,448,290,299,201,57,2920,17,3,17,28,11,3,3,0,0,90,47,23,17,40,55,60,47,49,19,350,0,0,0,0,0,0,0,0,0,0,0,3,4,6,6,0,8,4,0,33,0,0,0,0,0,0,0,0,0,0,147,94,65,116,92,84,82,60,17,761,0,0,0,0,0,0,0,0,0,0,11,9,10,9,8,10,6,0,3,57,0,4,0,0,0,0,4,0,0,10
801091107,112,68,43,62,101,95,68,32,14,596,6,10,5,7,11,5,5,0,0,48,3,9,3,4,7,0,0,0,0,27,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,7,13,23,21,9,5,0,129,3,6,0,6,0,7,5,3,6,30,154,113,56,96,155,140,93,40,21,867,3,0,0,0,6,0,0,3,0,19,17,3,4,9,21,21,24,10,6,97,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,44,36,16,24,42,37,38,17,10,272,0,0,0,0,0,0,0,0,0,0,24,13,6,4,15,8,11,7,0,91,0,0,0,0,0,0,0,0,0,4
801091108,245,201,136,205,209,198,194,135,44,1571,13,8,11,15,8,5,0,0,0,51,3,0,11,5,6,0,0,0,0,33,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,12,3,0,3,4,0,0,3,0,0,14,119,90,89,105,100,76,48,25,3,658,50,22,25,36,13,23,18,3,4,201,445,321,274,371,341,300,267,169,52,2541,3,0,0,6,3,3,4,3,0,16,27,16,13,26,48,42,45,41,11,272,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,6,4,0,19,0,0,0,0,0,0,0,0,0,0,187,143,74,85,126,92,76,61,15,850,0,0,0,0,0,0,0,0,0,0,12,7,4,3,4,3,5,9,3,59,0,0,0,0,0,0,0,0,0,0
801091109,95,106,291,152,131,89,54,51,14,978,26,6,43,21,4,0,0,0,0,101,13,7,29,13,5,5,0,0,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,17,12,7,0,0,0,0,0,42,0,0,8,3,0,4,6,0,0,16,3,17,18,11,6,4,6,0,0,57,39,104,222,102,61,52,20,8,3,620,18,21,55,32,22,9,3,3,3,166,195,267,686,351,241,168,89,65,23,2078,16,5,59,22,9,5,5,0,0,120,7,8,41,23,23,27,28,18,10,177,0,0,0,0,0,0,0,0,0,0,0,3,8,4,3,7,0,0,0,31,0,0,0,0,0,0,0,0,0,0,147,52,224,140,67,50,28,16,5,741,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,4,0,0,22,0,0,0,0,0,0,0,0,0,0
801091110,286,138,114,223,185,140,175,76,22,1353,4,0,7,0,7,4,0,0,0,21,4,3,3,0,3,0,0,0,0,12,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,8,8,4,3,3,0,0,3,0,23,143,87,92,104,93,77,37,15,5,648,36,21,23,27,12,19,17,8,0,176,477,265,247,369,319,250,226,99,34,2283,3,3,3,11,3,0,0,0,0,27,23,14,6,27,50,28,29,23,9,210,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,136,108,48,98,104,59,60,45,11,673,0,0,0,0,0,0,0,0,0,0,11,5,0,11,11,5,9,7,6,63,0,0,0,0,0,3,0,0,0,8
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,21,5,0,0,0,0,55,22,8,22,18,14,13,4,4,0,105,0,0,0,0,0,0,0,0,0,0,12,0,0,8,4,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0,125,53,78,89,47,15,22,11,0,437,0,0,0,0,0,0,0,0,0,0,11,0,9,6,0,0,0,0,0,20,0,0,3,0,0,0,0,0,0,3
801101136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,18,7,21,22,13,0,0,0,0,84,31,15,63,33,29,22,4,0,0,201,0,0,0,0,0,0,0,0,0,6,7,7,12,4,9,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,103,59,181,110,50,28,10,5,0,550,0,0,0,0,0,0,0,0,0,0,6,8,15,6,0,0,0,0,0,33,3,0,0,3,0,0,0,0,0,10
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
