SA2_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
801081093,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,4,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,11,10,0,0,0,4,0,8,24,31,31,104,187,29,422,0,0,0,0,0,3,14,12,9,7,4,7,45,0,0,0,0,0,0,5,3,0,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,11,8,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,19,29,16,5,14,6,10,124,0,0,8,12,26,58,132,88,68,162,255,57,860
801081094,19,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,4,0,3,5,0,19,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,4,11,18,23,25,86,160,21,343,0,0,0,0,0,5,11,16,4,7,8,3,55,0,0,0,4,0,0,6,5,0,0,3,3,29,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,4,0,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,16,29,21,7,10,10,13,121,7,0,0,16,22,57,124,93,75,130,232,39,795
801081095,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9,0,0,0,6,0,0,7,5,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,7,0,6,35,40,51,86,157,28,410,0,0,0,0,0,3,18,14,11,15,4,6,69,0,0,0,4,3,4,10,0,5,0,0,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,4,7,9,13,11,4,4,0,0,4,56,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,6,23,42,16,16,18,3,14,163,12,0,15,27,41,53,138,96,107,165,220,56,926
801081096,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,4,0,5,7,0,8,6,6,3,27,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,21,18,19,54,122,22,263,0,0,0,0,0,4,11,13,5,6,4,0,37,0,0,0,0,0,4,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,4,0,6,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,13,19,18,4,13,9,4,84,5,0,5,7,15,58,94,64,50,84,159,34,570
801081097,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,35,27,80,161,11,355,0,0,0,0,0,0,9,11,6,6,8,8,44,0,0,0,0,0,3,4,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,10,3,0,3,6,4,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,15,21,17,8,13,8,12,113,3,0,8,11,21,49,106,85,72,130,214,36,735
801081098,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,3,6,3,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,5,0,9,29,38,36,102,244,29,486,0,0,0,0,0,3,15,20,8,14,10,7,74,0,0,0,0,3,5,8,0,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,3,3,8,0,3,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,8,11,36,26,13,12,11,19,141,13,0,5,16,24,51,160,119,84,189,328,69,1048
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,5,4,0,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,9,13,24,28,61,144,21,302,0,0,0,0,0,5,9,4,4,4,8,7,43,0,0,3,0,0,5,5,3,0,0,0,5,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,3,6,5,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,6,15,17,15,6,4,10,12,94,3,0,4,15,18,48,88,79,72,109,200,44,679
801091100,23,0,0,0,0,0,0,3,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,5,4,0,3,5,3,25,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,5,26,46,34,128,450,48,741,0,0,0,0,0,0,5,16,3,3,28,8,71,0,0,0,3,0,10,13,3,3,5,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,11,4,0,0,9,5,16,19,9,3,0,4,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,7,23,40,27,12,15,32,16,185,8,0,4,21,20,70,178,131,103,227,637,92,1503
801091101,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,5,5,27,0,0,0,0,0,0,0,0,0,0,0,13,14,0,0,0,3,3,7,37,33,36,74,277,29,505,0,0,0,0,0,5,11,4,9,11,14,7,55,0,0,0,0,0,4,7,0,4,0,6,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,9,3,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9,25,13,6,15,20,11,107,3,4,3,14,13,51,155,104,92,145,373,52,1016
801091102,12,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,9,0,23,0,0,0,0,0,0,0,0,0,0,5,8,17,0,0,0,0,0,5,32,30,27,80,287,25,495,0,0,0,0,0,0,12,19,7,9,6,0,60,0,0,0,3,0,0,4,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,7,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,13,20,27,7,9,12,5,102,6,4,4,16,11,33,109,104,70,140,397,45,938
801091103,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,0,18,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,16,30,16,69,261,21,417,0,0,0,0,0,0,8,12,0,5,13,4,51,0,0,0,4,0,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,8,0,0,0,6,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,10,19,20,5,17,13,7,107,3,4,0,10,11,36,96,76,56,124,350,41,815
801091104,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,14,3,30,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,22,16,18,51,158,21,292,0,0,0,0,0,0,4,12,8,3,5,3,36,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,5,8,0,4,0,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,16,23,9,7,6,8,86,3,7,4,9,18,44,97,66,62,108,241,43,706
801091105,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,3,12,41,28,26,61,154,18,349,0,0,0,0,0,3,9,12,3,7,13,4,53,0,0,0,0,0,0,4,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,7,0,4,0,3,0,0,8,0,0,6,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,10,25,19,9,14,22,8,115,4,12,3,16,24,57,145,111,60,116,222,49,819
801091106,14,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,6,6,7,0,21,0,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,4,0,9,38,29,33,72,161,26,377,0,0,0,0,0,6,17,25,6,4,5,5,63,0,0,0,0,3,5,11,0,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,4,4,6,4,3,6,0,4,36,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,0,7,3,16,34,28,6,13,5,6,128,7,0,0,15,22,60,165,131,77,143,245,51,932
801091107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,5,9,3,11,92,15,130,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,7,0,18,5,0,0,4,5,4,26,19,13,25,142,28,278
801091108,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,6,0,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,0,7,0,15,22,22,59,189,24,340,0,0,0,0,0,0,12,9,3,3,12,4,47,0,0,0,0,0,0,0,7,0,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,6,7,0,3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,20,19,7,15,10,11,96,5,6,3,7,18,38,98,69,54,111,262,41,713
801091109,18,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,3,0,3,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,19,19,5,0,0,3,8,7,66,75,55,65,70,32,387,0,0,0,0,0,3,29,25,7,14,8,8,90,0,0,0,4,4,3,6,7,0,0,0,4,26,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,5,4,8,9,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,17,49,35,12,13,12,12,162,14,0,5,15,23,75,247,243,186,221,191,78,1293
801091110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,5,3,0,4,5,0,14,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,4,7,14,32,19,72,173,19,339,0,0,0,0,0,3,9,0,0,0,4,3,36,0,0,0,0,0,3,7,0,0,5,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,9,11,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,12,25,9,3,10,9,11,84,6,0,4,9,12,47,78,67,41,115,232,44,648
801101134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101135,20,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,10,0,0,0,0,4,0,0,0,0,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,16,17,0,0,0,3,4,20,75,78,89,153,236,25,680,0,0,0,3,3,8,37,22,6,12,12,11,99,0,0,0,0,5,6,16,6,0,0,0,3,42,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,8,7,0,8,10,4,4,5,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,15,9,22,57,29,4,9,8,10,188,13,6,11,22,16,59,195,158,161,271,329,49,1287
801101136,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,3,13,22,29,29,88,218,24,431,0,0,0,0,0,0,6,11,6,4,6,0,38,0,0,0,0,0,0,3,3,0,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,0,9,8,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,14,3,7,12,12,9,4,8,6,83,10,3,9,12,6,24,58,74,59,157,317,35,765
801101137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101139,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,10,47,39,48,120,195,21,481,0,0,0,0,0,5,17,14,3,14,14,5,73,0,0,3,0,3,4,5,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,13,29,23,5,15,19,3,122,4,0,7,8,12,40,129,135,115,205,302,41,1003
801101145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801101146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801111140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,23,29,10,73,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,3,16,0,0,0,0,3,13,13,21,24,31,45,14,154
801111141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,4,0,0,0,17
897979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
