SA2_CODE_2021,C16_M_25_29_Tot_LF,C16_M_25_29_Not_LF,C16_M_25_29_LF_NS,C16_M_25_29_Tot,C16_M_30_34_Em_FT,C16_M_30_34_Em_PT,C16_M_30_34_Em_AFW,C16_M_30_34_Em_Hrs_NS,C16_M_30_34_Em_Tot,C16_M_30_34_Unem_Look_FT,C16_M_30_34_Unem_Look_PT,C16_M_30_34_Unem_Tot,C16_M_30_34_Tot_LF,C16_M_30_34_Not_LF,C16_M_30_34_LF_NS,C16_M_30_34_Tot,C16_M_35_39_Em_FT,C16_M_35_39_Em_PT,C16_M_35_39_Em_AFW,C16_M_35_39_Em_Hrs_NS,C16_M_35_39_Em_Tot,C16_M_35_39_Unem_Look_FT,C16_M_35_39_Unem_Look_PT,C16_M_35_39_Unem_Tot,C16_M_35_39_Tot_LF,C16_M_35_39_Not_LF,C16_M_35_39_LF_NS,C16_M_35_39_Tot,C16_M_40_44_Em_FT,C16_M_40_44_Em_PT,C16_M_40_44_Em_AFW,C16_M_40_44_Em_Hrs_NS,C16_M_40_44_Em_Tot,C16_M_40_44_Unem_Look_FT,C16_M_40_44_Unem_Look_PT,C16_M_40_44_Unem_Tot,C16_M_40_44_Tot_LF,C16_M_40_44_Not_LF,C16_M_40_44_LF_NS,C16_M_40_44_Tot,C16_M_45_49_Em_FT,C16_M_45_49_Em_PT,C16_M_45_49_Em_AFW,C16_M_45_49_Em_Hrs_NS,C16_M_45_49_Em_Tot,C16_M_45_49_Unem_Look_FT,C16_M_45_49_Unem_Look_PT,C16_M_45_49_Unem_Tot,C16_M_45_49_Tot_LF,C16_M_45_49_Not_LF,C16_M_45_49_LF_NS,C16_M_45_49_Tot,C16_M_50_54_Em_FT,C16_M_50_54_Em_PT,C16_M_50_54_Em_AFW,C16_M_50_54_Em_Hrs_NS,C16_M_50_54_Em_Tot,C16_M_50_54_Unem_Look_FT,C16_M_50_54_Unem_Look_PT,C16_M_50_54_Unem_Tot,C16_M_50_54_Tot_LF,C16_M_50_54_Not_LF,C16_M_50_54_LF_NS,C16_M_50_54_Tot,C16_M_55_59_Em_FT,C16_M_55_59_Em_PT,C16_M_55_59_Em_AFW,C16_M_55_59_Em_Hrs_NS,C16_M_55_59_Em_Tot,C16_M_55_59_Unem_Look_FT,C16_M_55_59_Unem_Look_PT,C16_M_55_59_Unem_Tot,C16_M_55_59_Tot_LF,C16_M_55_59_Not_LF,C16_M_55_59_LF_NS,C16_M_55_59_Tot,C16_M_60_64_Em_FT,C16_M_60_64_Em_PT,C16_M_60_64_Em_AFW,C16_M_60_64_Em_Hrs_NS,C16_M_60_64_Em_Tot,C16_M_60_64_Unem_Look_FT,C16_M_60_64_Unem_Look_PT,C16_M_60_64_Unem_Tot,C16_M_60_64_Tot_LF,C16_M_60_64_Not_LF,C16_M_60_64_LF_NS,C16_M_60_64_Tot,C16_M_65_69_Em_FT,C16_M_65_69_Em_PT,C16_M_65_69_Em_AFW,C16_M_65_69_Em_Hrs_NS,C16_M_65_69_Em_Tot,C16_M_65_69_Unem_Look_FT,C16_M_65_69_Unem_Look_PT,C16_M_65_69_Unem_Tot,C16_M_65_69_Tot_LF,C16_M_65_69_Not_LF,C16_M_65_69_LF_NS,C16_M_65_69_Tot,C16_M_70_74_Em_FT,C16_M_70_74_Em_PT,C16_M_70_74_Em_AFW,C16_M_70_74_Em_Hrs_NS,C16_M_70_74_Em_Tot,C16_M_70_74_Unem_Look_FT,C16_M_70_74_Unem_Look_PT,C16_M_70_74_Unem_Tot,C16_M_70_74_Tot_LF,C16_M_70_74_Not_LF,C16_M_70_74_LF_NS,C16_M_70_74_Tot,C16_M_75over_Em_FT,C16_M_75over_Em_PT,C16_M_75over_Em_AFW,C16_M_75over_Em_Hrs_NS,C16_M_75over_Em_Tot,C16_M_75over_Unem_Lo_ft_wor,C16_M_75over_Unem_Lo_pt_wor,C16_M_75over_Unempl_Tot,C16_M_75over_Tot_LF,C16_M_75over_Not_LF,C16_M_75over_LF_NS,C16_M_75over_Tot,C16_M_Tot_Em_FT,C16_M_Tot_Em_PT,C16_M_Tot_Em_AFW,C16_M_Tot_Em_Hrs_NS,C16_M_Tot_Em_Tot,C16_M_Tot_Unem_Look_FT,C16_M_Tot_Unem_Look_PT,C16_M_Tot_Unem_Tot,C16_M_Tot_Tot_labo_for,C16_M_Tot_Not_LF,C16_M_Tot_LF_NS,C16_M_Tot_Tot,C21_M_15_19_Em_FT,C21_M_15_19_Em_PT,C21_M_15_19_Em_AFW,C21_M_15_19_Em_Hrs_NS,C21_M_15_19_Em_Tot,C21_M_15_19_Unem_Look_FT,C21_M_15_19_Unem_Look_PT,C21_M_15_19_Unem_Tot,C21_M_15_19_Tot_LF,C21_M_15_19_Not_LF,C21_M_15_19_LF_NS,C21_M_15_19_Tot,C21_M_20_24_Em_FT,C21_M_20_24_Em_PT,C21_M_20_24_Em_AFW,C21_M_20_24_Em_Hrs_NS,C21_M_20_24_Em_Tot,C21_M_20_24_Unem_Look_FT,C21_M_20_24_Unem_Look_PT,C21_M_20_24_Unem_Tot,C21_M_20_24_Tot_LF,C21_M_20_24_Not_LF,C21_M_20_24_LF_NS,C21_M_20_24_Tot,C21_M_25_29_Em_FT,C21_M_25_29_Em_PT,C21_M_25_29_Em_AFW,C21_M_25_29_Em_Hrs_NS,C21_M_25_29_Em_Tot,C21_M_25_29_Unem_Look_FT,C21_M_25_29_Unem_Look_PT,C21_M_25_29_Unem_Tot,C21_M_25_29_Tot_LF,C21_M_25_29_Not_LF,C21_M_25_29_LF_NS,C21_M_25_29_Tot,C21_M_30_34_Em_FT,C21_M_30_34_Em_PT,C21_M_30_34_Em_AFW,C21_M_30_34_Em_Hrs_NS,C21_M_30_34_Em_Tot,C21_M_30_34_Unem_Look_FT,C21_M_30_34_Unem_Look_PT,C21_M_30_34_Unem_Tot,C21_M_30_34_Tot_LF,C21_M_30_34_Not_LF,C21_M_30_34_LF_NS,C21_M_30_34_Tot,C21_M_35_39_Em_FT,C21_M_35_39_Em_PT,C21_M_35_39_Em_AFW,C21_M_35_39_Em_Hrs_NS,C21_M_35_39_Em_Tot,C21_M_35_39_Unem_Look_FT,C21_M_35_39_Unem_Look_PT,C21_M_35_39_Unem_Tot,C21_M_35_39_Tot_LF,C21_M_35_39_Not_LF,C21_M_35_39_LF_NS,C21_M_35_39_Tot,C21_M_40_44_Em_FT,C21_M_40_44_Em_PT,C21_M_40_44_Em_AFW,C21_M_40_44_Em_Hrs_NS
801071081,132,5,5,144,133,24,3,0,157,8,0,8,166,5,8,184,120,10,5,0,135,8,0,8,139,0,12,150,106,16,0,0,127,4,3,4,129,11,0,144,86,9,0,0,106,5,0,5,106,14,4,126,108,14,0,0,125,0,0,3,129,12,5,142,83,16,5,3,105,0,0,0,110,45,5,151,42,14,6,0,54,3,4,4,64,42,0,100,10,8,0,0,23,0,0,0,25,48,0,75,0,0,0,0,5,0,0,0,5,44,4,49,0,3,0,0,7,0,0,0,7,75,17,92,888,209,33,22,1154,42,19,69,1219,353,77,1658,10,40,0,0,54,0,10,18,66,48,4,123,57,35,3,3,102,6,0,10,113,16,3,131,104,14,4,4,128,6,0,6,134,15,6,152,144,12,0,4,162,3,0,3,165,10,0,176,127,17,7,3,149,0,0,0,155,4,3,163,111,11,6,4
801071082,353,27,22,403,333,44,7,7,384,9,4,15,399,21,23,447,333,62,10,6,405,14,0,13,419,34,19,478,385,57,12,3,460,8,3,12,476,35,33,539,352,46,11,7,418,7,0,9,428,35,18,488,322,52,14,5,396,8,0,8,406,55,17,477,242,60,16,4,319,10,5,10,328,96,17,445,161,61,11,0,234,3,0,10,240,212,19,475,72,58,14,0,145,5,6,10,158,353,33,541,20,27,0,0,50,4,0,5,50,253,11,313,3,10,5,0,18,0,0,0,19,262,28,305,2706,768,113,51,3636,108,75,188,3821,1680,281,5774,42,174,10,0,232,4,43,47,280,189,19,483,192,153,4,5,368,12,12,30,397,35,12,444,266,82,21,11,375,16,7,22,395,38,14,454,333,65,13,4,419,9,3,14,431,30,33,495,367,60,12,6,449,13,0,12,464,28,21,512,366,59,10,9
801071083,42,0,0,48,23,7,0,0,30,0,0,0,30,4,0,35,45,0,0,0,46,0,0,0,46,0,0,46,29,5,0,0,37,0,0,0,37,0,4,39,46,0,0,0,48,0,0,0,48,0,0,53,40,9,0,0,47,0,0,0,49,0,3,54,44,8,5,0,53,0,0,0,57,9,3,68,18,9,0,0,35,0,0,6,34,14,0,58,11,4,0,0,11,0,0,0,11,36,4,53,0,0,0,0,4,0,0,0,4,16,0,19,0,0,0,0,0,0,0,0,0,12,0,13,322,84,6,0,421,9,5,9,433,125,28,580,6,13,0,0,15,0,7,11,17,18,0,38,8,12,0,0,24,0,0,0,24,4,0,29,28,9,0,0,36,5,0,5,39,0,0,36,25,5,0,0,30,0,0,0,30,0,0,38,39,0,0,0,45,0,0,0,48,0,0,47,35,5,0,0
801071084,127,12,6,139,123,9,5,0,141,8,0,8,149,7,4,159,123,16,0,4,142,4,0,4,146,3,0,151,109,6,4,4,125,10,0,10,131,7,9,149,132,14,3,5,144,0,0,0,149,7,5,163,125,14,12,0,152,5,0,3,160,12,3,166,125,20,6,0,147,4,0,9,153,27,4,190,87,25,0,0,109,0,6,6,112,74,4,187,25,18,9,0,47,0,0,0,50,101,7,157,0,4,0,0,10,0,0,0,7,53,7,71,0,0,0,0,0,0,0,0,0,154,51,211,1038,239,52,24,1359,39,21,64,1420,555,123,2097,24,46,3,0,71,0,10,10,82,51,6,143,69,38,5,0,116,4,3,10,124,21,0,146,113,28,4,0,143,5,0,9,150,12,5,169,118,18,5,3,139,0,0,6,145,3,4,152,133,18,14,0,170,6,0,4,172,5,0,186,118,15,5,0
801071085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071086,43,0,0,43,35,3,0,0,40,0,0,0,39,0,3,48,32,4,0,0,42,0,0,0,41,4,0,40,42,7,0,0,48,0,0,4,49,5,0,57,28,6,0,0,38,0,0,0,31,6,4,45,56,3,0,0,60,0,0,0,59,3,5,62,39,9,3,0,48,0,0,0,51,14,4,73,15,3,0,0,21,0,0,0,21,33,0,56,17,6,0,0,24,0,0,0,24,34,0,58,0,3,0,0,3,0,0,0,3,9,0,15,0,0,0,0,0,0,0,0,0,20,4,25,334,80,7,6,423,19,14,31,456,163,26,649,5,21,0,0,24,0,14,14,40,34,5,79,24,12,0,0,37,3,6,9,46,10,0,56,34,9,0,0,45,3,0,3,46,6,0,55,22,10,0,0,36,0,0,0,36,4,4,40,37,4,0,0,49,0,0,0,49,0,0,51,39,6,4,0
801071087,114,3,0,127,74,13,0,0,91,3,0,3,97,5,5,104,66,15,0,0,83,5,0,5,90,9,4,101,69,8,0,0,81,3,0,3,84,4,3,93,84,6,0,0,89,5,0,5,99,3,0,108,60,8,0,3,69,3,0,0,74,13,5,90,55,6,0,0,64,0,0,0,69,26,3,91,40,15,0,0,54,3,0,3,64,35,4,101,11,8,0,0,20,0,0,0,20,37,4,60,0,3,0,0,4,0,0,0,4,32,0,38,0,0,0,0,4,0,0,0,4,39,6,52,619,134,23,18,802,31,13,46,846,280,45,1170,13,26,0,0,39,9,12,23,64,55,4,119,57,25,0,6,88,3,3,3,96,11,0,110,84,14,0,0,103,3,0,3,106,7,4,110,94,11,0,9,110,0,0,0,116,0,0,121,75,10,8,0,98,3,0,3,101,11,10,120,74,12,6,0
801071088,122,8,9,135,112,16,5,9,134,5,0,5,137,7,5,152,86,9,0,5,105,3,0,5,103,3,4,112,89,13,0,4,106,4,0,4,110,11,0,119,106,13,0,0,121,0,0,0,120,6,9,139,115,15,4,0,137,0,4,4,133,16,0,149,79,18,3,0,101,4,0,5,103,26,3,135,42,14,5,0,64,3,4,6,68,22,4,93,14,9,0,0,24,0,0,0,24,29,0,54,0,0,0,0,0,0,0,0,0,21,6,28,3,0,0,0,3,0,0,0,3,24,0,30,856,193,25,16,1089,32,28,63,1152,263,51,1470,23,46,0,3,75,4,10,15,92,53,3,148,70,26,3,4,98,10,0,11,110,16,0,129,101,13,5,0,122,4,4,6,130,6,3,140,102,8,7,4,118,4,3,6,117,8,0,129,99,10,8,0,116,7,0,5,124,12,6,133,93,10,3,0
801071089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,0,0,0,10,3,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801071090,189,12,8,210,166,22,9,3,200,3,0,7,203,9,6,226,173,32,3,7,221,7,0,10,230,22,15,265,191,28,7,4,228,3,3,6,234,23,6,264,173,17,5,3,202,8,0,10,206,18,11,238,172,27,7,0,209,11,0,11,216,22,8,249,129,25,12,0,169,4,6,3,173,45,7,232,103,40,6,4,148,3,0,0,154,107,25,283,32,43,4,0,78,0,0,0,82,148,3,234,5,12,0,7,23,0,0,0,21,122,7,156,0,0,0,0,6,0,0,0,5,143,9,156,1390,418,62,41,1911,67,40,103,2021,818,125,2960,20,83,3,0,107,6,21,24,137,96,6,240,88,56,3,0,153,9,5,11,170,17,7,196,154,45,6,9,206,4,3,14,222,17,13,250,209,24,13,0,248,0,5,9,255,16,8,280,225,32,6,5,272,9,0,4,276,12,8,303,178,26,10,8
801071132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801081091,35,0,0,38,31,3,0,0,34,0,0,0,41,0,0,40,41,6,3,0,57,0,0,0,59,4,0,60,79,3,4,0,83,3,0,7,83,0,0,91,79,5,3,0,83,0,0,0,83,4,0,89,84,6,0,0,92,3,0,4,97,4,7,108,60,10,0,0,71,5,0,5,78,12,7,95,22,19,0,0,40,0,0,0,40,29,0,70,21,19,0,0,37,0,0,0,40,62,5,108,10,7,0,0,17,0,0,0,17,64,6,86,0,4,0,0,6,0,0,0,6,102,3,108,489,159,17,3,662,17,11,30,687,334,39,1061,7,49,3,0,56,0,5,11,60,33,0,95,28,27,0,0,52,0,5,3,57,8,3,68,29,8,6,0,39,0,0,0,39,4,5,47,17,4,0,0,31,0,0,0,31,0,0,31,56,12,0,0,71,0,0,0,72,5,5,76,62,8,3,0
801081092,48,6,3,53,62,6,0,0,70,0,0,0,73,6,7,91,70,5,0,0,78,0,0,0,78,7,0,87,88,11,0,0,97,4,0,4,99,0,9,111,98,6,0,0,113,4,0,3,117,11,3,133,81,10,0,3,94,0,0,0,99,6,5,114,59,3,5,0,65,4,0,3,68,18,4,97,26,6,4,0,38,0,0,0,36,32,0,67,3,10,0,0,14,0,0,0,14,52,5,67,5,8,0,0,14,0,0,0,21,66,5,89,3,5,0,0,9,0,0,0,9,74,3,87,563,137,16,18,731,17,14,25,758,341,59,1161,12,43,8,0,63,0,8,8,66,50,5,117,43,26,5,3,75,9,0,8,83,14,7,106,49,11,0,0,62,3,0,5,64,6,4,72,77,16,6,0,95,0,0,0,93,7,0,107,95,13,0,0,106,4,0,0,107,0,4,116,77,7,3,0
801081093,70,3,7,76,68,12,3,0,81,0,0,0,90,12,11,107,83,9,0,3,92,0,0,0,97,15,9,114,81,12,0,0,100,5,0,5,102,5,7,112,78,13,3,3,96,3,0,7,103,8,7,121,61,9,0,0,69,0,0,0,73,8,3,86,35,9,0,0,43,0,0,0,42,21,0,62,25,8,3,0,38,0,0,0,38,19,10,63,8,5,0,0,14,0,0,0,20,47,4,68,3,3,0,0,12,0,0,0,12,64,0,73,0,0,0,0,3,0,0,0,3,97,3,103,540,133,24,8,699,15,11,28,729,319,71,1127,16,39,0,0,51,0,9,9,57,31,4,93,31,15,3,0,50,5,0,4,58,10,6,70,56,19,3,0,73,3,6,3,79,3,6,92,65,15,4,0,86,0,0,0,90,3,6,93,71,12,3,6,96,0,0,0,98,10,3,110,91,11,4,0
801081094,56,0,0,58,60,12,5,3,76,0,0,7,78,4,0,89,74,5,3,3,87,0,0,0,86,0,3,91,73,10,0,0,86,4,0,4,89,4,8,102,79,14,0,0,92,0,0,0,92,3,0,96,50,7,0,0,59,4,0,3,60,7,0,72,32,7,0,3,39,0,0,0,42,17,0,56,18,18,0,0,39,0,0,0,42,16,0,65,9,11,0,0,22,0,0,0,24,50,4,76,5,10,0,0,19,0,0,0,19,51,0,69,5,3,0,0,4,0,0,0,4,79,13,92,482,127,16,13,635,19,10,26,664,280,41,982,9,31,0,0,39,4,8,8,48,34,3,83,41,13,4,0,51,4,0,3,57,0,4,60,49,15,0,3,66,4,0,4,70,7,7,77,63,11,0,0,69,0,3,0,68,3,5,77,80,14,4,3,103,0,0,0,104,0,0,109,82,8,0,0
801081095,75,15,7,90,79,17,0,0,99,0,0,0,100,5,8,111,87,9,3,0,100,4,0,6,101,12,8,118,83,14,4,0,104,0,0,0,104,3,11,122,57,14,7,4,73,5,0,6,75,11,7,97,60,8,7,0,74,3,5,9,79,11,8,95,37,14,10,0,61,6,0,4,67,14,7,87,28,12,0,0,38,0,0,0,38,26,9,71,10,8,0,0,21,0,0,0,21,63,0,84,0,0,0,0,0,0,0,0,0,76,6,83,0,0,0,0,3,0,0,0,3,79,4,90,525,137,32,3,706,21,18,43,744,352,71,1172,8,31,0,0,41,4,8,10,52,34,8,92,25,27,0,0,55,4,4,12,61,9,6,77,57,16,4,0,70,0,0,0,75,3,10,86,95,19,6,0,112,4,0,5,116,4,5,129,78,20,8,0,105,5,0,5,105,5,6,122,84,15,8,0
801081096,24,3,4,28,47,7,0,0,51,0,0,0,51,3,3,55,46,6,0,0,55,0,0,0,53,0,4,58,51,3,0,0,61,0,0,0,61,5,0,65,51,9,0,0,57,0,0,0,59,8,0,72,32,9,0,0,39,0,0,0,40,7,0,47,30,9,0,0,37,0,0,0,37,13,6,61,21,13,0,0,30,0,0,0,26,30,8,62,14,10,0,0,27,0,0,0,27,57,10,89,5,0,0,0,7,0,0,0,7,38,0,52,0,3,0,0,3,0,0,0,3,95,21,119,334,94,6,8,440,12,9,22,462,294,63,817,4,29,0,0,39,3,0,5,39,26,6,66,19,23,0,0,41,6,0,8,48,0,0,54,27,10,0,0,41,3,4,6,44,5,0,51,25,13,0,3,35,0,0,0,35,0,3,41,51,9,0,0,60,0,0,7,59,0,8,71,48,6,5,0
801081097,60,3,0,69,65,10,6,0,76,4,0,5,81,0,7,90,56,11,5,0,78,0,0,0,74,17,7,92,75,7,0,0,86,5,0,6,89,5,3,100,75,17,0,0,90,0,0,0,86,0,9,103,56,11,0,0,67,0,0,0,66,9,3,77,45,12,0,0,55,0,0,3,59,9,4,68,24,8,0,0,39,0,0,3,41,40,4,84,7,7,0,0,12,0,0,0,14,31,0,48,4,6,0,0,7,0,0,0,7,55,4,73,0,5,0,0,3,0,0,0,3,89,10,100,469,140,18,9,635,24,6,31,667,300,45,1008,8,29,0,0,40,3,10,9,47,32,3,78,35,19,0,0,55,3,4,6,58,9,9,70,43,14,4,0,58,0,0,0,62,4,0,68,74,10,0,0,88,0,0,0,91,6,7,102,80,16,0,0,95,3,0,0,103,6,6,115,73,8,0,0
801081098,52,3,8,56,72,11,0,0,84,4,0,4,87,7,8,101,98,13,0,0,116,0,0,0,117,12,4,132,89,19,3,0,111,5,0,4,119,9,3,133,102,11,0,0,111,0,0,0,117,10,3,129,64,12,7,0,78,4,0,5,84,6,0,93,57,10,5,0,63,0,0,0,66,22,0,90,25,20,0,0,43,0,0,4,46,30,6,83,14,10,3,0,23,0,0,0,23,52,11,93,0,10,0,0,10,0,0,0,14,54,15,81,0,7,0,0,5,0,0,0,5,123,58,196,588,177,29,9,797,24,17,39,839,392,118,1346,9,26,5,0,41,0,9,9,56,66,0,117,34,30,4,0,74,3,4,8,79,9,0,89,68,18,4,0,90,4,0,3,87,11,11,104,79,12,5,0,96,0,0,0,96,12,6,109,96,12,5,3,118,0,0,0,118,9,6,136,103,17,0,0
801081133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801091099,86,6,4,104,77,10,6,7,96,0,3,3,97,7,12,114,71,11,0,0,85,0,0,0,87,7,3,97,55,11,3,0,69,4,0,4,72,10,3,84,52,10,0,0,64,0,0,0,66,9,0,75,46,14,3,0,63,9,0,9,69,8,4,82,26,7,6,0,38,0,0,0,36,23,0,57,26,8,3,0,32,0,0,0,34,18,3,53,3,5,0,0,12,0,0,0,13,27,0,37,0,0,0,0,6,0,0,4,7,41,0,52,0,0,3,0,9,0,0,0,9,79,6,84,460,142,18,10,627,27,14,37,665,267,51,974,8,25,0,0,36,7,5,5,40,20,3,65,23,35,0,0,64,0,4,10,73,11,4,85,89,12,0,0,103,3,0,3,110,8,0,116,85,26,0,5,117,4,0,6,120,4,0,133,73,17,0,0,95,5,0,4,98,5,3,105,65,10,3,0
801091100,91,9,4,102,105,19,5,0,125,0,0,0,128,11,9,139,114,21,3,0,141,0,4,8,146,14,6,163,129,14,6,0,150,0,0,0,150,9,14,169,133,20,0,0,158,0,0,4,159,17,10,182,138,24,6,0,169,0,0,6,180,17,13,210,100,19,12,5,129,0,3,6,133,44,11,185,39,18,4,0,62,0,0,0,65,50,8,121,16,19,7,0,39,0,5,5,41,71,3,117,5,4,0,0,16,0,0,0,16,70,9,88,0,3,0,0,5,0,0,0,8,206,5,217,905,274,47,13,1233,22,26,47,1284,612,95,1990,9,45,0,0,65,0,19,16,80,59,3,141,55,60,3,0,117,0,3,6,126,22,0,148,75,39,3,4,128,0,3,0,131,14,3,146,116,16,4,0,139,0,0,5,142,15,0,153,156,21,6,0,186,0,0,3,188,8,3,200,127,26,8,0
801091101,69,7,6,77,43,8,3,0,61,3,0,3,64,0,0,66,59,8,0,0,70,0,0,0,70,5,0,72,76,8,0,0,88,0,0,0,90,5,3,94,98,15,5,0,113,5,0,5,121,9,4,136,90,8,3,0,97,0,0,0,97,0,0,106,78,17,4,0,94,0,0,0,94,16,5,112,37,7,0,0,44,0,0,0,44,26,0,76,14,14,0,0,31,0,5,3,30,51,0,83,6,11,0,0,14,0,0,0,12,54,5,71,5,3,0,0,9,0,0,0,9,117,11,131,602,198,22,4,825,11,15,28,852,361,35,1253,8,58,4,0,62,0,13,13,81,50,5,136,30,44,0,0,77,5,4,7,86,10,3,96,65,16,0,3,85,0,0,7,91,4,9,99,63,14,0,4,76,3,0,3,78,3,4,92,77,20,0,3,101,0,0,0,105,8,0,105,80,13,0,0
801091102,47,14,16,72,56,3,0,6,66,0,0,0,66,6,12,90,76,6,0,0,87,0,0,0,86,0,16,109,98,16,0,4,122,0,0,0,122,7,12,135,101,10,0,0,115,3,0,3,112,7,9,133,71,6,8,0,86,0,0,0,86,5,7,98,59,15,3,0,76,0,5,3,79,14,5,97,30,6,4,0,41,0,0,0,46,31,3,81,18,12,0,0,34,0,0,0,32,45,13,94,4,3,0,0,9,0,0,0,9,54,13,76,3,3,0,0,10,0,0,0,10,139,24,174,577,152,24,11,758,12,20,33,794,392,135,1321,6,35,0,0,42,3,9,11,49,35,3,89,36,33,0,0,66,0,4,3,68,10,10,93,47,18,0,0,65,0,5,4,70,7,4,82,61,11,0,4,71,0,0,0,71,6,10,86,87,9,0,0,102,0,0,0,102,4,4,106,128,14,7,5
801091103,67,3,3,72,47,11,0,0,58,0,0,3,58,9,4,72,60,10,0,0,67,0,0,0,64,4,3,77,60,9,3,0,71,0,0,0,71,8,3,84,70,15,3,4,84,0,0,0,86,8,5,107,76,0,4,0,77,4,3,3,81,11,4,102,60,13,6,0,75,4,0,4,76,8,3,93,30,4,3,0,35,0,0,0,34,24,3,62,5,6,0,0,20,0,0,0,20,50,8,69,0,10,0,0,14,0,0,0,12,30,6,46,0,0,0,0,0,0,0,0,4,139,16,158,469,152,27,9,647,7,11,25,681,345,84,1108,10,32,5,0,40,0,6,9,45,34,0,77,33,37,0,0,71,0,0,3,76,8,0,81,47,13,0,0,62,0,0,3,63,7,0,73,56,12,0,3,70,0,0,0,72,13,3,82,62,10,6,0,80,4,0,4,79,7,0,86,95,6,6,0
801091104,35,0,0,42,43,5,0,5,45,0,0,0,47,3,4,56,41,8,3,0,50,0,0,0,53,3,3,60,39,3,0,0,49,5,0,5,49,4,4,57,47,11,0,0,55,0,0,0,58,0,0,62,66,0,3,5,73,4,0,4,74,7,4,82,56,12,0,0,71,5,0,3,72,10,0,92,32,4,0,0,41,0,0,0,41,24,0,72,16,15,0,0,34,0,0,0,36,56,4,99,4,3,0,0,13,0,0,0,12,62,4,74,0,8,0,0,8,0,0,0,8,93,10,104,404,121,13,15,553,23,12,36,586,318,23,925,3,18,0,5,25,0,4,4,30,34,0,61,23,17,0,0,41,0,0,0,41,8,3,51,38,6,0,0,44,3,0,3,47,4,0,57,48,0,0,0,51,0,0,0,53,5,0,61,50,3,0,0,50,0,0,0,51,3,0,60,48,5,0,0
