SA2_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
801051125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,5,0,0,24,13,16,19,8,3,64,0,0,0,0,0,0,26,23,28,9,5,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,12,7,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,28,8,5,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9
801051126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801051127,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,16,39,12,12,0,0,63,37,18,29,12,4,99,0,0,0,0,0,0,92,35,37,13,4,181,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,5,4,0,0,23,4,0,5,0,0,7,0,0,0,0,0,0,22,13,10,0,0,44,0,0,0,0,0,0,18,3,0,0,0,15,64,17,5,0,0,85,6,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,80,23,8,8,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,67,56,19,4,335,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14,34,12
801051128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061062,0,0,0,0,0,0,6,0,0,0,0,6,19,0,0,0,0,26,123,67,38,11,6,246,135,76,96,52,12,358,0,3,0,0,0,6,283,141,135,61,17,641,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,5,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,19,0,0,0,0,0,0,6,0,0,0,0,6,36,9,0,0,0,47,11,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,55,10,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,160,144,67,17,735,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,13,103,51
801061063,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,21,6,7,3,0,41,64,38,52,32,13,199,4,0,0,0,0,4,96,55,56,41,13,250,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,20,3,10,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,30,3,8,0,0,42,0,0,0,0,0,0,11,0,0,0,0,13,41,11,3,0,0,56,8,5,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,64,23,3,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,77,71,41,13,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13
801061064,0,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,0,29,117,56,49,10,0,228,110,82,118,58,15,377,5,0,0,0,0,9,250,142,161,64,18,642,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,12,9,6,0,0,0,15,0,0,3,5,0,10,0,0,0,0,0,0,19,8,7,0,0,39,0,0,0,0,0,0,32,0,0,0,0,32,163,44,8,0,0,218,19,3,0,0,0,26,0,0,4,0,0,12,0,0,0,0,0,0,215,51,16,3,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,496,204,179,70,18,962,0,0,0,0,0,0,0,0,0,0,0,5,15,0,0,0,0,22,112,47
801061066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061067,0,0,0,0,0,0,6,0,0,0,0,4,63,18,13,3,0,99,270,153,130,42,4,601,101,73,120,58,28,368,9,3,0,0,0,12,444,250,263,96,33,1087,0,0,0,0,0,0,4,0,0,0,0,4,28,7,0,0,0,35,23,18,13,3,0,58,10,0,0,0,0,10,0,0,0,0,0,0,65,25,9,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,91,15,8,0,0,111,45,17,10,0,0,72,0,0,0,0,0,6,0,0,0,0,0,0,136,39,18,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,310,290,102,35,1379,0,0,0,0,0,0,3,0,0,0,0,10,71,32,15,4,0,118,260,143
801061068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061069,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,99,38,37,7,3,186,135,81,139,84,14,456,0,0,0,0,0,3,243,124,176,93,22,651,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,12,19,3,0,55,4,0,0,0,0,10,0,0,0,0,0,0,24,15,25,3,0,69,0,0,0,0,0,0,13,4,0,0,0,12,37,10,4,0,0,47,6,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,54,13,9,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,150,211,98,22,791,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,0,0,8,65,29
801061070,0,0,0,0,0,0,3,0,0,0,0,3,41,6,5,0,0,55,145,40,47,8,3,240,106,65,79,62,16,326,0,0,0,0,0,5,297,110,135,71,11,625,0,0,0,0,0,0,0,0,0,0,0,0,19,3,4,0,0,27,82,21,11,0,0,120,8,5,3,0,4,27,0,0,0,0,0,0,112,31,21,4,0,172,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,143,155,73,15,799,0,0,0,0,0,0,0,0,0,0,0,0,24,4,0,0,0,29,121,42
801061129,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,3,7,0,0,21,8,9,4,9,4,30,0,0,0,0,0,0,24,7,9,9,4,53,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,0,13,0,0,0,0,0,0,44,4,0,0,0,45,70,12,3,5,0,94,48,15,0,0,0,65,0,0,0,0,0,0,5,0,0,0,0,5,166,35,3,3,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,41,26,11,4,272,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,5
801061130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801061131,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,21,10,13,0,4,44,0,4,5,0,0,13,0,0,0,0,0,3,26,18,16,4,5,68,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,25,26,8,3,3,0,44,3,4,7,4,0,21,0,0,0,0,0,0,50,15,14,5,0,90,0,0,0,0,0,0,49,0,0,0,0,49,293,59,9,0,0,360,60,30,14,6,0,103,0,0,0,0,0,0,0,0,0,0,0,0,405,86,19,6,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489,124,49,10,3,671,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,11,8
801071071,0,0,0,0,0,0,0,0,0,3,0,3,8,3,5,0,0,13,230,179,170,38,8,626,124,104,199,83,38,545,6,0,4,4,0,6,365,285,367,127,48,1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,35,14,6,0,107,6,13,10,3,0,35,0,0,0,0,0,3,56,50,23,13,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,427,331,392,139,52,1349,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,10,222,144
801071072,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,82,65,51,10,13,218,107,92,154,70,26,452,0,0,0,0,0,4,197,165,206,77,33,680,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,16,126,71,36,7,0,239,15,19,11,6,6,58,0,0,0,0,0,4,150,90,53,16,4,314,0,0,0,0,0,0,0,0,0,0,0,0,21,7,4,0,0,33,0,4,0,0,0,3,0,5,0,0,0,5,0,0,0,0,0,0,21,13,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,270,257,96,39,1035,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,14,150,64
801071073,0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,15,272,171,162,39,6,643,181,172,243,119,52,766,3,0,0,0,0,3,474,339,405,161,59,1443,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,8,33,27,10,0,0,64,3,0,0,0,0,7,0,0,0,0,0,0,39,28,14,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,13,25,5,6,3,0,49,5,0,0,0,0,6,0,0,0,0,0,0,39,16,6,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,380,425,165,59,1583,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,266,155
801071074,0,0,0,0,0,0,0,0,0,0,0,4,21,3,5,0,0,37,280,213,193,44,11,736,164,141,179,96,46,636,5,0,0,0,0,10,476,361,382,146,59,1420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,15,11,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,371,387,143,59,1448,0,0,0,0,0,0,0,0,0,0,0,4,22,0,0,0,0,22,295,187
801071075,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,178,118,118,28,7,456,154,171,281,117,71,790,0,0,0,0,0,7,344,297,400,149,79,1265,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,62,24,18,7,0,108,10,5,3,0,3,23,0,0,0,0,0,0,79,28,19,4,6,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,427,327,427,153,88,1418,0,0,0,0,0,0,0,0,0,0,0,6,5,3,5,0,0,9,148,103
801071076,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,80,45,37,5,0,163,236,158,196,85,25,705,0,0,0,0,0,4,329,202,236,91,26,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,4,9,0,0,0,0,7,0,0,0,0,0,0,14,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,338,207,236,94,26,895,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,91,30
801071077,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,15,140,111,85,28,5,378,80,86,108,51,24,356,0,0,0,0,0,8,239,207,197,82,36,756,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,9,7,5,4,0,0,16,0,5,0,0,0,3,0,0,0,0,0,0,15,9,8,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,215,205,82,36,786,0,0,0,0,0,0,0,4,0,0,0,6,12,0,0,0,0,10,135,82
801071078,0,0,0,0,0,5,5,0,0,0,0,5,19,8,0,0,4,32,335,211,165,48,11,773,246,225,324,163,71,1034,3,0,0,0,0,6,607,442,498,214,87,1850,0,0,0,0,0,0,0,0,0,0,0,0,31,6,0,0,0,36,119,48,33,4,0,202,6,0,0,4,0,10,0,0,0,0,0,0,157,48,39,5,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,495,535,222,89,2109,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,263,153
801071079,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,16,162,92,64,21,5,343,172,134,137,52,16,519,0,0,0,0,0,0,345,231,206,72,23,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,231,209,72,23,889,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,159,85
801071080,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,27,8,3,0,0,47,4,0,0,0,0,8,0,0,0,0,0,0,33,13,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,22,72,42,23,3,4,144,29,14,10,7,0,60,0,0,0,0,0,3,124,64,38,11,4,232,0,0,0,0,0,0,10,0,0,0,0,10,53,18,3,0,0,78,14,8,6,0,0,19,7,0,0,0,0,7,0,0,0,0,0,0,80,31,4,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,100,43,9,4,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6
