sal_code,sal_name,state,latitude,longitude,area_km2,abs_area_km2,sa2_mappings,police_district,police_mapping_confidence,classification_type,economic_base,last_updated,data_source
50059,Balladong,WA,-31.929494274232052,116.74454963455632,50.60024820639901,50.6002,"[{'sa2_code': '509021245', 'sa2_name': 'York - Beverley', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Suburban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50060,Balladonia,WA,-32.25018935368117,124.18882514275458,15271.80271355204,15271.8027,"[{'sa2_code': '511031282', 'sa2_name': 'Kambalda - Coolgardie - Norseman', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Suburban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50061,Ballajura,WA,-31.840001334113307,115.89585235656097,8.856760713300798,8.8563,"[{'sa2_code': '504031056', 'sa2_name': 'Ballajura', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Urban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50062,Ballaying,WA,-33.320765338149215,117.59429776115023,166.7627625998252,166.7628,"[{'sa2_code': '509031250', 'sa2_name': 'Wagin', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50063,Ballidu,WA,-30.603117128067048,116.76726821987067,8.508504322322104,8.5085,"[{'sa2_code': '509021238', 'sa2_name': 'Dowerin', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50064,Bally Bally,WA,-32.207801905694545,117.1409761918184,182.43205791643217,182.4321,"[{'sa2_code': '509021245', 'sa2_name': 'York - Beverley', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Suburban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50065,Bambun,WA,-31.42719952258909,115.88667343341197,61.00076807316659,61.0008,"[{'sa2_code': '509021239', 'sa2_name': 'Gingin - Dandaragan', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Suburban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50066,Bandy Creek,WA,-33.81571037833856,121.97329534687493,34.89104575534674,34.8912,"[{'sa2_code': '511011274', 'sa2_name': 'Esperance', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Mixed Economy'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50067,Bandya,WA,-27.876737059439794,122.15831528688966,7061.1816501381445,7061.1816,"[{'sa2_code': '511031283', 'sa2_name': 'Leinster - Leonora', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Remote,['Agriculture'],2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
50068,Banjup,WA,-32.1575547154384,115.88287011744032,14.230985778733153,14.2311,"[{'sa2_code': '507011148', 'sa2_name': 'Banjup', 'population_weight': 1.0, 'area_weight': 1.0, 'match_confidence': 0.9}]",,0.0,Suburban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021_FINAL
