sal_code,sal_name,state,latitude,longitude,area_km2,sa2_mappings,police_district,police_mapping_confidence,classification_type,economic_base,last_updated,data_source
50431,Dudley Park (WA),WA,-32.55280794515105,115.73035058276665,6.832160144897199e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50432,Dukin,WA,-30.88998349537611,117.53289687848122,1.9381712295249383e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50433,Dulbelling,WA,-31.998885849623438,117.25811893338987,1.596884533061424e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50434,Dulyalbin,WA,-31.560070494385254,119.13602792635804,3.1641310181411764e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50435,Dumbarton,WA,-31.561127179713182,116.53562204350602,6.808548252382383e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50436,Dumberning,WA,-33.004208227793946,117.10101951042141,1.2731012254057963e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50437,Dumbleyung,WA,-33.30145138987657,117.77675954117174,2.4709453420582314e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50438,Duncraig,WA,-31.83300186694461,115.77635756470058,7.312884835793859e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50439,Dundas (WA),WA,-32.47358230959254,121.6821573729259,9.436756342311471e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50440,Dunn Rock,WA,-33.323479360548006,119.48904055842598,5.482634158051489e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50441,Dunsborough,WA,-33.60813159521898,115.09409215671818,1.5627274302405817e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50442,Durack (WA),WA,-16.34530398101116,127.57576392737418,2.4715496501515133e-06,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50443,Duranillin,WA,-33.52227878941999,116.74442923341033,1.6769151496831283e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50444,Durawah,WA,-28.575357681200895,114.94753050825273,1.299868550934314e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50445,Dwarda,WA,-32.76595734970819,116.68701599755596,1.1310980129500061e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50446,Dwellingup,WA,-32.73322229648306,116.08296617395995,2.5985547593240255e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50447,Eagle Bay,WA,-33.561786775967335,115.06188257155817,1.607272869042634e-10,[],,0.0,Remote,['Tourism'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50448,East Augusta,WA,-34.31158333181473,115.176321390248,3.762793039041889e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50449,East Ballidu,WA,-30.560507015825735,116.90409193779577,4.0379803938582156e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50450,East Beverley,WA,-32.03519768346831,117.07338512235667,2.4313224273979238e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50451,East Bowes,WA,-28.35051085510701,114.72857788890505,1.5196406119111457e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50452,East Bunbury,WA,-33.33721160367875,115.65911425574893,3.421309539014605e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50453,East Cannington,WA,-32.009077486117576,115.95881816910467,2.6234360988104274e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50454,East Carnarvon,WA,-24.86719292073814,113.67746535762836,3.687304560144961e-10,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50455,East Chapman,WA,-28.67884787229087,114.80315227247011,7.220366656376319e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50456,East Damboring,WA,-30.47892466575784,116.8048709233083,9.722482470878954e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50457,East Fremantle,WA,-32.03792684169168,115.76817815483369,2.996593455668804e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50458,East Lyons River,WA,-24.30663072602731,117.27163643263744,9.808635673458377e-07,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50459,East Munglinup,WA,-33.6900163651995,120.94225009614215,7.642073410034295e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50460,East Murchison,WA,-26.38481489162015,117.12072249622108,6.603302792330859e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50461,East Nabawa,WA,-28.490179431396673,114.92705762231152,9.819392699588158e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50462,East Nannup,WA,-34.029962554560385,115.85464047609554,1.0248104474390212e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50463,East Newdegate,WA,-33.10735240529831,119.27680675610424,4.884836739517391e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50464,East Perth,WA,-31.956724292806406,115.87686741187048,3.057432059245035e-10,[],,0.0,Urban,"['Services', 'Finance']",2025-09-15T00:00:00.000Z,ABS_SAL_2021
50465,East Pingelly,WA,-32.51197438387083,117.3240712274659,8.869535840042494e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50466,East Popanyinning,WA,-32.63153971329779,117.25097028233382,1.0084484611898191e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50467,East Rockingham,WA,-32.26244839685115,115.76969697463626,8.390620839889451e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50468,East Victoria Park,WA,-31.98931394194234,115.90382887521413,3.6840500385779117e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50469,East Wickepin,WA,-32.772315830249966,117.71191485387895,1.3104866295144749e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50470,East Yuna,WA,-28.397458320467635,115.18997556978347,4.590410912244413e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50471,Eastbrook,WA,-34.394583640259285,116.07968178056473,5.809669036512469e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50472,Eaton (WA),WA,-33.31221265024384,115.71667246487732,6.24459028506318e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50473,Eden Hill,WA,-31.891054096365572,115.94718474596596,2.164803936191563e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50474,Edgewater,WA,-31.76377740903643,115.78516899790749,4.6307092718690354e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50475,Eganu,WA,-30.042902904688265,115.7431431969596,1.2993778455078753e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50476,Eglinton (WA),WA,-31.584404080609943,115.66863952837889,1.464292113392067e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50477,Eighty Mile Beach,WA,-19.556843867312978,121.31145710509261,7.686812809872385e-07,[],,0.0,Tourist,['Tourism'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50478,Elabbin,WA,-31.2514105613346,118.13338739346283,1.2243380099415989e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50479,Elachbutting,WA,-30.603829747722315,118.61649307787694,9.316344001194559e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50480,Elgin (WA),WA,-33.53821714998917,115.63342961215308,5.8464382737689875e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50481,Elleker,WA,-35.02227306250815,117.72412882719763,3.1502743277975966e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50482,Ellenbrook,WA,-31.768166557744443,115.97737324353939,1.2301475639718806e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50483,Ellendale (WA),WA,-28.882213286358034,114.99718957776635,1.624549826398909e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50484,Embleton,WA,-31.902203974436354,115.9111052011926,1.665999786590519e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50485,Emu Flat (WA),WA,-31.02897838868374,122.37352142703311,4.230038290043036e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50486,Emu Point,WA,-34.99531445255129,117.93711483086469,1.8728333818780006e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50487,Eneabba,WA,-29.824016870188796,115.25978878569634,1.3129429195339486e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50488,Ennuin,WA,-30.653936975092947,118.91310710816434,1.1123522775025555e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50489,Eradu,WA,-28.674362778915164,115.05889760924802,3.827904685088494e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50490,Eradu South,WA,-28.77589919009809,115.06764697677895,6.7281741180198335e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50491,Erskine (WA),WA,-32.559275014418176,115.69999607680471,3.713100078620273e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50492,Esperance,WA,-33.86075021461045,121.88944973924822,2.443515808661324e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50493,Etmilyn,WA,-32.76777465315082,116.14185923595262,3.450602658849601e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50494,Eucla,WA,-31.605593389486522,128.46705889852745,4.743180714413789e-07,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50495,Eurardy,WA,-27.437830274214484,114.71660141710576,1.3653903417336022e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50496,Ewlyamartup,WA,-33.709575047311525,117.71206737658144,1.4263414113259085e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50497,Exmouth,WA,-21.95601016839747,114.112520044228,5.939172340894899e-09,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50498,Exmouth Gulf,WA,-22.60922103089201,114.24780530315176,4.215166089113957e-07,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50499,Fairbridge,WA,-32.618722230245254,115.93806931791252,1.0849779493383216e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50500,Falcon,WA,-32.58258382234036,115.66145821357844,6.086604677318801e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50501,Ferguson (WA),WA,-33.43940476008092,115.85098057717745,4.015785709532062e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50502,Ferndale (WA),WA,-32.029545446739114,115.92475088679609,3.0467603244351513e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50503,Feysville,WA,-30.98061271191551,121.62889387595764,1.0130295323335703e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50504,Fimiston,WA,-30.778465758618278,121.50499685777446,3.7770803526522193e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50505,Finucane,WA,-20.30173190307134,118.56339764875291,1.8030392666309374e-10,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50506,Fitzgerald (WA),WA,-33.7477293919682,119.45485549183121,2.795596310690667e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50507,Fitzgerald River National Park,WA,-34.014139963545226,119.55993946491213,2.3539111210081294e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50508,Fitzroy Crossing,WA,-18.18333172150485,125.56890509853285,2.401521595719215e-09,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50509,Flint,WA,-32.20797012849978,116.4516274851685,5.449367691346031e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50510,Floreat,WA,-31.9389606437573,115.79193350221213,4.36972183265975e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50511,Flynn (WA),WA,-32.05229650997562,116.47768306248003,4.0723354837574223e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50512,Forest Grove (WA),WA,-34.087490002246454,115.13112309680976,1.252263427404391e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50513,Forest Hill (WA),WA,-34.61335057047422,117.41642776538306,2.0413718752286214e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50514,Forrest (WA),WA,-30.77545298155092,127.56661350711525,2.983935793460318e-06,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50515,Forrest Beach (WA),WA,-33.56713644424024,115.48943053956164,1.7005331993484105e-09,[],,0.0,Remote,['Tourism'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50516,Forrestania,WA,-32.43478289467422,119.71175642489813,3.0545007949328917e-07,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50517,Forrestdale,WA,-32.15509050641855,115.93421969423869,3.029899046453152e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50518,Forrestfield,WA,-31.983506700248277,116.00715214329905,1.6295613821318362e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50519,Fortescue (WA),WA,-21.622992864519123,116.54625972111486,8.153370484276954e-07,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50520,Frankland River,WA,-34.33888708066153,116.96681501456226,1.3630985856993424e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50521,Fraser Range,WA,-31.98042408789782,122.94094286400822,1.9442202345786093e-06,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50522,Fremantle,WA,-32.053381264361796,115.75850144398265,5.285550468238085e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50523,Furnissdale,WA,-32.56013222323637,115.7733773696735,6.659202105101588e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50524,Gabalong,WA,-30.71293828274074,116.38737912075791,7.16625436572237e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50525,Gabbadah,WA,-31.292001588890734,115.50599957606666,6.1903825193071696e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50526,Gabbin,WA,-30.73298177107384,117.68362061240384,7.595872514911662e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50527,Gairdner,WA,-34.21032792322593,119.01248923434306,9.53302253492927e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50528,Gap Ridge,WA,-20.737896616678814,116.78853821410996,4.836974953286386e-09,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50529,Garden Island (WA),WA,-32.200713735185325,115.67677156896451,1.1874014091532914e-09,[],,0.0,Urban,['Tourism'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50530,Gascoyne Junction,WA,-25.05065744135158,115.20191546209594,1.8828605880491154e-09,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50531,Gascoyne River,WA,-25.234109422025238,116.20731528868012,2.3960965516845e-06,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50532,Geegully Creek,WA,-18.304504982137704,123.73033199384113,7.652121786190704e-07,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50533,Gelorup,WA,-33.427641825646106,115.64274199496522,2.3969411267070792e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50534,Geographe,WA,-33.639302297946784,115.38455047828786,5.547539923142389e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50535,Georgina (WA),WA,-28.878447055004127,114.77867793092115,6.56579856673798e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50536,Geraldton,WA,-28.777363600883884,114.61502303292319,4.1352776540886864e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50537,Ghooli,WA,-31.218601811185362,119.54325867540312,9.202481598708993e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50538,Gibb,WA,-16.269330861322146,126.54213966219261,1.0966662461516462e-06,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50539,Gibson,WA,-33.623893513521196,121.8255139032255,7.133895247128454e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50540,Gibson Desert North,WA,-22.4968714864356,126.5779121412062,1.0058107423507997e-05,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50541,Gibson Desert South,WA,-24.915435397476738,125.50090741472641,1.6657391786033143e-06,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50542,Gidgegannup,WA,-31.754393955331516,116.18747307202474,2.902181432155651e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50543,Gilgering,WA,-32.003969325079765,116.83563894366168,1.5064021028367933e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50544,Gillimanning,WA,-32.66932452886982,117.44892145517304,1.555791841262441e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50545,Gillingarra,WA,-30.900648085546905,116.03911553506444,2.084546185107485e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50546,Gilroyd,WA,-25.906275087713244,115.18306513301775,7.294817325111241e-08,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50547,Gingerah,WA,-19.074633228074013,122.78997851352683,2.2604732418162514e-06,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50548,Gingin,WA,-31.346446143026327,115.91117977868825,8.983517008086744e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50549,Ginginup,WA,-31.29373947262089,115.91711182213947,6.902003148782116e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50550,Girrawheen,WA,-31.84101005183506,115.83982476363249,3.8900682235981413e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50551,Gledhow,WA,-35.00717621598579,117.82844057703696,6.512658673147546e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50552,Glen Forrest,WA,-31.919137258836304,116.10727209694542,1.242771818312275e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50553,Glen Iris (WA),WA,-33.34277436200564,115.68293707229985,4.566781986243448e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50554,Glen Mervyn,WA,-33.52619131124235,116.0712309277027,3.6663147416274116e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50555,Glencoe (WA),WA,-33.47185326867936,117.62262109951347,9.3748026047e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50556,Glendalough,WA,-31.91989404641054,115.81945898388068,6.896612250841293e-11,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50557,Glenfield (WA),WA,-28.692480808033924,114.62141017687388,7.536716777523613e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50558,Glenlynn,WA,-34.00841340015466,116.155920772127,4.221991412269502e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50559,Glenoran,WA,-34.25583846329932,115.94218910390306,2.427195205556578e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50560,Glentromie,WA,-30.904922616089504,116.25441180317573,1.7089452203282693e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50561,Gnangara,WA,-31.775293834667178,115.8650815631718,1.4088893838036428e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50562,Gnarabup,WA,-33.99467675881508,114.99804242618987,2.340408523272228e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50563,Gnoorea,WA,-20.839343100151723,116.39789127765017,1.1785036341261217e-09,[],,0.0,Regional Town,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50564,Gnowangerup,WA,-33.937989596147105,118.00344985983158,3.6943335438701955e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50565,Gnowellen,WA,-34.379003342988256,118.5405946502359,3.531543883243244e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50566,Golden Bay,WA,-32.42504949389429,115.76098895713321,4.23284699109657e-10,[],,0.0,Urban,"['Mining', 'Tourism']",2025-09-15T00:00:00.000Z,ABS_SAL_2021
50567,Goode Beach,WA,-35.08673177562653,117.93185480349419,1.1520491045074737e-10,[],,0.0,Remote,['Tourism'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50568,Goodlands,WA,-29.99270457927589,117.28809321597593,1.9785505737108938e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50569,Goomalling,WA,-31.296584012989385,116.84284832918775,4.2809439073028e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50570,Goomarin,WA,-31.219945904084867,118.42391494215624,2.629706927645128e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50571,Gooseberry Hill,WA,-31.94839581031274,116.04796017051422,7.923861706083085e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50572,Gorge Rock,WA,-32.460290172886296,117.99778597391403,2.3801767906500707e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50573,Gorrie,WA,-31.910466395851586,116.3112381972042,2.510738204390961e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50574,Gosnells,WA,-32.08478106401874,115.99204665448127,1.4922146330144036e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50575,Gracetown,WA,-33.86904095834367,115.0077888557034,3.909634371053062e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50576,Granville (WA),WA,-31.307882055860127,115.85115855159404,4.1468941575895236e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50577,Grass Patch,WA,-33.23035037428094,121.78801634623449,1.4331727306394807e-07,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50578,Grass Valley,WA,-31.639256955296393,116.81618578175073,5.7125206732469795e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50579,Green Head,WA,-30.067093692096748,115.03028145788478,1.0469321598239747e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50580,Green Range,WA,-34.6873336471167,118.40876551313981,4.619560516195492e-08,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50581,Green Valley (WA),WA,-34.87386269116832,117.8176031572789,6.267767155003145e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50582,Greenbushes,WA,-33.857985330970315,116.0412787345495,5.100967960233136e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50583,Greenfields,WA,-32.52413530973111,115.76315971888704,9.593848780176725e-10,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50584,Greenhills,WA,-31.900838104604052,116.96303782858995,6.328984641485814e-09,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50585,Greenmount (WA),WA,-31.902730007741507,116.05577244179831,4.5918430684729997e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50586,Greenough,WA,-28.923427004038963,114.71955393945062,6.247082430915325e-09,[],,0.0,Remote,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50587,Greenwood (WA),WA,-31.82721352270782,115.80269996259831,5.119074712433348e-10,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
50588,Greenwoods Valley,WA,-31.503040676230597,116.93938936609709,1.1708762474751827e-08,[],,0.0,Urban,['Mixed'],2025-09-15T00:00:00.000Z,ABS_SAL_2021
